train_step,accumulation,average_variance,min_grad,max_grad,mean_grad,std_grad
0,1,0.05360350385308266,-16.0,15.4609375,0.000013982795280753635,0.20153184235095978
5000,1,0.008167855441570282,-1.4345703125,1.78515625,4.316356807976263e-6,0.015226680785417557
10000,1,0.0037925296928733587,-1.2958984375,1.169921875,7.794082534928748e-8,0.008927065879106522
15000,1,0.1323348879814148,-45.564945220947266,36.89348602294922,-0.0016971697332337499,0.42100033164024353
20000,1,0.1541908234357834,-59.8371467590332,46.72665786743164,0.0017695274436846375,0.49900707602500916
25000,1,0.16279137134552002,-47.72415542602539,46.42245101928711,-0.00009178257460007444,0.451265424489975
30000,1,0.18341511487960815,-54.730995178222656,55.62813186645508,0.0016317196423187852,0.5040766000747681
35000,1,0.18680565059185028,-48.093875885009766,47.640262603759766,0.0007231569616124034,0.49135497212409973
40000,1,0.20460331439971924,-53.85995101928711,58.07524871826172,0.0008444729610346258,0.5409643054008484
45000,1,0.21571460366249084,-54.170928955078125,51.66971206665039,0.0006412553484551609,0.5682913064956665
50000,1,0.22426767647266388,-58.76735305786133,52.68051528930664,0.0005433602491393685,0.5895856618881226
55000,1,0.22389322519302368,-54.60874557495117,53.54209518432617,0.0007272858638316393,0.5927303433418274
60000,1,0.2179240882396698,-56.542152404785156,61.597373962402344,0.0003136041632387787,0.5602878928184509
65000,1,0.22221022844314575,-56.02072525024414,60.604034423828125,0.00023584636801388115,0.576815664768219
70000,1,0.2176297903060913,-45.525047302246094,49.46943664550781,0.0006196337635628879,0.543674886226654
75000,1,0.18532928824424744,-48.62061309814453,51.27936935424805,-0.00039489808841608465,0.4447988271713257
80000,1,0.20116804540157318,-44.90439987182617,41.80518341064453,-0.0002129355416400358,0.473613977432251
85000,1,0.22761984169483185,-59.06098175048828,61.00360107421875,0.000697875046171248,0.5391660332679749
90000,1,0.2348165214061737,-53.92245864868164,49.41837692260742,0.0002329926355741918,0.5516018867492676
95000,1,0.2394954115152359,-52.37281036376953,50.527713775634766,0.00006852550723124295,0.562231183052063
100000,1,0.25246113538742065,-57.54249954223633,56.56888961791992,0.0005091988132335246,0.5950771570205688
105000,1,0.25098851323127747,-58.05439376831055,58.27362060546875,0.00047374199493788183,0.5899851322174072
110000,1,0.24998444318771362,-58.729698181152344,53.191932678222656,0.0004183068813290447,0.5851679444313049
115000,1,0.24601086974143982,-52.38518142700195,60.61787414550781,0.00033620852627791464,0.559566080570221
120000,1,0.243627667427063,-53.627986907958984,96.4203872680664,0.0007045919774100184,0.5533798933029175
125000,1,0.2251112163066864,-82.0609130859375,53.962100982666016,0.0005480057443492115,0.49561312794685364
130000,1,0.22370320558547974,-82.4483871459961,94.21851348876953,0.00017696812574286014,0.48959556221961975
135000,1,0.2247718870639801,-101.25932312011719,50.1224479675293,-0.00014250597450882196,0.49410271644592285
140000,1,0.23354418575763702,-133.87564086914062,43.16625213623047,0.00012829358456656337,0.5155685544013977
145000,1,0.2505764067173004,-93.11968994140625,50.12214660644531,-7.927888873382472e-6,0.5589873194694519
150000,1,0.2595473825931549,-132.18780517578125,75.14695739746094,0.00026735427672974765,0.5735188722610474
155000,1,0.25911781191825867,-117.81271362304688,51.240970611572266,0.0001497367484262213,0.5777075886726379
160000,1,0.2591884732246399,-192.38619995117188,65.89479064941406,0.00038519350346177816,0.5648091435432434
165000,1,0.24596351385116577,-120.44338989257812,44.782264709472656,0.00022976537002250552,0.5330390930175781
