train_step,accumulation,average_variance,min_grad,max_grad,mean_grad,std_grad
0,2,0.05196483060717583,-30.15625,26.6328125,0.00004129936860408634,0.3482533097267151
5000,2,0.1394197642803192,-74.625,61.171875,-0.0009946259669959545,0.41137203574180603
10000,2,0.12144174426794052,-94.35978698730469,46.814754486083984,-0.00007483967783628032,0.29630807042121887
15000,2,0.10649386048316956,-24.56609344482422,286.9337158203125,0.000654842471703887,0.21505841612815857
20000,2,0.10669022053480148,-38.51423645019531,737.5462036132812,0.0003900479059666395,0.2649022936820984
25000,2,0.10746143758296967,-39.40625,581.0547485351562,0.0000997825845843181,0.23286595940589905
30000,2,0.11075586825609207,-303.8433837890625,129.9386749267578,-0.00004074016396771185,0.18366286158561707
35000,2,0.119329072535038,-210.80258178710938,237.1492919921875,0.00011114257358713076,0.18533021211624146
40000,2,0.13439835608005524,-404.1357727050781,309.124755859375,-0.0000663535320200026,0.2153225839138031
45000,2,0.1410113424062729,-315.8181457519531,266.99835205078125,0.0002240868197986856,0.216610386967659
50000,2,0.14501464366912842,-370.9608154296875,194.5441436767578,0.00006927474169060588,0.22063662111759186
55000,2,0.14775621891021729,-402.3841857910156,168.02676391601562,-0.00007372860272880644,0.2305402010679245
60000,2,0.14610826969146729,-202.73065185546875,329.6441650390625,0.00007736591942375526,0.22444571554660797
65000,2,0.1503264605998993,-404.85382080078125,218.866455078125,0.00010008440585806966,0.23274239897727966
70000,2,0.14011695981025696,-233.3109893798828,239.33360290527344,-1.7852020164355054e-6,0.21298721432685852
75000,2,0.13814637064933777,-106.15894317626953,301.8665466308594,-9.670551435192465e-7,0.20981444418430328
80000,2,0.13497792184352875,-155.2562713623047,177.6254119873047,2.7487317311170045e-6,0.20388521254062653
85000,2,0.1447322517633438,-204.8645782470703,112.70478820800781,0.0000598960614297539,0.21600289642810822
90000,2,0.15149261057376862,-127.38560485839844,114.90359497070312,0.0000589841692999471,0.22153514623641968
95000,2,0.1612730175256729,-131.529541015625,188.826171875,-0.000026536530640441924,0.23512960970401764
100000,2,0.16545897722244263,-142.57785034179688,145.76254272460938,0.00005811117443954572,0.2400142252445221
105000,2,0.16930000483989716,-40.004817962646484,228.86505126953125,0.000262030225712806,0.25042369961738586
110000,2,0.16089557111263275,-159.74554443359375,132.31068420410156,0.0001452007272746414,0.23549862205982208
115000,2,0.1674998700618744,-68.21875,285.34918212890625,-0.00010840822505997494,0.25112074613571167
120000,2,0.1532614529132843,-89.34288787841797,246.11404418945312,0.00008541077113477513,0.2302914559841156
125000,2,0.15447723865509033,-173.880615234375,91.34375,0.00013236496306490153,0.23082908987998962
130000,2,0.15585067868232727,-119.1778564453125,134.84698486328125,-6.409566594811622e-6,0.2347293645143509
135000,2,0.16141466796398163,-142.66725158691406,120.48505401611328,-0.00009173460421152413,0.24285632371902466
140000,2,0.1683913767337799,-160.278076171875,148.56732177734375,0.00019829974917229265,0.2528071701526642
145000,2,0.1755847930908203,-95.42571258544922,245.97207641601562,-0.000031860352464718744,0.263430655002594
150000,2,0.17779411375522614,-103.3936767578125,246.74020385742188,6.99326619724161e-6,0.26503074169158936
155000,2,0.1785057634115219,-93.64447784423828,227.2652587890625,-0.00005304961450747214,0.2686994969844818
160000,2,0.17397163808345795,-188.86676025390625,114.65274047851562,0.00006237978959688917,0.2610519230365753
165000,2,0.1720859557390213,-63.265625,235.1585235595703,0.00017296153237111866,0.26023080945014954
170000,2,0.1646306961774826,-145.6693878173828,216.43472290039062,0.00014190060028340667,0.2523776888847351
175000,2,0.16692745685577393,-182.46823120117188,77.10343170166016,-0.00009360770491184667,0.2556382119655609
180000,2,0.17461122572422028,-201.77224731445312,110.71875,0.00023336453887168318,0.2712307870388031
185000,2,0.1703563630580902,-156.81845092773438,104.61347198486328,0.00021430442575365305,0.264055997133255
190000,2,0.17785364389419556,-127.2186508178711,163.16299438476562,0.00036340320366434753,0.2807168662548065
195000,2,0.18185178935527802,-148.161865234375,120.19795989990234,-2.6887826152233174e-6,0.28261321783065796
200000,2,0.18730199337005615,-138.8773956298828,183.45310974121094,-0.0000651361042400822,0.29161351919174194
205000,2,0.18718937039375305,-121.82940673828125,210.27481079101562,0.00009644975943956524,0.2923605144023895
210000,2,0.1910049021244049,-133.625,126.55333709716797,-0.00005045987563789822,0.300435870885849
