train_step,accumulation,average_variance,min_grad,max_grad,mean_grad,std_grad,batch_size
100000,0,0.25246113538742065,-57.54249954223633,56.56888961791992,0.0005091988132335246,0.5950771570205688,87.5 sec
105000,0,0.25098851323127747,-58.05439376831055,58.27362060546875,0.00047374199493788183,0.5899851322174072,87.5 sec
110000,0,0.24998444318771362,-58.729698181152344,53.191932678222656,0.0004183068813290447,0.5851679444313049,87.5 sec
115000,0,0.24601086974143982,-52.38518142700195,60.61787414550781,0.00033620852627791464,0.559566080570221,87.5 sec
120000,0,0.243627667427063,-53.627986907958984,96.4203872680664,0.0007045919774100184,0.5533798933029175,87.5 sec
125000,0,0.2251112163066864,-82.0609130859375,53.962100982666016,0.0005480057443492115,0.49561312794685364,87.5 sec
130000,0,0.22370320558547974,-82.4483871459961,94.21851348876953,0.00017696812574286014,0.48959556221961975,87.5 sec
135000,0,0.2247718870639801,-101.25932312011719,50.1224479675293,-0.00014250597450882196,0.49410271644592285,87.5 sec
140000,0,0.23354418575763702,-133.87564086914062,43.16625213623047,0.00012829358456656337,0.5155685544013977,87.5 sec
145000,0,0.2505764067173004,-93.11968994140625,50.12214660644531,-7.927888873382472e-6,0.5589873194694519,87.5 sec
150000,0,0.2595473825931549,-132.18780517578125,75.14695739746094,0.00026735427672974765,0.5735188722610474,87.5 sec
155000,0,0.25911781191825867,-117.81271362304688,51.240970611572266,0.0001497367484262213,0.5777075886726379,87.5 sec
160000,0,0.2591884732246399,-192.38619995117188,65.89479064941406,0.00038519350346177816,0.5648091435432434,87.5 sec
165000,0,0.24596351385116577,-120.44338989257812,44.782264709472656,0.00022976537002250552,0.5330390930175781,87.5 sec
170000,0,0.23790287971496582,-198.6089324951172,62.38087844848633,0.0005809994181618094,0.5035650730133057,87.5 sec
175000,0,0.23139800131320953,-162.03424072265625,61.544342041015625,0.0002493835345376283,0.4850868582725525,87.5 sec
180000,0,0.24173451960086823,-118.75439453125,159.5386962890625,0.00021575187565758824,0.5038490295410156,87.5 sec
185000,0,0.23773093521595,-225.02499389648438,64.65247344970703,0.00008327269461005926,0.49254894256591797,87.5 sec
190000,0,0.25170665979385376,-146.82827758789062,105.7400131225586,-0.00008166642510332167,0.5284344553947449,87.5 sec
195000,0,0.2582649290561676,-213.9567413330078,44.681114196777344,-0.00008230891398852691,0.539264440536499,87.5 sec
200000,0,0.2673351466655731,-362.4300231933594,66.12567138671875,-3.1252429835149087e-6,0.5639404654502869,87.5 sec
205000,0,0.26788458228111267,-406.0736389160156,98.47172546386719,0.0003109836543444544,0.5630154013633728,87.5 sec
210000,0,0.26217740774154663,-359.36224365234375,59.247127532958984,-0.00010032539285020903,0.5487432479858398,87.5 sec
215000,0,0.25406479835510254,-217.00186157226562,138.11688232421875,-0.00018881916184909642,0.5221788287162781,87.5 sec
220000,0,0.24590207636356354,-214.45545959472656,112.45004272460938,-0.00029777895542792976,0.5033187866210938,87.5 sec
225000,0,0.2409181147813797,-206.40667724609375,216.4522705078125,-0.00010416933946544304,0.4824339747428894,87.5 sec
230000,0,0.24448928236961365,-207.1834259033203,184.50631713867188,-0.0001291182852583006,0.4883524179458618,87.5 sec
235000,0,0.2556241452693939,-338.95263671875,40.64235305786133,0.000494711275678128,0.5101585984230042,87.5 sec
240000,0,0.255521297454834,-326.58233642578125,186.30108642578125,0.0004605524882208556,0.5073560476303101,87.5 sec
245000,0,0.257489413022995,-326.02490234375,96.89425659179688,0.00015551909746136516,0.5167354941368103,87.5 sec
250000,0,0.26875829696655273,-247.11880493164062,221.75222778320312,0.00033537246054038405,0.5403217077255249,87.5 sec
255000,0,0.27051952481269836,-377.60736083984375,164.26950073242188,0.00050574034685269,0.5454919338226318,87.5 sec
260000,0,0.266748309135437,-315.74346923828125,280.71514892578125,0.0005618631839752197,0.5378287434577942,87.5 sec
265000,0,0.26320314407348633,-448.6592102050781,212.3698272705078,0.0001995630591409281,0.5361438393592834,87.5 sec
270000,0,0.2551368772983551,-274.7716064453125,145.35328674316406,0.00033092411467805505,0.49363455176353455,87.5 sec
275000,0,0.2480672299861908,-307.17840576171875,141.30418395996094,0.00031718992977403104,0.47541502118110657,87.5 sec
280000,0,0.2557719945907593,-408.1955871582031,122.43585968017578,-0.00032873754389584064,0.49700355529785156,87.5 sec
285000,0,0.25894442200660706,-350.2451477050781,99.4451904296875,0.00008635038830107078,0.49561962485313416,87.5 sec
290000,0,0.2596017122268677,-302.783935546875,129.6490020751953,-0.000032277639547828585,0.4971644878387451,87.5 sec
295000,0,0.26566287875175476,-467.813232421875,205.77108764648438,0.00015037176490295678,0.5085409283638,87.5 sec
300000,0,0.2728598713874817,-475.1505126953125,346.7663879394531,-0.00020706526993308216,0.5305454134941101,87.5 sec
305000,0,0.2781200706958771,-375.99188232421875,254.1363525390625,0.00033876500674523413,0.530806839466095,87.5 sec
310000,0,0.2728128731250763,-366.9603576660156,279.7653503417969,0.000421790435211733,0.5231757164001465,87.5 sec
315000,0,0.27065250277519226,-420.8349609375,270.88458251953125,0.00003467735223239288,0.5183172225952148,87.5 sec
320000,0,0.26678982377052307,-411.70428466796875,160.9748077392578,0.00032213921076618135,0.5026472210884094,87.5 sec
325000,0,0.25756505131721497,-480.29315185546875,223.50177001953125,0.0004005525552202016,0.47566312551498413,87.5 sec
330000,0,0.2534530460834503,-698.9443359375,238.8322296142578,0.000892766984179616,0.46819278597831726,87.5 sec
335000,0,0.252726286649704,-515.4956665039062,229.4385528564453,-0.00023197740665636957,0.46564632654190063,87.5 sec
340000,0,0.2603629529476166,-462.11273193359375,163.63970947265625,0.00017296936130151153,0.4741131067276001,87.5 sec
345000,0,0.270285964012146,-385.3597412109375,91.87825012207031,0.00034151546424254775,0.49265897274017334,87.5 sec
350000,0,0.2715166211128235,-353.50262451171875,117.53972625732422,0.00011227495269849896,0.4948856234550476,87.5 sec
355000,0,0.27198556065559387,-417.3471984863281,325.8144836425781,0.00025631018797867,0.4990260899066925,87.5 sec
360000,0,0.2710076868534088,-451.0406799316406,146.21212768554688,0.000461937568616122,0.49880480766296387,87.5 sec
365000,0,0.2625425159931183,-225.73046875,412.0707092285156,0.0002965542662423104,0.4737628102302551,87.5 sec
370000,0,0.26144900918006897,-213.3590087890625,501.1942138671875,0.0003615746973082423,0.4706380069255829,87.5 sec
375000,0,0.2551305890083313,-247.37789916992188,230.99668884277344,0.0005737077444791794,0.4468382000923157,87.5 sec
380000,0,0.25432270765304565,-488.46954345703125,186.17172241210938,-0.00039272604044526815,0.45400938391685486,87.5 sec
385000,0,0.2616160213947296,-385.928955078125,357.6154479980469,0.0007817199802957475,0.4609455466270447,87.5 sec
390000,0,0.2638167142868042,-471.50994873046875,277.1154479980469,0.00028605759143829346,0.4648812413215637,87.5 sec
395000,0,0.27121028304100037,-430.89501953125,214.5062255859375,0.0002863953704945743,0.4759080708026886,87.5 sec
400000,0,0.2771681249141693,-418.72589111328125,399.3692321777344,0.00045924546429887414,0.49368223547935486,87.5 sec
0,1,0.07379470765590668,-31.703125,29.53125,0.000037487730878638104,0.35823625326156616,150 sec
5000,1,0.1808324009180069,-53.611629486083984,44.89656448364258,0.0004147311847191304,0.5300301313400269,150 sec
10000,1,0.14825831353664398,-50.862525939941406,54.31844711303711,0.0007104879477992654,0.384601354598999,150 sec
15000,1,0.14551931619644165,-40.716514587402344,78.82501983642578,0.0010433128336444497,0.3329460322856903,150 sec
20000,1,0.13010887801647186,-124.86182403564453,243.77699279785156,0.0003132783167529851,0.2599181532859802,150 sec
25000,1,0.12453194707632065,-372.1719055175781,152.74220275878906,0.00006428822234738618,0.23481018841266632,150 sec
30000,1,0.1328791379928589,-514.6884765625,102.61799621582031,0.00005404813782661222,0.2405252754688263,150 sec
35000,1,0.15091976523399353,-584.2154541015625,194.67178344726562,-0.00007013743743300438,0.26404857635498047,150 sec
40000,1,0.15236037969589233,-462.38531494140625,252.87274169921875,0.000015977848306647502,0.2570253610610962,150 sec
45000,1,0.16552992165088654,-557.5391235351562,659.3958740234375,0.00007022300997050479,0.2920941114425659,150 sec
50000,1,0.1812485158443451,-437.4466247558594,524.7924194335938,0.00013185666466597468,0.2944371998310089,150 sec
55000,1,0.1818579137325287,-394.31396484375,783.6651611328125,-1.8970944211105234e-6,0.3067358136177063,150 sec
60000,1,0.1774158477783203,-483.4783630371094,404.49627685546875,-0.00008363864617422223,0.29638347029685974,150 sec
65000,1,0.18136420845985413,-344.0425109863281,397.67791748046875,0.00010429856047267094,0.29525062441825867,150 sec
70000,1,0.16730371117591858,-764.70751953125,230.62832641601562,-4.477950824366417e-6,0.2839755713939667,150 sec
75000,1,0.16131974756717682,-455.72271728515625,201.71731567382812,-0.0002963038859888911,0.26502785086631775,150 sec
80000,1,0.1768188625574112,-432.54217529296875,144.18905639648438,-0.000011579548299778253,0.28327757120132446,150 sec
85000,1,0.18195940554141998,-303.72125244140625,250.26963806152344,-0.00001778200748958625,0.28089600801467896,150 sec
90000,1,0.18449905514717102,-499.71002197265625,167.6232147216797,0.0000607127403782215,0.28466498851776123,150 sec
95000,1,0.19177812337875366,-455.5975036621094,213.9908447265625,2.652670900715748e-6,0.2932907044887543,150 sec
100000,1,0.19742053747177124,-313.4043273925781,176.2076873779297,0.00003435383769101463,0.2974868714809418,150 sec
105000,1,0.20103271305561066,-563.8845825195312,259.52001953125,0.000043415024265414104,0.3125355839729309,150 sec
110000,1,0.19350101053714752,-459.78936767578125,338.5828857421875,0.00006904179463163018,0.2954781949520111,150 sec
115000,1,0.205954909324646,-384.1800537109375,342.3988342285156,0.00007901201024651527,0.3194698691368103,150 sec
120000,1,0.19046714901924133,-203.72201538085938,327.62158203125,0.00015472689119633287,0.2884128987789154,150 sec
125000,1,0.1904795914888382,-202.886962890625,314.098388671875,0.00014144172018859535,0.2938432991504669,150 sec
130000,1,0.19274574518203735,-593.517822265625,231.9912109375,0.00011644540791166946,0.2950272262096405,150 sec
135000,1,0.19988517463207245,-188.35765075683594,480.0116882324219,0.00009603346552466974,0.3019002079963684,150 sec
140000,1,0.20552495121955872,-304.60028076171875,323.80010986328125,0.000059432608395582065,0.31323927640914917,150 sec
145000,1,0.2122305929660797,-504.6936950683594,399.55224609375,-0.0001148953742813319,0.32252445816993713,150 sec
150000,1,0.21666187047958374,-320.6303405761719,468.19012451171875,0.000012048089956806507,0.32615524530410767,150 sec
155000,1,0.2218930721282959,-301.6903381347656,456.1292724609375,-0.00004118134165764786,0.3368161916732788,150 sec
160000,1,0.2221674621105194,-351.8389587402344,442.11505126953125,0.0002168289793189615,0.3332253098487854,150 sec
165000,1,0.2084575742483139,-188.35394287109375,425.2027587890625,-0.00007963266398292035,0.3124772310256958,150 sec
170000,1,0.21639910340309143,-410.465087890625,150.70594787597656,-0.00021137821022421122,0.3265230357646942,150 sec
175000,1,0.20998361706733704,-343.38690185546875,169.125,0.0001731128868414089,0.32092976570129395,150 sec
180000,1,0.21156901121139526,-256.63714599609375,186.12725830078125,0.00004972812166670337,0.3179600238800049,150 sec
185000,1,0.21599365770816803,-318.3592224121094,137.82919311523438,-0.000055536929721711203,0.3200506269931793,150 sec
190000,1,0.21993276476860046,-150.67446899414062,264.33746337890625,0.00006430030771298334,0.32469406723976135,150 sec
195000,1,0.22314633429050446,-282.5306701660156,224.3203582763672,-0.00010840048344107345,0.33454492688179016,150 sec
200000,1,0.23138931393623352,-118.41059875488281,184.84823608398438,-2.977900521727861e-6,0.33782148361206055,150 sec
205000,1,0.23726066946983337,-237.50778198242188,246.41299438476562,-0.00010207680315943435,0.34920138120651245,150 sec
210000,1,0.23586054146289825,-324.5294189453125,271.6361083984375,-0.00021247714175842702,0.3638108968734741,150 sec
215000,1,0.22693432867527008,-207.14932250976562,146.94146728515625,0.00010808523802552372,0.3368564248085022,150 sec
220000,1,0.2257993370294571,-311.2750244140625,201.7218017578125,-0.00012197322212159634,0.33522117137908936,150 sec
225000,1,0.21952028572559357,-302.7094421386719,265.3480529785156,0.00011968161561526358,0.33357635140419006,150 sec
230000,1,0.21705982089042664,-231.5242156982422,344.0589294433594,-0.00016724431770853698,0.3238220810890198,150 sec
235000,1,0.22831156849861145,-204.79751586914062,254.54823303222656,-0.00005302095814840868,0.33937758207321167,150 sec
240000,1,0.22271251678466797,-305.04217529296875,401.2610778808594,0.00005649363811244257,0.34139612317085266,150 sec
245000,1,0.235991969704628,-199.41494750976562,207.95724487304688,-0.00010449533147038892,0.34997594356536865,150 sec
250000,1,0.24244047701358795,-329.27789306640625,305.4245300292969,-0.00006251070590224117,0.36192983388900757,150 sec
255000,1,0.24552305042743683,-160.98219299316406,237.6022491455078,-0.00007692795770708472,0.3614014685153961,150 sec
260000,1,0.24258533120155334,-415.9482421875,120.1964111328125,-0.00012440244609024376,0.3678775727748871,150 sec
265000,1,0.24297262728214264,-328.4490051269531,270.548583984375,0.000042084440792677924,0.3616824448108673,150 sec
270000,1,0.2360018938779831,-214.33824157714844,350.47576904296875,-0.00008886047726264223,0.3554293215274811,150 sec
275000,1,0.24298952519893646,-237.25210571289062,177.84317016601562,-0.00006634642340941355,0.363311231136322,150 sec
280000,1,0.234494149684906,-278.40673828125,161.875,-0.00004087857814738527,0.35414761304855347,150 sec
285000,1,0.23539012670516968,-253.7710723876953,272.3907775878906,-0.00018887002079281956,0.36152493953704834,150 sec
290000,1,0.24839814007282257,-263.33721923828125,129.48475646972656,-0.00023779974435456097,0.3742581605911255,150 sec
295000,1,0.2554796636104584,-237.69920349121094,137.560302734375,-0.0001564699487062171,0.3817552328109741,150 sec
300000,1,0.25685185194015503,-255.78057861328125,149.05422973632812,-0.0000862357483129017,0.384724497795105,150 sec
305000,1,0.2573564052581787,-212.24415588378906,119.43898010253906,-0.00012191336281830445,0.38506975769996643,150 sec
310000,1,0.2552148997783661,-359.9749755859375,173.19351196289062,-0.00013538780331145972,0.40015318989753723,150 sec
315000,1,0.25790831446647644,-306.5130615234375,237.5245361328125,-0.000013618711818708107,0.389250785112381,150 sec
320000,1,0.25140872597694397,-276.5447692871094,219.09295654296875,-0.0002722172357607633,0.3809492588043213,150 sec
325000,1,0.24165208637714386,-181.34532165527344,159.05442810058594,0.00011907771840924397,0.36172980070114136,150 sec
330000,1,0.2402467280626297,-145.89242553710938,179.77462768554688,0.00016372963727917522,0.3621388077735901,150 sec
335000,1,0.24850451946258545,-119.27972412109375,266.2880859375,0.000053855990699958056,0.37432000041007996,150 sec
340000,1,0.2520797848701477,-233.83843994140625,192.625,7.358205948548857e-6,0.3835448622703552,150 sec
345000,1,0.2577272057533264,-146.0,162.67660522460938,-0.00005356440306059085,0.38980209827423096,150 sec
350000,1,0.2617186903953552,-211.125,152.19253540039062,-0.00012945504568051547,0.3974551260471344,150 sec
355000,1,0.261997789144516,-176.125,128.07769775390625,-0.00004822977280127816,0.3957170248031616,150 sec
360000,1,0.2670735716819763,-257.68499755859375,366.5795593261719,-0.00003284999547759071,0.4056769907474518,150 sec
365000,1,0.26766759157180786,-318.0390319824219,184.85809326171875,-0.00003123869828414172,0.40407097339630127,150 sec
370000,1,0.2633601129055023,-214.0344696044922,115.63774871826172,0.000021504540200112388,0.3981652855873108,150 sec
375000,1,0.24220332503318787,-123.375,209.1664581298828,0.00009357547241961583,0.3693560063838959,150 sec
380000,1,0.24454925954341888,-184.091064453125,154.08392333984375,0.00013471508282236755,0.37289342284202576,150 sec
385000,1,0.24583593010902405,-94.07891845703125,150.625,-0.0000659804354654625,0.37669703364372253,150 sec
390000,1,0.25483980774879456,-146.125,209.03993225097656,-0.00003999739419668913,0.39061930775642395,150 sec
395000,1,0.2627866864204407,-81.26937866210938,224.487060546875,-0.00004882435314357281,0.4003150761127472,150 sec
400000,1,0.26655685901641846,-216.07090759277344,139.5,-0.00012744759442284703,0.40786877274513245,150 sec
0,2,0.05196483060717583,-30.15625,26.6328125,0.00004129936860408634,0.3482533097267151,5 min
5000,2,0.1394197642803192,-74.625,61.171875,-0.0009946259669959545,0.41137203574180603,5 min
10000,2,0.12144174426794052,-94.35978698730469,46.814754486083984,-0.00007483967783628032,0.29630807042121887,5 min
15000,2,0.10649386048316956,-24.56609344482422,286.9337158203125,0.000654842471703887,0.21505841612815857,5 min
20000,2,0.10669022053480148,-38.51423645019531,737.5462036132812,0.0003900479059666395,0.2649022936820984,5 min
25000,2,0.10746143758296967,-39.40625,581.0547485351562,0.0000997825845843181,0.23286595940589905,5 min
30000,2,0.11075586825609207,-303.8433837890625,129.9386749267578,-0.00004074016396771185,0.18366286158561707,5 min
35000,2,0.119329072535038,-210.80258178710938,237.1492919921875,0.00011114257358713076,0.18533021211624146,5 min
40000,2,0.13439835608005524,-404.1357727050781,309.124755859375,-0.0000663535320200026,0.2153225839138031,5 min
45000,2,0.1410113424062729,-315.8181457519531,266.99835205078125,0.0002240868197986856,0.216610386967659,5 min
50000,2,0.14501464366912842,-370.9608154296875,194.5441436767578,0.00006927474169060588,0.22063662111759186,5 min
55000,2,0.14775621891021729,-402.3841857910156,168.02676391601562,-0.00007372860272880644,0.2305402010679245,5 min
60000,2,0.14610826969146729,-202.73065185546875,329.6441650390625,0.00007736591942375526,0.22444571554660797,5 min
65000,2,0.1503264605998993,-404.85382080078125,218.866455078125,0.00010008440585806966,0.23274239897727966,5 min
70000,2,0.14011695981025696,-233.3109893798828,239.33360290527344,-1.7852020164355054e-6,0.21298721432685852,5 min
75000,2,0.13814637064933777,-106.15894317626953,301.8665466308594,-9.670551435192465e-7,0.20981444418430328,5 min
80000,2,0.13497792184352875,-155.2562713623047,177.6254119873047,2.7487317311170045e-6,0.20388521254062653,5 min
85000,2,0.1447322517633438,-204.8645782470703,112.70478820800781,0.0000598960614297539,0.21600289642810822,5 min
90000,2,0.15149261057376862,-127.38560485839844,114.90359497070312,0.0000589841692999471,0.22153514623641968,5 min
95000,2,0.1612730175256729,-131.529541015625,188.826171875,-0.000026536530640441924,0.23512960970401764,5 min
100000,2,0.16545897722244263,-142.57785034179688,145.76254272460938,0.00005811117443954572,0.2400142252445221,5 min
105000,2,0.16930000483989716,-40.004817962646484,228.86505126953125,0.000262030225712806,0.25042369961738586,5 min
110000,2,0.16089557111263275,-159.74554443359375,132.31068420410156,0.0001452007272746414,0.23549862205982208,5 min
115000,2,0.1674998700618744,-68.21875,285.34918212890625,-0.00010840822505997494,0.25112074613571167,5 min
120000,2,0.1532614529132843,-89.34288787841797,246.11404418945312,0.00008541077113477513,0.2302914559841156,5 min
125000,2,0.15447723865509033,-173.880615234375,91.34375,0.00013236496306490153,0.23082908987998962,5 min
130000,2,0.15585067868232727,-119.1778564453125,134.84698486328125,-6.409566594811622e-6,0.2347293645143509,5 min
135000,2,0.16141466796398163,-142.66725158691406,120.48505401611328,-0.00009173460421152413,0.24285632371902466,5 min
140000,2,0.1683913767337799,-160.278076171875,148.56732177734375,0.00019829974917229265,0.2528071701526642,5 min
145000,2,0.1755847930908203,-95.42571258544922,245.97207641601562,-0.000031860352464718744,0.263430655002594,5 min
150000,2,0.17779411375522614,-103.3936767578125,246.74020385742188,6.99326619724161e-6,0.26503074169158936,5 min
155000,2,0.1785057634115219,-93.64447784423828,227.2652587890625,-0.00005304961450747214,0.2686994969844818,5 min
160000,2,0.17397163808345795,-188.86676025390625,114.65274047851562,0.00006237978959688917,0.2610519230365753,5 min
165000,2,0.1720859557390213,-63.265625,235.1585235595703,0.00017296153237111866,0.26023080945014954,5 min
170000,2,0.1646306961774826,-145.6693878173828,216.43472290039062,0.00014190060028340667,0.2523776888847351,5 min
175000,2,0.16692745685577393,-182.46823120117188,77.10343170166016,-0.00009360770491184667,0.2556382119655609,5 min
180000,2,0.17461122572422028,-201.77224731445312,110.71875,0.00023336453887168318,0.2712307870388031,5 min
185000,2,0.1703563630580902,-156.81845092773438,104.61347198486328,0.00021430442575365305,0.264055997133255,5 min
190000,2,0.17785364389419556,-127.2186508178711,163.16299438476562,0.00036340320366434753,0.2807168662548065,5 min
195000,2,0.18185178935527802,-148.161865234375,120.19795989990234,-2.6887826152233174e-6,0.28261321783065796,5 min
200000,2,0.18730199337005615,-138.8773956298828,183.45310974121094,-0.0000651361042400822,0.29161351919174194,5 min
205000,2,0.18718937039375305,-121.82940673828125,210.27481079101562,0.00009644975943956524,0.2923605144023895,5 min
210000,2,0.1910049021244049,-133.625,126.55333709716797,-0.00005045987563789822,0.300435870885849,5 min
215000,2,0.18883296847343445,-114.52647399902344,147.7615203857422,0.0002724149380810559,0.29579633474349976,5 min
220000,2,0.176550030708313,-79.76536560058594,92.34162902832031,0.000035332275729160756,0.2753995358943939,5 min
225000,2,0.17139185965061188,-92.84320068359375,102.80501556396484,-9.736125321069267e-6,0.27037057280540466,5 min
230000,2,0.172108992934227,-82.9659194946289,76.359375,0.00005799391510663554,0.2734547555446625,5 min
235000,2,0.17560981214046478,-94.07286071777344,91.2578125,-0.00008229821833083406,0.27982959151268005,5 min
240000,2,0.18713465332984924,-106.5625,67.8671875,-0.00014549522893503308,0.2985348105430603,5 min
245000,2,0.18877430260181427,-91.59375,98.95780181884766,0.00003161305721732788,0.3016393780708313,5 min
250000,2,0.19113126397132874,-99.5,106.65625,0.00003197567639290355,0.3060106933116913,5 min
255000,2,0.19349850714206696,-95.99763488769531,82.70413208007812,0.00002842367575794924,0.30964183807373047,5 min
260000,2,0.19249622523784637,-150.85916137695312,107.09375,0.000056829721870599315,0.30909964442253113,5 min
265000,2,0.19807572662830353,-104.41849517822266,88.03125,0.00014930390170775354,0.31539392471313477,5 min
270000,2,0.19212199747562408,-82.98353576660156,69.8125,-0.00001090347177523654,0.30628111958503723,5 min
275000,2,0.1792614758014679,-93.09375,85.25,0.00007354350236710161,0.28628042340278625,5 min
280000,2,0.1812923699617386,-74.20021057128906,74.265625,-0.00004203534990665503,0.2930266261100769,5 min
285000,2,0.18518096208572388,-89.63237762451172,76.5625,-0.000029741335310973227,0.29821276664733887,5 min
290000,2,0.19073179364204407,-88.40625,133.421875,0.00023132933711167425,0.3125191628932953,5 min
295000,2,0.19511260092258453,-97.28125,100.296875,0.00007153386832214892,0.31696125864982605,5 min
300000,2,0.19731174409389496,-88.90625,127.625,0.000024761679014773108,0.32144591212272644,5 min
305000,2,0.1975892037153244,-88.796875,98.328125,0.00006770445179427043,0.32294023036956787,5 min
310000,2,0.20115438103675842,-95.546875,80.71875,-4.685051408159779e-6,0.3270571827888489,5 min
315000,2,0.19360323250293732,-106.53125,121.90625,0.00012560284812934697,0.316510945558548,5 min
320000,2,0.19072742760181427,-101.3125,123.49923706054688,-6.198818482516799e-6,0.3101288080215454,5 min
325000,2,0.18767906725406647,-75.265625,93.84375,0.00006274750921875238,0.30564674735069275,5 min
330000,2,0.18566179275512695,-117.46168518066406,142.5625,0.00009915849659591913,0.3053283095359802,5 min
335000,2,0.18379731476306915,-95.58489990234375,103.359375,0.00004738898860523477,0.3028836250305176,5 min
340000,2,0.18943409621715546,-165.03125,101.90625,0.000040367041947320104,0.3122868835926056,5 min
345000,2,0.1970997005701065,-165.0625,168.8125,0.00008098900434561074,0.3279115855693817,5 min
350000,2,0.19874806702136993,-165.515625,228.875,0.00009052866516867653,0.3328530192375183,5 min
355000,2,0.2010217159986496,-137.53125,174.0,0.00009460493311053142,0.3353100121021271,5 min
360000,2,0.199109748005867,-224.875,115.09375,-0.00006016247789375484,0.3314571976661682,5 min
365000,2,0.19977740943431854,-131.3515625,158.78125,0.00017675966955721378,0.33199527859687805,5 min
370000,2,0.19560648500919342,-119.5,179.1875,0.0001571163593325764,0.3267243504524231,5 min
375000,2,0.1847732961177826,-123.20571899414062,120.06196594238281,0.00007057207403704524,0.3036307096481323,5 min
380000,2,0.18588219583034515,-81.96875,126.53413391113281,0.00009566987864673138,0.3070715665817261,5 min
385000,2,0.18711413443088531,-173.87890625,99.28125,-0.0001156173093477264,0.312453031539917,5 min
390000,2,0.19161710143089294,-118.71875,112.90625,-0.000024111282982630655,0.319685161113739,5 min
395000,2,0.19853292405605316,-231.015625,137.734375,-0.00010795299749588594,0.3347110450267792,5 min
400000,2,0.20075887441635132,-125.84375,181.3125,0.00005593991227215156,0.33595678210258484,5 min
0,4,0.03559892624616623,-27.33984375,25.5,0.00003233187453588471,0.34158098697662354,10 min
5000,4,0.104758620262146,-31.689180374145508,42.04296875,-0.0002341876970604062,0.30638810992240906,10 min
10000,4,0.09226017445325851,-19.54619598388672,178.01336669921875,3.227592287657899e-6,0.21093140542507172,10 min
15000,4,0.09091703593730927,-261.79620361328125,54.059349060058594,-0.00009916075214277953,0.16186930239200592,10 min
20000,4,0.08847203850746155,-143.5192108154297,317.4517517089844,0.00006771370681235567,0.16044484078884125,10 min
25000,4,0.09010887891054153,-264.2491455078125,190.14743041992188,0.000028651696993620135,0.14445608854293823,10 min
30000,4,0.09567302465438843,-333.7130432128906,32.76599884033203,-0.0000749737155274488,0.15941399335861206,10 min
35000,4,0.10162918269634247,-160.92813110351562,52.60100555419922,-0.00009533089178148657,0.1530912220478058,10 min
40000,4,0.10917601734399796,-83.35459899902344,124.00515747070312,0.0001295475522056222,0.1607593446969986,10 min
45000,4,0.11766420304775238,-156.2998504638672,84.93101501464844,-0.0000327498019032646,0.176463320851326,10 min
50000,4,0.12405215948820114,-157.2960205078125,189.48268127441406,-2.672129312486504e-6,0.18138183653354645,10 min
55000,4,0.12406454235315323,-169.60110473632812,108.79910278320312,-0.0001642508286749944,0.18665160238742828,10 min
