train_step,accumulation,average_variance,min_grad,max_grad,mean_grad,std_grad
0,1,0.07379470765590668,-31.703125,29.53125,0.000037487730878638104,0.35823625326156616
5000,1,0.1808324009180069,-53.611629486083984,44.89656448364258,0.0004147311847191304,0.5300301313400269
10000,1,0.14825831353664398,-50.862525939941406,54.31844711303711,0.0007104879477992654,0.384601354598999
15000,1,0.14551931619644165,-40.716514587402344,78.82501983642578,0.0010433128336444497,0.3329460322856903
20000,1,0.13010887801647186,-124.86182403564453,243.77699279785156,0.0003132783167529851,0.2599181532859802
25000,1,0.12453194707632065,-372.1719055175781,152.74220275878906,0.00006428822234738618,0.23481018841266632
30000,1,0.1328791379928589,-514.6884765625,102.61799621582031,0.00005404813782661222,0.2405252754688263
35000,1,0.15091976523399353,-584.2154541015625,194.67178344726562,-0.00007013743743300438,0.26404857635498047
40000,1,0.15236037969589233,-462.38531494140625,252.87274169921875,0.000015977848306647502,0.2570253610610962
45000,1,0.16552992165088654,-557.5391235351562,659.3958740234375,0.00007022300997050479,0.2920941114425659
50000,1,0.1812485158443451,-437.4466247558594,524.7924194335938,0.00013185666466597468,0.2944371998310089
55000,1,0.1818579137325287,-394.31396484375,783.6651611328125,-1.8970944211105234e-6,0.3067358136177063
60000,1,0.1774158477783203,-483.4783630371094,404.49627685546875,-0.00008363864617422223,0.29638347029685974
65000,1,0.18136420845985413,-344.0425109863281,397.67791748046875,0.00010429856047267094,0.29525062441825867
70000,1,0.16730371117591858,-764.70751953125,230.62832641601562,-4.477950824366417e-6,0.2839755713939667
75000,1,0.16131974756717682,-455.72271728515625,201.71731567382812,-0.0002963038859888911,0.26502785086631775
80000,1,0.1768188625574112,-432.54217529296875,144.18905639648438,-0.000011579548299778253,0.28327757120132446
85000,1,0.18195940554141998,-303.72125244140625,250.26963806152344,-0.00001778200748958625,0.28089600801467896
90000,1,0.18449905514717102,-499.71002197265625,167.6232147216797,0.0000607127403782215,0.28466498851776123
95000,1,0.19177812337875366,-455.5975036621094,213.9908447265625,2.652670900715748e-6,0.2932907044887543
100000,1,0.19742053747177124,-313.4043273925781,176.2076873779297,0.00003435383769101463,0.2974868714809418
105000,1,0.20103271305561066,-563.8845825195312,259.52001953125,0.000043415024265414104,0.3125355839729309
110000,1,0.19350101053714752,-459.78936767578125,338.5828857421875,0.00006904179463163018,0.2954781949520111
115000,1,0.205954909324646,-384.1800537109375,342.3988342285156,0.00007901201024651527,0.3194698691368103
120000,1,0.19046714901924133,-203.72201538085938,327.62158203125,0.00015472689119633287,0.2884128987789154
125000,1,0.1904795914888382,-202.886962890625,314.098388671875,0.00014144172018859535,0.2938432991504669
130000,1,0.19274574518203735,-593.517822265625,231.9912109375,0.00011644540791166946,0.2950272262096405
135000,1,0.19988517463207245,-188.35765075683594,480.0116882324219,0.00009603346552466974,0.3019002079963684
140000,1,0.20552495121955872,-304.60028076171875,323.80010986328125,0.000059432608395582065,0.31323927640914917
145000,1,0.2122305929660797,-504.6936950683594,399.55224609375,-0.0001148953742813319,0.32252445816993713
150000,1,0.21666187047958374,-320.6303405761719,468.19012451171875,0.000012048089956806507,0.32615524530410767
155000,1,0.2218930721282959,-301.6903381347656,456.1292724609375,-0.00004118134165764786,0.3368161916732788
160000,1,0.2221674621105194,-351.8389587402344,442.11505126953125,0.0002168289793189615,0.3332253098487854
165000,1,0.2084575742483139,-188.35394287109375,425.2027587890625,-0.00007963266398292035,0.3124772310256958
170000,1,0.21639910340309143,-410.465087890625,150.70594787597656,-0.00021137821022421122,0.3265230357646942
175000,1,0.20998361706733704,-343.38690185546875,169.125,0.0001731128868414089,0.32092976570129395
180000,1,0.21156901121139526,-256.63714599609375,186.12725830078125,0.00004972812166670337,0.3179600238800049
185000,1,0.21599365770816803,-318.3592224121094,137.82919311523438,-0.000055536929721711203,0.3200506269931793
190000,1,0.21993276476860046,-150.67446899414062,264.33746337890625,0.00006430030771298334,0.32469406723976135
195000,1,0.22314633429050446,-282.5306701660156,224.3203582763672,-0.00010840048344107345,0.33454492688179016
200000,1,0.23138931393623352,-118.41059875488281,184.84823608398438,-2.977900521727861e-6,0.33782148361206055
205000,1,0.23726066946983337,-237.50778198242188,246.41299438476562,-0.00010207680315943435,0.34920138120651245
210000,1,0.23586054146289825,-324.5294189453125,271.6361083984375,-0.00021247714175842702,0.3638108968734741
215000,1,0.22693432867527008,-207.14932250976562,146.94146728515625,0.00010808523802552372,0.3368564248085022
220000,1,0.2257993370294571,-311.2750244140625,201.7218017578125,-0.00012197322212159634,0.33522117137908936
225000,1,0.21952028572559357,-302.7094421386719,265.3480529785156,0.00011968161561526358,0.33357635140419006
230000,1,0.21705982089042664,-231.5242156982422,344.0589294433594,-0.00016724431770853698,0.3238220810890198
235000,1,0.22831156849861145,-204.79751586914062,254.54823303222656,-0.00005302095814840868,0.33937758207321167
240000,1,0.22271251678466797,-305.04217529296875,401.2610778808594,0.00005649363811244257,0.34139612317085266
245000,1,0.235991969704628,-199.41494750976562,207.95724487304688,-0.00010449533147038892,0.34997594356536865
250000,1,0.24244047701358795,-329.27789306640625,305.4245300292969,-0.00006251070590224117,0.36192983388900757
255000,1,0.24552305042743683,-160.98219299316406,237.6022491455078,-0.00007692795770708472,0.3614014685153961
260000,1,0.24258533120155334,-415.9482421875,120.1964111328125,-0.00012440244609024376,0.3678775727748871
265000,1,0.24297262728214264,-328.4490051269531,270.548583984375,0.000042084440792677924,0.3616824448108673
270000,1,0.2360018938779831,-214.33824157714844,350.47576904296875,-0.00008886047726264223,0.3554293215274811
275000,1,0.24298952519893646,-237.25210571289062,177.84317016601562,-0.00006634642340941355,0.363311231136322
280000,1,0.234494149684906,-278.40673828125,161.875,-0.00004087857814738527,0.35414761304855347
285000,1,0.23539012670516968,-253.7710723876953,272.3907775878906,-0.00018887002079281956,0.36152493953704834
290000,1,0.24839814007282257,-263.33721923828125,129.48475646972656,-0.00023779974435456097,0.3742581605911255
295000,1,0.2554796636104584,-237.69920349121094,137.560302734375,-0.0001564699487062171,0.3817552328109741
300000,1,0.25685185194015503,-255.78057861328125,149.05422973632812,-0.0000862357483129017,0.384724497795105
305000,1,0.2573564052581787,-212.24415588378906,119.43898010253906,-0.00012191336281830445,0.38506975769996643
310000,1,0.2552148997783661,-359.9749755859375,173.19351196289062,-0.00013538780331145972,0.40015318989753723
315000,1,0.25790831446647644,-306.5130615234375,237.5245361328125,-0.000013618711818708107,0.389250785112381
320000,1,0.25140872597694397,-276.5447692871094,219.09295654296875,-0.0002722172357607633,0.3809492588043213
325000,1,0.24165208637714386,-181.34532165527344,159.05442810058594,0.00011907771840924397,0.36172980070114136
330000,1,0.2402467280626297,-145.89242553710938,179.77462768554688,0.00016372963727917522,0.3621388077735901
335000,1,0.24850451946258545,-119.27972412109375,266.2880859375,0.000053855990699958056,0.37432000041007996
340000,1,0.2520797848701477,-233.83843994140625,192.625,7.358205948548857e-6,0.3835448622703552
