it0,it1,euclidian_distance,cosine_similarity
5000,0,33.875003814697266,0.9986160397529602
10000,0,85.86333465576172,0.9911144971847534
15000,0,161.0350799560547,0.9690707921981812
20000,0,228.9922637939453,0.9385915398597717
25000,0,293.13458251953125,0.9017102122306824
30000,0,334.0920104980469,0.8741480112075806
35000,0,354.1805419921875,0.8592357039451599
40000,0,363.381591796875,0.8517969846725464
45000,0,366.9761657714844,0.8485860228538513
50000,0,367.7740783691406,0.8477708101272583
55000,0,368.4638366699219,0.8470308184623718
60000,0,371.4571533203125,0.84422367811203
65000,0,378.5128479003906,0.8380739092826843
70000,0,390.4502258300781,0.8278591632843018
75000,0,407.9037780761719,0.8128504157066345
80000,0,424.244873046875,0.798315167427063
85000,0,433.63665771484375,0.7893406748771667
90000,0,438.24493408203125,0.7844665050506592
95000,0,439.9588623046875,0.782325029373169
100000,0,440.2212829589844,0.7818230390548706
105000,0,440.5016174316406,0.7813102006912231
110000,0,442.0464172363281,0.779300332069397
115000,0,446.3110656738281,0.7746772766113281
120000,0,454.2663879394531,0.7666303515434265
125000,0,466.7088623046875,0.7544426321983337
130000,0,478.2486877441406,0.742831289768219
135000,0,484.8702087402344,0.735578179359436
140000,0,488.0119323730469,0.7316164970397949
145000,0,489.03558349609375,0.7299042344093323
150000,0,489.12762451171875,0.7295074462890625
155000,0,489.233642578125,0.7290998697280884
160000,0,490.33062744140625,0.7273424863815308
165000,0,493.5443420410156,0.7233273386955261
170000,0,500.036865234375,0.7160996198654175
175000,0,510.5577392578125,0.7050100564956665
180000,0,520.5026245117188,0.6943221092224121
185000,0,525.9733276367188,0.6877812147140503
190000,0,528.4786987304688,0.6842189431190491
195000,0,529.251708984375,0.6826559901237488
200000,0,529.226318359375,0.6823362708091736
205000,0,529.2145385742188,0.6820091009140015
210000,0,529.9989013671875,0.6804496645927429
215000,0,532.7489013671875,0.6767127513885498
220000,0,538.3643188476562,0.6700567007064819
225000,0,547.742919921875,0.6597428917884827
230000,0,556.6809692382812,0.6497672200202942
235000,0,561.5302734375,0.6436731219291687
240000,0,563.6279907226562,0.6404054164886475
245000,0,564.214599609375,0.638975977897644
250000,0,564.12060546875,0.6387031078338623
255000,0,564.0496826171875,0.6384156346321106
260000,0,564.6444702148438,0.6369886994361877
265000,0,567.0066528320312,0.6335444450378418
270000,0,572.08203125,0.6273117661476135
275000,0,580.6179809570312,0.6176896095275879
280000,0,588.7627563476562,0.6083841919898987
285000,0,593.1392211914062,0.6026938557624817
290000,0,595.0120849609375,0.5996022820472717
295000,0,595.3695678710938,0.5983425378799438
300000,0,595.2352905273438,0.5980923771858215
305000,0,595.1224975585938,0.5978285074234009
310000,0,595.5611572265625,0.5965116024017334
315000,0,597.6342163085938,0.5932883620262146
320000,0,602.2802124023438,0.5874164700508118
325000,0,610.2542114257812,0.5783047080039978
330000,0,617.85302734375,0.5695045590400696
335000,0,621.8980102539062,0.5641102194786072
340000,0,623.51318359375,0.5612325668334961
345000,0,623.7861938476562,0.5600305199623108
350000,0,623.6193237304688,0.5597983002662659
355000,0,623.4738159179688,0.5595526695251465
360000,0,623.8196411132812,0.5582994222640991
365000,0,625.703857421875,0.5552471876144409
370000,0,630.0302734375,0.5496940612792969
375000,0,637.5498657226562,0.5410789847373962
380000,0,644.7161254882812,0.5327633023262024
385000,0,648.4466552734375,0.5276853442192078
390000,0,649.9637451171875,0.5249207019805908
395000,0,650.1118774414062,0.5238118171691895
400000,0,649.9221801757812,0.5235929489135742
0,5000,33.875003814697266,0.9986160397529602
5000,10000,68.77507781982422,0.9943022131919861
10000,15000,103.71841430664062,0.9872037172317505
15000,20000,107.03315734863281,0.9867621660232544
20000,25000,119.88377380371094,0.9839869737625122
25000,30000,106.57828521728516,0.9876610040664673
30000,35000,80.97888946533203,0.992960512638092
35000,40000,58.65279769897461,0.9963192939758301
40000,45000,37.72538375854492,0.998476505279541
45000,50000,15.88796329498291,0.9997295141220093
50000,55000,15.706820487976074,0.9997352957725525
55000,60000,36.091156005859375,0.9985988140106201
60000,65000,55.1347541809082,0.9967219233512878
65000,70000,74.48187255859375,0.9940215349197388
70000,75000,95.74518585205078,0.9901715517044067
75000,80000,96.06260681152344,0.9901742935180664
80000,85000,77.20298767089844,0.9936750531196594
85000,90000,57.10728454589844,0.9965375065803528
90000,95000,36.65961837768555,0.9985702037811279
95000,100000,15.633350372314453,0.9997395277023315
100000,105000,15.510065078735352,0.9997431635856628
105000,110000,35.25871658325195,0.998668909072876
110000,115000,54.478904724121094,0.9968109726905823
115000,120000,73.851806640625,0.9941346049308777
120000,125000,93.35260772705078,0.9906619191169739
125000,130000,94.63890838623047,0.9904516935348511
130000,135000,76.70143127441406,0.9937409162521362
135000,140000,57.175018310546875,0.9965177774429321
140000,145000,36.81443786621094,0.9985525608062744
145000,150000,15.695032119750977,0.9997362494468689
150000,155000,15.637051582336426,0.9997377991676331
155000,160000,35.52718734741211,0.9986425638198853
160000,165000,54.84941864013672,0.9967531561851501
165000,170000,74.23028564453125,0.994047224521637
170000,175000,93.7520980834961,0.9905405044555664
175000,180000,94.85889434814453,0.9903693199157715
180000,185000,76.86531066894531,0.9936902523040771
185000,190000,57.375125885009766,0.9964799880981445
190000,195000,36.91241455078125,0.9985394477844238
195000,200000,15.76105785369873,0.9997332096099854
200000,205000,15.667959213256836,0.9997358918190002
205000,210000,35.67811965942383,0.9986256957054138
210000,215000,55.11898422241211,0.996708869934082
215000,220000,74.54959869384766,0.9939758777618408
220000,225000,94.20361328125,0.9904239177703857
225000,230000,95.12725067138672,0.9902970194816589
230000,235000,77.20951080322266,0.9936255812644958
235000,240000,57.44136047363281,0.9964684844017029
240000,245000,37.12693786621094,0.9985211491584778
245000,250000,15.832504272460938,0.9997307658195496
250000,255000,15.712716102600098,0.9997341632843018
255000,260000,35.861732482910156,0.9986106753349304
260000,265000,55.45464324951172,0.9966671466827393
265000,270000,74.83131408691406,0.9939305186271667
270000,275000,94.405517578125,0.9903903007507324
275000,280000,95.53490447998047,0.9902273416519165
280000,285000,77.42292022705078,0.9936021566390991
285000,290000,57.78749465942383,0.9964334964752197
290000,295000,37.100555419921875,0.9985267519950867
295000,300000,15.893219947814941,0.9997289180755615
300000,305000,15.808813095092773,0.9997313618659973
305000,310000,36.0384407043457,0.9986000657081604
310000,315000,55.65409469604492,0.9966509938240051
315000,320000,75.08904266357422,0.9939045310020447
320000,325000,94.6941146850586,0.9903622269630432
325000,330000,95.38494873046875,0.9902944564819336
330000,335000,77.37321472167969,0.9936366081237793
335000,340000,57.77681350708008,0.9964502453804016
340000,345000,37.25278854370117,0.9985211491584778
345000,350000,15.892264366149902,0.9997304081916809
350000,355000,15.841611862182617,0.9997314810752869
355000,360000,36.10560607910156,0.9986011385917664
360000,365000,55.75046157836914,0.996654748916626
365000,370000,75.12570190429688,0.9939290881156921
370000,375000,94.73240661621094,0.9904083013534546
375000,380000,95.4193115234375,0.9903467893600464
380000,385000,77.4913330078125,0.9936579465866089
385000,390000,57.94465637207031,0.9964531064033508
390000,395000,37.23952865600586,0.9985322952270508
395000,400000,15.863059997558594,0.9997330904006958
