step,batch size,value
100,87.5 sec,143.91343688964844
200,87.5 sec,148.27833557128906
300,87.5 sec,152.05682373046875
400,87.5 sec,155.2039031982422
500,87.5 sec,162.6074676513672
600,87.5 sec,168.0466766357422
700,87.5 sec,174.40061950683594
800,87.5 sec,180.49964904785156
900,87.5 sec,186.88226318359375
1000,87.5 sec,193.03521728515625
1100,87.5 sec,199.29698181152344
1200,87.5 sec,202.41864013671875
1300,87.5 sec,208.68212890625
1400,87.5 sec,213.50645446777344
1500,87.5 sec,219.63998413085938
1600,87.5 sec,224.95668029785156
1700,87.5 sec,229.74691772460938
1800,87.5 sec,235.20587158203125
1900,87.5 sec,236.64820861816406
2000,87.5 sec,242.44285583496094
2100,87.5 sec,247.20138549804688
2200,87.5 sec,250.51280212402344
2300,87.5 sec,255.4597930908203
2400,87.5 sec,259.0318603515625
2500,87.5 sec,263.9212341308594
2600,87.5 sec,265.6083068847656
2700,87.5 sec,268.756103515625
2800,87.5 sec,272.2471923828125
2900,87.5 sec,274.630615234375
3000,87.5 sec,277.4705505371094
3100,87.5 sec,277.4374694824219
3200,87.5 sec,274.6966552734375
3300,87.5 sec,257.6138610839844
3400,87.5 sec,258.72412109375
3500,87.5 sec,260.8577575683594
3600,87.5 sec,268.1485900878906
3700,87.5 sec,275.9065856933594
3800,87.5 sec,281.49542236328125
3900,87.5 sec,283.36077880859375
4000,87.5 sec,283.4169921875
4100,87.5 sec,284.1136779785156
4200,87.5 sec,282.99200439453125
4300,87.5 sec,282.608642578125
4400,87.5 sec,284.51947021484375
4500,87.5 sec,284.52703857421875
4600,87.5 sec,284.4140625
4700,87.5 sec,284.64605712890625
4800,87.5 sec,284.98248291015625
4900,87.5 sec,284.0487976074219
5000,87.5 sec,284.9234924316406
5100,87.5 sec,283.19622802734375
5200,87.5 sec,274.217529296875
5300,87.5 sec,281.2607727050781
5400,87.5 sec,280.37188720703125
5500,87.5 sec,277.7796630859375
5600,87.5 sec,278.5748596191406
5700,87.5 sec,281.4904479980469
5800,87.5 sec,281.7658996582031
5900,87.5 sec,281.1130065917969
6000,87.5 sec,283.0860595703125
6100,87.5 sec,283.5683898925781
6200,87.5 sec,284.4071350097656
6300,87.5 sec,285.2901611328125
6400,87.5 sec,286.1099853515625
6500,87.5 sec,285.34539794921875
6600,87.5 sec,285.4987487792969
6700,87.5 sec,285.21221923828125
6800,87.5 sec,285.6305847167969
6900,87.5 sec,285.2701721191406
7000,87.5 sec,285.9969177246094
7100,87.5 sec,284.1608581542969
7200,87.5 sec,285.0901184082031
7300,87.5 sec,284.59747314453125
7400,87.5 sec,284.088623046875
7500,87.5 sec,284.4775390625
7600,87.5 sec,284.483642578125
7700,87.5 sec,283.66845703125
7800,87.5 sec,284.956787109375
7900,87.5 sec,284.9634704589844
8000,87.5 sec,283.2929382324219
8100,87.5 sec,282.22857666015625
8200,87.5 sec,281.8446350097656
8300,87.5 sec,279.4806823730469
8400,87.5 sec,274.2180480957031
8500,87.5 sec,274.6094055175781
8600,87.5 sec,276.4319152832031
8700,87.5 sec,274.03228759765625
8800,87.5 sec,273.0690002441406
8900,87.5 sec,262.1166076660156
9000,87.5 sec,230.56727600097656
9100,87.5 sec,200.19781494140625
9200,87.5 sec,171.50392150878906
9300,87.5 sec,152.333251953125
9400,87.5 sec,134.26258850097656
9500,87.5 sec,113.11036682128906
9600,87.5 sec,96.58197784423828
9700,87.5 sec,86.05426025390625
9800,87.5 sec,75.09064483642578
9900,87.5 sec,70.23212432861328
10000,87.5 sec,68.22218322753906
10100,87.5 sec,67.51874542236328
10200,87.5 sec,64.07655334472656
10300,87.5 sec,63.70375061035156
10400,87.5 sec,60.918453216552734
10500,87.5 sec,58.5064811706543
10600,87.5 sec,55.93177795410156
10700,87.5 sec,52.872840881347656
10800,87.5 sec,52.37287521362305
10900,87.5 sec,49.434288024902344
11000,87.5 sec,46.58502197265625
11100,87.5 sec,45.09549331665039
11200,87.5 sec,45.354400634765625
11300,87.5 sec,42.58952331542969
11400,87.5 sec,41.12616729736328
11500,87.5 sec,39.63398742675781
11600,87.5 sec,37.97732162475586
11700,87.5 sec,37.99741744995117
11800,87.5 sec,36.93559646606445
11900,87.5 sec,36.8822135925293
12000,87.5 sec,36.96140670776367
12100,87.5 sec,36.40946960449219
12200,87.5 sec,36.052398681640625
12300,87.5 sec,34.11928939819336
12400,87.5 sec,34.20269012451172
12500,87.5 sec,34.1049919128418
12600,87.5 sec,34.52582931518555
12700,87.5 sec,33.41545867919922
12800,87.5 sec,32.695125579833984
12900,87.5 sec,32.49594497680664
13000,87.5 sec,31.512569427490234
13100,87.5 sec,30.15892219543457
13200,87.5 sec,30.24798583984375
13300,87.5 sec,28.57909393310547
13400,87.5 sec,28.89468765258789
13500,87.5 sec,28.62715721130371
13600,87.5 sec,27.21896743774414
13700,87.5 sec,26.7208194732666
13800,87.5 sec,27.08642578125
13900,87.5 sec,26.57355499267578
14000,87.5 sec,26.685060501098633
14100,87.5 sec,25.612625122070312
14200,87.5 sec,24.9654541015625
14300,87.5 sec,24.677576065063477
14400,87.5 sec,24.750179290771484
14500,87.5 sec,24.043001174926758
14600,87.5 sec,23.754989624023438
14700,87.5 sec,23.581254959106445
14800,87.5 sec,23.5272274017334
14900,87.5 sec,23.335115432739258
15000,87.5 sec,23.007341384887695
15100,87.5 sec,22.62978172302246
