step,batch size,value
100,87.5 sec,0.85009765625
200,87.5 sec,0.85009765625
300,87.5 sec,0.85009765625
400,87.5 sec,0.85009765625
500,87.5 sec,0.85009765625
600,87.5 sec,0.85009765625
700,87.5 sec,0.85009765625
800,87.5 sec,0.85009765625
900,87.5 sec,0.85009765625
1000,87.5 sec,0.85009765625
1100,87.5 sec,0.85009765625
1200,87.5 sec,0.8505859375
1300,87.5 sec,0.85009765625
1400,87.5 sec,0.85009765625
1500,87.5 sec,0.85009765625
1600,87.5 sec,0.85009765625
1700,87.5 sec,0.85009765625
1800,87.5 sec,0.85009765625
1900,87.5 sec,0.85009765625
2000,87.5 sec,0.85009765625
2100,87.5 sec,0.85009765625
2200,87.5 sec,0.85009765625
2300,87.5 sec,0.85009765625
2400,87.5 sec,0.85009765625
2500,87.5 sec,0.85009765625
2600,87.5 sec,0.85009765625
2700,87.5 sec,0.85009765625
2800,87.5 sec,0.85009765625
2900,87.5 sec,0.85009765625
3000,87.5 sec,0.85009765625
3100,87.5 sec,0.85009765625
3200,87.5 sec,0.85009765625
3300,87.5 sec,0.85009765625
3400,87.5 sec,0.85009765625
3500,87.5 sec,0.85009765625
3600,87.5 sec,0.85009765625
3700,87.5 sec,0.85009765625
3800,87.5 sec,0.85009765625
3900,87.5 sec,0.85009765625
4000,87.5 sec,0.85009765625
4100,87.5 sec,0.85009765625
4200,87.5 sec,0.85009765625
4300,87.5 sec,0.849609375
4400,87.5 sec,0.849609375
4500,87.5 sec,0.849609375
4600,87.5 sec,0.849609375
4700,87.5 sec,0.849609375
4800,87.5 sec,0.849609375
4900,87.5 sec,0.849609375
5000,87.5 sec,0.849609375
5100,87.5 sec,0.849609375
5200,87.5 sec,0.849609375
5300,87.5 sec,0.849609375
5400,87.5 sec,0.849609375
5500,87.5 sec,0.84912109375
5600,87.5 sec,0.84912109375
5700,87.5 sec,0.84912109375
5800,87.5 sec,0.84912109375
5900,87.5 sec,0.84912109375
6000,87.5 sec,0.84912109375
6100,87.5 sec,0.84912109375
6200,87.5 sec,0.84912109375
6300,87.5 sec,0.84912109375
6400,87.5 sec,0.84912109375
6500,87.5 sec,0.84912109375
6600,87.5 sec,0.84912109375
6700,87.5 sec,0.84912109375
6800,87.5 sec,0.84912109375
6900,87.5 sec,0.84912109375
7000,87.5 sec,0.84912109375
7100,87.5 sec,0.84912109375
7200,87.5 sec,0.84912109375
7300,87.5 sec,0.8486328125
7400,87.5 sec,0.8486328125
7500,87.5 sec,0.8486328125
7600,87.5 sec,0.8486328125
7700,87.5 sec,0.8486328125
7800,87.5 sec,0.84912109375
7900,87.5 sec,0.8486328125
8000,87.5 sec,0.8486328125
8100,87.5 sec,0.8486328125
8200,87.5 sec,0.8486328125
8300,87.5 sec,0.84912109375
8400,87.5 sec,0.84912109375
8500,87.5 sec,0.84912109375
8600,87.5 sec,0.84912109375
8700,87.5 sec,0.84912109375
8800,87.5 sec,0.84912109375
8900,87.5 sec,0.84912109375
9000,87.5 sec,0.84912109375
9100,87.5 sec,0.84912109375
9200,87.5 sec,0.84912109375
