"Step","1873380_2 - train/perplexity_cb0","1873380_2 - train/perplexity_cb0__MIN","1873380_2 - train/perplexity_cb0__MAX","4395274 - train/perplexity_cb0","4395274 - train/perplexity_cb0__MIN","4395274 - train/perplexity_cb0__MAX","1940028_1 - train/perplexity_cb0","1940028_1 - train/perplexity_cb0__MIN","1940028_1 - train/perplexity_cb0__MAX","4520555_1 - train/perplexity_cb0","4520555_1 - train/perplexity_cb0__MIN","4520555_1 - train/perplexity_cb0__MAX","2536305_1 - train/perplexity_cb0","2536305_1 - train/perplexity_cb0__MIN","2536305_1 - train/perplexity_cb0__MAX","2536333_1 - train/perplexity_cb0","2536333_1 - train/perplexity_cb0__MIN","2536333_1 - train/perplexity_cb0__MAX","1940035_0 - train/perplexity_cb0","1940035_0 - train/perplexity_cb0__MIN","1940035_0 - train/perplexity_cb0__MAX"
"12600","85.00567626953125","85.00567626953125","85.00567626953125","92.08853149414062","92.08853149414062","92.08853149414062","61.8365478515625","61.8365478515625","61.8365478515625","49.2998046875","49.2998046875","49.2998046875","27.734447479248047","27.734447479248047","27.734447479248047","24.9288272857666","24.9288272857666","24.9288272857666","7.589673042297363","7.589673042297363","7.589673042297363"
"12700","86.69048309326172","86.69048309326172","86.69048309326172","93.29816436767578","93.29816436767578","93.29816436767578","61.575496673583984","61.575496673583984","61.575496673583984","50.1177864074707","50.1177864074707","50.1177864074707","32.14692306518555","32.14692306518555","32.14692306518555","25.391672134399414","25.391672134399414","25.391672134399414","7.34672212600708","7.34672212600708","7.34672212600708"
"12800","86.74597930908203","86.74597930908203","86.74597930908203","93.93992614746094","93.93992614746094","93.93992614746094","59.413658142089844","59.413658142089844","59.413658142089844","51.13018798828125","51.13018798828125","51.13018798828125","33.89023971557617","33.89023971557617","33.89023971557617","25.34870147705078","25.34870147705078","25.34870147705078","7.374870300292969","7.374870300292969","7.374870300292969"
"12900","85.35970306396484","85.35970306396484","85.35970306396484","94.82005310058594","94.82005310058594","94.82005310058594","62.51142120361328","62.51142120361328","62.51142120361328","49.99766540527344","49.99766540527344","49.99766540527344","32.52583312988281","32.52583312988281","32.52583312988281","25.25223731994629","25.25223731994629","25.25223731994629","7.337641716003418","7.337641716003418","7.337641716003418"
"13000","88.09320831298828","88.09320831298828","88.09320831298828","97.26918029785156","97.26918029785156","97.26918029785156","62.52760696411133","62.52760696411133","62.52760696411133","49.7331657409668","49.7331657409668","49.7331657409668","27.48422622680664","27.48422622680664","27.48422622680664","25.546175003051758","25.546175003051758","25.546175003051758","7.2440009117126465","7.2440009117126465","7.2440009117126465"
"13100","87.43809509277344","87.43809509277344","87.43809509277344","99.0562515258789","99.0562515258789","99.0562515258789","60.74279022216797","60.74279022216797","60.74279022216797","51.829002380371094","51.829002380371094","51.829002380371094","32.56842803955078","32.56842803955078","32.56842803955078","25.812545776367188","25.812545776367188","25.812545776367188","7.159459590911865","7.159459590911865","7.159459590911865"
"13200","88.53060913085938","88.53060913085938","88.53060913085938","98.94026184082031","98.94026184082031","98.94026184082031","61.7624626159668","61.7624626159668","61.7624626159668","52.66798782348633","52.66798782348633","52.66798782348633","35.277313232421875","35.277313232421875","35.277313232421875","26.578237533569336","26.578237533569336","26.578237533569336","7.2126007080078125","7.2126007080078125","7.2126007080078125"
"13300","84.47710418701172","84.47710418701172","84.47710418701172","99.56166076660156","99.56166076660156","99.56166076660156","62.343589782714844","62.343589782714844","62.343589782714844","52.83014678955078","52.83014678955078","52.83014678955078","35.640411376953125","35.640411376953125","35.640411376953125","26.401676177978516","26.401676177978516","26.401676177978516","7.110970497131348","7.110970497131348","7.110970497131348"
"13400","89.5625228881836","89.5625228881836","89.5625228881836","99.81188201904297","99.81188201904297","99.81188201904297","64.1666030883789","64.1666030883789","64.1666030883789","53.23051071166992","53.23051071166992","53.23051071166992","36.21526336669922","36.21526336669922","36.21526336669922","25.9298152923584","25.9298152923584","25.9298152923584","7.2268853187561035","7.2268853187561035","7.2268853187561035"
"13500","90.49976348876953","90.49976348876953","90.49976348876953","98.64964294433594","98.64964294433594","98.64964294433594","63.682464599609375","63.682464599609375","63.682464599609375","53.437828063964844","53.437828063964844","53.437828063964844","33.570438385009766","33.570438385009766","33.570438385009766","24.729751586914062","24.729751586914062","24.729751586914062","7.410191535949707","7.410191535949707","7.410191535949707"
"13600","89.42826843261719","89.42826843261719","89.42826843261719","101.35086822509766","101.35086822509766","101.35086822509766","63.809425354003906","63.809425354003906","63.809425354003906","53.86374282836914","53.86374282836914","53.86374282836914","35.670555114746094","35.670555114746094","35.670555114746094","26.226293563842773","26.226293563842773","26.226293563842773","7.275604248046875","7.275604248046875","7.275604248046875"
"13700","91.25971984863281","91.25971984863281","91.25971984863281","100.51731872558594","100.51731872558594","100.51731872558594","64.13594818115234","64.13594818115234","64.13594818115234","52.75525665283203","52.75525665283203","52.75525665283203","37.37168502807617","37.37168502807617","37.37168502807617","26.460256576538086","26.460256576538086","26.460256576538086","7.2980637550354","7.2980637550354","7.2980637550354"
"13800","90.58460235595703","90.58460235595703","90.58460235595703","100.62642669677734","100.62642669677734","100.62642669677734","64.23686218261719","64.23686218261719","64.23686218261719","52.07944107055664","52.07944107055664","52.07944107055664","37.358516693115234","37.358516693115234","37.358516693115234","26.91362953186035","26.91362953186035","26.91362953186035","7.610991477966309","7.610991477966309","7.610991477966309"
"13900","91.47743225097656","91.47743225097656","91.47743225097656","101.777587890625","101.777587890625","101.777587890625","62.351558685302734","62.351558685302734","62.351558685302734","53.46125411987305","53.46125411987305","53.46125411987305","37.44955825805664","37.44955825805664","37.44955825805664","27.439579010009766","27.439579010009766","27.439579010009766","7.652097702026367","7.652097702026367","7.652097702026367"
"14000","90.72262573242188","90.72262573242188","90.72262573242188","102.86957550048828","102.86957550048828","102.86957550048828","64.44588470458984","64.44588470458984","64.44588470458984","53.83037567138672","53.83037567138672","53.83037567138672","37.382747650146484","37.382747650146484","37.382747650146484","27.078645706176758","27.078645706176758","27.078645706176758","7.835455894470215","7.835455894470215","7.835455894470215"
"14100","92.1995620727539","92.1995620727539","92.1995620727539","104.73042297363281","104.73042297363281","104.73042297363281","62.0809326171875","62.0809326171875","62.0809326171875","54.65568923950195","54.65568923950195","54.65568923950195","37.48405456542969","37.48405456542969","37.48405456542969","27.117868423461914","27.117868423461914","27.117868423461914","7.568847179412842","7.568847179412842","7.568847179412842"
"14200","93.33968353271484","93.33968353271484","93.33968353271484","104.81785583496094","104.81785583496094","104.81785583496094","63.496315002441406","63.496315002441406","63.496315002441406","55.0968132019043","55.0968132019043","55.0968132019043","36.92686080932617","36.92686080932617","36.92686080932617","27.437814712524414","27.437814712524414","27.437814712524414","7.400974750518799","7.400974750518799","7.400974750518799"
"14300","93.24759674072266","93.24759674072266","93.24759674072266","104.4089584350586","104.4089584350586","104.4089584350586","65.04137420654297","65.04137420654297","65.04137420654297","55.36800003051758","55.36800003051758","55.36800003051758","37.791072845458984","37.791072845458984","37.791072845458984","26.686447143554688","26.686447143554688","26.686447143554688","7.351136684417725","7.351136684417725","7.351136684417725"
"14400","93.76301574707031","93.76301574707031","93.76301574707031","104.09651947021484","104.09651947021484","104.09651947021484","61.98429870605469","61.98429870605469","61.98429870605469","55.45633316040039","55.45633316040039","55.45633316040039","38.116859436035156","38.116859436035156","38.116859436035156","25.745086669921875","25.745086669921875","25.745086669921875","7.164535045623779","7.164535045623779","7.164535045623779"
"14500","91.92729949951172","91.92729949951172","91.92729949951172","105.65430450439453","105.65430450439453","105.65430450439453","64.84203338623047","64.84203338623047","64.84203338623047","54.7878532409668","54.7878532409668","54.7878532409668","38.53908157348633","38.53908157348633","38.53908157348633","27.01506996154785","27.01506996154785","27.01506996154785","7.005638122558594","7.005638122558594","7.005638122558594"
"14600","93.87155151367188","93.87155151367188","93.87155151367188","105.8914566040039","105.8914566040039","105.8914566040039","65.69493865966797","65.69493865966797","65.69493865966797","54.464603424072266","54.464603424072266","54.464603424072266","39.2030143737793","39.2030143737793","39.2030143737793","28.64328384399414","28.64328384399414","28.64328384399414","6.89277458190918","6.89277458190918","6.89277458190918"
"14700","93.50303649902344","93.50303649902344","93.50303649902344","106.52410125732422","106.52410125732422","106.52410125732422","65.51171875","65.51171875","65.51171875","53.84755325317383","53.84755325317383","53.84755325317383","39.061946868896484","39.061946868896484","39.061946868896484","29.866270065307617","29.866270065307617","29.866270065307617","6.836533546447754","6.836533546447754","6.836533546447754"
"14800","94.34191131591797","94.34191131591797","94.34191131591797","105.78759765625","105.78759765625","105.78759765625","65.5497817993164","65.5497817993164","65.5497817993164","54.97585678100586","54.97585678100586","54.97585678100586","39.531368255615234","39.531368255615234","39.531368255615234","30.042991638183594","30.042991638183594","30.042991638183594","6.777032375335693","6.777032375335693","6.777032375335693"
"14900","94.689208984375","94.689208984375","94.689208984375","106.50774383544922","106.50774383544922","106.50774383544922","64.03485870361328","64.03485870361328","64.03485870361328","55.885074615478516","55.885074615478516","55.885074615478516","39.77025604248047","39.77025604248047","39.77025604248047","30.48866844177246","30.48866844177246","30.48866844177246","6.81132698059082","6.81132698059082","6.81132698059082"
"15000","94.426025390625","94.426025390625","94.426025390625","106.91950988769531","106.91950988769531","106.91950988769531","65.88837432861328","65.88837432861328","65.88837432861328","55.97212219238281","55.97212219238281","55.97212219238281","39.681331634521484","39.681331634521484","39.681331634521484","30.699520111083984","30.699520111083984","30.699520111083984","6.687442302703857","6.687442302703857","6.687442302703857"
"15100","93.07039642333984","93.07039642333984","93.07039642333984","108.11888122558594","108.11888122558594","108.11888122558594","67.69097900390625","67.69097900390625","67.69097900390625","55.493446350097656","55.493446350097656","55.493446350097656","36.41146469116211","36.41146469116211","36.41146469116211","30.20087242126465","30.20087242126465","30.20087242126465","6.529312610626221","6.529312610626221","6.529312610626221"
"15200","91.93777465820312","91.93777465820312","91.93777465820312","108.89409637451172","108.89409637451172","108.89409637451172","67.74829864501953","67.74829864501953","67.74829864501953","54.929683685302734","54.929683685302734","54.929683685302734","36.26464080810547","36.26464080810547","36.26464080810547","30.09589958190918","30.09589958190918","30.09589958190918","6.436861991882324","6.436861991882324","6.436861991882324"
"15300","95.31153869628906","95.31153869628906","95.31153869628906","110.29224395751953","110.29224395751953","110.29224395751953","66.48755645751953","66.48755645751953","66.48755645751953","55.498741149902344","55.498741149902344","55.498741149902344","39.56500244140625","39.56500244140625","39.56500244140625","30.09160804748535","30.09160804748535","30.09160804748535","6.451221466064453","6.451221466064453","6.451221466064453"
"15400","96.83850860595703","96.83850860595703","96.83850860595703","110.60540008544922","110.60540008544922","110.60540008544922","68.31954956054688","68.31954956054688","68.31954956054688","55.966941833496094","55.966941833496094","55.966941833496094","39.27102279663086","39.27102279663086","39.27102279663086","32.04246139526367","32.04246139526367","32.04246139526367","6.372132778167725","6.372132778167725","6.372132778167725"
"15500","89.52310943603516","89.52310943603516","89.52310943603516","109.95880126953125","109.95880126953125","109.95880126953125","67.06813049316406","67.06813049316406","67.06813049316406","56.16365051269531","56.16365051269531","56.16365051269531","39.14360427856445","39.14360427856445","39.14360427856445","31.292081832885742","31.292081832885742","31.292081832885742","6.17763090133667","6.17763090133667","6.17763090133667"
"15600","91.87409973144531","91.87409973144531","91.87409973144531","111.98145294189453","111.98145294189453","111.98145294189453","67.54708099365234","67.54708099365234","67.54708099365234","55.536643981933594","55.536643981933594","55.536643981933594","39.38483428955078","39.38483428955078","39.38483428955078","31.824913024902344","31.824913024902344","31.824913024902344","6.222380638122559","6.222380638122559","6.222380638122559"
"15700","96.99577331542969","96.99577331542969","96.99577331542969","112.14775085449219","112.14775085449219","112.14775085449219","68.59364318847656","68.59364318847656","68.59364318847656","54.83021545410156","54.83021545410156","54.83021545410156","38.88858413696289","38.88858413696289","38.88858413696289","31.64797592163086","31.64797592163086","31.64797592163086","6.171677112579346","6.171677112579346","6.171677112579346"
"15800","96.50141906738281","96.50141906738281","96.50141906738281","111.00626373291016","111.00626373291016","111.00626373291016","63.76456069946289","63.76456069946289","63.76456069946289","55.67518997192383","55.67518997192383","55.67518997192383","39.73185348510742","39.73185348510742","39.73185348510742","32.451805114746094","32.451805114746094","32.451805114746094","6.228373050689697","6.228373050689697","6.228373050689697"
"15900","96.47882080078125","96.47882080078125","96.47882080078125","112.14373779296875","112.14373779296875","112.14373779296875","65.37859344482422","65.37859344482422","65.37859344482422","56.68339538574219","56.68339538574219","56.68339538574219","39.20841598510742","39.20841598510742","39.20841598510742","31.487253189086914","31.487253189086914","31.487253189086914","6.207287788391113","6.207287788391113","6.207287788391113"
"16000","92.73947143554688","92.73947143554688","92.73947143554688","112.64053344726562","112.64053344726562","112.64053344726562","68.63487243652344","68.63487243652344","68.63487243652344","57.4724006652832","57.4724006652832","57.4724006652832","39.92395782470703","39.92395782470703","39.92395782470703","30.565082550048828","30.565082550048828","30.565082550048828","6.27052640914917","6.27052640914917","6.27052640914917"
"16100","95.00543212890625","95.00543212890625","95.00543212890625","113.78504943847656","113.78504943847656","113.78504943847656","69.03600311279297","69.03600311279297","69.03600311279297","57.9941291809082","57.9941291809082","57.9941291809082","40.29134750366211","40.29134750366211","40.29134750366211","31.163427352905273","31.163427352905273","31.163427352905273","6.32451057434082","6.32451057434082","6.32451057434082"
"16200","98.2972412109375","98.2972412109375","98.2972412109375","113.93783569335938","113.93783569335938","113.93783569335938","68.63814544677734","68.63814544677734","68.63814544677734","57.897369384765625","57.897369384765625","57.897369384765625","40.6956787109375","40.6956787109375","40.6956787109375","31.706804275512695","31.706804275512695","31.706804275512695","6.365511417388916","6.365511417388916","6.365511417388916"
"16300","98.88550567626953","98.88550567626953","98.88550567626953","112.50914001464844","112.50914001464844","112.50914001464844","65.62020874023438","65.62020874023438","65.62020874023438","57.7596321105957","57.7596321105957","57.7596321105957","39.284732818603516","39.284732818603516","39.284732818603516","31.177770614624023","31.177770614624023","31.177770614624023","6.153377056121826","6.153377056121826","6.153377056121826"
"16400","101.48375701904297","101.48375701904297","101.48375701904297","113.44925689697266","113.44925689697266","113.44925689697266","68.65503692626953","68.65503692626953","68.65503692626953","57.52424240112305","57.52424240112305","57.52424240112305","38.237274169921875","38.237274169921875","38.237274169921875","32.703155517578125","32.703155517578125","32.703155517578125","6.190440654754639","6.190440654754639","6.190440654754639"
"16500","102.63880157470703","102.63880157470703","102.63880157470703","114.34107208251953","114.34107208251953","114.34107208251953","70.08655548095703","70.08655548095703","70.08655548095703","58.38962173461914","58.38962173461914","58.38962173461914","40.21406173706055","40.21406173706055","40.21406173706055","33.30085372924805","33.30085372924805","33.30085372924805","6.347928524017334","6.347928524017334","6.347928524017334"
"16600","102.95113372802734","102.95113372802734","102.95113372802734","114.20708465576172","114.20708465576172","114.20708465576172","69.92659759521484","69.92659759521484","69.92659759521484","58.606807708740234","58.606807708740234","58.606807708740234","41.173641204833984","41.173641204833984","41.173641204833984","33.14707946777344","33.14707946777344","33.14707946777344","6.414178371429443","6.414178371429443","6.414178371429443"
"16700","102.73247528076172","102.73247528076172","102.73247528076172","113.43888092041016","113.43888092041016","113.43888092041016","70.27557373046875","70.27557373046875","70.27557373046875","58.422515869140625","58.422515869140625","58.422515869140625","41.19157791137695","41.19157791137695","41.19157791137695","32.49235916137695","32.49235916137695","32.49235916137695","6.142261505126953","6.142261505126953","6.142261505126953"
"16800","102.61849212646484","102.61849212646484","102.61849212646484","114.48635864257812","114.48635864257812","114.48635864257812","71.51464080810547","71.51464080810547","71.51464080810547","57.46675491333008","57.46675491333008","57.46675491333008","41.709068298339844","41.709068298339844","41.709068298339844","32.79066467285156","32.79066467285156","32.79066467285156","6.214571475982666","6.214571475982666","6.214571475982666"
"16900","102.83451080322266","102.83451080322266","102.83451080322266","111.68911743164062","111.68911743164062","111.68911743164062","70.18756103515625","70.18756103515625","70.18756103515625","57.940757751464844","57.940757751464844","57.940757751464844","41.7587890625","41.7587890625","41.7587890625","31.79566764831543","31.79566764831543","31.79566764831543","6.211068630218506","6.211068630218506","6.211068630218506"
"17000","103.8715591430664","103.8715591430664","103.8715591430664","114.67425537109375","114.67425537109375","114.67425537109375","71.39225769042969","71.39225769042969","71.39225769042969","58.15874099731445","58.15874099731445","58.15874099731445","41.73219680786133","41.73219680786133","41.73219680786133","31.834020614624023","31.834020614624023","31.834020614624023","6.293558597564697","6.293558597564697","6.293558597564697"
"17100","103.01693725585938","103.01693725585938","103.01693725585938","114.193359375","114.193359375","114.193359375","73.40142059326172","73.40142059326172","73.40142059326172","57.434425354003906","57.434425354003906","57.434425354003906","41.870758056640625","41.870758056640625","41.870758056640625","26.937767028808594","26.937767028808594","26.937767028808594","6.156937122344971","6.156937122344971","6.156937122344971"
"17200","102.86040496826172","102.86040496826172","102.86040496826172","114.35443115234375","114.35443115234375","114.35443115234375","74.61750030517578","74.61750030517578","74.61750030517578","58.0130500793457","58.0130500793457","58.0130500793457","41.88890838623047","41.88890838623047","41.88890838623047","27.737873077392578","27.737873077392578","27.737873077392578","6.208521842956543","6.208521842956543","6.208521842956543"
"17300","101.209228515625","101.209228515625","101.209228515625","117.52243041992188","117.52243041992188","117.52243041992188","75.04568481445312","75.04568481445312","75.04568481445312","59.14326095581055","59.14326095581055","59.14326095581055","42.104061126708984","42.104061126708984","42.104061126708984","32.82380294799805","32.82380294799805","32.82380294799805","6.281205177307129","6.281205177307129","6.281205177307129"
"17400","101.768310546875","101.768310546875","101.768310546875","115.39533996582031","115.39533996582031","115.39533996582031","73.3916244506836","73.3916244506836","73.3916244506836","60.001033782958984","60.001033782958984","60.001033782958984","40.557621002197266","40.557621002197266","40.557621002197266","33.765995025634766","33.765995025634766","33.765995025634766","6.348381519317627","6.348381519317627","6.348381519317627"
"17500","103.76358795166016","103.76358795166016","103.76358795166016","113.34684753417969","113.34684753417969","113.34684753417969","73.868896484375","73.868896484375","73.868896484375","60.39195251464844","60.39195251464844","60.39195251464844","38.7520866394043","38.7520866394043","38.7520866394043","33.69350051879883","33.69350051879883","33.69350051879883","6.443901538848877","6.443901538848877","6.443901538848877"
"17600","104.8843994140625","104.8843994140625","104.8843994140625","118.0806655883789","118.0806655883789","118.0806655883789","74.32474517822266","74.32474517822266","74.32474517822266","60.9049186706543","60.9049186706543","60.9049186706543","41.05733871459961","41.05733871459961","41.05733871459961","32.71577453613281","32.71577453613281","32.71577453613281","6.496524333953857","6.496524333953857","6.496524333953857"
"17700","103.93651580810547","103.93651580810547","103.93651580810547","115.87068176269531","115.87068176269531","115.87068176269531","75.69261932373047","75.69261932373047","75.69261932373047","60.23983383178711","60.23983383178711","60.23983383178711","42.19160079956055","42.19160079956055","42.19160079956055","34.826690673828125","34.826690673828125","34.826690673828125","6.443793773651123","6.443793773651123","6.443793773651123"
"17800","106.44478607177734","106.44478607177734","106.44478607177734","119.1693115234375","119.1693115234375","119.1693115234375","76.11576080322266","76.11576080322266","76.11576080322266","59.24504852294922","59.24504852294922","59.24504852294922","42.43229675292969","42.43229675292969","42.43229675292969","35.03304672241211","35.03304672241211","35.03304672241211","6.897911071777344","6.897911071777344","6.897911071777344"
"17900","105.4715347290039","105.4715347290039","105.4715347290039","117.27455139160156","117.27455139160156","117.27455139160156","76.56989288330078","76.56989288330078","76.56989288330078","59.88323974609375","59.88323974609375","59.88323974609375","42.641544342041016","42.641544342041016","42.641544342041016","35.40494155883789","35.40494155883789","35.40494155883789","6.8516011238098145","6.8516011238098145","6.8516011238098145"
"18000","107.46022033691406","107.46022033691406","107.46022033691406","120.21707916259766","120.21707916259766","120.21707916259766","74.65415954589844","74.65415954589844","74.65415954589844","60.3018798828125","60.3018798828125","60.3018798828125","42.368072509765625","42.368072509765625","42.368072509765625","35.73604965209961","35.73604965209961","35.73604965209961","6.992247581481934","6.992247581481934","6.992247581481934"
"18100","108.34146881103516","108.34146881103516","108.34146881103516","118.5300521850586","118.5300521850586","118.5300521850586","75.21532440185547","75.21532440185547","75.21532440185547","59.57126998901367","59.57126998901367","59.57126998901367","40.178680419921875","40.178680419921875","40.178680419921875","35.26366424560547","35.26366424560547","35.26366424560547","7.193603992462158","7.193603992462158","7.193603992462158"
"18200","107.95228576660156","107.95228576660156","107.95228576660156","122.06148529052734","122.06148529052734","122.06148529052734","76.8327865600586","76.8327865600586","76.8327865600586","60.36091613769531","60.36091613769531","60.36091613769531","43.10400390625","43.10400390625","43.10400390625","33.41754150390625","33.41754150390625","33.41754150390625","7.2461042404174805","7.2461042404174805","7.2461042404174805"
"18300","108.05455780029297","108.05455780029297","108.05455780029297","121.04802703857422","121.04802703857422","121.04802703857422","77.10955810546875","77.10955810546875","77.10955810546875","61.134254455566406","61.134254455566406","61.134254455566406","43.065677642822266","43.065677642822266","43.065677642822266","31.749141693115234","31.749141693115234","31.749141693115234","7.261495590209961","7.261495590209961","7.261495590209961"
"18400","109.29788208007812","109.29788208007812","109.29788208007812","121.603759765625","121.603759765625","121.603759765625","75.52630615234375","75.52630615234375","75.52630615234375","61.9096565246582","61.9096565246582","61.9096565246582","42.66674041748047","42.66674041748047","42.66674041748047","34.023216247558594","34.023216247558594","34.023216247558594","7.2498064041137695","7.2498064041137695","7.2498064041137695"
"18500","107.66178894042969","107.66178894042969","107.66178894042969","122.41862487792969","122.41862487792969","122.41862487792969","78.06059265136719","78.06059265136719","78.06059265136719","62.22671890258789","62.22671890258789","62.22671890258789","39.66312026977539","39.66312026977539","39.66312026977539","35.5364875793457","35.5364875793457","35.5364875793457","7.520965099334717","7.520965099334717","7.520965099334717"
"18600","109.20291900634766","109.20291900634766","109.20291900634766","122.88943481445312","122.88943481445312","122.88943481445312","75.1854476928711","75.1854476928711","75.1854476928711","61.99618148803711","61.99618148803711","61.99618148803711","43.04722213745117","43.04722213745117","43.04722213745117","36.097938537597656","36.097938537597656","36.097938537597656","7.660443305969238","7.660443305969238","7.660443305969238"
"18700","108.09898376464844","108.09898376464844","108.09898376464844","122.59761810302734","122.59761810302734","122.59761810302734","79.05809783935547","79.05809783935547","79.05809783935547","62.61326599121094","62.61326599121094","62.61326599121094","43.8129997253418","43.8129997253418","43.8129997253418","35.76021194458008","35.76021194458008","35.76021194458008","7.75693941116333","7.75693941116333","7.75693941116333"
"18800","109.90396118164062","109.90396118164062","109.90396118164062","124.10096740722656","124.10096740722656","124.10096740722656","79.90461730957031","79.90461730957031","79.90461730957031","62.624549865722656","62.624549865722656","62.624549865722656","41.106075286865234","41.106075286865234","41.106075286865234","33.878753662109375","33.878753662109375","33.878753662109375","8.340410232543945","8.340410232543945","8.340410232543945"
"18900","110.13751983642578","110.13751983642578","110.13751983642578","123.94962310791016","123.94962310791016","123.94962310791016","80.31487274169922","80.31487274169922","80.31487274169922","62.53008270263672","62.53008270263672","62.53008270263672","43.15537643432617","43.15537643432617","43.15537643432617","34.600425720214844","34.600425720214844","34.600425720214844","8.366791725158691","8.366791725158691","8.366791725158691"
"19000","109.96870422363281","109.96870422363281","109.96870422363281","125.65331268310547","125.65331268310547","125.65331268310547","80.27659606933594","80.27659606933594","80.27659606933594","61.9143180847168","61.9143180847168","61.9143180847168","44.16780090332031","44.16780090332031","44.16780090332031","30.05767822265625","30.05767822265625","30.05767822265625","8.4434814453125","8.4434814453125","8.4434814453125"
"19100","110.54202270507812","110.54202270507812","110.54202270507812","124.36351013183594","124.36351013183594","124.36351013183594","80.4062271118164","80.4062271118164","80.4062271118164","62.74363327026367","62.74363327026367","62.74363327026367","44.57847595214844","44.57847595214844","44.57847595214844","28.735191345214844","28.735191345214844","28.735191345214844","8.862506866455078","8.862506866455078","8.862506866455078"
"19200","109.01847076416016","109.01847076416016","109.01847076416016","123.94241333007812","123.94241333007812","123.94241333007812","81.08483123779297","81.08483123779297","81.08483123779297","62.1042366027832","62.1042366027832","62.1042366027832","42.45051956176758","42.45051956176758","42.45051956176758","31.83660888671875","31.83660888671875","31.83660888671875","9.211760520935059","9.211760520935059","9.211760520935059"
"19300","111.41635131835938","111.41635131835938","111.41635131835938","124.38088989257812","124.38088989257812","124.38088989257812","78.74829864501953","78.74829864501953","78.74829864501953","63.25703048706055","63.25703048706055","63.25703048706055","44.086875915527344","44.086875915527344","44.086875915527344","34.578067779541016","34.578067779541016","34.578067779541016","9.212372779846191","9.212372779846191","9.212372779846191"
"19400","111.45369720458984","111.45369720458984","111.45369720458984","126.0602035522461","126.0602035522461","126.0602035522461","78.25352478027344","78.25352478027344","78.25352478027344","64.65389251708984","64.65389251708984","64.65389251708984","40.2488899230957","40.2488899230957","40.2488899230957","35.39223861694336","35.39223861694336","35.39223861694336","9.280919075012207","9.280919075012207","9.280919075012207"
"19500","111.73013305664062","111.73013305664062","111.73013305664062","124.31708526611328","124.31708526611328","124.31708526611328","75.79183197021484","75.79183197021484","75.79183197021484","64.28358459472656","64.28358459472656","64.28358459472656","44.518829345703125","44.518829345703125","44.518829345703125","35.733680725097656","35.733680725097656","35.733680725097656","9.44160270690918","9.44160270690918","9.44160270690918"
"19600","111.17217254638672","111.17217254638672","111.17217254638672","128.35621643066406","128.35621643066406","128.35621643066406","79.97311401367188","79.97311401367188","79.97311401367188","64.12772369384766","64.12772369384766","64.12772369384766","45.66802215576172","45.66802215576172","45.66802215576172","36.00328826904297","36.00328826904297","36.00328826904297","9.273788452148438","9.273788452148438","9.273788452148438"
"19700","111.98445129394531","111.98445129394531","111.98445129394531","128.8397216796875","128.8397216796875","128.8397216796875","81.14250183105469","81.14250183105469","81.14250183105469","64.74810791015625","64.74810791015625","64.74810791015625","46.25944900512695","46.25944900512695","46.25944900512695","36.676673889160156","36.676673889160156","36.676673889160156","9.563122749328613","9.563122749328613","9.563122749328613"
"19800","111.38983917236328","111.38983917236328","111.38983917236328","129.18582153320312","129.18582153320312","129.18582153320312","82.79214477539062","82.79214477539062","82.79214477539062","65.01820373535156","65.01820373535156","65.01820373535156","46.31876754760742","46.31876754760742","46.31876754760742","36.793304443359375","36.793304443359375","36.793304443359375","9.530126571655273","9.530126571655273","9.530126571655273"
"19900","112.21975708007812","112.21975708007812","112.21975708007812","127.88793182373047","127.88793182373047","127.88793182373047","85.03733825683594","85.03733825683594","85.03733825683594","65.57591247558594","65.57591247558594","65.57591247558594","42.206703186035156","42.206703186035156","42.206703186035156","36.26238250732422","36.26238250732422","36.26238250732422","9.781872749328613","9.781872749328613","9.781872749328613"
"20000","113.41133880615234","113.41133880615234","113.41133880615234","130.5758056640625","130.5758056640625","130.5758056640625","85.51263427734375","85.51263427734375","85.51263427734375","66.34807586669922","66.34807586669922","66.34807586669922","41.20722579956055","41.20722579956055","41.20722579956055","35.28621292114258","35.28621292114258","35.28621292114258","9.853824615478516","9.853824615478516","9.853824615478516"
"20100","110.77482604980469","110.77482604980469","110.77482604980469","130.379150390625","130.379150390625","130.379150390625","85.3936996459961","85.3936996459961","85.3936996459961","66.22089385986328","66.22089385986328","66.22089385986328","46.13758087158203","46.13758087158203","46.13758087158203","35.74884033203125","35.74884033203125","35.74884033203125","9.71755599975586","9.71755599975586","9.71755599975586"
"20200","109.61991882324219","109.61991882324219","109.61991882324219","131.60865783691406","131.60865783691406","131.60865783691406","85.60186004638672","85.60186004638672","85.60186004638672","65.2790298461914","65.2790298461914","65.2790298461914","37.11881637573242","37.11881637573242","37.11881637573242","36.90401840209961","36.90401840209961","36.90401840209961","9.774626731872559","9.774626731872559","9.774626731872559"
"20300","113.85799407958984","113.85799407958984","113.85799407958984","133.18344116210938","133.18344116210938","133.18344116210938","82.15396118164062","82.15396118164062","82.15396118164062","65.22943115234375","65.22943115234375","65.22943115234375","41.12348937988281","41.12348937988281","41.12348937988281","36.91318130493164","36.91318130493164","36.91318130493164","10.059154510498047","10.059154510498047","10.059154510498047"
