"Step","1873380_2 - train/accuracy","1873380_2 - train/accuracy__MIN","1873380_2 - train/accuracy__MAX","4395274 - train/accuracy","4395274 - train/accuracy__MIN","4395274 - train/accuracy__MAX","1940028_1 - train/accuracy","1940028_1 - train/accuracy__MIN","1940028_1 - train/accuracy__MAX","4520555_1 - train/accuracy","4520555_1 - train/accuracy__MIN","4520555_1 - train/accuracy__MAX","2536305_1 - train/accuracy","2536305_1 - train/accuracy__MIN","2536305_1 - train/accuracy__MAX","2536333_1 - train/accuracy","2536333_1 - train/accuracy__MIN","2536333_1 - train/accuracy__MAX","1940035_0 - train/accuracy","1940035_0 - train/accuracy__MIN","1940035_0 - train/accuracy__MAX"
"2900","0.136821910738945","0.136821910738945","0.136821910738945","0.14230291545391083","0.14230291545391083","0.14230291545391083","0.12233253568410873","0.12233253568410873","0.12233253568410873","0.11516432464122772","0.11516432464122772","0.11516432464122772","0.10667501389980316","0.10667501389980316","0.10667501389980316","0.0900055468082428","0.0900055468082428","0.0900055468082428","0.011184674687683582","0.011184674687683582","0.011184674687683582"
"3000","0.14115779101848602","0.14115779101848602","0.14115779101848602","0.14471782743930817","0.14471782743930817","0.14471782743930817","0.1238948255777359","0.1238948255777359","0.1238948255777359","0.11555499583482742","0.11555499583482742","0.11555499583482742","0.10802362859249115","0.10802362859249115","0.10802362859249115","0.09412982314825058","0.09412982314825058","0.09412982314825058","0.01185852661728859","0.01185852661728859","0.01185852661728859"
"3100","0.14630506932735443","0.14630506932735443","0.14630506932735443","0.14930051565170288","0.14930051565170288","0.14930051565170288","0.1231129989027977","0.1231129989027977","0.1231129989027977","0.1135403960943222","0.1135403960943222","0.1135403960943222","0.10756668448448181","0.10756668448448181","0.10756668448448181","0.0986437201499939","0.0986437201499939","0.0986437201499939","0.011699668131768703","0.011699668131768703","0.011699668131768703"
"3200","0.14636024832725525","0.14636024832725525","0.14636024832725525","0.15245549380779266","0.15245549380779266","0.15245549380779266","0.12201925367116928","0.12201925367116928","0.12201925367116928","0.11156422644853592","0.11156422644853592","0.11156422644853592","0.10788135975599289","0.10788135975599289","0.10788135975599289","0.0978379026055336","0.0978379026055336","0.0978379026055336","0.011681429110467434","0.011681429110467434","0.011681429110467434"
"3300","0.1496099978685379","0.1496099978685379","0.1496099978685379","0.1563366800546646","0.1563366800546646","0.1563366800546646","0.12383914738893509","0.12383914738893509","0.12383914738893509","0.11278342455625534","0.11278342455625534","0.11278342455625534","0.10783729702234268","0.10783729702234268","0.10783729702234268","0.0979757085442543","0.0979757085442543","0.0979757085442543","0.012297295965254307","0.012297295965254307","0.012297295965254307"
"3400","0.14968660473823547","0.14968660473823547","0.14968660473823547","0.15821689367294312","0.15821689367294312","0.15821689367294312","0.12640537321567535","0.12640537321567535","0.12640537321567535","0.1140168085694313","0.1140168085694313","0.1140168085694313","0.10401983559131622","0.10401983559131622","0.10401983559131622","0.09896060079336166","0.09896060079336166","0.09896060079336166","0.012456742115318775","0.012456742115318775","0.012456742115318775"
"3500","0.15112558007240295","0.15112558007240295","0.15112558007240295","0.16054315865039825","0.16054315865039825","0.16054315865039825","0.12596791982650757","0.12596791982650757","0.12596791982650757","0.11596876382827759","0.11596876382827759","0.11596876382827759","0.10010793060064316","0.10010793060064316","0.10010793060064316","0.09907049685716629","0.09907049685716629","0.09907049685716629","0.012248924933373928","0.012248924933373928","0.012248924933373928"
"3600","0.15213198959827423","0.15213198959827423","0.15213198959827423","0.16254404187202454","0.16254404187202454","0.16254404187202454","0.12521964311599731","0.12521964311599731","0.12521964311599731","0.11601316928863525","0.11601316928863525","0.11601316928863525","0.1030513122677803","0.1030513122677803","0.1030513122677803","0.09818330407142639","0.09818330407142639","0.09818330407142639","0.012242685072124004","0.012242685072124004","0.012242685072124004"
"3700","0.1558026820421219","0.1558026820421219","0.1558026820421219","0.16448462009429932","0.16448462009429932","0.16448462009429932","0.13001376390457153","0.13001376390457153","0.13001376390457153","0.11893188953399658","0.11893188953399658","0.11893188953399658","0.10711056739091873","0.10711056739091873","0.10711056739091873","0.10032050311565399","0.10032050311565399","0.10032050311565399","0.012732216157019138","0.012732216157019138","0.012732216157019138"
"3800","0.15775278210639954","0.15775278210639954","0.15775278210639954","0.16779492795467377","0.16779492795467377","0.16779492795467377","0.12736137211322784","0.12736137211322784","0.12736137211322784","0.12052109837532043","0.12052109837532043","0.12052109837532043","0.10947223752737045","0.10947223752737045","0.10947223752737045","0.10205384343862534","0.10205384343862534","0.10205384343862534","0.012905963696539402","0.012905963696539402","0.012905963696539402"
"3900","0.15860487520694733","0.15860487520694733","0.15860487520694733","0.1718430519104004","0.1718430519104004","0.1718430519104004","0.12743821740150452","0.12743821740150452","0.12743821740150452","0.12242290377616882","0.12242290377616882","0.12242290377616882","0.11367503553628922","0.11367503553628922","0.11367503553628922","0.10551709681749344","0.10551709681749344","0.10551709681749344","0.012594413943588734","0.012594413943588734","0.012594413943588734"
"4000","0.15942423045635223","0.15942423045635223","0.15942423045635223","0.1735149472951889","0.1735149472951889","0.1735149472951889","0.12988732755184174","0.12988732755184174","0.12988732755184174","0.1243327334523201","0.1243327334523201","0.1243327334523201","0.11745455861091614","0.11745455861091614","0.11745455861091614","0.10693933069705963","0.10693933069705963","0.10693933069705963","0.012697262689471245","0.012697262689471245","0.012697262689471245"
"4100","0.16321267187595367","0.16321267187595367","0.16321267187595367","0.1776808798313141","0.1776808798313141","0.1776808798313141","0.13339680433273315","0.13339680433273315","0.13339680433273315","0.12412671744823456","0.12412671744823456","0.12412671744823456","0.11533210426568985","0.11533210426568985","0.11533210426568985","0.10871817916631699","0.10871817916631699","0.10871817916631699","0.012222407385706902","0.012222407385706902","0.012222407385706902"
"4200","0.16544309258460999","0.16544309258460999","0.16544309258460999","0.18482255935668945","0.18482255935668945","0.18482255935668945","0.12987346947193146","0.12987346947193146","0.12987346947193146","0.12443528324365616","0.12443528324365616","0.12443528324365616","0.11419906467199326","0.11419906467199326","0.11419906467199326","0.1067131981253624","0.1067131981253624","0.1067131981253624","0.012359731830656528","0.012359731830656528","0.012359731830656528"
"4300","0.1696430891752243","0.1696430891752243","0.1696430891752243","0.19220533967018127","0.19220533967018127","0.19220533967018127","0.13235504925251007","0.13235504925251007","0.13235504925251007","0.1260489523410797","0.1260489523410797","0.1260489523410797","0.11335708200931549","0.11335708200931549","0.11335708200931549","0.10820943862199783","0.10820943862199783","0.10820943862199783","0.012736931443214417","0.012736931443214417","0.012736931443214417"
"4400","0.17251205444335938","0.17251205444335938","0.17251205444335938","0.19950510561466217","0.19950510561466217","0.19950510561466217","0.13438871502876282","0.13438871502876282","0.13438871502876282","0.1266290843486786","0.1266290843486786","0.1266290843486786","0.11427286267280579","0.11427286267280579","0.11427286267280579","0.10775958001613617","0.10775958001613617","0.10775958001613617","0.012693747878074646","0.012693747878074646","0.012693747878074646"
"4500","0.17766454815864563","0.17766454815864563","0.17766454815864563","0.20181795954704285","0.20181795954704285","0.20181795954704285","0.13622911274433136","0.13622911274433136","0.13622911274433136","0.12494419515132904","0.12494419515132904","0.12494419515132904","0.11503076553344727","0.11503076553344727","0.11503076553344727","0.11050453782081604","0.11050453782081604","0.11050453782081604","0.012546312995254993","0.012546312995254993","0.012546312995254993"
"4600","0.1811436116695404","0.1811436116695404","0.1811436116695404","0.20360492169857025","0.20360492169857025","0.20360492169857025","0.13805130124092102","0.13805130124092102","0.13805130124092102","0.12396080046892166","0.12396080046892166","0.12396080046892166","0.11632438749074936","0.11632438749074936","0.11632438749074936","0.10726632922887802","0.10726632922887802","0.10726632922887802","0.012929774820804596","0.012929774820804596","0.012929774820804596"
"4700","0.18744663894176483","0.18744663894176483","0.18744663894176483","0.206185981631279","0.206185981631279","0.206185981631279","0.13926689326763153","0.13926689326763153","0.13926689326763153","0.1237344741821289","0.1237344741821289","0.1237344741821289","0.11714988201856613","0.11714988201856613","0.11714988201856613","0.10681257396936417","0.10681257396936417","0.10681257396936417","0.012642412446439266","0.012642412446439266","0.012642412446439266"
"4800","0.2000827044248581","0.2000827044248581","0.2000827044248581","0.2111693024635315","0.2111693024635315","0.2111693024635315","0.13869065046310425","0.13869065046310425","0.13869065046310425","0.12402862310409546","0.12402862310409546","0.12402862310409546","0.11871921271085739","0.11871921271085739","0.11871921271085739","0.10932079702615738","0.10932079702615738","0.10932079702615738","0.012397374957799911","0.012397374957799911","0.012397374957799911"
"4900","0.2055426836013794","0.2055426836013794","0.2055426836013794","0.21939578652381897","0.21939578652381897","0.21939578652381897","0.14033149182796478","0.14033149182796478","0.14033149182796478","0.12470181286334991","0.12470181286334991","0.12470181286334991","0.11821368336677551","0.11821368336677551","0.11821368336677551","0.10918580740690231","0.10918580740690231","0.10918580740690231","0.012942422181367874","0.012942422181367874","0.012942422181367874"
"5000","0.21001796424388885","0.21001796424388885","0.21001796424388885","0.22674095630645752","0.22674095630645752","0.22674095630645752","0.14084570109844208","0.14084570109844208","0.14084570109844208","0.12505866587162018","0.12505866587162018","0.12505866587162018","0.11822666972875595","0.11822666972875595","0.11822666972875595","0.11299186944961548","0.11299186944961548","0.11299186944961548","0.012701217085123062","0.012701217085123062","0.012701217085123062"
"5100","0.21583843231201172","0.21583843231201172","0.21583843231201172","0.22948983311653137","0.22948983311653137","0.22948983311653137","0.14251840114593506","0.14251840114593506","0.14251840114593506","0.1250547617673874","0.1250547617673874","0.1250547617673874","0.11783947795629501","0.11783947795629501","0.11783947795629501","0.11255624890327454","0.11255624890327454","0.11255624890327454","0.012403867207467556","0.012403867207467556","0.012403867207467556"
"5200","0.21784885227680206","0.21784885227680206","0.21784885227680206","0.23308102786540985","0.23308102786540985","0.23308102786540985","0.142996147274971","0.142996147274971","0.142996147274971","0.1260422021150589","0.1260422021150589","0.1260422021150589","0.1184065192937851","0.1184065192937851","0.1184065192937851","0.11398164182901382","0.11398164182901382","0.11398164182901382","0.012537676841020584","0.012537676841020584","0.012537676841020584"
"5300","0.2231888771057129","0.2231888771057129","0.2231888771057129","0.2341824471950531","0.2341824471950531","0.2341824471950531","0.14478003978729248","0.14478003978729248","0.14478003978729248","0.1267250031232834","0.1267250031232834","0.1267250031232834","0.12068388611078262","0.12068388611078262","0.12068388611078262","0.11140257865190506","0.11140257865190506","0.11140257865190506","0.012241198681294918","0.012241198681294918","0.012241198681294918"
"5400","0.22405913472175598","0.22405913472175598","0.22405913472175598","0.23542559146881104","0.23542559146881104","0.23542559146881104","0.14672169089317322","0.14672169089317322","0.14672169089317322","0.12455298006534576","0.12455298006534576","0.12455298006534576","0.11954855173826218","0.11954855173826218","0.11954855173826218","0.10941396653652191","0.10941396653652191","0.10941396653652191","0.012553083710372448","0.012553083710372448","0.012553083710372448"
"5500","0.22525803744792938","0.22525803744792938","0.22525803744792938","0.23754730820655823","0.23754730820655823","0.23754730820655823","0.14694684743881226","0.14694684743881226","0.14694684743881226","0.12625178694725037","0.12625178694725037","0.12625178694725037","0.11965309083461761","0.11965309083461761","0.11965309083461761","0.10781069844961166","0.10781069844961166","0.10781069844961166","0.012193962931632996","0.012193962931632996","0.012193962931632996"
"5600","0.2276340126991272","0.2276340126991272","0.2276340126991272","0.2392328381538391","0.2392328381538391","0.2392328381538391","0.14879918098449707","0.14879918098449707","0.14879918098449707","0.12772870063781738","0.12772870063781738","0.12772870063781738","0.12085363268852234","0.12085363268852234","0.12085363268852234","0.1083214059472084","0.1083214059472084","0.1083214059472084","0.011938786134123802","0.011938786134123802","0.011938786134123802"
"5700","0.22917033731937408","0.22917033731937408","0.22917033731937408","0.24076354503631592","0.24076354503631592","0.24076354503631592","0.1504213660955429","0.1504213660955429","0.1504213660955429","0.128517284989357","0.128517284989357","0.128517284989357","0.12024276703596115","0.12024276703596115","0.12024276703596115","0.10748457908630371","0.10748457908630371","0.10748457908630371","0.01237109862267971","0.01237109862267971","0.01237109862267971"
"5800","0.23153848946094513","0.23153848946094513","0.23153848946094513","0.24248747527599335","0.24248747527599335","0.24248747527599335","0.15150801837444305","0.15150801837444305","0.15150801837444305","0.12999600172042847","0.12999600172042847","0.12999600172042847","0.11907341331243515","0.11907341331243515","0.11907341331243515","0.10828159004449844","0.10828159004449844","0.10828159004449844","0.012477223761379719","0.012477223761379719","0.012477223761379719"
"5900","0.23330989480018616","0.23330989480018616","0.23330989480018616","0.24398137629032135","0.24398137629032135","0.24398137629032135","0.15335170924663544","0.15335170924663544","0.15335170924663544","0.13135458528995514","0.13135458528995514","0.13135458528995514","0.12012439966201782","0.12012439966201782","0.12012439966201782","0.10903836786746979","0.10903836786746979","0.10903836786746979","0.011926871724426746","0.011926871724426746","0.011926871724426746"
"6000","0.23586931824684143","0.23586931824684143","0.23586931824684143","0.2453732192516327","0.2453732192516327","0.2453732192516327","0.15457524359226227","0.15457524359226227","0.15457524359226227","0.13220186531543732","0.13220186531543732","0.13220186531543732","0.11907828599214554","0.11907828599214554","0.11907828599214554","0.10619983822107315","0.10619983822107315","0.10619983822107315","0.011865020729601383","0.011865020729601383","0.011865020729601383"
"6100","0.23824511468410492","0.23824511468410492","0.23824511468410492","0.24712175130844116","0.24712175130844116","0.24712175130844116","0.15522544085979462","0.15522544085979462","0.15522544085979462","0.13331551849842072","0.13331551849842072","0.13331551849842072","0.125409796833992","0.125409796833992","0.125409796833992","0.10709211230278015","0.10709211230278015","0.10709211230278015","0.011970513500273228","0.011970513500273228","0.011970513500273228"
"6200","0.23878265917301178","0.23878265917301178","0.23878265917301178","0.24842962622642517","0.24842962622642517","0.24842962622642517","0.15625455975532532","0.15625455975532532","0.15625455975532532","0.13330309092998505","0.13330309092998505","0.13330309092998505","0.12133042514324188","0.12133042514324188","0.12133042514324188","0.10932398587465286","0.10932398587465286","0.10932398587465286","0.011981697753071785","0.011981697753071785","0.011981697753071785"
"6300","0.24059179425239563","0.24059179425239563","0.24059179425239563","0.25081804394721985","0.25081804394721985","0.25081804394721985","0.15726666152477264","0.15726666152477264","0.15726666152477264","0.1338922679424286","0.1338922679424286","0.1338922679424286","0.12029904872179031","0.12029904872179031","0.12029904872179031","0.11118661612272263","0.11118661612272263","0.11118661612272263","0.011972839944064617","0.011972839944064617","0.011972839944064617"
"6400","0.2413189858198166","0.2413189858198166","0.2413189858198166","0.2510221302509308","0.2510221302509308","0.2510221302509308","0.15750707685947418","0.15750707685947418","0.15750707685947418","0.13430935144424438","0.13430935144424438","0.13430935144424438","0.1181141585111618","0.1181141585111618","0.1181141585111618","0.11142068356275558","0.11142068356275558","0.11142068356275558","0.011859825812280178","0.011859825812280178","0.011859825812280178"
"6500","0.2436128854751587","0.2436128854751587","0.2436128854751587","0.2533792555332184","0.2533792555332184","0.2533792555332184","0.15899859368801117","0.15899859368801117","0.15899859368801117","0.13546635210514069","0.13546635210514069","0.13546635210514069","0.12085846811532974","0.12085846811532974","0.12085846811532974","0.11035218089818954","0.11035218089818954","0.11035218089818954","0.011610467918217182","0.011610467918217182","0.011610467918217182"
"6600","0.24467287957668304","0.24467287957668304","0.24467287957668304","0.2537965476512909","0.2537965476512909","0.2537965476512909","0.16221296787261963","0.16221296787261963","0.16221296787261963","0.1353456676006317","0.1353456676006317","0.1353456676006317","0.12203802913427353","0.12203802913427353","0.12203802913427353","0.1110650897026062","0.1110650897026062","0.1110650897026062","0.011634103953838348","0.011634103953838348","0.011634103953838348"
"6700","0.2469666302204132","0.2469666302204132","0.2469666302204132","0.25540319085121155","0.25540319085121155","0.25540319085121155","0.16610324382781982","0.16610324382781982","0.16610324382781982","0.13628138601779938","0.13628138601779938","0.13628138601779938","0.12364768981933594","0.12364768981933594","0.12364768981933594","0.11235848069190979","0.11235848069190979","0.11235848069190979","0.01194367278367281","0.01194367278367281","0.01194367278367281"
"6800","0.24652475118637085","0.24652475118637085","0.24652475118637085","0.25694137811660767","0.25694137811660767","0.25694137811660767","0.1668500453233719","0.1668500453233719","0.1668500453233719","0.1392141878604889","0.1392141878604889","0.1392141878604889","0.12146361172199249","0.12146361172199249","0.12146361172199249","0.11072645336389542","0.11072645336389542","0.11072645336389542","0.011971584521234035","0.011971584521234035","0.011971584521234035"
