"Step","1873380_2 - similarity_cb1_avg","1873380_2 - similarity_cb1_avg__MIN","1873380_2 - similarity_cb1_avg__MAX","4395274 - similarity_cb1_avg","4395274 - similarity_cb1_avg__MIN","4395274 - similarity_cb1_avg__MAX","1940028_1 - similarity_cb1_avg","1940028_1 - similarity_cb1_avg__MIN","1940028_1 - similarity_cb1_avg__MAX","4520555_1 - similarity_cb1_avg","4520555_1 - similarity_cb1_avg__MIN","4520555_1 - similarity_cb1_avg__MAX","2536305_1 - similarity_cb1_avg","2536305_1 - similarity_cb1_avg__MIN","2536305_1 - similarity_cb1_avg__MAX","2536333_1 - similarity_cb1_avg","2536333_1 - similarity_cb1_avg__MIN","2536333_1 - similarity_cb1_avg__MAX","1940035_0 - similarity_cb1_avg","1940035_0 - similarity_cb1_avg__MIN","1940035_0 - similarity_cb1_avg__MAX"
"1100","0.7509362101554871","0.7509362101554871","0.7509362101554871","0.7511225342750549","0.7511225342750549","0.7511225342750549","0.7501885890960693","0.7501885890960693","0.7501885890960693","0.7500186562538147","0.7500186562538147","0.7500186562538147","0.7499391436576843","0.7499391436576843","0.7499391436576843","0.7499057054519653","0.7499057054519653","0.7499057054519653","0.749875545501709","0.749875545501709","0.749875545501709"
"1200","0.7511401772499084","0.7511401772499084","0.7511401772499084","0.7512896060943604","0.7512896060943604","0.7512896060943604","0.7502735257148743","0.7502735257148743","0.7502735257148743","0.7500484585762024","0.7500484585762024","0.7500484585762024","0.7499516606330872","0.7499516606330872","0.7499516606330872","0.7499104738235474","0.7499104738235474","0.7499104738235474","0.7498764991760254","0.7498764991760254","0.7498764991760254"
"1300","0.7513421177864075","0.7513421177864075","0.7513421177864075","0.7514240145683289","0.7514240145683289","0.7514240145683289","0.7503637671470642","0.7503637671470642","0.7503637671470642","0.7500821948051453","0.7500821948051453","0.7500821948051453","0.7499657273292542","0.7499657273292542","0.7499657273292542","0.7499172687530518","0.7499172687530518","0.7499172687530518","0.7498772740364075","0.7498772740364075","0.7498772740364075"
"1400","0.7515326738357544","0.7515326738357544","0.7515326738357544","0.751557469367981","0.751557469367981","0.751557469367981","0.750460147857666","0.750460147857666","0.750460147857666","0.7501212358474731","0.7501212358474731","0.7501212358474731","0.749981164932251","0.749981164932251","0.749981164932251","0.7499241828918457","0.7499241828918457","0.7499241828918457","0.7498781681060791","0.7498781681060791","0.7498781681060791"
"1500","0.7517296671867371","0.7517296671867371","0.7517296671867371","0.7516897320747375","0.7516897320747375","0.7516897320747375","0.7505631446838379","0.7505631446838379","0.7505631446838379","0.7501665353775024","0.7501665353775024","0.7501665353775024","0.7499984502792358","0.7499984502792358","0.7499984502792358","0.7499311566352844","0.7499311566352844","0.7499311566352844","0.7498790621757507","0.7498790621757507","0.7498790621757507"
"1600","0.7519094944000244","0.7519094944000244","0.7519094944000244","0.7517876625061035","0.7517876625061035","0.7517876625061035","0.7506685256958008","0.7506685256958008","0.7506685256958008","0.7502199411392212","0.7502199411392212","0.7502199411392212","0.7500168681144714","0.7500168681144714","0.7500168681144714","0.749939501285553","0.749939501285553","0.749939501285553","0.7498800158500671","0.7498800158500671","0.7498800158500671"
"1700","0.7520708441734314","0.7520708441734314","0.7520708441734314","0.7518599033355713","0.7518599033355713","0.7518599033355713","0.7507814168930054","0.7507814168930054","0.7507814168930054","0.7502807378768921","0.7502807378768921","0.7502807378768921","0.7500373721122742","0.7500373721122742","0.7500373721122742","0.7499479651451111","0.7499479651451111","0.7499479651451111","0.7498809099197388","0.7498809099197388","0.7498809099197388"
"1800","0.7522183060646057","0.7522183060646057","0.7522183060646057","0.7519221901893616","0.7519221901893616","0.7519221901893616","0.7509067058563232","0.7509067058563232","0.7509067058563232","0.7503470778465271","0.7503470778465271","0.7503470778465271","0.75006103515625","0.75006103515625","0.75006103515625","0.7499567866325378","0.7499567866325378","0.7499567866325378","0.7498818635940552","0.7498818635940552","0.7498818635940552"
"1900","0.7523564696311951","0.7523564696311951","0.7523564696311951","0.7519997954368591","0.7519997954368591","0.7519997954368591","0.7510288953781128","0.7510288953781128","0.7510288953781128","0.7504172921180725","0.7504172921180725","0.7504172921180725","0.7500891089439392","0.7500891089439392","0.7500891089439392","0.7499672770500183","0.7499672770500183","0.7499672770500183","0.7498827576637268","0.7498827576637268","0.7498827576637268"
"2000","0.752502977848053","0.752502977848053","0.752502977848053","0.7520795464515686","0.7520795464515686","0.7520795464515686","0.751151978969574","0.751151978969574","0.751151978969574","0.7504898905754089","0.7504898905754089","0.7504898905754089","0.7501221299171448","0.7501221299171448","0.7501221299171448","0.7499775886535645","0.7499775886535645","0.7499775886535645","0.7498835325241089","0.7498835325241089","0.7498835325241089"
"2100","0.7526551485061646","0.7526551485061646","0.7526551485061646","0.7521516680717468","0.7521516680717468","0.7521516680717468","0.7512715458869934","0.7512715458869934","0.7512715458869934","0.750566840171814","0.750566840171814","0.750566840171814","0.7501584887504578","0.7501584887504578","0.7501584887504578","0.7499885559082031","0.7499885559082031","0.7499885559082031","0.7498844265937805","0.7498844265937805","0.7498844265937805"
"2200","0.7528061866760254","0.7528061866760254","0.7528061866760254","0.7522184252738953","0.7522184252738953","0.7522184252738953","0.7513906359672546","0.7513906359672546","0.7513906359672546","0.750644862651825","0.750644862651825","0.750644862651825","0.7501983046531677","0.7501983046531677","0.7501983046531677","0.7500012516975403","0.7500012516975403","0.7500012516975403","0.7498853802680969","0.7498853802680969","0.7498853802680969"
"2300","0.7529462575912476","0.7529462575912476","0.7529462575912476","0.7522924542427063","0.7522924542427063","0.7522924542427063","0.7515048980712891","0.7515048980712891","0.7515048980712891","0.7507255673408508","0.7507255673408508","0.7507255673408508","0.7502415776252747","0.7502415776252747","0.7502415776252747","0.7500139474868774","0.7500139474868774","0.7500139474868774","0.7498864531517029","0.7498864531517029","0.7498864531517029"
"2400","0.7530748844146729","0.7530748844146729","0.7530748844146729","0.7523645758628845","0.7523645758628845","0.7523645758628845","0.7516151666641235","0.7516151666641235","0.7516151666641235","0.7508095502853394","0.7508095502853394","0.7508095502853394","0.7502905130386353","0.7502905130386353","0.7502905130386353","0.7500275373458862","0.7500275373458862","0.7500275373458862","0.7498873472213745","0.7498873472213745","0.7498873472213745"
"2500","0.7532030940055847","0.7532030940055847","0.7532030940055847","0.7524396777153015","0.7524396777153015","0.7524396777153015","0.7517172694206238","0.7517172694206238","0.7517172694206238","0.7508996725082397","0.7508996725082397","0.7508996725082397","0.7503429055213928","0.7503429055213928","0.7503429055213928","0.7500424385070801","0.7500424385070801","0.7500424385070801","0.7498883008956909","0.7498883008956909","0.7498883008956909"
"2600","0.7533265948295593","0.7533265948295593","0.7533265948295593","0.7525405883789062","0.7525405883789062","0.7525405883789062","0.7518205046653748","0.7518205046653748","0.7518205046653748","0.7509980201721191","0.7509980201721191","0.7509980201721191","0.750400185585022","0.750400185585022","0.750400185585022","0.7500587105751038","0.7500587105751038","0.7500587105751038","0.7498891949653625","0.7498891949653625","0.7498891949653625"
"2700","0.7534542679786682","0.7534542679786682","0.7534542679786682","0.7526587843894958","0.7526587843894958","0.7526587843894958","0.7519232034683228","0.7519232034683228","0.7519232034683228","0.7511021494865417","0.7511021494865417","0.7511021494865417","0.7504604458808899","0.7504604458808899","0.7504604458808899","0.7500762939453125","0.7500762939453125","0.7500762939453125","0.7498900890350342","0.7498900890350342","0.7498900890350342"
"2800","0.7535809874534607","0.7535809874534607","0.7535809874534607","0.7527968287467957","0.7527968287467957","0.7527968287467957","0.7520250678062439","0.7520250678062439","0.7520250678062439","0.7512136697769165","0.7512136697769165","0.7512136697769165","0.7505224943161011","0.7505224943161011","0.7505224943161011","0.7500951886177063","0.7500951886177063","0.7500951886177063","0.7498910427093506","0.7498910427093506","0.7498910427093506"
"2900","0.7537132501602173","0.7537132501602173","0.7537132501602173","0.7529526352882385","0.7529526352882385","0.7529526352882385","0.7521287798881531","0.7521287798881531","0.7521287798881531","0.751326858997345","0.751326858997345","0.751326858997345","0.7505852580070496","0.7505852580070496","0.7505852580070496","0.7501176595687866","0.7501176595687866","0.7501176595687866","0.7498919367790222","0.7498919367790222","0.7498919367790222"
"3000","0.7538321018218994","0.7538321018218994","0.7538321018218994","0.7531066536903381","0.7531066536903381","0.7531066536903381","0.7522257566452026","0.7522257566452026","0.7522257566452026","0.7514448165893555","0.7514448165893555","0.7514448165893555","0.7506486773490906","0.7506486773490906","0.7506486773490906","0.7501417398452759","0.7501417398452759","0.7501417398452759","0.7498928904533386","0.7498928904533386","0.7498928904533386"
"3100","0.7539538741111755","0.7539538741111755","0.7539538741111755","0.7532587647438049","0.7532587647438049","0.7532587647438049","0.7523176074028015","0.7523176074028015","0.7523176074028015","0.7515641450881958","0.7515641450881958","0.7515641450881958","0.7507162094116211","0.7507162094116211","0.7507162094116211","0.7501668334007263","0.7501668334007263","0.7501668334007263","0.7498937249183655","0.7498937249183655","0.7498937249183655"
"3200","0.7540844082832336","0.7540844082832336","0.7540844082832336","0.7534534931182861","0.7534534931182861","0.7534534931182861","0.7524049878120422","0.7524049878120422","0.7524049878120422","0.7516841292381287","0.7516841292381287","0.7516841292381287","0.7507838606834412","0.7507838606834412","0.7507838606834412","0.7501924633979797","0.7501924633979797","0.7501924633979797","0.7498946785926819","0.7498946785926819","0.7498946785926819"
"3300","0.7542238831520081","0.7542238831520081","0.7542238831520081","0.7536624073982239","0.7536624073982239","0.7536624073982239","0.7524880170822144","0.7524880170822144","0.7524880170822144","0.7517935037612915","0.7517935037612915","0.7517935037612915","0.7508562803268433","0.7508562803268433","0.7508562803268433","0.7502201199531555","0.7502201199531555","0.7502201199531555","0.7498953938484192","0.7498953938484192","0.7498953938484192"
"3400","0.7543859481811523","0.7543859481811523","0.7543859481811523","0.7538807988166809","0.7538807988166809","0.7538807988166809","0.752578854560852","0.752578854560852","0.752578854560852","0.7518949508666992","0.7518949508666992","0.7518949508666992","0.750932514667511","0.750932514667511","0.750932514667511","0.750249981880188","0.750249981880188","0.750249981880188","0.7498962879180908","0.7498962879180908","0.7498962879180908"
"3500","0.7545617818832397","0.7545617818832397","0.7545617818832397","0.7541092038154602","0.7541092038154602","0.7541092038154602","0.7526673674583435","0.7526673674583435","0.7526673674583435","0.7520006895065308","0.7520006895065308","0.7520006895065308","0.7510114908218384","0.7510114908218384","0.7510114908218384","0.7502821087837219","0.7502821087837219","0.7502821087837219","0.7498972415924072","0.7498972415924072","0.7498972415924072"
"3600","0.7547311186790466","0.7547311186790466","0.7547311186790466","0.7543591260910034","0.7543591260910034","0.7543591260910034","0.7527555227279663","0.7527555227279663","0.7527555227279663","0.7521011233329773","0.7521011233329773","0.7521011233329773","0.7510852217674255","0.7510852217674255","0.7510852217674255","0.7503154277801514","0.7503154277801514","0.7503154277801514","0.7498981356620789","0.7498981356620789","0.7498981356620789"
"3700","0.75489741563797","0.75489741563797","0.75489741563797","0.7546307444572449","0.7546307444572449","0.7546307444572449","0.7528406381607056","0.7528406381607056","0.7528406381607056","0.7522017955780029","0.7522017955780029","0.7522017955780029","0.7511590123176575","0.7511590123176575","0.7511590123176575","0.750349760055542","0.750349760055542","0.750349760055542","0.7498990893363953","0.7498990893363953","0.7498990893363953"
"3800","0.755079984664917","0.755079984664917","0.755079984664917","0.7549064755439758","0.7549064755439758","0.7549064755439758","0.7529209852218628","0.7529209852218628","0.7529209852218628","0.7523041367530823","0.7523041367530823","0.7523041367530823","0.7512309551239014","0.7512309551239014","0.7512309551239014","0.7503884434700012","0.7503884434700012","0.7503884434700012","0.7498999834060669","0.7498999834060669","0.7498999834060669"
"3900","0.7552592158317566","0.7552592158317566","0.7552592158317566","0.7551677823066711","0.7551677823066711","0.7551677823066711","0.7530053853988647","0.7530053853988647","0.7530053853988647","0.752397358417511","0.752397358417511","0.752397358417511","0.7512961626052856","0.7512961626052856","0.7512961626052856","0.7504264712333679","0.7504264712333679","0.7504264712333679","0.749900758266449","0.749900758266449","0.749900758266449"
"4000","0.7554447054862976","0.7554447054862976","0.7554447054862976","0.7554222941398621","0.7554222941398621","0.7554222941398621","0.7530856728553772","0.7530856728553772","0.7530856728553772","0.7524844408035278","0.7524844408035278","0.7524844408035278","0.75136399269104","0.75136399269104","0.75136399269104","0.7504664659500122","0.7504664659500122","0.7504664659500122","0.7499016523361206","0.7499016523361206","0.7499016523361206"
"4100","0.7556429505348206","0.7556429505348206","0.7556429505348206","0.7556412816047668","0.7556412816047668","0.7556412816047668","0.7531676888465881","0.7531676888465881","0.7531676888465881","0.7525648474693298","0.7525648474693298","0.7525648474693298","0.7514247298240662","0.7514247298240662","0.7514247298240662","0.7505068778991699","0.7505068778991699","0.7505068778991699","0.749902606010437","0.749902606010437","0.749902606010437"
"4200","0.7558457851409912","0.7558457851409912","0.7558457851409912","0.7558305263519287","0.7558305263519287","0.7558305263519287","0.753248393535614","0.753248393535614","0.753248393535614","0.7526364326477051","0.7526364326477051","0.7526364326477051","0.7514861226081848","0.7514861226081848","0.7514861226081848","0.7505486011505127","0.7505486011505127","0.7505486011505127","0.7499033212661743","0.7499033212661743","0.7499033212661743"
"4300","0.7560341358184814","0.7560341358184814","0.7560341358184814","0.75599604845047","0.75599604845047","0.75599604845047","0.753329336643219","0.753329336643219","0.753329336643219","0.7527013421058655","0.7527013421058655","0.7527013421058655","0.7515451908111572","0.7515451908111572","0.7515451908111572","0.7505917549133301","0.7505917549133301","0.7505917549133301","0.7499043345451355","0.7499043345451355","0.7499043345451355"
"4400","0.7562365531921387","0.7562365531921387","0.7562365531921387","0.7561455965042114","0.7561455965042114","0.7561455965042114","0.7534112334251404","0.7534112334251404","0.7534112334251404","0.7527647018432617","0.7527647018432617","0.7527647018432617","0.7516093254089355","0.7516093254089355","0.7516093254089355","0.7506367564201355","0.7506367564201355","0.7506367564201355","0.7499051690101624","0.7499051690101624","0.7499051690101624"
"4500","0.7564012408256531","0.7564012408256531","0.7564012408256531","0.7562708258628845","0.7562708258628845","0.7562708258628845","0.7534822821617126","0.7534822821617126","0.7534822821617126","0.75283282995224","0.75283282995224","0.75283282995224","0.751670241355896","0.751670241355896","0.751670241355896","0.7506822347640991","0.7506822347640991","0.7506822347640991","0.7499061226844788","0.7499061226844788","0.7499061226844788"
"4600","0.7565645575523376","0.7565645575523376","0.7565645575523376","0.7563861012458801","0.7563861012458801","0.7563861012458801","0.7535620331764221","0.7535620331764221","0.7535620331764221","0.7528948187828064","0.7528948187828064","0.7528948187828064","0.7517313361167908","0.7517313361167908","0.7517313361167908","0.7507292032241821","0.7507292032241821","0.7507292032241821","0.7499070167541504","0.7499070167541504","0.7499070167541504"
"4700","0.7567180395126343","0.7567180395126343","0.7567180395126343","0.7564666867256165","0.7564666867256165","0.7564666867256165","0.7536426186561584","0.7536426186561584","0.7536426186561584","0.7529569268226624","0.7529569268226624","0.7529569268226624","0.7517953515052795","0.7517953515052795","0.7517953515052795","0.7507773637771606","0.7507773637771606","0.7507773637771606","0.7499078512191772","0.7499078512191772","0.7499078512191772"
"4800","0.7568328976631165","0.7568328976631165","0.7568328976631165","0.7565368413925171","0.7565368413925171","0.7565368413925171","0.7537274956703186","0.7537274956703186","0.7537274956703186","0.7530161738395691","0.7530161738395691","0.7530161738395691","0.7518563866615295","0.7518563866615295","0.7518563866615295","0.7508288621902466","0.7508288621902466","0.7508288621902466","0.7499088644981384","0.7499088644981384","0.7499088644981384"
"4900","0.7569421529769897","0.7569421529769897","0.7569421529769897","0.7565990090370178","0.7565990090370178","0.7565990090370178","0.7538150548934937","0.7538150548934937","0.7538150548934937","0.7530725598335266","0.7530725598335266","0.7530725598335266","0.7519125938415527","0.7519125938415527","0.7519125938415527","0.7508804202079773","0.7508804202079773","0.7508804202079773","0.7499096989631653","0.7499096989631653","0.7499096989631653"
"5000","0.7570304870605469","0.7570304870605469","0.7570304870605469","0.7566554546356201","0.7566554546356201","0.7566554546356201","0.7539020776748657","0.7539020776748657","0.7539020776748657","0.7531296014785767","0.7531296014785767","0.7531296014785767","0.7519705295562744","0.7519705295562744","0.7519705295562744","0.7509304881095886","0.7509304881095886","0.7509304881095886","0.7499105930328369","0.7499105930328369","0.7499105930328369"
"5100","0.7571067214012146","0.7571067214012146","0.7571067214012146","0.756701648235321","0.756701648235321","0.756701648235321","0.753991961479187","0.753991961479187","0.753991961479187","0.7531855702400208","0.7531855702400208","0.7531855702400208","0.7520291209220886","0.7520291209220886","0.7520291209220886","0.750981330871582","0.750981330871582","0.750981330871582","0.7499117851257324","0.7499117851257324","0.7499117851257324"
"5200","0.7571823596954346","0.7571823596954346","0.7571823596954346","0.7567497491836548","0.7567497491836548","0.7567497491836548","0.7540766000747681","0.7540766000747681","0.7540766000747681","0.7532364130020142","0.7532364130020142","0.7532364130020142","0.7520880103111267","0.7520880103111267","0.7520880103111267","0.7510361075401306","0.7510361075401306","0.7510361075401306","0.749912440776825","0.749912440776825","0.749912440776825"
"5300","0.7572494745254517","0.7572494745254517","0.7572494745254517","0.7568000555038452","0.7568000555038452","0.7568000555038452","0.7541651129722595","0.7541651129722595","0.7541651129722595","0.7532891631126404","0.7532891631126404","0.7532891631126404","0.7521432638168335","0.7521432638168335","0.7521432638168335","0.7510932087898254","0.7510932087898254","0.7510932087898254","0.7499133944511414","0.7499133944511414","0.7499133944511414"
"5400","0.7573184370994568","0.7573184370994568","0.7573184370994568","0.7568602561950684","0.7568602561950684","0.7568602561950684","0.7542625069618225","0.7542625069618225","0.7542625069618225","0.753338098526001","0.753338098526001","0.753338098526001","0.7521985173225403","0.7521985173225403","0.7521985173225403","0.7511492967605591","0.7511492967605591","0.7511492967605591","0.7499144673347473","0.7499144673347473","0.7499144673347473"
"5500","0.757374107837677","0.757374107837677","0.757374107837677","0.7569262385368347","0.7569262385368347","0.7569262385368347","0.7543609142303467","0.7543609142303467","0.7543609142303467","0.7533898949623108","0.7533898949623108","0.7533898949623108","0.7522490620613098","0.7522490620613098","0.7522490620613098","0.751209557056427","0.751209557056427","0.751209557056427","0.7499154210090637","0.7499154210090637","0.7499154210090637"
"5600","0.7574224472045898","0.7574224472045898","0.7574224472045898","0.7569835782051086","0.7569835782051086","0.7569835782051086","0.754461407661438","0.754461407661438","0.754461407661438","0.7534425258636475","0.7534425258636475","0.7534425258636475","0.7523055076599121","0.7523055076599121","0.7523055076599121","0.7512702941894531","0.7512702941894531","0.7512702941894531","0.7499164342880249","0.7499164342880249","0.7499164342880249"
"5700","0.7574710249900818","0.7574710249900818","0.7574710249900818","0.7570585608482361","0.7570585608482361","0.7570585608482361","0.7545652389526367","0.7545652389526367","0.7545652389526367","0.7534850835800171","0.7534850835800171","0.7534850835800171","0.7523635625839233","0.7523635625839233","0.7523635625839233","0.7513295412063599","0.7513295412063599","0.7513295412063599","0.7499172687530518","0.7499172687530518","0.7499172687530518"
"5800","0.7575045228004456","0.7575045228004456","0.7575045228004456","0.7571365833282471","0.7571365833282471","0.7571365833282471","0.7546789646148682","0.7546789646148682","0.7546789646148682","0.7535295486450195","0.7535295486450195","0.7535295486450195","0.7524206638336182","0.7524206638336182","0.7524206638336182","0.7513896822929382","0.7513896822929382","0.7513896822929382","0.7499182224273682","0.7499182224273682","0.7499182224273682"
"5900","0.7575379610061646","0.7575379610061646","0.7575379610061646","0.7572135329246521","0.7572135329246521","0.7572135329246521","0.7547962069511414","0.7547962069511414","0.7547962069511414","0.7535744309425354","0.7535744309425354","0.7535744309425354","0.752476692199707","0.752476692199707","0.752476692199707","0.7514503598213196","0.7514503598213196","0.7514503598213196","0.7499191164970398","0.7499191164970398","0.7499191164970398"
"6000","0.7575703859329224","0.7575703859329224","0.7575703859329224","0.757293164730072","0.757293164730072","0.757293164730072","0.7549121975898743","0.7549121975898743","0.7549121975898743","0.753624439239502","0.753624439239502","0.753624439239502","0.7525268197059631","0.7525268197059631","0.7525268197059631","0.7515082955360413","0.7515082955360413","0.7515082955360413","0.749920129776001","0.749920129776001","0.749920129776001"
"6100","0.7576009631156921","0.7576009631156921","0.7576009631156921","0.7573646306991577","0.7573646306991577","0.7573646306991577","0.7550233602523804","0.7550233602523804","0.7550233602523804","0.7536707520484924","0.7536707520484924","0.7536707520484924","0.7525769472122192","0.7525769472122192","0.7525769472122192","0.7515667080879211","0.7515667080879211","0.7515667080879211","0.7499212026596069","0.7499212026596069","0.7499212026596069"
"6200","0.7576335668563843","0.7576335668563843","0.7576335668563843","0.7574322819709778","0.7574322819709778","0.7574322819709778","0.7551298141479492","0.7551298141479492","0.7551298141479492","0.7537215352058411","0.7537215352058411","0.7537215352058411","0.7526319026947021","0.7526319026947021","0.7526319026947021","0.7516275644302368","0.7516275644302368","0.7516275644302368","0.7499222755432129","0.7499222755432129","0.7499222755432129"
"6300","0.7576600313186646","0.7576600313186646","0.7576600313186646","0.7574946880340576","0.7574946880340576","0.7574946880340576","0.7552363872528076","0.7552363872528076","0.7552363872528076","0.7537733912467957","0.7537733912467957","0.7537733912467957","0.7526849508285522","0.7526849508285522","0.7526849508285522","0.7516820430755615","0.7516820430755615","0.7516820430755615","0.7499231696128845","0.7499231696128845","0.7499231696128845"
"6400","0.7576860785484314","0.7576860785484314","0.7576860785484314","0.7575554251670837","0.7575554251670837","0.7575554251670837","0.7553415894508362","0.7553415894508362","0.7553415894508362","0.7538270950317383","0.7538270950317383","0.7538270950317383","0.7527374625205994","0.7527374625205994","0.7527374625205994","0.7517372965812683","0.7517372965812683","0.7517372965812683","0.7499243021011353","0.7499243021011353","0.7499243021011353"
"6500","0.7577131986618042","0.7577131986618042","0.7577131986618042","0.7576102614402771","0.7576102614402771","0.7576102614402771","0.7554556131362915","0.7554556131362915","0.7554556131362915","0.7538802623748779","0.7538802623748779","0.7538802623748779","0.752787172794342","0.752787172794342","0.752787172794342","0.7517940998077393","0.7517940998077393","0.7517940998077393","0.7499254941940308","0.7499254941940308","0.7499254941940308"
"6600","0.7577324509620667","0.7577324509620667","0.7577324509620667","0.7576665878295898","0.7576665878295898","0.7576665878295898","0.7555633783340454","0.7555633783340454","0.7555633783340454","0.7539364695549011","0.7539364695549011","0.7539364695549011","0.7528364658355713","0.7528364658355713","0.7528364658355713","0.7518489956855774","0.7518489956855774","0.7518489956855774","0.7499266862869263","0.7499266862869263","0.7499266862869263"
"6700","0.7577483654022217","0.7577483654022217","0.7577483654022217","0.7577195167541504","0.7577195167541504","0.7577195167541504","0.755670964717865","0.755670964717865","0.755670964717865","0.7539857029914856","0.7539857029914856","0.7539857029914856","0.7528839111328125","0.7528839111328125","0.7528839111328125","0.751898467540741","0.751898467540741","0.751898467540741","0.7499277591705322","0.7499277591705322","0.7499277591705322"
"6800","0.7577664852142334","0.7577664852142334","0.7577664852142334","0.7577884197235107","0.7577884197235107","0.7577884197235107","0.7557788491249084","0.7557788491249084","0.7557788491249084","0.7540372610092163","0.7540372610092163","0.7540372610092163","0.7529290914535522","0.7529290914535522","0.7529290914535522","0.7519518136978149","0.7519518136978149","0.7519518136978149","0.749928891658783","0.749928891658783","0.749928891658783"
