"Step","1873380_2 - train/loss_diversity","1873380_2 - train/loss_diversity__MIN","1873380_2 - train/loss_diversity__MAX","4395274 - train/loss_diversity","4395274 - train/loss_diversity__MIN","4395274 - train/loss_diversity__MAX","1940028_1 - train/loss_diversity","1940028_1 - train/loss_diversity__MIN","1940028_1 - train/loss_diversity__MAX","4520555_1 - train/loss_diversity","4520555_1 - train/loss_diversity__MIN","4520555_1 - train/loss_diversity__MAX","2536305_1 - train/loss_diversity","2536305_1 - train/loss_diversity__MIN","2536305_1 - train/loss_diversity__MAX","2536333_1 - train/loss_diversity","2536333_1 - train/loss_diversity__MIN","2536333_1 - train/loss_diversity__MAX","1940035_0 - train/loss_diversity","1940035_0 - train/loss_diversity__MIN","1940035_0 - train/loss_diversity__MAX"
"1100","56.09614181518555","56.09614181518555","56.09614181518555","56.338623046875","56.338623046875","56.338623046875","53.228607177734375","53.228607177734375","53.228607177734375","47.4344596862793","47.4344596862793","47.4344596862793","39.945682525634766","39.945682525634766","39.945682525634766","2.0436198711395264","2.0436198711395264","2.0436198711395264","16.011886596679688","16.011886596679688","16.011886596679688"
"1200","55.89747619628906","55.89747619628906","55.89747619628906","56.11845779418945","56.11845779418945","56.11845779418945","53.287811279296875","53.287811279296875","53.287811279296875","48.587242126464844","48.587242126464844","48.587242126464844","44.14558029174805","44.14558029174805","44.14558029174805","6.987913608551025","6.987913608551025","6.987913608551025","15.302351951599121","15.302351951599121","15.302351951599121"
"1300","55.80083084106445","55.80083084106445","55.80083084106445","56.16732406616211","56.16732406616211","56.16732406616211","54.51508331298828","54.51508331298828","54.51508331298828","50.80892562866211","50.80892562866211","50.80892562866211","44.91917419433594","44.91917419433594","44.91917419433594","27.764806747436523","27.764806747436523","27.764806747436523","14.0672025680542","14.0672025680542","14.0672025680542"
"1400","55.82191467285156","55.82191467285156","55.82191467285156","56.01088333129883","56.01088333129883","56.01088333129883","55.28342819213867","55.28342819213867","55.28342819213867","53.0724983215332","53.0724983215332","53.0724983215332","45.611244201660156","45.611244201660156","45.611244201660156","36.2619743347168","36.2619743347168","36.2619743347168","13.174919128417969","13.174919128417969","13.174919128417969"
"1500","55.767276763916016","55.767276763916016","55.767276763916016","55.330833435058594","55.330833435058594","55.330833435058594","55.91181945800781","55.91181945800781","55.91181945800781","54.175254821777344","54.175254821777344","54.175254821777344","46.62582015991211","46.62582015991211","46.62582015991211","41.13276290893555","41.13276290893555","41.13276290893555","12.044452667236328","12.044452667236328","12.044452667236328"
"1600","55.804805755615234","55.804805755615234","55.804805755615234","55.082054138183594","55.082054138183594","55.082054138183594","56.29985427856445","56.29985427856445","56.29985427856445","54.337276458740234","54.337276458740234","54.337276458740234","46.94888687133789","46.94888687133789","46.94888687133789","44.612239837646484","44.612239837646484","44.612239837646484","11.273675918579102","11.273675918579102","11.273675918579102"
"1700","55.645606994628906","55.645606994628906","55.645606994628906","54.982643127441406","54.982643127441406","54.982643127441406","56.08564758300781","56.08564758300781","56.08564758300781","54.89224624633789","54.89224624633789","54.89224624633789","47.424930572509766","47.424930572509766","47.424930572509766","45.13959503173828","45.13959503173828","45.13959503173828","10.451713562011719","10.451713562011719","10.451713562011719"
"1800","55.36684036254883","55.36684036254883","55.36684036254883","54.890987396240234","54.890987396240234","54.890987396240234","55.9907341003418","55.9907341003418","55.9907341003418","55.5218505859375","55.5218505859375","55.5218505859375","48.60428237915039","48.60428237915039","48.60428237915039","44.8875732421875","44.8875732421875","44.8875732421875","9.636966705322266","9.636966705322266","9.636966705322266"
"1900","55.36969757080078","55.36969757080078","55.36969757080078","54.680477142333984","54.680477142333984","54.680477142333984","55.751434326171875","55.751434326171875","55.751434326171875","56.04179763793945","56.04179763793945","56.04179763793945","50.080265045166016","50.080265045166016","50.080265045166016","45.83757019042969","45.83757019042969","45.83757019042969","8.9163236618042","8.9163236618042","8.9163236618042"
"2000","55.05812454223633","55.05812454223633","55.05812454223633","54.56904602050781","54.56904602050781","54.56904602050781","55.537353515625","55.537353515625","55.537353515625","56.21376037597656","56.21376037597656","56.21376037597656","51.582130432128906","51.582130432128906","51.582130432128906","46.50642013549805","46.50642013549805","46.50642013549805","8.413172721862793","8.413172721862793","8.413172721862793"
"2100","54.77997970581055","54.77997970581055","54.77997970581055","54.51182174682617","54.51182174682617","54.51182174682617","55.610740661621094","55.610740661621094","55.610740661621094","56.127559661865234","56.127559661865234","56.127559661865234","52.84336471557617","52.84336471557617","52.84336471557617","46.69965362548828","46.69965362548828","46.69965362548828","7.24484920501709","7.24484920501709","7.24484920501709"
"2200","54.39173889160156","54.39173889160156","54.39173889160156","54.476871490478516","54.476871490478516","54.476871490478516","55.514259338378906","55.514259338378906","55.514259338378906","56.08539962768555","56.08539962768555","56.08539962768555","53.37704086303711","53.37704086303711","53.37704086303711","46.862674713134766","46.862674713134766","46.862674713134766","6.752742767333984","6.752742767333984","6.752742767333984"
"2300","54.13705062866211","54.13705062866211","54.13705062866211","54.30646896362305","54.30646896362305","54.30646896362305","55.175846099853516","55.175846099853516","55.175846099853516","56.154178619384766","56.154178619384766","56.154178619384766","54.17817687988281","54.17817687988281","54.17817687988281","47.463417053222656","47.463417053222656","47.463417053222656","6.126615524291992","6.126615524291992","6.126615524291992"
"2400","53.9775390625","53.9775390625","53.9775390625","54.00877380371094","54.00877380371094","54.00877380371094","55.22333908081055","55.22333908081055","55.22333908081055","56.07308578491211","56.07308578491211","56.07308578491211","54.440670013427734","54.440670013427734","54.440670013427734","47.546634674072266","47.546634674072266","47.546634674072266","5.59831428527832","5.59831428527832","5.59831428527832"
"2500","53.91383743286133","53.91383743286133","53.91383743286133","53.771610260009766","53.771610260009766","53.771610260009766","55.413761138916016","55.413761138916016","55.413761138916016","55.78493118286133","55.78493118286133","55.78493118286133","54.99216842651367","54.99216842651367","54.99216842651367","48.06429672241211","48.06429672241211","48.06429672241211","5.038407325744629","5.038407325744629","5.038407325744629"
"2600","53.888710021972656","53.888710021972656","53.888710021972656","53.44044494628906","53.44044494628906","53.44044494628906","55.35529327392578","55.35529327392578","55.35529327392578","55.77052307128906","55.77052307128906","55.77052307128906","55.261287689208984","55.261287689208984","55.261287689208984","48.89674758911133","48.89674758911133","48.89674758911133","4.511571884155273","4.511571884155273","4.511571884155273"
"2700","53.61469650268555","53.61469650268555","53.61469650268555","53.31769943237305","53.31769943237305","53.31769943237305","55.294044494628906","55.294044494628906","55.294044494628906","55.92562484741211","55.92562484741211","55.92562484741211","55.26411056518555","55.26411056518555","55.26411056518555","50.47719192504883","50.47719192504883","50.47719192504883","4.011922836303711","4.011922836303711","4.011922836303711"
"2800","53.30683517456055","53.30683517456055","53.30683517456055","53.008201599121094","53.008201599121094","53.008201599121094","54.958126068115234","54.958126068115234","54.958126068115234","55.84147644042969","55.84147644042969","55.84147644042969","55.53623580932617","55.53623580932617","55.53623580932617","51.34153747558594","51.34153747558594","51.34153747558594","3.5203824043273926","3.5203824043273926","3.5203824043273926"
"2900","53.3869743347168","53.3869743347168","53.3869743347168","52.73566436767578","52.73566436767578","52.73566436767578","54.99382019042969","54.99382019042969","54.99382019042969","55.74668884277344","55.74668884277344","55.74668884277344","55.54158020019531","55.54158020019531","55.54158020019531","52.366455078125","52.366455078125","52.366455078125","3.2496373653411865","3.2496373653411865","3.2496373653411865"
"3000","53.49958038330078","53.49958038330078","53.49958038330078","52.870849609375","52.870849609375","52.870849609375","55.01815414428711","55.01815414428711","55.01815414428711","55.65623092651367","55.65623092651367","55.65623092651367","55.80223083496094","55.80223083496094","55.80223083496094","52.966800689697266","52.966800689697266","52.966800689697266","2.855963945388794","2.855963945388794","2.855963945388794"
"3100","53.242088317871094","53.242088317871094","53.242088317871094","53.024166107177734","53.024166107177734","53.024166107177734","54.738887786865234","54.738887786865234","54.738887786865234","55.555564880371094","55.555564880371094","55.555564880371094","55.58431625366211","55.58431625366211","55.58431625366211","53.258689880371094","53.258689880371094","53.258689880371094","2.563441276550293","2.563441276550293","2.563441276550293"
"3200","53.19778823852539","53.19778823852539","53.19778823852539","52.98066329956055","52.98066329956055","52.98066329956055","54.66408157348633","54.66408157348633","54.66408157348633","55.146541595458984","55.146541595458984","55.146541595458984","55.455535888671875","55.455535888671875","55.455535888671875","53.956398010253906","53.956398010253906","53.956398010253906","2.419271469116211","2.419271469116211","2.419271469116211"
"3300","53.164493560791016","53.164493560791016","53.164493560791016","52.89863204956055","52.89863204956055","52.89863204956055","54.578243255615234","54.578243255615234","54.578243255615234","54.9209098815918","54.9209098815918","54.9209098815918","55.28059005737305","55.28059005737305","55.28059005737305","53.901275634765625","53.901275634765625","53.901275634765625","2.494019031524658","2.494019031524658","2.494019031524658"
"3400","53.283321380615234","53.283321380615234","53.283321380615234","52.74518585205078","52.74518585205078","52.74518585205078","54.28367233276367","54.28367233276367","54.28367233276367","55.0088005065918","55.0088005065918","55.0088005065918","55.14756774902344","55.14756774902344","55.14756774902344","53.99592208862305","53.99592208862305","53.99592208862305","2.328516721725464","2.328516721725464","2.328516721725464"
"3500","53.397090911865234","53.397090911865234","53.397090911865234","52.93913269042969","52.93913269042969","52.93913269042969","54.00917053222656","54.00917053222656","54.00917053222656","54.840450286865234","54.840450286865234","54.840450286865234","54.947410583496094","54.947410583496094","54.947410583496094","54.27449035644531","54.27449035644531","54.27449035644531","1.9612953662872314","1.9612953662872314","1.9612953662872314"
"3600","53.41133117675781","53.41133117675781","53.41133117675781","53.12882995605469","53.12882995605469","53.12882995605469","53.897830963134766","53.897830963134766","53.897830963134766","54.705135345458984","54.705135345458984","54.705135345458984","54.85236740112305","54.85236740112305","54.85236740112305","54.703895568847656","54.703895568847656","54.703895568847656","1.6771687269210815","1.6771687269210815","1.6771687269210815"
"3700","53.51027297973633","53.51027297973633","53.51027297973633","53.20778274536133","53.20778274536133","53.20778274536133","53.72251892089844","53.72251892089844","53.72251892089844","54.561073303222656","54.561073303222656","54.561073303222656","54.535526275634766","54.535526275634766","54.535526275634766","54.961631774902344","54.961631774902344","54.961631774902344","1.3837717771530151","1.3837717771530151","1.3837717771530151"
"3800","53.5372200012207","53.5372200012207","53.5372200012207","53.6894416809082","53.6894416809082","53.6894416809082","53.75704574584961","53.75704574584961","53.75704574584961","54.472469329833984","54.472469329833984","54.472469329833984","54.811180114746094","54.811180114746094","54.811180114746094","55.191650390625","55.191650390625","55.191650390625","1.162166953086853","1.162166953086853","1.162166953086853"
"3900","53.584129333496094","53.584129333496094","53.584129333496094","54.062625885009766","54.062625885009766","54.062625885009766","53.58869171142578","53.58869171142578","53.58869171142578","54.34600067138672","54.34600067138672","54.34600067138672","54.646095275878906","54.646095275878906","54.646095275878906","55.211734771728516","55.211734771728516","55.211734771728516","1.0127885341644287","1.0127885341644287","1.0127885341644287"
"4000","53.62876510620117","53.62876510620117","53.62876510620117","54.251163482666016","54.251163482666016","54.251163482666016","53.44289016723633","53.44289016723633","53.44289016723633","54.393028259277344","54.393028259277344","54.393028259277344","54.744266510009766","54.744266510009766","54.744266510009766","55.40546798706055","55.40546798706055","55.40546798706055","0.9430555701255798","0.9430555701255798","0.9430555701255798"
"4100","53.69329071044922","53.69329071044922","53.69329071044922","54.579505920410156","54.579505920410156","54.579505920410156","53.50627136230469","53.50627136230469","53.50627136230469","54.53675842285156","54.53675842285156","54.53675842285156","54.83308029174805","54.83308029174805","54.83308029174805","55.22966384887695","55.22966384887695","55.22966384887695","0.839579701423645","0.839579701423645","0.839579701423645"
"4200","53.8896369934082","53.8896369934082","53.8896369934082","54.914363861083984","54.914363861083984","54.914363861083984","53.526405334472656","53.526405334472656","53.526405334472656","54.584354400634766","54.584354400634766","54.584354400634766","54.949806213378906","54.949806213378906","54.949806213378906","55.351951599121094","55.351951599121094","55.351951599121094","0.7863941788673401","0.7863941788673401","0.7863941788673401"
"4300","53.98439025878906","53.98439025878906","53.98439025878906","54.981689453125","54.981689453125","54.981689453125","53.50743103027344","53.50743103027344","53.50743103027344","54.70823287963867","54.70823287963867","54.70823287963867","55.06000518798828","55.06000518798828","55.06000518798828","55.134090423583984","55.134090423583984","55.134090423583984","0.7039740085601807","0.7039740085601807","0.7039740085601807"
"4400","54.225135803222656","54.225135803222656","54.225135803222656","55.0666618347168","55.0666618347168","55.0666618347168","53.5886344909668","53.5886344909668","53.5886344909668","54.607852935791016","54.607852935791016","54.607852935791016","55.05189514160156","55.05189514160156","55.05189514160156","55.122718811035156","55.122718811035156","55.122718811035156","0.6833648681640625","0.6833648681640625","0.6833648681640625"
"4500","54.77601623535156","54.77601623535156","54.77601623535156","54.96321105957031","54.96321105957031","54.96321105957031","53.536842346191406","53.536842346191406","53.536842346191406","54.47483444213867","54.47483444213867","54.47483444213867","55.121185302734375","55.121185302734375","55.121185302734375","55.304100036621094","55.304100036621094","55.304100036621094","0.6157239675521851","0.6157239675521851","0.6157239675521851"
"4600","55.07013702392578","55.07013702392578","55.07013702392578","54.79475402832031","54.79475402832031","54.79475402832031","53.42081069946289","53.42081069946289","53.42081069946289","54.212013244628906","54.212013244628906","54.212013244628906","54.96967697143555","54.96967697143555","54.96967697143555","55.345787048339844","55.345787048339844","55.345787048339844","0.5755061507225037","0.5755061507225037","0.5755061507225037"
"4700","55.086952209472656","55.086952209472656","55.086952209472656","54.68903350830078","54.68903350830078","54.68903350830078","53.33363723754883","53.33363723754883","53.33363723754883","54.16539001464844","54.16539001464844","54.16539001464844","54.944026947021484","54.944026947021484","54.944026947021484","55.110809326171875","55.110809326171875","55.110809326171875","0.5371170043945312","0.5371170043945312","0.5371170043945312"
"4800","55.14118957519531","55.14118957519531","55.14118957519531","54.685611724853516","54.685611724853516","54.685611724853516","53.333351135253906","53.333351135253906","53.333351135253906","54.00449752807617","54.00449752807617","54.00449752807617","54.967655181884766","54.967655181884766","54.967655181884766","55.31473159790039","55.31473159790039","55.31473159790039","0.5064800977706909","0.5064800977706909","0.5064800977706909"
"4900","55.2216682434082","55.2216682434082","55.2216682434082","54.72956085205078","54.72956085205078","54.72956085205078","53.20497131347656","53.20497131347656","53.20497131347656","53.98505783081055","53.98505783081055","53.98505783081055","54.90349197387695","54.90349197387695","54.90349197387695","55.319236755371094","55.319236755371094","55.319236755371094","0.47705531120300293","0.47705531120300293","0.47705531120300293"
"5000","55.199005126953125","55.199005126953125","55.199005126953125","54.72555160522461","54.72555160522461","54.72555160522461","53.255645751953125","53.255645751953125","53.255645751953125","54.043006896972656","54.043006896972656","54.043006896972656","55.00065612792969","55.00065612792969","55.00065612792969","55.376888275146484","55.376888275146484","55.376888275146484","0.4488297700881958","0.4488297700881958","0.4488297700881958"
"5100","55.15803527832031","55.15803527832031","55.15803527832031","54.618160247802734","54.618160247802734","54.618160247802734","53.2121467590332","53.2121467590332","53.2121467590332","53.83427810668945","53.83427810668945","53.83427810668945","54.94846725463867","54.94846725463867","54.94846725463867","55.16118621826172","55.16118621826172","55.16118621826172","0.45290496945381165","0.45290496945381165","0.45290496945381165"
"5200","55.06440353393555","55.06440353393555","55.06440353393555","54.507511138916016","54.507511138916016","54.507511138916016","53.23508834838867","53.23508834838867","53.23508834838867","53.776981353759766","53.776981353759766","53.776981353759766","54.95587921142578","54.95587921142578","54.95587921142578","55.08124923706055","55.08124923706055","55.08124923706055","0.4723924994468689","0.4723924994468689","0.4723924994468689"
"5300","54.96921920776367","54.96921920776367","54.96921920776367","54.35837936401367","54.35837936401367","54.35837936401367","53.13785171508789","53.13785171508789","53.13785171508789","53.90127944946289","53.90127944946289","53.90127944946289","55.100894927978516","55.100894927978516","55.100894927978516","55.03925704956055","55.03925704956055","55.03925704956055","0.41200023889541626","0.41200023889541626","0.41200023889541626"
"5400","54.8890495300293","54.8890495300293","54.8890495300293","54.19168472290039","54.19168472290039","54.19168472290039","53.090946197509766","53.090946197509766","53.090946197509766","53.817138671875","53.817138671875","53.817138671875","55.04884338378906","55.04884338378906","55.04884338378906","54.73908233642578","54.73908233642578","54.73908233642578","0.3892219066619873","0.3892219066619873","0.3892219066619873"
"5500","54.69731140136719","54.69731140136719","54.69731140136719","54.024627685546875","54.024627685546875","54.024627685546875","53.06797409057617","53.06797409057617","53.06797409057617","53.95704650878906","53.95704650878906","53.95704650878906","54.95078659057617","54.95078659057617","54.95078659057617","54.84080123901367","54.84080123901367","54.84080123901367","0.38942408561706543","0.38942408561706543","0.38942408561706543"
"5600","54.56697082519531","54.56697082519531","54.56697082519531","53.844451904296875","53.844451904296875","53.844451904296875","53.224388122558594","53.224388122558594","53.224388122558594","53.93708038330078","53.93708038330078","53.93708038330078","54.944828033447266","54.944828033447266","54.944828033447266","54.64495086669922","54.64495086669922","54.64495086669922","0.3560522794723511","0.3560522794723511","0.3560522794723511"
"5700","54.39830017089844","54.39830017089844","54.39830017089844","53.66228103637695","53.66228103637695","53.66228103637695","53.33579635620117","53.33579635620117","53.33579635620117","53.88134765625","53.88134765625","53.88134765625","54.75275421142578","54.75275421142578","54.75275421142578","54.561702728271484","54.561702728271484","54.561702728271484","0.3287678062915802","0.3287678062915802","0.3287678062915802"
"5800","54.30085372924805","54.30085372924805","54.30085372924805","53.44194412231445","53.44194412231445","53.44194412231445","53.32406234741211","53.32406234741211","53.32406234741211","53.854469299316406","53.854469299316406","53.854469299316406","54.484256744384766","54.484256744384766","54.484256744384766","54.368812561035156","54.368812561035156","54.368812561035156","0.3275050222873688","0.3275050222873688","0.3275050222873688"
"5900","54.15400314331055","54.15400314331055","54.15400314331055","53.30109405517578","53.30109405517578","53.30109405517578","53.25887680053711","53.25887680053711","53.25887680053711","53.82003402709961","53.82003402709961","53.82003402709961","54.468727111816406","54.468727111816406","54.468727111816406","54.4696044921875","54.4696044921875","54.4696044921875","0.31434041261672974","0.31434041261672974","0.31434041261672974"
"6000","53.99711990356445","53.99711990356445","53.99711990356445","53.126251220703125","53.126251220703125","53.126251220703125","53.17778396606445","53.17778396606445","53.17778396606445","53.71222686767578","53.71222686767578","53.71222686767578","54.293663024902344","54.293663024902344","54.293663024902344","54.32487487792969","54.32487487792969","54.32487487792969","0.2941415309906006","0.2941415309906006","0.2941415309906006"
"6100","53.86207580566406","53.86207580566406","53.86207580566406","52.970001220703125","52.970001220703125","52.970001220703125","53.204715728759766","53.204715728759766","53.204715728759766","53.70130920410156","53.70130920410156","53.70130920410156","53.758705139160156","53.758705139160156","53.758705139160156","54.00800704956055","54.00800704956055","54.00800704956055","0.2812473773956299","0.2812473773956299","0.2812473773956299"
"6200","53.69878005981445","53.69878005981445","53.69878005981445","52.774139404296875","52.774139404296875","52.774139404296875","53.09214782714844","53.09214782714844","53.09214782714844","53.721595764160156","53.721595764160156","53.721595764160156","53.62702178955078","53.62702178955078","53.62702178955078","53.812042236328125","53.812042236328125","53.812042236328125","0.27761101722717285","0.27761101722717285","0.27761101722717285"
"6300","53.552852630615234","53.552852630615234","53.552852630615234","52.641326904296875","52.641326904296875","52.641326904296875","53.117652893066406","53.117652893066406","53.117652893066406","53.62672805786133","53.62672805786133","53.62672805786133","53.3412971496582","53.3412971496582","53.3412971496582","53.894126892089844","53.894126892089844","53.894126892089844","0.2676793038845062","0.2676793038845062","0.2676793038845062"
"6400","53.3819465637207","53.3819465637207","53.3819465637207","52.488037109375","52.488037109375","52.488037109375","53.36359405517578","53.36359405517578","53.36359405517578","53.638084411621094","53.638084411621094","53.638084411621094","53.28946304321289","53.28946304321289","53.28946304321289","54.102230072021484","54.102230072021484","54.102230072021484","0.2640606462955475","0.2640606462955475","0.2640606462955475"
"6500","53.207637786865234","53.207637786865234","53.207637786865234","52.30305480957031","52.30305480957031","52.30305480957031","53.65471649169922","53.65471649169922","53.65471649169922","53.46088790893555","53.46088790893555","53.46088790893555","53.073001861572266","53.073001861572266","53.073001861572266","53.804840087890625","53.804840087890625","53.804840087890625","0.2528167963027954","0.2528167963027954","0.2528167963027954"
"6600","53.08656311035156","53.08656311035156","53.08656311035156","52.16814422607422","52.16814422607422","52.16814422607422","53.78279113769531","53.78279113769531","53.78279113769531","53.32233428955078","53.32233428955078","53.32233428955078","53.053306579589844","53.053306579589844","53.053306579589844","53.56474304199219","53.56474304199219","53.56474304199219","0.24949300289154053","0.24949300289154053","0.24949300289154053"
"6700","53.007774353027344","53.007774353027344","53.007774353027344","52.01149368286133","52.01149368286133","52.01149368286133","53.90470886230469","53.90470886230469","53.90470886230469","53.238861083984375","53.238861083984375","53.238861083984375","52.98066711425781","52.98066711425781","52.98066711425781","53.59883117675781","53.59883117675781","53.59883117675781","0.23361308872699738","0.23361308872699738","0.23361308872699738"
"6800","52.856746673583984","52.856746673583984","52.856746673583984","51.891109466552734","51.891109466552734","51.891109466552734","54.124542236328125","54.124542236328125","54.124542236328125","53.24776840209961","53.24776840209961","53.24776840209961","52.984432220458984","52.984432220458984","52.984432220458984","53.56794738769531","53.56794738769531","53.56794738769531","0.2374282032251358","0.2374282032251358","0.2374282032251358"
"6900","52.780391693115234","52.780391693115234","52.780391693115234","51.74674987792969","51.74674987792969","51.74674987792969","54.20145034790039","54.20145034790039","54.20145034790039","53.20130920410156","53.20130920410156","53.20130920410156","52.949588775634766","52.949588775634766","52.949588775634766","53.6710205078125","53.6710205078125","53.6710205078125","0.22595256567001343","0.22595256567001343","0.22595256567001343"
"7000","52.70411682128906","52.70411682128906","52.70411682128906","51.576908111572266","51.576908111572266","51.576908111572266","54.21608352661133","54.21608352661133","54.21608352661133","53.13813018798828","53.13813018798828","53.13813018798828","52.972232818603516","52.972232818603516","52.972232818603516","53.72682571411133","53.72682571411133","53.72682571411133","0.2240728884935379","0.2240728884935379","0.2240728884935379"
"7100","52.58320236206055","52.58320236206055","52.58320236206055","51.42904281616211","51.42904281616211","51.42904281616211","54.39585876464844","54.39585876464844","54.39585876464844","53.021209716796875","53.021209716796875","53.021209716796875","52.84992599487305","52.84992599487305","52.84992599487305","54.08837890625","54.08837890625","54.08837890625","0.21800294518470764","0.21800294518470764","0.21800294518470764"
"7200","52.5018196105957","52.5018196105957","52.5018196105957","51.304161071777344","51.304161071777344","51.304161071777344","54.542449951171875","54.542449951171875","54.542449951171875","52.9427604675293","52.9427604675293","52.9427604675293","52.835208892822266","52.835208892822266","52.835208892822266","54.13347244262695","54.13347244262695","54.13347244262695","0.21592725813388824","0.21592725813388824","0.21592725813388824"
"7300","52.4444580078125","52.4444580078125","52.4444580078125","51.088985443115234","51.088985443115234","51.088985443115234","54.83150863647461","54.83150863647461","54.83150863647461","52.96262741088867","52.96262741088867","52.96262741088867","52.89751052856445","52.89751052856445","52.89751052856445","54.144596099853516","54.144596099853516","54.144596099853516","0.21037782728672028","0.21037782728672028","0.21037782728672028"
"7400","52.33844757080078","52.33844757080078","52.33844757080078","50.93099594116211","50.93099594116211","50.93099594116211","55.078826904296875","55.078826904296875","55.078826904296875","53.0723762512207","53.0723762512207","53.0723762512207","52.671443939208984","52.671443939208984","52.671443939208984","54.1107292175293","54.1107292175293","54.1107292175293","0.20392215251922607","0.20392215251922607","0.20392215251922607"
"7500","52.256309509277344","52.256309509277344","52.256309509277344","50.795616149902344","50.795616149902344","50.795616149902344","55.25276184082031","55.25276184082031","55.25276184082031","53.14125061035156","53.14125061035156","53.14125061035156","52.87623596191406","52.87623596191406","52.87623596191406","54.482479095458984","54.482479095458984","54.482479095458984","0.20228728652000427","0.20228728652000427","0.20228728652000427"
