"Step","1873380_2 - train/loss","1873380_2 - train/loss__MIN","1873380_2 - train/loss__MAX","4395274 - train/loss","4395274 - train/loss__MIN","4395274 - train/loss__MAX","1940028_1 - train/loss","1940028_1 - train/loss__MIN","1940028_1 - train/loss__MAX","4520555_1 - train/loss","4520555_1 - train/loss__MIN","4520555_1 - train/loss__MAX","2536305_1 - train/loss","2536305_1 - train/loss__MIN","2536305_1 - train/loss__MAX","2536333_1 - train/loss","2536333_1 - train/loss__MIN","2536333_1 - train/loss__MAX","1940035_0 - train/loss","1940035_0 - train/loss__MIN","1940035_0 - train/loss__MAX"
"88600","5742.4873046875","5742.4873046875","5742.4873046875","5500.96630859375","5500.96630859375","5500.96630859375","6048.29736328125","6048.29736328125","6048.29736328125","7006.828125","7006.828125","7006.828125","7629.9658203125","7629.9658203125","7629.9658203125","8100.5732421875","8100.5732421875","8100.5732421875","5984.24560546875","5984.24560546875","5984.24560546875"
"88700","5579.955078125","5579.955078125","5579.955078125","5422.70263671875","5422.70263671875","5422.70263671875","6480.40869140625","6480.40869140625","6480.40869140625","7026.5537109375","7026.5537109375","7026.5537109375","7686.73193359375","7686.73193359375","7686.73193359375","8064.13818359375","8064.13818359375","8064.13818359375","5993.04736328125","5993.04736328125","5993.04736328125"
"88800","5574.4033203125","5574.4033203125","5574.4033203125","5404.3037109375","5404.3037109375","5404.3037109375","6135.60302734375","6135.60302734375","6135.60302734375","6978.74853515625","6978.74853515625","6978.74853515625","7755.60546875","7755.60546875","7755.60546875","8223.6318359375","8223.6318359375","8223.6318359375","6058.61572265625","6058.61572265625","6058.61572265625"
"88900","5537.2060546875","5537.2060546875","5537.2060546875","5367.646484375","5367.646484375","5367.646484375","6314.19140625","6314.19140625","6314.19140625","6968.5","6968.5","6968.5","7743.349609375","7743.349609375","7743.349609375","8260.0146484375","8260.0146484375","8260.0146484375","6066.27392578125","6066.27392578125","6066.27392578125"
"89000","5552.43359375","5552.43359375","5552.43359375","5333.529296875","5333.529296875","5333.529296875","6181.009765625","6181.009765625","6181.009765625","6887.861328125","6887.861328125","6887.861328125","7707.4931640625","7707.4931640625","7707.4931640625","8271.53125","8271.53125","8271.53125","6073.287109375","6073.287109375","6073.287109375"
"89100","5627.42431640625","5627.42431640625","5627.42431640625","5348.2451171875","5348.2451171875","5348.2451171875","5969.9150390625","5969.9150390625","5969.9150390625","6888.47265625","6888.47265625","6888.47265625","7073.66455078125","7073.66455078125","7073.66455078125","8177.03173828125","8177.03173828125","8177.03173828125","6095.35009765625","6095.35009765625","6095.35009765625"
"89200","5697.67333984375","5697.67333984375","5697.67333984375","5391.77490234375","5391.77490234375","5391.77490234375","6447.56396484375","6447.56396484375","6447.56396484375","6889.50146484375","6889.50146484375","6889.50146484375","7228.32763671875","7228.32763671875","7228.32763671875","8150.1748046875","8150.1748046875","8150.1748046875","6092.56982421875","6092.56982421875","6092.56982421875"
"89300","5630.03759765625","5630.03759765625","5630.03759765625","5389.25","5389.25","5389.25","6301.06982421875","6301.06982421875","6301.06982421875","6855.0048828125","6855.0048828125","6855.0048828125","7594.7255859375","7594.7255859375","7594.7255859375","8220.6796875","8220.6796875","8220.6796875","6086.86083984375","6086.86083984375","6086.86083984375"
"89400","5669.22314453125","5669.22314453125","5669.22314453125","5250.9501953125","5250.9501953125","5250.9501953125","6432.42236328125","6432.42236328125","6432.42236328125","6974.7275390625","6974.7275390625","6974.7275390625","7510.51806640625","7510.51806640625","7510.51806640625","8306.75390625","8306.75390625","8306.75390625","6083.96923828125","6083.96923828125","6083.96923828125"
"89500","5605.35498046875","5605.35498046875","5605.35498046875","5413.61328125","5413.61328125","5413.61328125","6392.74609375","6392.74609375","6392.74609375","7076.21484375","7076.21484375","7076.21484375","7640.4619140625","7640.4619140625","7640.4619140625","8413.341796875","8413.341796875","8413.341796875","6046.74267578125","6046.74267578125","6046.74267578125"
"89600","5591.57373046875","5591.57373046875","5591.57373046875","5359.9501953125","5359.9501953125","5359.9501953125","6283.7744140625","6283.7744140625","6283.7744140625","7129.51513671875","7129.51513671875","7129.51513671875","7431.52685546875","7431.52685546875","7431.52685546875","8415.076171875","8415.076171875","8415.076171875","6069.62939453125","6069.62939453125","6069.62939453125"
"89700","5567.2900390625","5567.2900390625","5567.2900390625","5370.3974609375","5370.3974609375","5370.3974609375","6373.14111328125","6373.14111328125","6373.14111328125","7096.52685546875","7096.52685546875","7096.52685546875","7418.66552734375","7418.66552734375","7418.66552734375","8350.3798828125","8350.3798828125","8350.3798828125","6144.02685546875","6144.02685546875","6144.02685546875"
"89800","5637.2939453125","5637.2939453125","5637.2939453125","5387.37890625","5387.37890625","5387.37890625","6319.2607421875","6319.2607421875","6319.2607421875","7007.1357421875","7007.1357421875","7007.1357421875","7541.12890625","7541.12890625","7541.12890625","8332.30078125","8332.30078125","8332.30078125","6194.25634765625","6194.25634765625","6194.25634765625"
"89900","5653.48681640625","5653.48681640625","5653.48681640625","5318.6533203125","5318.6533203125","5318.6533203125","6340.91357421875","6340.91357421875","6340.91357421875","6996.0595703125","6996.0595703125","6996.0595703125","7577.392578125","7577.392578125","7577.392578125","8355.78515625","8355.78515625","8355.78515625","6228.4892578125","6228.4892578125","6228.4892578125"
"90000","5773.66796875","5773.66796875","5773.66796875","5288.15576171875","5288.15576171875","5288.15576171875","6272.38623046875","6272.38623046875","6272.38623046875","7012.5400390625","7012.5400390625","7012.5400390625","7596.9326171875","7596.9326171875","7596.9326171875","8411.3046875","8411.3046875","8411.3046875","6383.64111328125","6383.64111328125","6383.64111328125"
"90100","5723.3955078125","5723.3955078125","5723.3955078125","5340.19873046875","5340.19873046875","5340.19873046875","6361.51318359375","6361.51318359375","6361.51318359375","7051.986328125","7051.986328125","7051.986328125","7575.822265625","7575.822265625","7575.822265625","7901.55078125","7901.55078125","7901.55078125","6340.93505859375","6340.93505859375","6340.93505859375"
"90200","5642.50244140625","5642.50244140625","5642.50244140625","5386.21875","5386.21875","5386.21875","6452.3349609375","6452.3349609375","6452.3349609375","6996.03857421875","6996.03857421875","6996.03857421875","7576.41943359375","7576.41943359375","7576.41943359375","8133.81884765625","8133.81884765625","8133.81884765625","6383.1533203125","6383.1533203125","6383.1533203125"
"90300","5652.77978515625","5652.77978515625","5652.77978515625","5286.52978515625","5286.52978515625","5286.52978515625","6292.537109375","6292.537109375","6292.537109375","7106.81201171875","7106.81201171875","7106.81201171875","7638.94580078125","7638.94580078125","7638.94580078125","8338.7685546875","8338.7685546875","8338.7685546875","6412.20751953125","6412.20751953125","6412.20751953125"
"90400","5729.76123046875","5729.76123046875","5729.76123046875","5317.48486328125","5317.48486328125","5317.48486328125","6413.84619140625","6413.84619140625","6413.84619140625","7085.7626953125","7085.7626953125","7085.7626953125","7512.03759765625","7512.03759765625","7512.03759765625","8370.4775390625","8370.4775390625","8370.4775390625","6436.73583984375","6436.73583984375","6436.73583984375"
"90500","5649.041015625","5649.041015625","5649.041015625","5311.33544921875","5311.33544921875","5311.33544921875","6488.0712890625","6488.0712890625","6488.0712890625","7123.97314453125","7123.97314453125","7123.97314453125","7308.91455078125","7308.91455078125","7308.91455078125","8425.076171875","8425.076171875","8425.076171875","6460.63330078125","6460.63330078125","6460.63330078125"
"90600","5666.572265625","5666.572265625","5666.572265625","5315.42138671875","5315.42138671875","5315.42138671875","6103.33544921875","6103.33544921875","6103.33544921875","7123.19384765625","7123.19384765625","7123.19384765625","7717.328125","7717.328125","7717.328125","8248.2763671875","8248.2763671875","8248.2763671875","6486.66943359375","6486.66943359375","6486.66943359375"
"90700","5738.9775390625","5738.9775390625","5738.9775390625","5392.44140625","5392.44140625","5392.44140625","6275.2939453125","6275.2939453125","6275.2939453125","7045.95751953125","7045.95751953125","7045.95751953125","7717.27490234375","7717.27490234375","7717.27490234375","8246.2109375","8246.2109375","8246.2109375","6296.041015625","6296.041015625","6296.041015625"
"90800","5573.83642578125","5573.83642578125","5573.83642578125","5260.87060546875","5260.87060546875","5260.87060546875","6224.6064453125","6224.6064453125","6224.6064453125","7015.91748046875","7015.91748046875","7015.91748046875","7226.962890625","7226.962890625","7226.962890625","8300.82421875","8300.82421875","8300.82421875","6229.5361328125","6229.5361328125","6229.5361328125"
"90900","5704.3486328125","5704.3486328125","5704.3486328125","5345.94384765625","5345.94384765625","5345.94384765625","6114.70361328125","6114.70361328125","6114.70361328125","6834.751953125","6834.751953125","6834.751953125","7574.69384765625","7574.69384765625","7574.69384765625","8267.39453125","8267.39453125","8267.39453125","6236.341796875","6236.341796875","6236.341796875"
"91000","5675.220703125","5675.220703125","5675.220703125","5304.97119140625","5304.97119140625","5304.97119140625","6109.98486328125","6109.98486328125","6109.98486328125","6821.50390625","6821.50390625","6821.50390625","7682.84130859375","7682.84130859375","7682.84130859375","8180.958984375","8180.958984375","8180.958984375","6242.11572265625","6242.11572265625","6242.11572265625"
"91100","5762.60693359375","5762.60693359375","5762.60693359375","5399.60302734375","5399.60302734375","5399.60302734375","6126.8212890625","6126.8212890625","6126.8212890625","6679.31640625","6679.31640625","6679.31640625","7592.12744140625","7592.12744140625","7592.12744140625","8265.6083984375","8265.6083984375","8265.6083984375","6255.75439453125","6255.75439453125","6255.75439453125"
"91200","5683.19384765625","5683.19384765625","5683.19384765625","5382.03369140625","5382.03369140625","5382.03369140625","6196.96630859375","6196.96630859375","6196.96630859375","6694.89892578125","6694.89892578125","6694.89892578125","7469.91748046875","7469.91748046875","7469.91748046875","8241.52734375","8241.52734375","8241.52734375","6283.60205078125","6283.60205078125","6283.60205078125"
"91300","5654.8369140625","5654.8369140625","5654.8369140625","5392.27734375","5392.27734375","5392.27734375","6208.84619140625","6208.84619140625","6208.84619140625","6817.61767578125","6817.61767578125","6817.61767578125","7331.04052734375","7331.04052734375","7331.04052734375","8158.599609375","8158.599609375","8158.599609375","6300.814453125","6300.814453125","6300.814453125"
"91400","5652.6435546875","5652.6435546875","5652.6435546875","5317.6318359375","5317.6318359375","5317.6318359375","6057.83642578125","6057.83642578125","6057.83642578125","6993.77392578125","6993.77392578125","6993.77392578125","7393.162109375","7393.162109375","7393.162109375","8199.728515625","8199.728515625","8199.728515625","6186.12548828125","6186.12548828125","6186.12548828125"
"91500","5622.04248046875","5622.04248046875","5622.04248046875","5393.78515625","5393.78515625","5393.78515625","6106.68603515625","6106.68603515625","6106.68603515625","7093.30615234375","7093.30615234375","7093.30615234375","7325.4462890625","7325.4462890625","7325.4462890625","8405.4248046875","8405.4248046875","8405.4248046875","5967.48388671875","5967.48388671875","5967.48388671875"
"91600","5518.513671875","5518.513671875","5518.513671875","5448.18798828125","5448.18798828125","5448.18798828125","6292.087890625","6292.087890625","6292.087890625","6930.85986328125","6930.85986328125","6930.85986328125","7251.45068359375","7251.45068359375","7251.45068359375","8501.4208984375","8501.4208984375","8501.4208984375","5964.9638671875","5964.9638671875","5964.9638671875"
"91700","5748.9150390625","5748.9150390625","5748.9150390625","5348.56005859375","5348.56005859375","5348.56005859375","6209.736328125","6209.736328125","6209.736328125","6993.52490234375","6993.52490234375","6993.52490234375","7305.767578125","7305.767578125","7305.767578125","8507.935546875","8507.935546875","8507.935546875","5973.21044921875","5973.21044921875","5973.21044921875"
"91800","5735.82861328125","5735.82861328125","5735.82861328125","5349.91015625","5349.91015625","5349.91015625","6251.3837890625","6251.3837890625","6251.3837890625","7055.33251953125","7055.33251953125","7055.33251953125","7281.482421875","7281.482421875","7281.482421875","8422.35546875","8422.35546875","8422.35546875","5991.81103515625","5991.81103515625","5991.81103515625"
"91900","5606.09521484375","5606.09521484375","5606.09521484375","5320.810546875","5320.810546875","5320.810546875","6200.69384765625","6200.69384765625","6200.69384765625","7085.25146484375","7085.25146484375","7085.25146484375","7442.44580078125","7442.44580078125","7442.44580078125","8350.390625","8350.390625","8350.390625","6194.8076171875","6194.8076171875","6194.8076171875"
"92000","5709.22265625","5709.22265625","5709.22265625","5284.107421875","5284.107421875","5284.107421875","6002.86572265625","6002.86572265625","6002.86572265625","6997.56640625","6997.56640625","6997.56640625","7599.78759765625","7599.78759765625","7599.78759765625","8302.556640625","8302.556640625","8302.556640625","6183.81103515625","6183.81103515625","6183.81103515625"
"92100","5685.75732421875","5685.75732421875","5685.75732421875","5334.51123046875","5334.51123046875","5334.51123046875","6193.12646484375","6193.12646484375","6193.12646484375","6904.3037109375","6904.3037109375","6904.3037109375","7551.54833984375","7551.54833984375","7551.54833984375","8378.041015625","8378.041015625","8378.041015625","6322.45947265625","6322.45947265625","6322.45947265625"
"92200","5743.14892578125","5743.14892578125","5743.14892578125","5326.095703125","5326.095703125","5326.095703125","6536.40625","6536.40625","6536.40625","6943.1806640625","6943.1806640625","6943.1806640625","7508.74755859375","7508.74755859375","7508.74755859375","8402.3916015625","8402.3916015625","8402.3916015625","6347.65869140625","6347.65869140625","6347.65869140625"
"92300","5715.0224609375","5715.0224609375","5715.0224609375","5362.26123046875","5362.26123046875","5362.26123046875","6335.6201171875","6335.6201171875","6335.6201171875","6871.34423828125","6871.34423828125","6871.34423828125","7506.5048828125","7506.5048828125","7506.5048828125","8456.16796875","8456.16796875","8456.16796875","6404.93701171875","6404.93701171875","6404.93701171875"
"92400","5586.53759765625","5586.53759765625","5586.53759765625","5307.66748046875","5307.66748046875","5307.66748046875","6238.26416015625","6238.26416015625","6238.26416015625","6833.11083984375","6833.11083984375","6833.11083984375","7467.6435546875","7467.6435546875","7467.6435546875","8460.9853515625","8460.9853515625","8460.9853515625","6441.857421875","6441.857421875","6441.857421875"
"92500","5621.458984375","5621.458984375","5621.458984375","5316.81298828125","5316.81298828125","5316.81298828125","6270.89892578125","6270.89892578125","6270.89892578125","6826.2392578125","6826.2392578125","6826.2392578125","7584.64501953125","7584.64501953125","7584.64501953125","8472.9716796875","8472.9716796875","8472.9716796875","6404.873046875","6404.873046875","6404.873046875"
"92600","5713.69873046875","5713.69873046875","5713.69873046875","5329.5283203125","5329.5283203125","5329.5283203125","6306.57373046875","6306.57373046875","6306.57373046875","6875.9560546875","6875.9560546875","6875.9560546875","7621.36669921875","7621.36669921875","7621.36669921875","8349.7001953125","8349.7001953125","8349.7001953125","6227.00439453125","6227.00439453125","6227.00439453125"
"92700","5758.708984375","5758.708984375","5758.708984375","5303.77978515625","5303.77978515625","5303.77978515625","6428.13134765625","6428.13134765625","6428.13134765625","6849.52392578125","6849.52392578125","6849.52392578125","7618.419921875","7618.419921875","7618.419921875","8188.375","8188.375","8188.375","5282.66064453125","5282.66064453125","5282.66064453125"
"92800","5683.7314453125","5683.7314453125","5683.7314453125","5381.7431640625","5381.7431640625","5381.7431640625","6500.6337890625","6500.6337890625","6500.6337890625","6917.32421875","6917.32421875","6917.32421875","7769.2568359375","7769.2568359375","7769.2568359375","8193.4921875","8193.4921875","8193.4921875","5897.61669921875","5897.61669921875","5897.61669921875"
"92900","5713.666015625","5713.666015625","5713.666015625","5305.74755859375","5305.74755859375","5305.74755859375","6381.2314453125","6381.2314453125","6381.2314453125","6903.85986328125","6903.85986328125","6903.85986328125","7773.6142578125","7773.6142578125","7773.6142578125","8298.8154296875","8298.8154296875","8298.8154296875","5839.2939453125","5839.2939453125","5839.2939453125"
"93000","5703.9287109375","5703.9287109375","5703.9287109375","5214.501953125","5214.501953125","5214.501953125","6311.82568359375","6311.82568359375","6311.82568359375","6872.236328125","6872.236328125","6872.236328125","7728.56494140625","7728.56494140625","7728.56494140625","8085.95703125","8085.95703125","8085.95703125","6371.61376953125","6371.61376953125","6371.61376953125"
"93100","5832.82763671875","5832.82763671875","5832.82763671875","5130.11767578125","5130.11767578125","5130.11767578125","6219.50732421875","6219.50732421875","6219.50732421875","6873.0810546875","6873.0810546875","6873.0810546875","7786.732421875","7786.732421875","7786.732421875","7981.201171875","7981.201171875","7981.201171875","6350.6142578125","6350.6142578125","6350.6142578125"
"93200","5807.33642578125","5807.33642578125","5807.33642578125","5223.96142578125","5223.96142578125","5223.96142578125","6231.28759765625","6231.28759765625","6231.28759765625","6863.15771484375","6863.15771484375","6863.15771484375","7819.8154296875","7819.8154296875","7819.8154296875","8072.92431640625","8072.92431640625","8072.92431640625","6098.39892578125","6098.39892578125","6098.39892578125"
"93300","5854.11083984375","5854.11083984375","5854.11083984375","5259.64501953125","5259.64501953125","5259.64501953125","6312.107421875","6312.107421875","6312.107421875","6926.75390625","6926.75390625","6926.75390625","7679.77197265625","7679.77197265625","7679.77197265625","8179.9423828125","8179.9423828125","8179.9423828125","5851.14111328125","5851.14111328125","5851.14111328125"
"93400","5712.02685546875","5712.02685546875","5712.02685546875","5261.03369140625","5261.03369140625","5261.03369140625","6145.58203125","6145.58203125","6145.58203125","6902.42236328125","6902.42236328125","6902.42236328125","7664.19921875","7664.19921875","7664.19921875","8256.263671875","8256.263671875","8256.263671875","6107.947265625","6107.947265625","6107.947265625"
"93500","5645.43359375","5645.43359375","5645.43359375","5189.85107421875","5189.85107421875","5189.85107421875","6355.423828125","6355.423828125","6355.423828125","6895.4755859375","6895.4755859375","6895.4755859375","7248.822265625","7248.822265625","7248.822265625","8266.630859375","8266.630859375","8266.630859375","5960.43505859375","5960.43505859375","5960.43505859375"
"93600","5492.77392578125","5492.77392578125","5492.77392578125","5278.98876953125","5278.98876953125","5278.98876953125","6359.7861328125","6359.7861328125","6359.7861328125","6884.802734375","6884.802734375","6884.802734375","7508.59423828125","7508.59423828125","7508.59423828125","8278.1689453125","8278.1689453125","8278.1689453125","6114.318359375","6114.318359375","6114.318359375"
"93700","5499.513671875","5499.513671875","5499.513671875","5294.11767578125","5294.11767578125","5294.11767578125","6179.4267578125","6179.4267578125","6179.4267578125","6909.822265625","6909.822265625","6909.822265625","7622.0908203125","7622.0908203125","7622.0908203125","8317.068359375","8317.068359375","8317.068359375","6223.00244140625","6223.00244140625","6223.00244140625"
"93800","5632.80859375","5632.80859375","5632.80859375","5252.21728515625","5252.21728515625","5252.21728515625","6316.61767578125","6316.61767578125","6316.61767578125","6906.767578125","6906.767578125","6906.767578125","7230.76416015625","7230.76416015625","7230.76416015625","8357.861328125","8357.861328125","8357.861328125","6232.103515625","6232.103515625","6232.103515625"
"93900","5595.294921875","5595.294921875","5595.294921875","5261.76171875","5261.76171875","5261.76171875","6261.1748046875","6261.1748046875","6261.1748046875","6893.0048828125","6893.0048828125","6893.0048828125","7286.76123046875","7286.76123046875","7286.76123046875","8401.68359375","8401.68359375","8401.68359375","6253.75830078125","6253.75830078125","6253.75830078125"
"94000","5456.388671875","5456.388671875","5456.388671875","5338.529296875","5338.529296875","5338.529296875","6277.09814453125","6277.09814453125","6277.09814453125","6860.81640625","6860.81640625","6860.81640625","7441.49609375","7441.49609375","7441.49609375","8476.78515625","8476.78515625","8476.78515625","6299.34521484375","6299.34521484375","6299.34521484375"
"94100","5464.853515625","5464.853515625","5464.853515625","5273.685546875","5273.685546875","5273.685546875","6226.5244140625","6226.5244140625","6226.5244140625","6737.990234375","6737.990234375","6737.990234375","7303.92822265625","7303.92822265625","7303.92822265625","8320.5546875","8320.5546875","8320.5546875","6305.13818359375","6305.13818359375","6305.13818359375"
"94200","5449.39501953125","5449.39501953125","5449.39501953125","5220.98828125","5220.98828125","5220.98828125","6050.4130859375","6050.4130859375","6050.4130859375","6744.734375","6744.734375","6744.734375","7480.0263671875","7480.0263671875","7480.0263671875","8280.390625","8280.390625","8280.390625","6209.09619140625","6209.09619140625","6209.09619140625"
"94300","5618.57080078125","5618.57080078125","5618.57080078125","5383.82861328125","5383.82861328125","5383.82861328125","6288.81005859375","6288.81005859375","6288.81005859375","6631.3388671875","6631.3388671875","6631.3388671875","7532.82080078125","7532.82080078125","7532.82080078125","8250.5185546875","8250.5185546875","8250.5185546875","5951.56689453125","5951.56689453125","5951.56689453125"
"94400","5586.521484375","5586.521484375","5586.521484375","5279.9423828125","5279.9423828125","5279.9423828125","6448.54638671875","6448.54638671875","6448.54638671875","6855.84326171875","6855.84326171875","6855.84326171875","7443.48388671875","7443.48388671875","7443.48388671875","8233.18359375","8233.18359375","8233.18359375","5925.80615234375","5925.80615234375","5925.80615234375"
"94500","5388.61328125","5388.61328125","5388.61328125","5244.10986328125","5244.10986328125","5244.10986328125","6004.27392578125","6004.27392578125","6004.27392578125","6877.615234375","6877.615234375","6877.615234375","7586.2919921875","7586.2919921875","7586.2919921875","8304.3876953125","8304.3876953125","8304.3876953125","5939.87353515625","5939.87353515625","5939.87353515625"
"94600","5407.9873046875","5407.9873046875","5407.9873046875","5265.27880859375","5265.27880859375","5265.27880859375","6292.2724609375","6292.2724609375","6292.2724609375","6954.31005859375","6954.31005859375","6954.31005859375","7612.513671875","7612.513671875","7612.513671875","8200.53125","8200.53125","8200.53125","6012.4267578125","6012.4267578125","6012.4267578125"
"94700","5545.517578125","5545.517578125","5545.517578125","5176.78369140625","5176.78369140625","5176.78369140625","6320.642578125","6320.642578125","6320.642578125","6824.69482421875","6824.69482421875","6824.69482421875","7534.12646484375","7534.12646484375","7534.12646484375","7610.92822265625","7610.92822265625","7610.92822265625","6043.72265625","6043.72265625","6043.72265625"
"94800","5639.005859375","5639.005859375","5639.005859375","5186.265625","5186.265625","5186.265625","6428.34423828125","6428.34423828125","6428.34423828125","6916.9560546875","6916.9560546875","6916.9560546875","7581.20263671875","7581.20263671875","7581.20263671875","7310.88818359375","7310.88818359375","7310.88818359375","6086.7158203125","6086.7158203125","6086.7158203125"
"94900","5669.15185546875","5669.15185546875","5669.15185546875","5122.287109375","5122.287109375","5122.287109375","6186.98583984375","6186.98583984375","6186.98583984375","6802.42431640625","6802.42431640625","6802.42431640625","7604.91455078125","7604.91455078125","7604.91455078125","7818.59765625","7818.59765625","7818.59765625","6119.72265625","6119.72265625","6119.72265625"
"95000","5671.482421875","5671.482421875","5671.482421875","5266.00390625","5266.00390625","5266.00390625","6181.7587890625","6181.7587890625","6181.7587890625","6703.9150390625","6703.9150390625","6703.9150390625","7573.78955078125","7573.78955078125","7573.78955078125","8242.9287109375","8242.9287109375","8242.9287109375","6113.8408203125","6113.8408203125","6113.8408203125"
"95100","5577.65625","5577.65625","5577.65625","5265.45751953125","5265.45751953125","5265.45751953125","6288.02978515625","6288.02978515625","6288.02978515625","6873.6376953125","6873.6376953125","6873.6376953125","7508.26171875","7508.26171875","7508.26171875","8343.4560546875","8343.4560546875","8343.4560546875","6117.08447265625","6117.08447265625","6117.08447265625"
"95200","5520.09228515625","5520.09228515625","5520.09228515625","5221.26171875","5221.26171875","5221.26171875","5942.6982421875","5942.6982421875","5942.6982421875","6890.22509765625","6890.22509765625","6890.22509765625","7579.3720703125","7579.3720703125","7579.3720703125","8443.0087890625","8443.0087890625","8443.0087890625","6154.7451171875","6154.7451171875","6154.7451171875"
"95300","5505.28173828125","5505.28173828125","5505.28173828125","5236.7685546875","5236.7685546875","5236.7685546875","6085.62744140625","6085.62744140625","6085.62744140625","6937.92822265625","6937.92822265625","6937.92822265625","7586.5205078125","7586.5205078125","7586.5205078125","8493.037109375","8493.037109375","8493.037109375","6156.35546875","6156.35546875","6156.35546875"
"95400","5450.71630859375","5450.71630859375","5450.71630859375","5244.74072265625","5244.74072265625","5244.74072265625","5926.99853515625","5926.99853515625","5926.99853515625","6796.80615234375","6796.80615234375","6796.80615234375","7319.984375","7319.984375","7319.984375","8491.83984375","8491.83984375","8491.83984375","6202.37890625","6202.37890625","6202.37890625"
"95500","5470.23486328125","5470.23486328125","5470.23486328125","5217.78955078125","5217.78955078125","5217.78955078125","6273.16943359375","6273.16943359375","6273.16943359375","6882.08740234375","6882.08740234375","6882.08740234375","7354.3232421875","7354.3232421875","7354.3232421875","8445.2802734375","8445.2802734375","8445.2802734375","6187.69140625","6187.69140625","6187.69140625"
"95600","5667.875","5667.875","5667.875","5232.88916015625","5232.88916015625","5232.88916015625","6219.4462890625","6219.4462890625","6219.4462890625","7063.22021484375","7063.22021484375","7063.22021484375","7496.10791015625","7496.10791015625","7496.10791015625","7868.72509765625","7868.72509765625","7868.72509765625","6206.212890625","6206.212890625","6206.212890625"
"95700","5686.28857421875","5686.28857421875","5686.28857421875","5090.818359375","5090.818359375","5090.818359375","6143.1689453125","6143.1689453125","6143.1689453125","7105.40869140625","7105.40869140625","7105.40869140625","7641.73583984375","7641.73583984375","7641.73583984375","7871.455078125","7871.455078125","7871.455078125","6221.162109375","6221.162109375","6221.162109375"
"95800","5682.80322265625","5682.80322265625","5682.80322265625","5271.017578125","5271.017578125","5271.017578125","6213.7080078125","6213.7080078125","6213.7080078125","6859.1220703125","6859.1220703125","6859.1220703125","7747.2080078125","7747.2080078125","7747.2080078125","8125.1279296875","8125.1279296875","8125.1279296875","6193.0107421875","6193.0107421875","6193.0107421875"
"95900","5450.6298828125","5450.6298828125","5450.6298828125","5271.6533203125","5271.6533203125","5271.6533203125","6094.63232421875","6094.63232421875","6094.63232421875","6707.95263671875","6707.95263671875","6707.95263671875","7731.185546875","7731.185546875","7731.185546875","8208.5771484375","8208.5771484375","8208.5771484375","6127.1748046875","6127.1748046875","6127.1748046875"
"96000","5545.06103515625","5545.06103515625","5545.06103515625","5261.48388671875","5261.48388671875","5261.48388671875","6067.63330078125","6067.63330078125","6067.63330078125","6781.5498046875","6781.5498046875","6781.5498046875","7536.37939453125","7536.37939453125","7536.37939453125","8270.259765625","8270.259765625","8270.259765625","5698.166015625","5698.166015625","5698.166015625"
"96100","5402.390625","5402.390625","5402.390625","5270.31689453125","5270.31689453125","5270.31689453125","6089.90625","6089.90625","6089.90625","6834.48486328125","6834.48486328125","6834.48486328125","7927.2001953125","7927.2001953125","7927.2001953125","8234.2353515625","8234.2353515625","8234.2353515625","5602.6630859375","5602.6630859375","5602.6630859375"
"96200","5410.62939453125","5410.62939453125","5410.62939453125","5265.9873046875","5265.9873046875","5265.9873046875","5990.1513671875","5990.1513671875","5990.1513671875","6891.42431640625","6891.42431640625","6891.42431640625","7625.83984375","7625.83984375","7625.83984375","8237.9365234375","8237.9365234375","8237.9365234375","5526.970703125","5526.970703125","5526.970703125"
"96300","5543.28515625","5543.28515625","5543.28515625","5244.63818359375","5244.63818359375","5244.63818359375","6115.6650390625","6115.6650390625","6115.6650390625","6940.6123046875","6940.6123046875","6940.6123046875","7544.25","7544.25","7544.25","8157.47509765625","8157.47509765625","8157.47509765625","5800.40478515625","5800.40478515625","5800.40478515625"
"96400","5542.61865234375","5542.61865234375","5542.61865234375","5227.32958984375","5227.32958984375","5227.32958984375","6135.2861328125","6135.2861328125","6135.2861328125","6910.33251953125","6910.33251953125","6910.33251953125","7694.83740234375","7694.83740234375","7694.83740234375","8115.5517578125","8115.5517578125","8115.5517578125","6006.05859375","6006.05859375","6006.05859375"
"96500","5500.06689453125","5500.06689453125","5500.06689453125","5226.05126953125","5226.05126953125","5226.05126953125","5885.80126953125","5885.80126953125","5885.80126953125","6828.1630859375","6828.1630859375","6828.1630859375","7545.57373046875","7545.57373046875","7545.57373046875","8161.98046875","8161.98046875","8161.98046875","6051.75439453125","6051.75439453125","6051.75439453125"
"96600","5464.16748046875","5464.16748046875","5464.16748046875","5184.216796875","5184.216796875","5184.216796875","6096.5400390625","6096.5400390625","6096.5400390625","6671.474609375","6671.474609375","6671.474609375","7320.4248046875","7320.4248046875","7320.4248046875","8202.9091796875","8202.9091796875","8202.9091796875","6105.27880859375","6105.27880859375","6105.27880859375"
"96700","5535.34521484375","5535.34521484375","5535.34521484375","5098.5654296875","5098.5654296875","5098.5654296875","6150.26513671875","6150.26513671875","6150.26513671875","6914.861328125","6914.861328125","6914.861328125","7456.3212890625","7456.3212890625","7456.3212890625","8028.9306640625","8028.9306640625","8028.9306640625","6152.43994140625","6152.43994140625","6152.43994140625"
