"Step","1873380_2 - train/perplexity_cb1","1873380_2 - train/perplexity_cb1__MIN","1873380_2 - train/perplexity_cb1__MAX","4395274 - train/perplexity_cb1","4395274 - train/perplexity_cb1__MIN","4395274 - train/perplexity_cb1__MAX","1940028_1 - train/perplexity_cb1","1940028_1 - train/perplexity_cb1__MIN","1940028_1 - train/perplexity_cb1__MAX","4520555_1 - train/perplexity_cb1","4520555_1 - train/perplexity_cb1__MIN","4520555_1 - train/perplexity_cb1__MAX","2536305_1 - train/perplexity_cb1","2536305_1 - train/perplexity_cb1__MIN","2536305_1 - train/perplexity_cb1__MAX","2536333_1 - train/perplexity_cb1","2536333_1 - train/perplexity_cb1__MIN","2536333_1 - train/perplexity_cb1__MAX","1940035_0 - train/perplexity_cb1","1940035_0 - train/perplexity_cb1__MIN","1940035_0 - train/perplexity_cb1__MAX"
"1100","14.989994049072266","14.989994049072266","14.989994049072266","12.953006744384766","12.953006744384766","12.953006744384766","28.93759536743164","28.93759536743164","28.93759536743164","62.884769439697266","62.884769439697266","62.884769439697266","130.46632385253906","130.46632385253906","130.46632385253906","280.34796142578125","280.34796142578125","280.34796142578125","199.29698181152344","199.29698181152344","199.29698181152344"
"1200","14.643655776977539","14.643655776977539","14.643655776977539","10.206202507019043","10.206202507019043","10.206202507019043","25.87378692626953","25.87378692626953","25.87378692626953","50.672462463378906","50.672462463378906","50.672462463378906","101.5367202758789","101.5367202758789","101.5367202758789","268.6859130859375","268.6859130859375","268.6859130859375","202.41864013671875","202.41864013671875","202.41864013671875"
"1300","12.474066734313965","12.474066734313965","12.474066734313965","9.643491744995117","9.643491744995117","9.643491744995117","18.716611862182617","18.716611862182617","18.716611862182617","35.803184509277344","35.803184509277344","35.803184509277344","91.72894287109375","91.72894287109375","91.72894287109375","198.60122680664062","198.60122680664062","198.60122680664062","208.68212890625","208.68212890625","208.68212890625"
"1400","11.170047760009766","11.170047760009766","11.170047760009766","10.490166664123535","10.490166664123535","10.490166664123535","16.11963653564453","16.11963653564453","16.11963653564453","24.020713806152344","24.020713806152344","24.020713806152344","82.28286743164062","82.28286743164062","82.28286743164062","163.48570251464844","163.48570251464844","163.48570251464844","213.50645446777344","213.50645446777344","213.50645446777344"
"1500","11.578084945678711","11.578084945678711","11.578084945678711","11.860424995422363","11.860424995422363","11.860424995422363","15.114039421081543","15.114039421081543","15.114039421081543","18.717288970947266","18.717288970947266","18.717288970947266","71.22541046142578","71.22541046142578","71.22541046142578","129.28750610351562","129.28750610351562","129.28750610351562","219.63998413085938","219.63998413085938","219.63998413085938"
"1600","11.363728523254395","11.363728523254395","11.363728523254395","12.268918991088867","12.268918991088867","12.268918991088867","14.8104248046875","14.8104248046875","14.8104248046875","17.02548599243164","17.02548599243164","17.02548599243164","65.27915954589844","65.27915954589844","65.27915954589844","102.2146224975586","102.2146224975586","102.2146224975586","224.95668029785156","224.95668029785156","224.95668029785156"
"1700","11.59698486328125","11.59698486328125","11.59698486328125","12.682014465332031","12.682014465332031","12.682014465332031","14.07123851776123","14.07123851776123","14.07123851776123","14.294290542602539","14.294290542602539","14.294290542602539","59.03706741333008","59.03706741333008","59.03706741333008","94.88509368896484","94.88509368896484","94.88509368896484","229.74691772460938","229.74691772460938","229.74691772460938"
"1800","11.711665153503418","11.711665153503418","11.711665153503418","13.162879943847656","13.162879943847656","13.162879943847656","13.531268119812012","13.531268119812012","13.531268119812012","11.872854232788086","11.872854232788086","11.872854232788086","50.03328323364258","50.03328323364258","50.03328323364258","92.4220199584961","92.4220199584961","92.4220199584961","235.20587158203125","235.20587158203125","235.20587158203125"
"1900","12.208139419555664","12.208139419555664","12.208139419555664","14.187847137451172","14.187847137451172","14.187847137451172","13.563926696777344","13.563926696777344","13.563926696777344","11.491646766662598","11.491646766662598","11.491646766662598","39.968143463134766","39.968143463134766","39.968143463134766","81.45965576171875","81.45965576171875","81.45965576171875","236.64820861816406","236.64820861816406","236.64820861816406"
"2000","13.659356117248535","13.659356117248535","13.659356117248535","14.905791282653809","14.905791282653809","14.905791282653809","13.570499420166016","13.570499420166016","13.570499420166016","11.922757148742676","11.922757148742676","11.922757148742676","30.919851303100586","30.919851303100586","30.919851303100586","72.63307189941406","72.63307189941406","72.63307189941406","242.44285583496094","242.44285583496094","242.44285583496094"
"2100","15.279541969299316","15.279541969299316","15.279541969299316","15.60339069366455","15.60339069366455","15.60339069366455","13.0987548828125","13.0987548828125","13.0987548828125","12.554448127746582","12.554448127746582","12.554448127746582","26.272987365722656","26.272987365722656","26.272987365722656","68.42977905273438","68.42977905273438","68.42977905273438","247.20138549804688","247.20138549804688","247.20138549804688"
"2200","15.677205085754395","15.677205085754395","15.677205085754395","16.926498413085938","16.926498413085938","16.926498413085938","12.369939804077148","12.369939804077148","12.369939804077148","13.025132179260254","13.025132179260254","13.025132179260254","23.77461051940918","23.77461051940918","23.77461051940918","63.830909729003906","63.830909729003906","63.830909729003906","250.51280212402344","250.51280212402344","250.51280212402344"
"2300","15.693659782409668","15.693659782409668","15.693659782409668","18.896339416503906","18.896339416503906","18.896339416503906","11.759564399719238","11.759564399719238","11.759564399719238","13.47389030456543","13.47389030456543","13.47389030456543","21.008991241455078","21.008991241455078","21.008991241455078","59.53466796875","59.53466796875","59.53466796875","255.4597930908203","255.4597930908203","255.4597930908203"
"2400","16.07068634033203","16.07068634033203","16.07068634033203","21.542091369628906","21.542091369628906","21.542091369628906","10.253771781921387","10.253771781921387","10.253771781921387","14.61817741394043","14.61817741394043","14.61817741394043","19.68211555480957","19.68211555480957","19.68211555480957","55.61397933959961","55.61397933959961","55.61397933959961","259.0318603515625","259.0318603515625","259.0318603515625"
"2500","16.454069137573242","16.454069137573242","16.454069137573242","23.121551513671875","23.121551513671875","23.121551513671875","9.607471466064453","9.607471466064453","9.607471466064453","16.50969696044922","16.50969696044922","16.50969696044922","18.42220687866211","18.42220687866211","18.42220687866211","49.9679069519043","49.9679069519043","49.9679069519043","263.9212341308594","263.9212341308594","263.9212341308594"
"2600","18.123096466064453","18.123096466064453","18.123096466064453","23.67967987060547","23.67967987060547","23.67967987060547","9.723400115966797","9.723400115966797","9.723400115966797","16.80661392211914","16.80661392211914","16.80661392211914","18.22932243347168","18.22932243347168","18.22932243347168","43.44538497924805","43.44538497924805","43.44538497924805","265.6083068847656","265.6083068847656","265.6083068847656"
"2700","19.595483779907227","19.595483779907227","19.595483779907227","23.568519592285156","23.568519592285156","23.568519592285156","10.635482788085938","10.635482788085938","10.635482788085938","15.77294635772705","15.77294635772705","15.77294635772705","18.470945358276367","18.470945358276367","18.470945358276367","35.132564544677734","35.132564544677734","35.132564544677734","268.756103515625","268.756103515625","268.756103515625"
"2800","21.333749771118164","21.333749771118164","21.333749771118164","23.69615364074707","23.69615364074707","23.69615364074707","11.391345977783203","11.391345977783203","11.391345977783203","16.36734390258789","16.36734390258789","16.36734390258789","17.87665367126465","17.87665367126465","17.87665367126465","30.9169921875","30.9169921875","30.9169921875","272.2471923828125","272.2471923828125","272.2471923828125"
"2900","21.894203186035156","21.894203186035156","21.894203186035156","23.839168548583984","23.839168548583984","23.839168548583984","12.082566261291504","12.082566261291504","12.082566261291504","16.874799728393555","16.874799728393555","16.874799728393555","17.429494857788086","17.429494857788086","17.429494857788086","26.75111198425293","26.75111198425293","26.75111198425293","274.630615234375","274.630615234375","274.630615234375"
"3000","21.768192291259766","21.768192291259766","21.768192291259766","25.377613067626953","25.377613067626953","25.377613067626953","13.036449432373047","13.036449432373047","13.036449432373047","16.538480758666992","16.538480758666992","16.538480758666992","16.84581756591797","16.84581756591797","16.84581756591797","23.761123657226562","23.761123657226562","23.761123657226562","277.4705505371094","277.4705505371094","277.4705505371094"
"3100","23.161277770996094","23.161277770996094","23.161277770996094","27.363338470458984","27.363338470458984","27.363338470458984","14.057265281677246","14.057265281677246","14.057265281677246","16.367807388305664","16.367807388305664","16.367807388305664","16.859193801879883","16.859193801879883","16.859193801879883","21.57777214050293","21.57777214050293","21.57777214050293","277.4374694824219","277.4374694824219","277.4374694824219"
"3200","24.72418785095215","24.72418785095215","24.72418785095215","29.097332000732422","29.097332000732422","29.097332000732422","15.33135986328125","15.33135986328125","15.33135986328125","16.623355865478516","16.623355865478516","16.623355865478516","16.73490333557129","16.73490333557129","16.73490333557129","19.09569549560547","19.09569549560547","19.09569549560547","274.6966552734375","274.6966552734375","274.6966552734375"
"3300","25.721393585205078","25.721393585205078","25.721393585205078","29.00448989868164","29.00448989868164","29.00448989868164","16.93744659423828","16.93744659423828","16.93744659423828","16.88570785522461","16.88570785522461","16.88570785522461","16.49755096435547","16.49755096435547","16.49755096435547","17.671714782714844","17.671714782714844","17.671714782714844","257.6138610839844","257.6138610839844","257.6138610839844"
"3400","26.26462745666504","26.26462745666504","26.26462745666504","29.542177200317383","29.542177200317383","29.542177200317383","18.072492599487305","18.072492599487305","18.072492599487305","16.838300704956055","16.838300704956055","16.838300704956055","16.016992568969727","16.016992568969727","16.016992568969727","16.72434425354004","16.72434425354004","16.72434425354004","258.72412109375","258.72412109375","258.72412109375"
"3500","26.591516494750977","26.591516494750977","26.591516494750977","30.762208938598633","30.762208938598633","30.762208938598633","19.053133010864258","19.053133010864258","19.053133010864258","16.67926025390625","16.67926025390625","16.67926025390625","15.801488876342773","15.801488876342773","15.801488876342773","15.590446472167969","15.590446472167969","15.590446472167969","260.8577575683594","260.8577575683594","260.8577575683594"
"3600","28.03118896484375","28.03118896484375","28.03118896484375","33.35101318359375","33.35101318359375","33.35101318359375","19.936016082763672","19.936016082763672","19.936016082763672","16.56262969970703","16.56262969970703","16.56262969970703","15.959280967712402","15.959280967712402","15.959280967712402","14.219524383544922","14.219524383544922","14.219524383544922","268.1485900878906","268.1485900878906","268.1485900878906"
"3700","30.633243560791016","30.633243560791016","30.633243560791016","34.14509582519531","34.14509582519531","34.14509582519531","21.094879150390625","21.094879150390625","21.094879150390625","16.524112701416016","16.524112701416016","16.524112701416016","15.977925300598145","15.977925300598145","15.977925300598145","13.533626556396484","13.533626556396484","13.533626556396484","275.9065856933594","275.9065856933594","275.9065856933594"
"3800","30.09901237487793","30.09901237487793","30.09901237487793","32.830963134765625","32.830963134765625","32.830963134765625","22.175811767578125","22.175811767578125","22.175811767578125","16.65027618408203","16.65027618408203","16.65027618408203","14.840873718261719","14.840873718261719","14.840873718261719","13.136563301086426","13.136563301086426","13.136563301086426","281.49542236328125","281.49542236328125","281.49542236328125"
"3900","30.520923614501953","30.520923614501953","30.520923614501953","32.78404998779297","32.78404998779297","32.78404998779297","22.414274215698242","22.414274215698242","22.414274215698242","16.4735164642334","16.4735164642334","16.4735164642334","13.869379997253418","13.869379997253418","13.869379997253418","13.477845191955566","13.477845191955566","13.477845191955566","283.36077880859375","283.36077880859375","283.36077880859375"
"4000","33.13691711425781","33.13691711425781","33.13691711425781","35.29747009277344","35.29747009277344","35.29747009277344","22.544157028198242","22.544157028198242","22.544157028198242","15.918664932250977","15.918664932250977","15.918664932250977","13.04809856414795","13.04809856414795","13.04809856414795","13.782462120056152","13.782462120056152","13.782462120056152","283.4169921875","283.4169921875","283.4169921875"
"4100","33.69987106323242","33.69987106323242","33.69987106323242","36.982913970947266","36.982913970947266","36.982913970947266","22.294782638549805","22.294782638549805","22.294782638549805","15.493341445922852","15.493341445922852","15.493341445922852","13.118162155151367","13.118162155151367","13.118162155151367","14.555126190185547","14.555126190185547","14.555126190185547","284.1136779785156","284.1136779785156","284.1136779785156"
"4200","36.59064865112305","36.59064865112305","36.59064865112305","37.956844329833984","37.956844329833984","37.956844329833984","21.780179977416992","21.780179977416992","21.780179977416992","14.996368408203125","14.996368408203125","14.996368408203125","13.305148124694824","13.305148124694824","13.305148124694824","15.69059944152832","15.69059944152832","15.69059944152832","282.99200439453125","282.99200439453125","282.99200439453125"
"4300","36.920589447021484","36.920589447021484","36.920589447021484","39.290260314941406","39.290260314941406","39.290260314941406","22.024625778198242","22.024625778198242","22.024625778198242","15.110913276672363","15.110913276672363","15.110913276672363","13.51468563079834","13.51468563079834","13.51468563079834","16.91280746459961","16.91280746459961","16.91280746459961","282.608642578125","282.608642578125","282.608642578125"
"4400","37.59640121459961","37.59640121459961","37.59640121459961","39.89271545410156","39.89271545410156","39.89271545410156","22.856359481811523","22.856359481811523","22.856359481811523","15.805998802185059","15.805998802185059","15.805998802185059","14.521888732910156","14.521888732910156","14.521888732910156","18.25925636291504","18.25925636291504","18.25925636291504","284.51947021484375","284.51947021484375","284.51947021484375"
"4500","39.4153938293457","39.4153938293457","39.4153938293457","42.380027770996094","42.380027770996094","42.380027770996094","22.856460571289062","22.856460571289062","22.856460571289062","16.319377899169922","16.319377899169922","16.319377899169922","14.239533424377441","14.239533424377441","14.239533424377441","19.311573028564453","19.311573028564453","19.311573028564453","284.52703857421875","284.52703857421875","284.52703857421875"
"4600","39.88332748413086","39.88332748413086","39.88332748413086","44.573612213134766","44.573612213134766","44.573612213134766","23.07630729675293","23.07630729675293","23.07630729675293","16.21660804748535","16.21660804748535","16.21660804748535","13.630721092224121","13.630721092224121","13.630721092224121","19.712522506713867","19.712522506713867","19.712522506713867","284.4140625","284.4140625","284.4140625"
"4700","41.10639190673828","41.10639190673828","41.10639190673828","45.621856689453125","45.621856689453125","45.621856689453125","22.935232162475586","22.935232162475586","22.935232162475586","16.37514305114746","16.37514305114746","16.37514305114746","14.338915824890137","14.338915824890137","14.338915824890137","20.7347354888916","20.7347354888916","20.7347354888916","284.64605712890625","284.64605712890625","284.64605712890625"
"4800","41.7039680480957","41.7039680480957","41.7039680480957","45.07179260253906","45.07179260253906","45.07179260253906","22.486421585083008","22.486421585083008","22.486421585083008","16.24549674987793","16.24549674987793","16.24549674987793","14.31778335571289","14.31778335571289","14.31778335571289","20.493412017822266","20.493412017822266","20.493412017822266","284.98248291015625","284.98248291015625","284.98248291015625"
"4900","42.824642181396484","42.824642181396484","42.824642181396484","45.351318359375","45.351318359375","45.351318359375","22.56051254272461","22.56051254272461","22.56051254272461","16.325136184692383","16.325136184692383","16.325136184692383","14.545000076293945","14.545000076293945","14.545000076293945","20.530284881591797","20.530284881591797","20.530284881591797","284.0487976074219","284.0487976074219","284.0487976074219"
"5000","43.5994987487793","43.5994987487793","43.5994987487793","45.81031036376953","45.81031036376953","45.81031036376953","23.483211517333984","23.483211517333984","23.483211517333984","16.852012634277344","16.852012634277344","16.852012634277344","14.453452110290527","14.453452110290527","14.453452110290527","20.010459899902344","20.010459899902344","20.010459899902344","284.9234924316406","284.9234924316406","284.9234924316406"
"5100","43.7152214050293","43.7152214050293","43.7152214050293","46.446327209472656","46.446327209472656","46.446327209472656","24.172042846679688","24.172042846679688","24.172042846679688","18.193748474121094","18.193748474121094","18.193748474121094","13.936240196228027","13.936240196228027","13.936240196228027","20.157127380371094","20.157127380371094","20.157127380371094","283.19622802734375","283.19622802734375","283.19622802734375"
"5200","44.528839111328125","44.528839111328125","44.528839111328125","46.55543899536133","46.55543899536133","46.55543899536133","24.79458236694336","24.79458236694336","24.79458236694336","19.204395294189453","19.204395294189453","19.204395294189453","14.446499824523926","14.446499824523926","14.446499824523926","19.65859603881836","19.65859603881836","19.65859603881836","274.217529296875","274.217529296875","274.217529296875"
"5300","44.76457595825195","44.76457595825195","44.76457595825195","48.00874710083008","48.00874710083008","48.00874710083008","25.461994171142578","25.461994171142578","25.461994171142578","19.241674423217773","19.241674423217773","19.241674423217773","14.683623313903809","14.683623313903809","14.683623313903809","19.33997917175293","19.33997917175293","19.33997917175293","281.2607727050781","281.2607727050781","281.2607727050781"
"5400","44.1580810546875","44.1580810546875","44.1580810546875","50.263526916503906","50.263526916503906","50.263526916503906","26.513099670410156","26.513099670410156","26.513099670410156","19.844257354736328","19.844257354736328","19.844257354736328","15.038215637207031","15.038215637207031","15.038215637207031","19.347515106201172","19.347515106201172","19.347515106201172","280.37188720703125","280.37188720703125","280.37188720703125"
"5500","46.00822830200195","46.00822830200195","46.00822830200195","51.219303131103516","51.219303131103516","51.219303131103516","27.95981788635254","27.95981788635254","27.95981788635254","20.45110511779785","20.45110511779785","20.45110511779785","15.152462005615234","15.152462005615234","15.152462005615234","19.463064193725586","19.463064193725586","19.463064193725586","277.7796630859375","277.7796630859375","277.7796630859375"
"5600","46.9418830871582","46.9418830871582","46.9418830871582","52.239959716796875","52.239959716796875","52.239959716796875","28.41002082824707","28.41002082824707","28.41002082824707","20.928590774536133","20.928590774536133","20.928590774536133","16.489469528198242","16.489469528198242","16.489469528198242","19.891956329345703","19.891956329345703","19.891956329345703","278.5748596191406","278.5748596191406","278.5748596191406"
"5700","47.31816101074219","47.31816101074219","47.31816101074219","52.959590911865234","52.959590911865234","52.959590911865234","29.62948989868164","29.62948989868164","29.62948989868164","21.040361404418945","21.040361404418945","21.040361404418945","17.506616592407227","17.506616592407227","17.506616592407227","19.33142852783203","19.33142852783203","19.33142852783203","281.4904479980469","281.4904479980469","281.4904479980469"
"5800","47.19361114501953","47.19361114501953","47.19361114501953","54.97187042236328","54.97187042236328","54.97187042236328","29.731693267822266","29.731693267822266","29.731693267822266","21.170940399169922","21.170940399169922","21.170940399169922","18.60338592529297","18.60338592529297","18.60338592529297","19.308574676513672","19.308574676513672","19.308574676513672","281.7658996582031","281.7658996582031","281.7658996582031"
"5900","47.85497283935547","47.85497283935547","47.85497283935547","54.802066802978516","54.802066802978516","54.802066802978516","30.22410011291504","30.22410011291504","30.22410011291504","21.09247589111328","21.09247589111328","21.09247589111328","19.25631332397461","19.25631332397461","19.25631332397461","18.36458396911621","18.36458396911621","18.36458396911621","281.1130065917969","281.1130065917969","281.1130065917969"
"6000","49.187320709228516","49.187320709228516","49.187320709228516","55.36541748046875","55.36541748046875","55.36541748046875","29.680452346801758","29.680452346801758","29.680452346801758","20.9802303314209","20.9802303314209","20.9802303314209","20.11968231201172","20.11968231201172","20.11968231201172","17.936555862426758","17.936555862426758","17.936555862426758","283.0860595703125","283.0860595703125","283.0860595703125"
"6100","49.55940246582031","49.55940246582031","49.55940246582031","57.392215728759766","57.392215728759766","57.392215728759766","29.562454223632812","29.562454223632812","29.562454223632812","20.904943466186523","20.904943466186523","20.904943466186523","20.61345100402832","20.61345100402832","20.61345100402832","18.599502563476562","18.599502563476562","18.599502563476562","283.5683898925781","283.5683898925781","283.5683898925781"
"6200","50.712127685546875","50.712127685546875","50.712127685546875","58.53067398071289","58.53067398071289","58.53067398071289","31.274478912353516","31.274478912353516","31.274478912353516","21.058839797973633","21.058839797973633","21.058839797973633","21.030017852783203","21.030017852783203","21.030017852783203","19.606685638427734","19.606685638427734","19.606685638427734","284.4071350097656","284.4071350097656","284.4071350097656"
"6300","48.86207580566406","48.86207580566406","48.86207580566406","58.97013473510742","58.97013473510742","58.97013473510742","32.02134704589844","32.02134704589844","32.02134704589844","21.051700592041016","21.051700592041016","21.051700592041016","21.26413917541504","21.26413917541504","21.26413917541504","19.469722747802734","19.469722747802734","19.469722747802734","285.2901611328125","285.2901611328125","285.2901611328125"
"6400","50.326698303222656","50.326698303222656","50.326698303222656","58.620418548583984","58.620418548583984","58.620418548583984","32.27163314819336","32.27163314819336","32.27163314819336","21.04522705078125","21.04522705078125","21.04522705078125","21.3123779296875","21.3123779296875","21.3123779296875","19.733476638793945","19.733476638793945","19.733476638793945","286.1099853515625","286.1099853515625","286.1099853515625"
"6500","52.92788314819336","52.92788314819336","52.92788314819336","60.89057159423828","60.89057159423828","60.89057159423828","32.60774230957031","32.60774230957031","32.60774230957031","21.443920135498047","21.443920135498047","21.443920135498047","21.40782356262207","21.40782356262207","21.40782356262207","20.18566131591797","20.18566131591797","20.18566131591797","285.34539794921875","285.34539794921875","285.34539794921875"
"6600","53.09884262084961","53.09884262084961","53.09884262084961","61.679351806640625","61.679351806640625","61.679351806640625","32.33431625366211","32.33431625366211","32.33431625366211","22.320369720458984","22.320369720458984","22.320369720458984","21.21249008178711","21.21249008178711","21.21249008178711","19.984281539916992","19.984281539916992","19.984281539916992","285.4987487792969","285.4987487792969","285.4987487792969"
"6700","53.656394958496094","53.656394958496094","53.656394958496094","61.97120666503906","61.97120666503906","61.97120666503906","32.589786529541016","32.589786529541016","32.589786529541016","22.955730438232422","22.955730438232422","22.955730438232422","20.973426818847656","20.973426818847656","20.973426818847656","20.14720916748047","20.14720916748047","20.14720916748047","285.21221923828125","285.21221923828125","285.21221923828125"
"6800","54.93487548828125","54.93487548828125","54.93487548828125","62.11954879760742","62.11954879760742","62.11954879760742","33.90748977661133","33.90748977661133","33.90748977661133","23.440608978271484","23.440608978271484","23.440608978271484","20.96510887145996","20.96510887145996","20.96510887145996","19.16963768005371","19.16963768005371","19.16963768005371","285.6305847167969","285.6305847167969","285.6305847167969"
"6900","54.566864013671875","54.566864013671875","54.566864013671875","61.80391311645508","61.80391311645508","61.80391311645508","34.9067268371582","34.9067268371582","34.9067268371582","23.85871124267578","23.85871124267578","23.85871124267578","20.49924087524414","20.49924087524414","20.49924087524414","18.929256439208984","18.929256439208984","18.929256439208984","285.2701721191406","285.2701721191406","285.2701721191406"
"7000","55.45686340332031","55.45686340332031","55.45686340332031","63.895320892333984","63.895320892333984","63.895320892333984","35.084678649902344","35.084678649902344","35.084678649902344","24.604238510131836","24.604238510131836","24.604238510131836","21.209001541137695","21.209001541137695","21.209001541137695","18.242511749267578","18.242511749267578","18.242511749267578","285.9969177246094","285.9969177246094","285.9969177246094"
"7100","56.25901794433594","56.25901794433594","56.25901794433594","65.8277359008789","65.8277359008789","65.8277359008789","35.55974197387695","35.55974197387695","35.55974197387695","25.238039016723633","25.238039016723633","25.238039016723633","21.69615936279297","21.69615936279297","21.69615936279297","18.407941818237305","18.407941818237305","18.407941818237305","284.1608581542969","284.1608581542969","284.1608581542969"
"7200","56.5769157409668","56.5769157409668","56.5769157409668","65.2579345703125","65.2579345703125","65.2579345703125","37.493492126464844","37.493492126464844","37.493492126464844","26.493087768554688","26.493087768554688","26.493087768554688","21.171974182128906","21.171974182128906","21.171974182128906","18.303897857666016","18.303897857666016","18.303897857666016","285.0901184082031","285.0901184082031","285.0901184082031"
"7300","57.01350784301758","57.01350784301758","57.01350784301758","68.66561126708984","68.66561126708984","68.66561126708984","39.38785934448242","39.38785934448242","39.38785934448242","27.621932983398438","27.621932983398438","27.621932983398438","21.25598907470703","21.25598907470703","21.25598907470703","18.632789611816406","18.632789611816406","18.632789611816406","284.59747314453125","284.59747314453125","284.59747314453125"
"7400","57.993438720703125","57.993438720703125","57.993438720703125","69.55845642089844","69.55845642089844","69.55845642089844","40.96999740600586","40.96999740600586","40.96999740600586","27.876873016357422","27.876873016357422","27.876873016357422","21.3312931060791","21.3312931060791","21.3312931060791","18.56329917907715","18.56329917907715","18.56329917907715","284.088623046875","284.088623046875","284.088623046875"
"7500","58.233055114746094","58.233055114746094","58.233055114746094","69.77238464355469","69.77238464355469","69.77238464355469","41.516902923583984","41.516902923583984","41.516902923583984","27.69955825805664","27.69955825805664","27.69955825805664","21.048254013061523","21.048254013061523","21.048254013061523","18.72410774230957","18.72410774230957","18.72410774230957","284.4775390625","284.4775390625","284.4775390625"
"7600","58.8450813293457","58.8450813293457","58.8450813293457","69.71272277832031","69.71272277832031","69.71272277832031","40.677459716796875","40.677459716796875","40.677459716796875","27.121177673339844","27.121177673339844","27.121177673339844","20.67820930480957","20.67820930480957","20.67820930480957","18.833721160888672","18.833721160888672","18.833721160888672","284.483642578125","284.483642578125","284.483642578125"
