"Step","1873380_2 - similarity_cb0_avg","1873380_2 - similarity_cb0_avg__MIN","1873380_2 - similarity_cb0_avg__MAX","4395274 - similarity_cb0_avg","4395274 - similarity_cb0_avg__MIN","4395274 - similarity_cb0_avg__MAX","1940028_1 - similarity_cb0_avg","1940028_1 - similarity_cb0_avg__MIN","1940028_1 - similarity_cb0_avg__MAX","4520555_1 - similarity_cb0_avg","4520555_1 - similarity_cb0_avg__MIN","4520555_1 - similarity_cb0_avg__MAX","2536305_1 - similarity_cb0_avg","2536305_1 - similarity_cb0_avg__MIN","2536305_1 - similarity_cb0_avg__MAX","2536333_1 - similarity_cb0_avg","2536333_1 - similarity_cb0_avg__MIN","2536333_1 - similarity_cb0_avg__MAX","1940035_0 - similarity_cb0_avg","1940035_0 - similarity_cb0_avg__MIN","1940035_0 - similarity_cb0_avg__MAX"
"3600","0.7559561133384705","0.7559561133384705","0.7559561133384705","0.755825936794281","0.755825936794281","0.755825936794281","0.7534322142601013","0.7534322142601013","0.7534322142601013","0.7525917291641235","0.7525917291641235","0.7525917291641235","0.7519810199737549","0.7519810199737549","0.7519810199737549","0.7515321969985962","0.7515321969985962","0.7515321969985962","0.7510958313941956","0.7510958313941956","0.7510958313941956"
"3700","0.7561870813369751","0.7561870813369751","0.7561870813369751","0.7560988068580627","0.7560988068580627","0.7560988068580627","0.7535157799720764","0.7535157799720764","0.7535157799720764","0.7526602149009705","0.7526602149009705","0.7526602149009705","0.7520385384559631","0.7520385384559631","0.7520385384559631","0.7515559196472168","0.7515559196472168","0.7515559196472168","0.7510967254638672","0.7510967254638672","0.7510967254638672"
"3800","0.7564113140106201","0.7564113140106201","0.7564113140106201","0.7563660144805908","0.7563660144805908","0.7563660144805908","0.7535933256149292","0.7535933256149292","0.7535933256149292","0.7527291774749756","0.7527291774749756","0.7527291774749756","0.7520933151245117","0.7520933151245117","0.7520933151245117","0.7515799403190613","0.7515799403190613","0.7515799403190613","0.7510975003242493","0.7510975003242493","0.7510975003242493"
"3900","0.756648600101471","0.756648600101471","0.756648600101471","0.7566182017326355","0.7566182017326355","0.7566182017326355","0.7536740303039551","0.7536740303039551","0.7536740303039551","0.7528008222579956","0.7528008222579956","0.7528008222579956","0.7521504163742065","0.7521504163742065","0.7521504163742065","0.751603901386261","0.751603901386261","0.751603901386261","0.7510982751846313","0.7510982751846313","0.7510982751846313"
"4000","0.7568803429603577","0.7568803429603577","0.7568803429603577","0.7568525075912476","0.7568525075912476","0.7568525075912476","0.7537552714347839","0.7537552714347839","0.7537552714347839","0.7528649568557739","0.7528649568557739","0.7528649568557739","0.7522109150886536","0.7522109150886536","0.7522109150886536","0.7516289353370667","0.7516289353370667","0.7516289353370667","0.7510991096496582","0.7510991096496582","0.7510991096496582"
"4100","0.7571180462837219","0.7571180462837219","0.7571180462837219","0.7570661306381226","0.7570661306381226","0.7570661306381226","0.7538303136825562","0.7538303136825562","0.7538303136825562","0.7529270052909851","0.7529270052909851","0.7529270052909851","0.7522675395011902","0.7522675395011902","0.7522675395011902","0.7516525983810425","0.7516525983810425","0.7516525983810425","0.7510998845100403","0.7510998845100403","0.7510998845100403"
"4200","0.7573312520980835","0.7573312520980835","0.7573312520980835","0.7572640180587769","0.7572640180587769","0.7572640180587769","0.7539024353027344","0.7539024353027344","0.7539024353027344","0.7529827356338501","0.7529827356338501","0.7529827356338501","0.7523248791694641","0.7523248791694641","0.7523248791694641","0.7516776323318481","0.7516776323318481","0.7516776323318481","0.7511007785797119","0.7511007785797119","0.7511007785797119"
"4300","0.7575253844261169","0.7575253844261169","0.7575253844261169","0.7574596405029297","0.7574596405029297","0.7574596405029297","0.7539809346199036","0.7539809346199036","0.7539809346199036","0.7530346512794495","0.7530346512794495","0.7530346512794495","0.7523842453956604","0.7523842453956604","0.7523842453956604","0.7517024278640747","0.7517024278640747","0.7517024278640747","0.751101553440094","0.751101553440094","0.751101553440094"
"4400","0.757704496383667","0.757704496383667","0.757704496383667","0.7576442956924438","0.7576442956924438","0.7576442956924438","0.7540527582168579","0.7540527582168579","0.7540527582168579","0.753086268901825","0.753086268901825","0.753086268901825","0.7524495124816895","0.7524495124816895","0.7524495124816895","0.7517270445823669","0.7517270445823669","0.7517270445823669","0.7511025667190552","0.7511025667190552","0.7511025667190552"
"4500","0.7578480243682861","0.7578480243682861","0.7578480243682861","0.757815420627594","0.757815420627594","0.757815420627594","0.7541282176971436","0.7541282176971436","0.7541282176971436","0.753144383430481","0.753144383430481","0.753144383430481","0.7525103092193604","0.7525103092193604","0.7525103092193604","0.7517527937889099","0.7517527937889099","0.7517527937889099","0.7511032819747925","0.7511032819747925","0.7511032819747925"
"4600","0.7579596042633057","0.7579596042633057","0.7579596042633057","0.7579719424247742","0.7579719424247742","0.7579719424247742","0.754202127456665","0.754202127456665","0.754202127456665","0.7531983852386475","0.7531983852386475","0.7531983852386475","0.7525725960731506","0.7525725960731506","0.7525725960731506","0.7517766356468201","0.7517766356468201","0.7517766356468201","0.7511042356491089","0.7511042356491089","0.7511042356491089"
"4700","0.7580708861351013","0.7580708861351013","0.7580708861351013","0.758117139339447","0.758117139339447","0.758117139339447","0.7542823553085327","0.7542823553085327","0.7542823553085327","0.7532525658607483","0.7532525658607483","0.7532525658607483","0.7526354789733887","0.7526354789733887","0.7526354789733887","0.7518053650856018","0.7518053650856018","0.7518053650856018","0.7511051297187805","0.7511051297187805","0.7511051297187805"
"4800","0.7581610679626465","0.7581610679626465","0.7581610679626465","0.7582532167434692","0.7582532167434692","0.7582532167434692","0.7543624043464661","0.7543624043464661","0.7543624043464661","0.7533053159713745","0.7533053159713745","0.7533053159713745","0.7526952028274536","0.7526952028274536","0.7526952028274536","0.7518325448036194","0.7518325448036194","0.7518325448036194","0.7511059045791626","0.7511059045791626","0.7511059045791626"
"4900","0.7582337260246277","0.7582337260246277","0.7582337260246277","0.7583740949630737","0.7583740949630737","0.7583740949630737","0.7544459700584412","0.7544459700584412","0.7544459700584412","0.7533589601516724","0.7533589601516724","0.7533589601516724","0.752753496170044","0.752753496170044","0.752753496170044","0.7518599033355713","0.7518599033355713","0.7518599033355713","0.751106858253479","0.751106858253479","0.751106858253479"
"5000","0.7582948207855225","0.7582948207855225","0.7582948207855225","0.75847989320755","0.75847989320755","0.75847989320755","0.7545318603515625","0.7545318603515625","0.7545318603515625","0.7534096240997314","0.7534096240997314","0.7534096240997314","0.7528153657913208","0.7528153657913208","0.7528153657913208","0.7518870234489441","0.7518870234489441","0.7518870234489441","0.751107931137085","0.751107931137085","0.751107931137085"
"5100","0.7583473920822144","0.7583473920822144","0.7583473920822144","0.7585806250572205","0.7585806250572205","0.7585806250572205","0.7546246647834778","0.7546246647834778","0.7546246647834778","0.7534632682800293","0.7534632682800293","0.7534632682800293","0.7528781294822693","0.7528781294822693","0.7528781294822693","0.7519158124923706","0.7519158124923706","0.7519158124923706","0.7511088252067566","0.7511088252067566","0.7511088252067566"
"5200","0.7584123611450195","0.7584123611450195","0.7584123611450195","0.7586804628372192","0.7586804628372192","0.7586804628372192","0.7547191977500916","0.7547191977500916","0.7547191977500916","0.7535131573677063","0.7535131573677063","0.7535131573677063","0.752947211265564","0.752947211265564","0.752947211265564","0.7519422769546509","0.7519422769546509","0.7519422769546509","0.7511098384857178","0.7511098384857178","0.7511098384857178"
"5300","0.7584786415100098","0.7584786415100098","0.7584786415100098","0.7587748169898987","0.7587748169898987","0.7587748169898987","0.7548049092292786","0.7548049092292786","0.7548049092292786","0.7535586953163147","0.7535586953163147","0.7535586953163147","0.7530147433280945","0.7530147433280945","0.7530147433280945","0.7519721984863281","0.7519721984863281","0.7519721984863281","0.7511104941368103","0.7511104941368103","0.7511104941368103"
"5400","0.7585282325744629","0.7585282325744629","0.7585282325744629","0.7588682770729065","0.7588682770729065","0.7588682770729065","0.7548973560333252","0.7548973560333252","0.7548973560333252","0.7536031603813171","0.7536031603813171","0.7536031603813171","0.7530823945999146","0.7530823945999146","0.7530823945999146","0.7520010471343994","0.7520010471343994","0.7520010471343994","0.7511113286018372","0.7511113286018372","0.7511113286018372"
"5500","0.758583664894104","0.758583664894104","0.758583664894104","0.7589505314826965","0.7589505314826965","0.7589505314826965","0.7549970746040344","0.7549970746040344","0.7549970746040344","0.7536496520042419","0.7536496520042419","0.7536496520042419","0.7531499862670898","0.7531499862670898","0.7531499862670898","0.7520302534103394","0.7520302534103394","0.7520302534103394","0.7511123418807983","0.7511123418807983","0.7511123418807983"
"5600","0.7586355209350586","0.7586355209350586","0.7586355209350586","0.7590218782424927","0.7590218782424927","0.7590218782424927","0.7550989389419556","0.7550989389419556","0.7550989389419556","0.7536945939064026","0.7536945939064026","0.7536945939064026","0.7532174587249756","0.7532174587249756","0.7532174587249756","0.7520594596862793","0.7520594596862793","0.7520594596862793","0.7511134147644043","0.7511134147644043","0.7511134147644043"
"5700","0.7586886882781982","0.7586886882781982","0.7586886882781982","0.7590886354446411","0.7590886354446411","0.7590886354446411","0.7552120089530945","0.7552120089530945","0.7552120089530945","0.753740668296814","0.753740668296814","0.753740668296814","0.7532842755317688","0.7532842755317688","0.7532842755317688","0.7520869374275208","0.7520869374275208","0.7520869374275208","0.7511143088340759","0.7511143088340759","0.7511143088340759"
"5800","0.7587323784828186","0.7587323784828186","0.7587323784828186","0.7591599225997925","0.7591599225997925","0.7591599225997925","0.7553310990333557","0.7553310990333557","0.7553310990333557","0.7537830471992493","0.7537830471992493","0.7537830471992493","0.7533484697341919","0.7533484697341919","0.7533484697341919","0.7521149516105652","0.7521149516105652","0.7521149516105652","0.7511153817176819","0.7511153817176819","0.7511153817176819"
"5900","0.7587687373161316","0.7587687373161316","0.7587687373161316","0.7592355608940125","0.7592355608940125","0.7592355608940125","0.7554575204849243","0.7554575204849243","0.7554575204849243","0.753826379776001","0.753826379776001","0.753826379776001","0.7534069418907166","0.7534069418907166","0.7534069418907166","0.7521459460258484","0.7521459460258484","0.7521459460258484","0.7511163353919983","0.7511163353919983","0.7511163353919983"
"6000","0.7587981224060059","0.7587981224060059","0.7587981224060059","0.7593109011650085","0.7593109011650085","0.7593109011650085","0.7555825114250183","0.7555825114250183","0.7555825114250183","0.7538745999336243","0.7538745999336243","0.7538745999336243","0.7534657120704651","0.7534657120704651","0.7534657120704651","0.7521810531616211","0.7521810531616211","0.7521810531616211","0.7511174082756042","0.7511174082756042","0.7511174082756042"
"6100","0.7588362097740173","0.7588362097740173","0.7588362097740173","0.7593757510185242","0.7593757510185242","0.7593757510185242","0.7557119727134705","0.7557119727134705","0.7557119727134705","0.7539226412773132","0.7539226412773132","0.7539226412773132","0.7535266280174255","0.7535266280174255","0.7535266280174255","0.752219021320343","0.752219021320343","0.752219021320343","0.751118540763855","0.751118540763855","0.751118540763855"
"6200","0.7588717341423035","0.7588717341423035","0.7588717341423035","0.7594363689422607","0.7594363689422607","0.7594363689422607","0.7558534741401672","0.7558534741401672","0.7558534741401672","0.7539740800857544","0.7539740800857544","0.7539740800857544","0.7535854578018188","0.7535854578018188","0.7535854578018188","0.7522537708282471","0.7522537708282471","0.7522537708282471","0.7511193752288818","0.7511193752288818","0.7511193752288818"
"6300","0.7589048743247986","0.7589048743247986","0.7589048743247986","0.7594963908195496","0.7594963908195496","0.7594963908195496","0.7559933066368103","0.7559933066368103","0.7559933066368103","0.7540230751037598","0.7540230751037598","0.7540230751037598","0.7536437511444092","0.7536437511444092","0.7536437511444092","0.7522891759872437","0.7522891759872437","0.7522891759872437","0.7511201500892639","0.7511201500892639","0.7511201500892639"
"6400","0.7589383721351624","0.7589383721351624","0.7589383721351624","0.7595543265342712","0.7595543265342712","0.7595543265342712","0.7561385631561279","0.7561385631561279","0.7561385631561279","0.7540714144706726","0.7540714144706726","0.7540714144706726","0.7536976933479309","0.7536976933479309","0.7536976933479309","0.7523220181465149","0.7523220181465149","0.7523220181465149","0.7511211633682251","0.7511211633682251","0.7511211633682251"
"6500","0.7589825391769409","0.7589825391769409","0.7589825391769409","0.7596214413642883","0.7596214413642883","0.7596214413642883","0.7562780380249023","0.7562780380249023","0.7562780380249023","0.7541229128837585","0.7541229128837585","0.7541229128837585","0.7537559270858765","0.7537559270858765","0.7537559270858765","0.7523584365844727","0.7523584365844727","0.7523584365844727","0.7511222958564758","0.7511222958564758","0.7511222958564758"
"6600","0.7590262293815613","0.7590262293815613","0.7590262293815613","0.7596874237060547","0.7596874237060547","0.7596874237060547","0.7564123868942261","0.7564123868942261","0.7564123868942261","0.7541714310646057","0.7541714310646057","0.7541714310646057","0.753810465335846","0.753810465335846","0.753810465335846","0.7523961067199707","0.7523961067199707","0.7523961067199707","0.7511233687400818","0.7511233687400818","0.7511233687400818"
"6700","0.7590655088424683","0.7590655088424683","0.7590655088424683","0.7597567439079285","0.7597567439079285","0.7597567439079285","0.7565475702285767","0.7565475702285767","0.7565475702285767","0.7542281746864319","0.7542281746864319","0.7542281746864319","0.7538606524467468","0.7538606524467468","0.7538606524467468","0.7524353861808777","0.7524353861808777","0.7524353861808777","0.7511246800422668","0.7511246800422668","0.7511246800422668"
"6800","0.7591120600700378","0.7591120600700378","0.7591120600700378","0.7598372101783752","0.7598372101783752","0.7598372101783752","0.756676435470581","0.756676435470581","0.756676435470581","0.7542820572853088","0.7542820572853088","0.7542820572853088","0.7539100050926208","0.7539100050926208","0.7539100050926208","0.7524775266647339","0.7524775266647339","0.7524775266647339","0.7511255741119385","0.7511255741119385","0.7511255741119385"
