"Step","1873380_2 - train/loss_contrastive","1873380_2 - train/loss_contrastive__MIN","1873380_2 - train/loss_contrastive__MAX","4395274 - train/loss_contrastive","4395274 - train/loss_contrastive__MIN","4395274 - train/loss_contrastive__MAX","1940028_1 - train/loss_contrastive","1940028_1 - train/loss_contrastive__MIN","1940028_1 - train/loss_contrastive__MAX","4520555_1 - train/loss_contrastive","4520555_1 - train/loss_contrastive__MIN","4520555_1 - train/loss_contrastive__MAX","2536305_1 - train/loss_contrastive","2536305_1 - train/loss_contrastive__MIN","2536305_1 - train/loss_contrastive__MAX","2536333_1 - train/loss_contrastive","2536333_1 - train/loss_contrastive__MIN","2536333_1 - train/loss_contrastive__MAX","1940035_0 - train/loss_contrastive","1940035_0 - train/loss_contrastive__MIN","1940035_0 - train/loss_contrastive__MAX"
"259500","5068.83447265625","5068.83447265625","5068.83447265625","4692.68505859375","4692.68505859375","4692.68505859375","5381.34765625","5381.34765625","5381.34765625","5888.4794921875","5888.4794921875","5888.4794921875","6705.28369140625","6705.28369140625","6705.28369140625","7462.13427734375","7462.13427734375","7462.13427734375","5321.8876953125","5321.8876953125","5321.8876953125"
"259600","5099.87060546875","5099.87060546875","5099.87060546875","4690.544921875","4690.544921875","4690.544921875","5383.47119140625","5383.47119140625","5383.47119140625","5881.75634765625","5881.75634765625","5881.75634765625","6781.8076171875","6781.8076171875","6781.8076171875","7333.12255859375","7333.12255859375","7333.12255859375","5750.55419921875","5750.55419921875","5750.55419921875"
"259700","5296.68017578125","5296.68017578125","5296.68017578125","4706.18701171875","4706.18701171875","4706.18701171875","5280.892578125","5280.892578125","5280.892578125","5803.60498046875","5803.60498046875","5803.60498046875","6730.888671875","6730.888671875","6730.888671875","7136.9423828125","7136.9423828125","7136.9423828125","5910.1630859375","5910.1630859375","5910.1630859375"
"259800","5092.0849609375","5092.0849609375","5092.0849609375","4690.82373046875","4690.82373046875","4690.82373046875","5466.11376953125","5466.11376953125","5466.11376953125","5762.51611328125","5762.51611328125","5762.51611328125","6582.67578125","6582.67578125","6582.67578125","7621.4169921875","7621.4169921875","7621.4169921875","5966.427734375","5966.427734375","5966.427734375"
"259900","4980.75830078125","4980.75830078125","4980.75830078125","4661.37646484375","4661.37646484375","4661.37646484375","5514.91748046875","5514.91748046875","5514.91748046875","5867.67919921875","5867.67919921875","5867.67919921875","6406.66748046875","6406.66748046875","6406.66748046875","7681.40771484375","7681.40771484375","7681.40771484375","5972.00439453125","5972.00439453125","5972.00439453125"
"260000","5014.447265625","5014.447265625","5014.447265625","4606.56103515625","4606.56103515625","4606.56103515625","5372.81982421875","5372.81982421875","5372.81982421875","5790.55859375","5790.55859375","5790.55859375","5968.95556640625","5968.95556640625","5968.95556640625","7606.48046875","7606.48046875","7606.48046875","5969.65185546875","5969.65185546875","5969.65185546875"
"260100","5063.00341796875","5063.00341796875","5063.00341796875","4614.7099609375","4614.7099609375","4614.7099609375","5532.2275390625","5532.2275390625","5532.2275390625","5838.1982421875","5838.1982421875","5838.1982421875","6612.7998046875","6612.7998046875","6612.7998046875","7596.9423828125","7596.9423828125","7596.9423828125","5968.435546875","5968.435546875","5968.435546875"
"260200","5010.330078125","5010.330078125","5010.330078125","4748.61572265625","4748.61572265625","4748.61572265625","5538.52978515625","5538.52978515625","5538.52978515625","5857.47509765625","5857.47509765625","5857.47509765625","6730.87255859375","6730.87255859375","6730.87255859375","7464.15673828125","7464.15673828125","7464.15673828125","5943.646484375","5943.646484375","5943.646484375"
"260300","5045.771484375","5045.771484375","5045.771484375","4738.2236328125","4738.2236328125","4738.2236328125","5360.83642578125","5360.83642578125","5360.83642578125","6012.8076171875","6012.8076171875","6012.8076171875","6821.93701171875","6821.93701171875","6821.93701171875","6972.06689453125","6972.06689453125","6972.06689453125","5965.07177734375","5965.07177734375","5965.07177734375"
"260400","5149.56884765625","5149.56884765625","5149.56884765625","4707.2373046875","4707.2373046875","4707.2373046875","5208.494140625","5208.494140625","5208.494140625","6059.69873046875","6059.69873046875","6059.69873046875","6514.36376953125","6514.36376953125","6514.36376953125","7273.78076171875","7273.78076171875","7273.78076171875","5966.19384765625","5966.19384765625","5966.19384765625"
"260500","4987.0751953125","4987.0751953125","4987.0751953125","4704.833984375","4704.833984375","4704.833984375","5252.80859375","5252.80859375","5252.80859375","6056.107421875","6056.107421875","6056.107421875","6301.39306640625","6301.39306640625","6301.39306640625","7360.34375","7360.34375","7360.34375","6003.05859375","6003.05859375","6003.05859375"
"260600","5024.94580078125","5024.94580078125","5024.94580078125","4642.1123046875","4642.1123046875","4642.1123046875","5393.22119140625","5393.22119140625","5393.22119140625","5981.01171875","5981.01171875","5981.01171875","6360.3125","6360.3125","6360.3125","7292.59619140625","7292.59619140625","7292.59619140625","5950.36083984375","5950.36083984375","5950.36083984375"
"260700","5036.72509765625","5036.72509765625","5036.72509765625","4651.541015625","4651.541015625","4651.541015625","5306.80419921875","5306.80419921875","5306.80419921875","6071.03955078125","6071.03955078125","6071.03955078125","6258.15771484375","6258.15771484375","6258.15771484375","7324.68310546875","7324.68310546875","7324.68310546875","5449.775390625","5449.775390625","5449.775390625"
"260800","4948.43408203125","4948.43408203125","4948.43408203125","4713.84326171875","4713.84326171875","4713.84326171875","5361.4658203125","5361.4658203125","5361.4658203125","6060.50634765625","6060.50634765625","6060.50634765625","6638.99951171875","6638.99951171875","6638.99951171875","7331.1630859375","7331.1630859375","7331.1630859375","5501.7607421875","5501.7607421875","5501.7607421875"
"260900","5208.18896484375","5208.18896484375","5208.18896484375","4664.71240234375","4664.71240234375","4664.71240234375","5388.1962890625","5388.1962890625","5388.1962890625","5997.52734375","5997.52734375","5997.52734375","6475.17919921875","6475.17919921875","6475.17919921875","7369.3251953125","7369.3251953125","7369.3251953125","5605.466796875","5605.466796875","5605.466796875"
"261000","5048.9501953125","5048.9501953125","5048.9501953125","4655.1884765625","4655.1884765625","4655.1884765625","5505.708984375","5505.708984375","5505.708984375","5988.82177734375","5988.82177734375","5988.82177734375","6342.31298828125","6342.31298828125","6342.31298828125","7288.1162109375","7288.1162109375","7288.1162109375","5664.0908203125","5664.0908203125","5664.0908203125"
"261100","4981.32177734375","4981.32177734375","4981.32177734375","4673.21875","4673.21875","4673.21875","5421.4462890625","5421.4462890625","5421.4462890625","5904.1025390625","5904.1025390625","5904.1025390625","6548.236328125","6548.236328125","6548.236328125","7133.927734375","7133.927734375","7133.927734375","5776.18798828125","5776.18798828125","5776.18798828125"
"261200","4939.49951171875","4939.49951171875","4939.49951171875","4766.5400390625","4766.5400390625","4766.5400390625","5507.919921875","5507.919921875","5507.919921875","5881.41015625","5881.41015625","5881.41015625","6582.6650390625","6582.6650390625","6582.6650390625","7189.5498046875","7189.5498046875","7189.5498046875","5781.34375","5781.34375","5781.34375"
"261300","4952.60546875","4952.60546875","4952.60546875","4671.15576171875","4671.15576171875","4671.15576171875","5524.4150390625","5524.4150390625","5524.4150390625","5833.611328125","5833.611328125","5833.611328125","6438.94140625","6438.94140625","6438.94140625","7316.83056640625","7316.83056640625","7316.83056640625","5808.01611328125","5808.01611328125","5808.01611328125"
"261400","5109.82763671875","5109.82763671875","5109.82763671875","4686.95947265625","4686.95947265625","4686.95947265625","5537.87255859375","5537.87255859375","5537.87255859375","5927.88671875","5927.88671875","5927.88671875","6521.521484375","6521.521484375","6521.521484375","7282.697265625","7282.697265625","7282.697265625","5830.86083984375","5830.86083984375","5830.86083984375"
"261500","5116.314453125","5116.314453125","5116.314453125","4613.85791015625","4613.85791015625","4613.85791015625","5567.61376953125","5567.61376953125","5567.61376953125","5949.7275390625","5949.7275390625","5949.7275390625","6513.119140625","6513.119140625","6513.119140625","7372.23583984375","7372.23583984375","7372.23583984375","5818.54736328125","5818.54736328125","5818.54736328125"
"261600","5211.056640625","5211.056640625","5211.056640625","4760.25732421875","4760.25732421875","4760.25732421875","5482.06103515625","5482.06103515625","5482.06103515625","6009.71240234375","6009.71240234375","6009.71240234375","6407.02294921875","6407.02294921875","6407.02294921875","7403.65869140625","7403.65869140625","7403.65869140625","5702.01416015625","5702.01416015625","5702.01416015625"
"261700","5275.04541015625","5275.04541015625","5275.04541015625","4747.18115234375","4747.18115234375","4747.18115234375","5403.17333984375","5403.17333984375","5403.17333984375","5959.28955078125","5959.28955078125","5959.28955078125","6212.2294921875","6212.2294921875","6212.2294921875","7201.99853515625","7201.99853515625","7201.99853515625","5712.62451171875","5712.62451171875","5712.62451171875"
"261800","5235.2216796875","5235.2216796875","5235.2216796875","4701.64794921875","4701.64794921875","4701.64794921875","5324.64794921875","5324.64794921875","5324.64794921875","5971.16748046875","5971.16748046875","5971.16748046875","6664.20458984375","6664.20458984375","6664.20458984375","6993.35205078125","6993.35205078125","6993.35205078125","5678.345703125","5678.345703125","5678.345703125"
"261900","5256.7880859375","5256.7880859375","5256.7880859375","4893.8701171875","4893.8701171875","4893.8701171875","5519.37744140625","5519.37744140625","5519.37744140625","6044.37939453125","6044.37939453125","6044.37939453125","6543.45556640625","6543.45556640625","6543.45556640625","6918.94384765625","6918.94384765625","6918.94384765625","5680.11865234375","5680.11865234375","5680.11865234375"
"262000","5186.103515625","5186.103515625","5186.103515625","4763.18017578125","4763.18017578125","4763.18017578125","5436.3798828125","5436.3798828125","5436.3798828125","6075.95947265625","6075.95947265625","6075.95947265625","6459.556640625","6459.556640625","6459.556640625","7029.46240234375","7029.46240234375","7029.46240234375","5793.88232421875","5793.88232421875","5793.88232421875"
"262100","5037.27197265625","5037.27197265625","5037.27197265625","4726.6826171875","4726.6826171875","4726.6826171875","5553.03515625","5553.03515625","5553.03515625","6006.080078125","6006.080078125","6006.080078125","6482.275390625","6482.275390625","6482.275390625","7122.140625","7122.140625","7122.140625","5814.26171875","5814.26171875","5814.26171875"
"262200","5035.17333984375","5035.17333984375","5035.17333984375","4777.439453125","4777.439453125","4777.439453125","5405.8388671875","5405.8388671875","5405.8388671875","5788.642578125","5788.642578125","5788.642578125","6502.189453125","6502.189453125","6502.189453125","7127.72021484375","7127.72021484375","7127.72021484375","5816.4931640625","5816.4931640625","5816.4931640625"
"262300","5019.07666015625","5019.07666015625","5019.07666015625","4745.00830078125","4745.00830078125","4745.00830078125","5460.6904296875","5460.6904296875","5460.6904296875","5774.87353515625","5774.87353515625","5774.87353515625","6551.919921875","6551.919921875","6551.919921875","7228.751953125","7228.751953125","7228.751953125","5830.47998046875","5830.47998046875","5830.47998046875"
"262400","5123.912109375","5123.912109375","5123.912109375","4743.25048828125","4743.25048828125","4743.25048828125","5351.87744140625","5351.87744140625","5351.87744140625","5844.58984375","5844.58984375","5844.58984375","6502.255859375","6502.255859375","6502.255859375","7239.4287109375","7239.4287109375","7239.4287109375","5826.23291015625","5826.23291015625","5826.23291015625"
"262500","5073.7216796875","5073.7216796875","5073.7216796875","4738.97021484375","4738.97021484375","4738.97021484375","5384.625","5384.625","5384.625","5934.89111328125","5934.89111328125","5934.89111328125","6503.55419921875","6503.55419921875","6503.55419921875","6892.07177734375","6892.07177734375","6892.07177734375","5843.3486328125","5843.3486328125","5843.3486328125"
"262600","5142.48193359375","5142.48193359375","5142.48193359375","4747.384765625","4747.384765625","4747.384765625","5510.28857421875","5510.28857421875","5510.28857421875","5958.08447265625","5958.08447265625","5958.08447265625","6438.67041015625","6438.67041015625","6438.67041015625","6946.6689453125","6946.6689453125","6946.6689453125","5346.11083984375","5346.11083984375","5346.11083984375"
"262700","5156.89013671875","5156.89013671875","5156.89013671875","4849.46826171875","4849.46826171875","4849.46826171875","5423.978515625","5423.978515625","5423.978515625","5993.81298828125","5993.81298828125","5993.81298828125","6104.751953125","6104.751953125","6104.751953125","6983.634765625","6983.634765625","6983.634765625","5494.86767578125","5494.86767578125","5494.86767578125"
"262800","5247.85498046875","5247.85498046875","5247.85498046875","4852.55859375","4852.55859375","4852.55859375","5631.84423828125","5631.84423828125","5631.84423828125","5989.24609375","5989.24609375","5989.24609375","6311.4892578125","6311.4892578125","6311.4892578125","7094.19873046875","7094.19873046875","7094.19873046875","5807.13427734375","5807.13427734375","5807.13427734375"
"262900","5221.73291015625","5221.73291015625","5221.73291015625","4828.8798828125","4828.8798828125","4828.8798828125","5623.345703125","5623.345703125","5623.345703125","5940.98486328125","5940.98486328125","5940.98486328125","6618.21044921875","6618.21044921875","6618.21044921875","7257.49560546875","7257.49560546875","7257.49560546875","5831.869140625","5831.869140625","5831.869140625"
"263000","5209.798828125","5209.798828125","5209.798828125","4705.06005859375","4705.06005859375","4705.06005859375","5275.8779296875","5275.8779296875","5275.8779296875","5977.39697265625","5977.39697265625","5977.39697265625","6422.451171875","6422.451171875","6422.451171875","7256.1064453125","7256.1064453125","7256.1064453125","5825.4638671875","5825.4638671875","5825.4638671875"
"263100","4985.9423828125","4985.9423828125","4985.9423828125","4651.7900390625","4651.7900390625","4651.7900390625","5363.353515625","5363.353515625","5363.353515625","6031.9423828125","6031.9423828125","6031.9423828125","6548.50244140625","6548.50244140625","6548.50244140625","6765.662109375","6765.662109375","6765.662109375","5818.240234375","5818.240234375","5818.240234375"
"263200","4976.9345703125","4976.9345703125","4976.9345703125","4619.35888671875","4619.35888671875","4619.35888671875","5466.0654296875","5466.0654296875","5466.0654296875","5916.1181640625","5916.1181640625","5916.1181640625","6440.7119140625","6440.7119140625","6440.7119140625","7298.58984375","7298.58984375","7298.58984375","5819.015625","5819.015625","5819.015625"
"263300","4918.76513671875","4918.76513671875","4918.76513671875","4752.94384765625","4752.94384765625","4752.94384765625","5473.97265625","5473.97265625","5473.97265625","5943.27978515625","5943.27978515625","5943.27978515625","6330.62451171875","6330.62451171875","6330.62451171875","7308.9931640625","7308.9931640625","7308.9931640625","5809.3095703125","5809.3095703125","5809.3095703125"
"263400","4960.55419921875","4960.55419921875","4960.55419921875","4702.939453125","4702.939453125","4702.939453125","5425.4482421875","5425.4482421875","5425.4482421875","5975.5361328125","5975.5361328125","5975.5361328125","6468.24951171875","6468.24951171875","6468.24951171875","7162.2060546875","7162.2060546875","7162.2060546875","5831.16064453125","5831.16064453125","5831.16064453125"
"263500","4998.56103515625","4998.56103515625","4998.56103515625","4724.56884765625","4724.56884765625","4724.56884765625","5476.9501953125","5476.9501953125","5476.9501953125","6021.97509765625","6021.97509765625","6021.97509765625","6391.39013671875","6391.39013671875","6391.39013671875","7067.7314453125","7067.7314453125","7067.7314453125","5506.7255859375","5506.7255859375","5506.7255859375"
"263600","5070.72314453125","5070.72314453125","5070.72314453125","4770.94580078125","4770.94580078125","4770.94580078125","5550.751953125","5550.751953125","5550.751953125","5954.31396484375","5954.31396484375","5954.31396484375","6295.46728515625","6295.46728515625","6295.46728515625","7027.06689453125","7027.06689453125","7027.06689453125","5739.6962890625","5739.6962890625","5739.6962890625"
"263700","5108.451171875","5108.451171875","5108.451171875","4794.2119140625","4794.2119140625","4794.2119140625","5671.35693359375","5671.35693359375","5671.35693359375","5934.1875","5934.1875","5934.1875","6453.810546875","6453.810546875","6453.810546875","7020.72802734375","7020.72802734375","7020.72802734375","5956.6513671875","5956.6513671875","5956.6513671875"
"263800","5089.67041015625","5089.67041015625","5089.67041015625","4831.169921875","4831.169921875","4831.169921875","5624.29736328125","5624.29736328125","5624.29736328125","5920.9814453125","5920.9814453125","5920.9814453125","6510.7529296875","6510.7529296875","6510.7529296875","7000.42626953125","7000.42626953125","7000.42626953125","5884.810546875","5884.810546875","5884.810546875"
"263900","5157.88623046875","5157.88623046875","5157.88623046875","4816.31494140625","4816.31494140625","4816.31494140625","5509.23486328125","5509.23486328125","5509.23486328125","6006.419921875","6006.419921875","6006.419921875","6483.46435546875","6483.46435546875","6483.46435546875","6978.82763671875","6978.82763671875","6978.82763671875","5801.111328125","5801.111328125","5801.111328125"
"264000","5221.02294921875","5221.02294921875","5221.02294921875","4767.03564453125","4767.03564453125","4767.03564453125","5399.7412109375","5399.7412109375","5399.7412109375","5929.693359375","5929.693359375","5929.693359375","6604.19677734375","6604.19677734375","6604.19677734375","6947.494140625","6947.494140625","6947.494140625","5383.80078125","5383.80078125","5383.80078125"
"264100","5268.779296875","5268.779296875","5268.779296875","4852.8388671875","4852.8388671875","4852.8388671875","5450.123046875","5450.123046875","5450.123046875","5839.59375","5839.59375","5839.59375","6678.060546875","6678.060546875","6678.060546875","7085.3505859375","7085.3505859375","7085.3505859375","5491.82421875","5491.82421875","5491.82421875"
"264200","5281.173828125","5281.173828125","5281.173828125","4852.1533203125","4852.1533203125","4852.1533203125","5500.6826171875","5500.6826171875","5500.6826171875","5796.13232421875","5796.13232421875","5796.13232421875","6751.79638671875","6751.79638671875","6751.79638671875","7182.39892578125","7182.39892578125","7182.39892578125","5296.041015625","5296.041015625","5296.041015625"
"264300","5218.6279296875","5218.6279296875","5218.6279296875","4782.48828125","4782.48828125","4782.48828125","5464.63232421875","5464.63232421875","5464.63232421875","5889.96630859375","5889.96630859375","5889.96630859375","6741.41357421875","6741.41357421875","6741.41357421875","7245.55419921875","7245.55419921875","7245.55419921875","5519.96826171875","5519.96826171875","5519.96826171875"
"264400","5209.103515625","5209.103515625","5209.103515625","4763.65380859375","4763.65380859375","4763.65380859375","5416.66357421875","5416.66357421875","5416.66357421875","5920.31982421875","5920.31982421875","5920.31982421875","6740.60546875","6740.60546875","6740.60546875","7241.06201171875","7241.06201171875","7241.06201171875","5645.603515625","5645.603515625","5645.603515625"
"264500","5289.59814453125","5289.59814453125","5289.59814453125","4801.00830078125","4801.00830078125","4801.00830078125","5413.20263671875","5413.20263671875","5413.20263671875","5896.03271484375","5896.03271484375","5896.03271484375","6694.9462890625","6694.9462890625","6694.9462890625","7131.82861328125","7131.82861328125","7131.82861328125","5698.0966796875","5698.0966796875","5698.0966796875"
"264600","4996.58984375","4996.58984375","4996.58984375","4757.25244140625","4757.25244140625","4757.25244140625","5194.9921875","5194.9921875","5194.9921875","5946.27880859375","5946.27880859375","5946.27880859375","6692.95703125","6692.95703125","6692.95703125","7148.3154296875","7148.3154296875","7148.3154296875","5761.40478515625","5761.40478515625","5761.40478515625"
"264700","5038.3330078125","5038.3330078125","5038.3330078125","4788.66455078125","4788.66455078125","4788.66455078125","5433.70458984375","5433.70458984375","5433.70458984375","5987.03515625","5987.03515625","5987.03515625","6565.38232421875","6565.38232421875","6565.38232421875","7211.251953125","7211.251953125","7211.251953125","5719.5888671875","5719.5888671875","5719.5888671875"
"264800","5029.99169921875","5029.99169921875","5029.99169921875","4696.3193359375","4696.3193359375","4696.3193359375","5293.33740234375","5293.33740234375","5293.33740234375","6059.25048828125","6059.25048828125","6059.25048828125","6457.49560546875","6457.49560546875","6457.49560546875","7278.97509765625","7278.97509765625","7278.97509765625","5714.064453125","5714.064453125","5714.064453125"
"264900","5193.138671875","5193.138671875","5193.138671875","4903.3955078125","4903.3955078125","4903.3955078125","5166.888671875","5166.888671875","5166.888671875","6078.4755859375","6078.4755859375","6078.4755859375","6776.68896484375","6776.68896484375","6776.68896484375","7294.55615234375","7294.55615234375","7294.55615234375","5728.96044921875","5728.96044921875","5728.96044921875"
"265000","5017.10205078125","5017.10205078125","5017.10205078125","4819.43359375","4819.43359375","4819.43359375","5377.13134765625","5377.13134765625","5377.13134765625","6104.93994140625","6104.93994140625","6104.93994140625","6823.0419921875","6823.0419921875","6823.0419921875","7356.5498046875","7356.5498046875","7356.5498046875","5735.53076171875","5735.53076171875","5735.53076171875"
"265100","5110.09326171875","5110.09326171875","5110.09326171875","4858.10205078125","4858.10205078125","4858.10205078125","5502.29833984375","5502.29833984375","5502.29833984375","6062.8154296875","6062.8154296875","6062.8154296875","6866.45703125","6866.45703125","6866.45703125","7345.484375","7345.484375","7345.484375","5777.96875","5777.96875","5777.96875"
"265200","5145.95947265625","5145.95947265625","5145.95947265625","4816.59228515625","4816.59228515625","4816.59228515625","5653.39990234375","5653.39990234375","5653.39990234375","6011.51318359375","6011.51318359375","6011.51318359375","6930.52197265625","6930.52197265625","6930.52197265625","7260.7392578125","7260.7392578125","7260.7392578125","5437.591796875","5437.591796875","5437.591796875"
"265300","5170.19482421875","5170.19482421875","5170.19482421875","4824.76806640625","4824.76806640625","4824.76806640625","5663.77978515625","5663.77978515625","5663.77978515625","5998.46923828125","5998.46923828125","5998.46923828125","6812.95556640625","6812.95556640625","6812.95556640625","7310.04638671875","7310.04638671875","7310.04638671875","5625.62939453125","5625.62939453125","5625.62939453125"
"265400","5123.134765625","5123.134765625","5123.134765625","4767.01806640625","4767.01806640625","4767.01806640625","5297.74365234375","5297.74365234375","5297.74365234375","5921.16259765625","5921.16259765625","5921.16259765625","6944.62939453125","6944.62939453125","6944.62939453125","7157.22265625","7157.22265625","7157.22265625","5667.64892578125","5667.64892578125","5667.64892578125"
"265500","5040.71728515625","5040.71728515625","5040.71728515625","4827.81787109375","4827.81787109375","4827.81787109375","5527.44140625","5527.44140625","5527.44140625","6007.7119140625","6007.7119140625","6007.7119140625","6491.94140625","6491.94140625","6491.94140625","7170.98583984375","7170.98583984375","7170.98583984375","5723.60693359375","5723.60693359375","5723.60693359375"
"265600","5007.17822265625","5007.17822265625","5007.17822265625","4803.2568359375","4803.2568359375","4803.2568359375","5554.373046875","5554.373046875","5554.373046875","6088.548828125","6088.548828125","6088.548828125","6720.6669921875","6720.6669921875","6720.6669921875","7213.4462890625","7213.4462890625","7213.4462890625","5724.2236328125","5724.2236328125","5724.2236328125"
"265700","4970.5087890625","4970.5087890625","4970.5087890625","4749.0146484375","4749.0146484375","4749.0146484375","5514.76611328125","5514.76611328125","5514.76611328125","6058.66357421875","6058.66357421875","6058.66357421875","6455.146484375","6455.146484375","6455.146484375","7295.4501953125","7295.4501953125","7295.4501953125","5698.5419921875","5698.5419921875","5698.5419921875"
"265800","5144.017578125","5144.017578125","5144.017578125","4708.17626953125","4708.17626953125","4708.17626953125","5471.2724609375","5471.2724609375","5471.2724609375","5971.1318359375","5971.1318359375","5971.1318359375","6373.43798828125","6373.43798828125","6373.43798828125","7368.56640625","7368.56640625","7368.56640625","5469.9775390625","5469.9775390625","5469.9775390625"
"265900","5197.45849609375","5197.45849609375","5197.45849609375","4729.2236328125","4729.2236328125","4729.2236328125","5691.69482421875","5691.69482421875","5691.69482421875","6042.3173828125","6042.3173828125","6042.3173828125","6499.44580078125","6499.44580078125","6499.44580078125","7412.30859375","7412.30859375","7412.30859375","5478.25634765625","5478.25634765625","5478.25634765625"
"266000","5138.6298828125","5138.6298828125","5138.6298828125","4799.12451171875","4799.12451171875","4799.12451171875","5514.265625","5514.265625","5514.265625","6056.18115234375","6056.18115234375","6056.18115234375","6449.42138671875","6449.42138671875","6449.42138671875","7479.046875","7479.046875","7479.046875","5542.107421875","5542.107421875","5542.107421875"
"266100","5136.224609375","5136.224609375","5136.224609375","4766.70166015625","4766.70166015625","4766.70166015625","5536.03564453125","5536.03564453125","5536.03564453125","6018.58740234375","6018.58740234375","6018.58740234375","6553.6298828125","6553.6298828125","6553.6298828125","7508.10546875","7508.10546875","7508.10546875","5733.86181640625","5733.86181640625","5733.86181640625"
"266200","5359.642578125","5359.642578125","5359.642578125","4751.04541015625","4751.04541015625","4751.04541015625","5533.53515625","5533.53515625","5533.53515625","5942.38623046875","5942.38623046875","5942.38623046875","6588.130859375","6588.130859375","6588.130859375","7353.6533203125","7353.6533203125","7353.6533203125","5790.52294921875","5790.52294921875","5790.52294921875"
"266300","5161.76611328125","5161.76611328125","5161.76611328125","4744.13427734375","4744.13427734375","4744.13427734375","5569.318359375","5569.318359375","5569.318359375","5854.1201171875","5854.1201171875","5854.1201171875","6453.07421875","6453.07421875","6453.07421875","7316.74169921875","7316.74169921875","7316.74169921875","5451.28857421875","5451.28857421875","5451.28857421875"
"266400","5167.7587890625","5167.7587890625","5167.7587890625","4756.4287109375","4756.4287109375","4756.4287109375","5561.826171875","5561.826171875","5561.826171875","5899.94482421875","5899.94482421875","5899.94482421875","6431.42822265625","6431.42822265625","6431.42822265625","7374.34619140625","7374.34619140625","7374.34619140625","5706.04443359375","5706.04443359375","5706.04443359375"
"266500","5132.99560546875","5132.99560546875","5132.99560546875","4760.93505859375","4760.93505859375","4760.93505859375","5679.5712890625","5679.5712890625","5679.5712890625","5998.78955078125","5998.78955078125","5998.78955078125","6364.9287109375","6364.9287109375","6364.9287109375","7558.8642578125","7558.8642578125","7558.8642578125","5725.10546875","5725.10546875","5725.10546875"
"266600","4997.052734375","4997.052734375","4997.052734375","4764.1220703125","4764.1220703125","4764.1220703125","5742.111328125","5742.111328125","5742.111328125","6049.6279296875","6049.6279296875","6049.6279296875","6527.83251953125","6527.83251953125","6527.83251953125","7453.75830078125","7453.75830078125","7453.75830078125","5667.45166015625","5667.45166015625","5667.45166015625"
"266700","5110.88818359375","5110.88818359375","5110.88818359375","4790.16357421875","4790.16357421875","4790.16357421875","5660.2744140625","5660.2744140625","5660.2744140625","6010.26806640625","6010.26806640625","6010.26806640625","6766.08935546875","6766.08935546875","6766.08935546875","7406.83935546875","7406.83935546875","7406.83935546875","5704.794921875","5704.794921875","5704.794921875"
"266800","5074.93896484375","5074.93896484375","5074.93896484375","4803.4306640625","4803.4306640625","4803.4306640625","5682.90234375","5682.90234375","5682.90234375","6017.9599609375","6017.9599609375","6017.9599609375","6617.21044921875","6617.21044921875","6617.21044921875","7055.65771484375","7055.65771484375","7055.65771484375","5624.28955078125","5624.28955078125","5624.28955078125"
"266900","5102.4267578125","5102.4267578125","5102.4267578125","4724.12890625","4724.12890625","4724.12890625","5520.53369140625","5520.53369140625","5520.53369140625","6012.63671875","6012.63671875","6012.63671875","6668.5966796875","6668.5966796875","6668.5966796875","7020.388671875","7020.388671875","7020.388671875","5592.77734375","5592.77734375","5592.77734375"
"267000","5151.56201171875","5151.56201171875","5151.56201171875","4870.138671875","4870.138671875","4870.138671875","5753.919921875","5753.919921875","5753.919921875","5931.681640625","5931.681640625","5931.681640625","6451.9013671875","6451.9013671875","6451.9013671875","7153.24365234375","7153.24365234375","7153.24365234375","5485.51513671875","5485.51513671875","5485.51513671875"
"267100","5378.69482421875","5378.69482421875","5378.69482421875","4842.69921875","4842.69921875","4842.69921875","5532.67333984375","5532.67333984375","5532.67333984375","5893.365234375","5893.365234375","5893.365234375","5947.1904296875","5947.1904296875","5947.1904296875","7282.3466796875","7282.3466796875","7282.3466796875","5050.82666015625","5050.82666015625","5050.82666015625"
"267200","5191.63916015625","5191.63916015625","5191.63916015625","4946.36181640625","4946.36181640625","4946.36181640625","5643.56884765625","5643.56884765625","5643.56884765625","5805.01806640625","5805.01806640625","5805.01806640625","6805.78564453125","6805.78564453125","6805.78564453125","7449.98193359375","7449.98193359375","7449.98193359375","5200.64892578125","5200.64892578125","5200.64892578125"
"267300","5239.49169921875","5239.49169921875","5239.49169921875","4883.39404296875","4883.39404296875","4883.39404296875","5689.43115234375","5689.43115234375","5689.43115234375","5782.15478515625","5782.15478515625","5782.15478515625","6898.0869140625","6898.0869140625","6898.0869140625","7502.46875","7502.46875","7502.46875","5365.4658203125","5365.4658203125","5365.4658203125"
"267400","5327.14892578125","5327.14892578125","5327.14892578125","4792.8955078125","4792.8955078125","4792.8955078125","5750.29296875","5750.29296875","5750.29296875","5873.9189453125","5873.9189453125","5873.9189453125","6942.642578125","6942.642578125","6942.642578125","7487.58642578125","7487.58642578125","7487.58642578125","5575.228515625","5575.228515625","5575.228515625"
"267500","5262.0048828125","5262.0048828125","5262.0048828125","4846.81787109375","4846.81787109375","4846.81787109375","5722.060546875","5722.060546875","5722.060546875","5620.51953125","5620.51953125","5620.51953125","6904.05419921875","6904.05419921875","6904.05419921875","7542.302734375","7542.302734375","7542.302734375","5554.46044921875","5554.46044921875","5554.46044921875"
