"Step","1873380_2 - train/loss_l2_speech_features","1873380_2 - train/loss_l2_speech_features__MIN","1873380_2 - train/loss_l2_speech_features__MAX","4395274 - train/loss_l2_speech_features","4395274 - train/loss_l2_speech_features__MIN","4395274 - train/loss_l2_speech_features__MAX","1940028_1 - train/loss_l2_speech_features","1940028_1 - train/loss_l2_speech_features__MIN","1940028_1 - train/loss_l2_speech_features__MAX","4520555_1 - train/loss_l2_speech_features","4520555_1 - train/loss_l2_speech_features__MIN","4520555_1 - train/loss_l2_speech_features__MAX","2536305_1 - train/loss_l2_speech_features","2536305_1 - train/loss_l2_speech_features__MIN","2536305_1 - train/loss_l2_speech_features__MAX","2536333_1 - train/loss_l2_speech_features","2536333_1 - train/loss_l2_speech_features__MIN","2536333_1 - train/loss_l2_speech_features__MAX","1940035_0 - train/loss_l2_speech_features","1940035_0 - train/loss_l2_speech_features__MIN","1940035_0 - train/loss_l2_speech_features__MAX"
"1200","1.5255128145217896","1.5255128145217896","1.5255128145217896","1.2099852561950684","1.2099852561950684","1.2099852561950684","2.0454070568084717","2.0454070568084717","2.0454070568084717","2.629413366317749","2.629413366317749","2.629413366317749","3.6211042404174805","3.6211042404174805","3.6211042404174805","0.6230683326721191","0.6230683326721191","0.6230683326721191","2.7161529064178467","2.7161529064178467","2.7161529064178467"
"1300","1.441860318183899","1.441860318183899","1.441860318183899","1.1471161842346191","1.1471161842346191","1.1471161842346191","1.9184393882751465","1.9184393882751465","1.9184393882751465","2.406336784362793","2.406336784362793","2.406336784362793","4.00365686416626","4.00365686416626","4.00365686416626","1.255689263343811","1.255689263343811","1.255689263343811","2.564211368560791","2.564211368560791","2.564211368560791"
"1400","1.2685059309005737","1.2685059309005737","1.2685059309005737","1.0365056991577148","1.0365056991577148","1.0365056991577148","1.8088008165359497","1.8088008165359497","1.8088008165359497","2.3647072315216064","2.3647072315216064","2.3647072315216064","3.8228964805603027","3.8228964805603027","3.8228964805603027","2.0286238193511963","2.0286238193511963","2.0286238193511963","2.383120059967041","2.383120059967041","2.383120059967041"
"1500","1.1903486251831055","1.1903486251831055","1.1903486251831055","0.9721145033836365","0.9721145033836365","0.9721145033836365","1.7405829429626465","1.7405829429626465","1.7405829429626465","2.211935043334961","2.211935043334961","2.211935043334961","3.4011099338531494","3.4011099338531494","3.4011099338531494","2.774287700653076","2.774287700653076","2.774287700653076","2.2289133071899414","2.2289133071899414","2.2289133071899414"
"1600","1.0658930540084839","1.0658930540084839","1.0658930540084839","0.9640772342681885","0.9640772342681885","0.9640772342681885","1.6151466369628906","1.6151466369628906","1.6151466369628906","1.9224886894226074","1.9224886894226074","1.9224886894226074","2.8729660511016846","2.8729660511016846","2.8729660511016846","3.4475722312927246","3.4475722312927246","3.4475722312927246","2.05316424369812","2.05316424369812","2.05316424369812"
"1700","0.9988110065460205","0.9988110065460205","0.9988110065460205","0.9337248206138611","0.9337248206138611","0.9337248206138611","1.4873870611190796","1.4873870611190796","1.4873870611190796","1.7366851568222046","1.7366851568222046","1.7366851568222046","2.46718692779541","2.46718692779541","2.46718692779541","3.6577792167663574","3.6577792167663574","3.6577792167663574","1.8874586820602417","1.8874586820602417","1.8874586820602417"
"1800","0.9163116216659546","0.9163116216659546","0.9163116216659546","0.9190971255302429","0.9190971255302429","0.9190971255302429","1.414093017578125","1.414093017578125","1.414093017578125","1.571313738822937","1.571313738822937","1.571313738822937","2.2345175743103027","2.2345175743103027","2.2345175743103027","3.5874109268188477","3.5874109268188477","3.5874109268188477","1.7505947351455688","1.7505947351455688","1.7505947351455688"
"1900","0.8755151629447937","0.8755151629447937","0.8755151629447937","0.9181976318359375","0.9181976318359375","0.9181976318359375","1.4051928520202637","1.4051928520202637","1.4051928520202637","1.420926570892334","1.420926570892334","1.420926570892334","2.1500465869903564","2.1500465869903564","2.1500465869903564","3.64469575881958","3.64469575881958","3.64469575881958","1.590730905532837","1.590730905532837","1.590730905532837"
"2000","0.8332979083061218","0.8332979083061218","0.8332979083061218","0.9138042330741882","0.9138042330741882","0.9138042330741882","1.3353898525238037","1.3353898525238037","1.3353898525238037","1.3374284505844116","1.3374284505844116","1.3374284505844116","2.10555362701416","2.10555362701416","2.10555362701416","3.5270614624023438","3.5270614624023438","3.5270614624023438","1.4339717626571655","1.4339717626571655","1.4339717626571655"
"2100","0.7981463074684143","0.7981463074684143","0.7981463074684143","0.8969846367835999","0.8969846367835999","0.8969846367835999","1.2564979791641235","1.2564979791641235","1.2564979791641235","1.233404278755188","1.233404278755188","1.233404278755188","2.0742359161376953","2.0742359161376953","2.0742359161376953","3.2406673431396484","3.2406673431396484","3.2406673431396484","1.354280948638916","1.354280948638916","1.354280948638916"
"2200","0.7855384945869446","0.7855384945869446","0.7855384945869446","0.9120236039161682","0.9120236039161682","0.9120236039161682","1.21649968624115","1.21649968624115","1.21649968624115","1.1610952615737915","1.1610952615737915","1.1610952615737915","2.126596450805664","2.126596450805664","2.126596450805664","2.9994306564331055","2.9994306564331055","2.9994306564331055","1.229263186454773","1.229263186454773","1.229263186454773"
"2300","0.7729988098144531","0.7729988098144531","0.7729988098144531","0.9193885922431946","0.9193885922431946","0.9193885922431946","1.1279919147491455","1.1279919147491455","1.1279919147491455","1.094679594039917","1.094679594039917","1.094679594039917","1.9853966236114502","1.9853966236114502","1.9853966236114502","2.709228754043579","2.709228754043579","2.709228754043579","1.126753568649292","1.126753568649292","1.126753568649292"
"2400","0.7509155869483948","0.7509155869483948","0.7509155869483948","0.9213716387748718","0.9213716387748718","0.9213716387748718","1.1389421224594116","1.1389421224594116","1.1389421224594116","1.06336510181427","1.06336510181427","1.06336510181427","1.82575261592865","1.82575261592865","1.82575261592865","2.3964343070983887","2.3964343070983887","2.3964343070983887","1.0285794734954834","1.0285794734954834","1.0285794734954834"
"2500","0.732016921043396","0.732016921043396","0.732016921043396","0.9016371369361877","0.9016371369361877","0.9016371369361877","1.1325178146362305","1.1325178146362305","1.1325178146362305","1.0655198097229004","1.0655198097229004","1.0655198097229004","1.7024744749069214","1.7024744749069214","1.7024744749069214","2.242823600769043","2.242823600769043","2.242823600769043","0.9345747232437134","0.9345747232437134","0.9345747232437134"
"2600","0.7226455211639404","0.7226455211639404","0.7226455211639404","0.8777081370353699","0.8777081370353699","0.8777081370353699","1.0782837867736816","1.0782837867736816","1.0782837867736816","1.0397026538848877","1.0397026538848877","1.0397026538848877","1.6510627269744873","1.6510627269744873","1.6510627269744873","2.0920300483703613","2.0920300483703613","2.0920300483703613","0.8562032580375671","0.8562032580375671","0.8562032580375671"
"2700","0.701886773109436","0.701886773109436","0.701886773109436","0.8448917269706726","0.8448917269706726","0.8448917269706726","1.0450186729431152","1.0450186729431152","1.0450186729431152","1.0732728242874146","1.0732728242874146","1.0732728242874146","1.6110278367996216","1.6110278367996216","1.6110278367996216","2.097809314727783","2.097809314727783","2.097809314727783","0.7889877557754517","0.7889877557754517","0.7889877557754517"
"2800","0.6976318359375","0.6976318359375","0.6976318359375","0.8203909993171692","0.8203909993171692","0.8203909993171692","1.0105679035186768","1.0105679035186768","1.0105679035186768","1.118728518486023","1.118728518486023","1.118728518486023","1.5779638290405273","1.5779638290405273","1.5779638290405273","2.152217149734497","2.152217149734497","2.152217149734497","0.7337470054626465","0.7337470054626465","0.7337470054626465"
"2900","0.7098612785339355","0.7098612785339355","0.7098612785339355","0.800947904586792","0.800947904586792","0.800947904586792","0.9752921462059021","0.9752921462059021","0.9752921462059021","1.1230823993682861","1.1230823993682861","1.1230823993682861","1.5387907028198242","1.5387907028198242","1.5387907028198242","2.09706974029541","2.09706974029541","2.09706974029541","0.6601053476333618","0.6601053476333618","0.6601053476333618"
"3000","0.6893040537834167","0.6893040537834167","0.6893040537834167","0.7964707016944885","0.7964707016944885","0.7964707016944885","0.938468337059021","0.938468337059021","0.938468337059021","1.0589873790740967","1.0589873790740967","1.0589873790740967","1.4639027118682861","1.4639027118682861","1.4639027118682861","2.044642448425293","2.044642448425293","2.044642448425293","0.5985291004180908","0.5985291004180908","0.5985291004180908"
"3100","0.6723253130912781","0.6723253130912781","0.6723253130912781","0.7758195400238037","0.7758195400238037","0.7758195400238037","0.8887680768966675","0.8887680768966675","0.8887680768966675","0.9868162274360657","0.9868162274360657","0.9868162274360657","1.3814079761505127","1.3814079761505127","1.3814079761505127","1.9907312393188477","1.9907312393188477","1.9907312393188477","0.5622982382774353","0.5622982382774353","0.5622982382774353"
"3200","0.6604172587394714","0.6604172587394714","0.6604172587394714","0.7611152529716492","0.7611152529716492","0.7611152529716492","0.8795645236968994","0.8795645236968994","0.8795645236968994","0.9264040589332581","0.9264040589332581","0.9264040589332581","1.3231463432312012","1.3231463432312012","1.3231463432312012","1.7606849670410156","1.7606849670410156","1.7606849670410156","0.5403631329536438","0.5403631329536438","0.5403631329536438"
"3300","0.6607354879379272","0.6607354879379272","0.6607354879379272","0.7405405640602112","0.7405405640602112","0.7405405640602112","0.8359419107437134","0.8359419107437134","0.8359419107437134","0.9940016269683838","0.9940016269683838","0.9940016269683838","1.3196829557418823","1.3196829557418823","1.3196829557418823","1.6354597806930542","1.6354597806930542","1.6354597806930542","0.524177074432373","0.524177074432373","0.524177074432373"
"3400","0.6519140601158142","0.6519140601158142","0.6519140601158142","0.7233712673187256","0.7233712673187256","0.7233712673187256","0.8089092969894409","0.8089092969894409","0.8089092969894409","0.9593965411186218","0.9593965411186218","0.9593965411186218","1.2825350761413574","1.2825350761413574","1.2825350761413574","1.5823832750320435","1.5823832750320435","1.5823832750320435","0.49022483825683594","0.49022483825683594","0.49022483825683594"
"3500","0.640278697013855","0.640278697013855","0.640278697013855","0.7163640856742859","0.7163640856742859","0.7163640856742859","0.8058653473854065","0.8058653473854065","0.8058653473854065","0.9253314733505249","0.9253314733505249","0.9253314733505249","1.2702133655548096","1.2702133655548096","1.2702133655548096","1.5469142198562622","1.5469142198562622","1.5469142198562622","0.44638538360595703","0.44638538360595703","0.44638538360595703"
"3600","0.6394960284233093","0.6394960284233093","0.6394960284233093","0.7103753685951233","0.7103753685951233","0.7103753685951233","0.8010667562484741","0.8010667562484741","0.8010667562484741","0.9014037847518921","0.9014037847518921","0.9014037847518921","1.306096076965332","1.306096076965332","1.306096076965332","1.4222455024719238","1.4222455024719238","1.4222455024719238","0.40828007459640503","0.40828007459640503","0.40828007459640503"
"3700","0.6302356719970703","0.6302356719970703","0.6302356719970703","0.69762122631073","0.69762122631073","0.69762122631073","0.7895581126213074","0.7895581126213074","0.7895581126213074","0.885142982006073","0.885142982006073","0.885142982006073","1.3498680591583252","1.3498680591583252","1.3498680591583252","1.427680492401123","1.427680492401123","1.427680492401123","0.37484318017959595","0.37484318017959595","0.37484318017959595"
"3800","0.6254533529281616","0.6254533529281616","0.6254533529281616","0.6847870349884033","0.6847870349884033","0.6847870349884033","0.7989456057548523","0.7989456057548523","0.7989456057548523","0.8804714679718018","0.8804714679718018","0.8804714679718018","1.3243488073349","1.3243488073349","1.3243488073349","1.3409743309020996","1.3409743309020996","1.3409743309020996","0.34738966822624207","0.34738966822624207","0.34738966822624207"
"3900","0.6224185228347778","0.6224185228347778","0.6224185228347778","0.6669893860816956","0.6669893860816956","0.6669893860816956","0.7976951003074646","0.7976951003074646","0.7976951003074646","0.8653303384780884","0.8653303384780884","0.8653303384780884","1.2624930143356323","1.2624930143356323","1.2624930143356323","1.3024849891662598","1.3024849891662598","1.3024849891662598","0.3245288133621216","0.3245288133621216","0.3245288133621216"
"4000","0.6192087531089783","0.6192087531089783","0.6192087531089783","0.6653381586074829","0.6653381586074829","0.6653381586074829","0.8008874654769897","0.8008874654769897","0.8008874654769897","0.8456597924232483","0.8456597924232483","0.8456597924232483","1.244428277015686","1.244428277015686","1.244428277015686","1.273831844329834","1.273831844329834","1.273831844329834","0.3099064826965332","0.3099064826965332","0.3099064826965332"
"4100","0.6260027289390564","0.6260027289390564","0.6260027289390564","0.6650583148002625","0.6650583148002625","0.6650583148002625","0.7947338223457336","0.7947338223457336","0.7947338223457336","0.8249843120574951","0.8249843120574951","0.8249843120574951","1.1796127557754517","1.1796127557754517","1.1796127557754517","1.181112289428711","1.181112289428711","1.181112289428711","0.29117661714553833","0.29117661714553833","0.29117661714553833"
"4200","0.6161612868309021","0.6161612868309021","0.6161612868309021","0.6608374714851379","0.6608374714851379","0.6608374714851379","0.7879540920257568","0.7879540920257568","0.7879540920257568","0.7760288119316101","0.7760288119316101","0.7760288119316101","1.1903760433197021","1.1903760433197021","1.1903760433197021","1.1792300939559937","1.1792300939559937","1.1792300939559937","0.28176406025886536","0.28176406025886536","0.28176406025886536"
"4300","0.6024349331855774","0.6024349331855774","0.6024349331855774","0.6700146198272705","0.6700146198272705","0.6700146198272705","0.7832303047180176","0.7832303047180176","0.7832303047180176","0.7529033422470093","0.7529033422470093","0.7529033422470093","1.2143702507019043","1.2143702507019043","1.2143702507019043","1.2017933130264282","1.2017933130264282","1.2017933130264282","0.2740355134010315","0.2740355134010315","0.2740355134010315"
"4400","0.6029285788536072","0.6029285788536072","0.6029285788536072","0.6719874739646912","0.6719874739646912","0.6719874739646912","0.777271032333374","0.777271032333374","0.777271032333374","0.7386300563812256","0.7386300563812256","0.7386300563812256","1.1550179719924927","1.1550179719924927","1.1550179719924927","1.1854510307312012","1.1854510307312012","1.1854510307312012","0.2590523064136505","0.2590523064136505","0.2590523064136505"
"4500","0.596325159072876","0.596325159072876","0.596325159072876","0.6762029528617859","0.6762029528617859","0.6762029528617859","0.7741314768791199","0.7741314768791199","0.7741314768791199","0.733055830001831","0.733055830001831","0.733055830001831","1.1174739599227905","1.1174739599227905","1.1174739599227905","1.207645058631897","1.207645058631897","1.207645058631897","0.25123539566993713","0.25123539566993713","0.25123539566993713"
"4600","0.5978072881698608","0.5978072881698608","0.5978072881698608","0.6798698902130127","0.6798698902130127","0.6798698902130127","0.7461650371551514","0.7461650371551514","0.7461650371551514","0.7329527139663696","0.7329527139663696","0.7329527139663696","1.105859398841858","1.105859398841858","1.105859398841858","1.2025130987167358","1.2025130987167358","1.2025130987167358","0.2367391586303711","0.2367391586303711","0.2367391586303711"
"4700","0.6007682681083679","0.6007682681083679","0.6007682681083679","0.681537926197052","0.681537926197052","0.681537926197052","0.7303874492645264","0.7303874492645264","0.7303874492645264","0.718920111656189","0.718920111656189","0.718920111656189","1.0423989295959473","1.0423989295959473","1.0423989295959473","1.182521104812622","1.182521104812622","1.182521104812622","0.231011301279068","0.231011301279068","0.231011301279068"
"4800","0.5969901084899902","0.5969901084899902","0.5969901084899902","0.6772226691246033","0.6772226691246033","0.6772226691246033","0.710246741771698","0.710246741771698","0.710246741771698","0.7023184299468994","0.7023184299468994","0.7023184299468994","1.0168890953063965","1.0168890953063965","1.0168890953063965","1.1885634660720825","1.1885634660720825","1.1885634660720825","0.22165271639823914","0.22165271639823914","0.22165271639823914"
"4900","0.6057442426681519","0.6057442426681519","0.6057442426681519","0.6827976703643799","0.6827976703643799","0.6827976703643799","0.719546914100647","0.719546914100647","0.719546914100647","0.698587954044342","0.698587954044342","0.698587954044342","0.9720615148544312","0.9720615148544312","0.9720615148544312","1.1666638851165771","1.1666638851165771","1.1666638851165771","0.21626056730747223","0.21626056730747223","0.21626056730747223"
"5000","0.6173449754714966","0.6173449754714966","0.6173449754714966","0.68231201171875","0.68231201171875","0.68231201171875","0.7139949202537537","0.7139949202537537","0.7139949202537537","0.6947619915008545","0.6947619915008545","0.6947619915008545","0.9199584722518921","0.9199584722518921","0.9199584722518921","1.1417419910430908","1.1417419910430908","1.1417419910430908","0.2045341432094574","0.2045341432094574","0.2045341432094574"
"5100","0.6150362491607666","0.6150362491607666","0.6150362491607666","0.6782899498939514","0.6782899498939514","0.6782899498939514","0.7094230651855469","0.7094230651855469","0.7094230651855469","0.6864158511161804","0.6864158511161804","0.6864158511161804","0.9057320952415466","0.9057320952415466","0.9057320952415466","1.0955018997192383","1.0955018997192383","1.0955018997192383","0.20057043433189392","0.20057043433189392","0.20057043433189392"
"5200","0.6203013062477112","0.6203013062477112","0.6203013062477112","0.6747322082519531","0.6747322082519531","0.6747322082519531","0.691764235496521","0.691764235496521","0.691764235496521","0.6762591004371643","0.6762591004371643","0.6762591004371643","0.8895944952964783","0.8895944952964783","0.8895944952964783","1.0861793756484985","1.0861793756484985","1.0861793756484985","0.19569718837738037","0.19569718837738037","0.19569718837738037"
"5300","0.6150031089782715","0.6150031089782715","0.6150031089782715","0.673087477684021","0.673087477684021","0.673087477684021","0.6884756684303284","0.6884756684303284","0.6884756684303284","0.678127646446228","0.678127646446228","0.678127646446228","0.8697977662086487","0.8697977662086487","0.8697977662086487","1.0398098230361938","1.0398098230361938","1.0398098230361938","0.18740716576576233","0.18740716576576233","0.18740716576576233"
"5400","0.6147310137748718","0.6147310137748718","0.6147310137748718","0.6752724647521973","0.6752724647521973","0.6752724647521973","0.6713132262229919","0.6713132262229919","0.6713132262229919","0.6804686784744263","0.6804686784744263","0.6804686784744263","0.8585489392280579","0.8585489392280579","0.8585489392280579","1.030523419380188","1.030523419380188","1.030523419380188","0.1796647012233734","0.1796647012233734","0.1796647012233734"
"5500","0.6190813183784485","0.6190813183784485","0.6190813183784485","0.6734728813171387","0.6734728813171387","0.6734728813171387","0.6720726490020752","0.6720726490020752","0.6720726490020752","0.6726033091545105","0.6726033091545105","0.6726033091545105","0.8295122385025024","0.8295122385025024","0.8295122385025024","0.9616057872772217","0.9616057872772217","0.9616057872772217","0.17375224828720093","0.17375224828720093","0.17375224828720093"
"5600","0.6205123662948608","0.6205123662948608","0.6205123662948608","0.6714766025543213","0.6714766025543213","0.6714766025543213","0.6736776232719421","0.6736776232719421","0.6736776232719421","0.669525682926178","0.669525682926178","0.669525682926178","0.8192869424819946","0.8192869424819946","0.8192869424819946","0.9679415225982666","0.9679415225982666","0.9679415225982666","0.16562992334365845","0.16562992334365845","0.16562992334365845"
"5700","0.6238824725151062","0.6238824725151062","0.6238824725151062","0.6635617613792419","0.6635617613792419","0.6635617613792419","0.6730027794837952","0.6730027794837952","0.6730027794837952","0.6601927280426025","0.6601927280426025","0.6601927280426025","0.8080741763114929","0.8080741763114929","0.8080741763114929","0.9092192053794861","0.9092192053794861","0.9092192053794861","0.15933716297149658","0.15933716297149658","0.15933716297149658"
"5800","0.6208782196044922","0.6208782196044922","0.6208782196044922","0.6682016253471375","0.6682016253471375","0.6682016253471375","0.6575802564620972","0.6575802564620972","0.6575802564620972","0.6583006381988525","0.6583006381988525","0.6583006381988525","0.793672502040863","0.793672502040863","0.793672502040863","0.909932017326355","0.909932017326355","0.909932017326355","0.15313531458377838","0.15313531458377838","0.15313531458377838"
"5900","0.6192729473114014","0.6192729473114014","0.6192729473114014","0.6616317629814148","0.6616317629814148","0.6616317629814148","0.6534388661384583","0.6534388661384583","0.6534388661384583","0.6573008894920349","0.6573008894920349","0.6573008894920349","0.7690015435218811","0.7690015435218811","0.7690015435218811","0.874625563621521","0.874625563621521","0.874625563621521","0.15177805721759796","0.15177805721759796","0.15177805721759796"
"6000","0.6222524046897888","0.6222524046897888","0.6222524046897888","0.6558648943901062","0.6558648943901062","0.6558648943901062","0.634192943572998","0.634192943572998","0.634192943572998","0.6478425860404968","0.6478425860404968","0.6478425860404968","0.7504709362983704","0.7504709362983704","0.7504709362983704","0.8897337913513184","0.8897337913513184","0.8897337913513184","0.14931297302246094","0.14931297302246094","0.14931297302246094"
"6100","0.6192799210548401","0.6192799210548401","0.6192799210548401","0.6584945917129517","0.6584945917129517","0.6584945917129517","0.6201789975166321","0.6201789975166321","0.6201789975166321","0.6402764916419983","0.6402764916419983","0.6402764916419983","0.7487632036209106","0.7487632036209106","0.7487632036209106","0.8716893792152405","0.8716893792152405","0.8716893792152405","0.143748939037323","0.143748939037323","0.143748939037323"
"6200","0.6185092329978943","0.6185092329978943","0.6185092329978943","0.6597341895103455","0.6597341895103455","0.6597341895103455","0.6251338720321655","0.6251338720321655","0.6251338720321655","0.6319757103919983","0.6319757103919983","0.6319757103919983","0.7217726707458496","0.7217726707458496","0.7217726707458496","0.8654242157936096","0.8654242157936096","0.8654242157936096","0.1372314691543579","0.1372314691543579","0.1372314691543579"
"6300","0.6059744358062744","0.6059744358062744","0.6059744358062744","0.6559497714042664","0.6559497714042664","0.6559497714042664","0.6257950067520142","0.6257950067520142","0.6257950067520142","0.6270480155944824","0.6270480155944824","0.6270480155944824","0.7286699414253235","0.7286699414253235","0.7286699414253235","0.8879280686378479","0.8879280686378479","0.8879280686378479","0.13787592947483063","0.13787592947483063","0.13787592947483063"
"6400","0.6045877933502197","0.6045877933502197","0.6045877933502197","0.6522772312164307","0.6522772312164307","0.6522772312164307","0.6262868642807007","0.6262868642807007","0.6262868642807007","0.6195433735847473","0.6195433735847473","0.6195433735847473","0.7206897139549255","0.7206897139549255","0.7206897139549255","0.8721654415130615","0.8721654415130615","0.8721654415130615","0.13163676857948303","0.13163676857948303","0.13163676857948303"
"6500","0.6113539338111877","0.6113539338111877","0.6113539338111877","0.6576627492904663","0.6576627492904663","0.6576627492904663","0.6334894895553589","0.6334894895553589","0.6334894895553589","0.6241804957389832","0.6241804957389832","0.6241804957389832","0.715298593044281","0.715298593044281","0.715298593044281","0.8689024448394775","0.8689024448394775","0.8689024448394775","0.1308288425207138","0.1308288425207138","0.1308288425207138"
"6600","0.605057954788208","0.605057954788208","0.605057954788208","0.6576229333877563","0.6576229333877563","0.6576229333877563","0.6239379048347473","0.6239379048347473","0.6239379048347473","0.6266642212867737","0.6266642212867737","0.6266642212867737","0.7149546146392822","0.7149546146392822","0.7149546146392822","0.8937094211578369","0.8937094211578369","0.8937094211578369","0.12718074023723602","0.12718074023723602","0.12718074023723602"
"6700","0.6092596054077148","0.6092596054077148","0.6092596054077148","0.6567660570144653","0.6567660570144653","0.6567660570144653","0.6150519847869873","0.6150519847869873","0.6150519847869873","0.623939573764801","0.623939573764801","0.623939573764801","0.7065627574920654","0.7065627574920654","0.7065627574920654","0.8622760772705078","0.8622760772705078","0.8622760772705078","0.12415745854377747","0.12415745854377747","0.12415745854377747"
"6800","0.608028769493103","0.608028769493103","0.608028769493103","0.6536758542060852","0.6536758542060852","0.6536758542060852","0.6132354140281677","0.6132354140281677","0.6132354140281677","0.6232017278671265","0.6232017278671265","0.6232017278671265","0.6901593208312988","0.6901593208312988","0.6901593208312988","0.8558330535888672","0.8558330535888672","0.8558330535888672","0.12040287256240845","0.12040287256240845","0.12040287256240845"
