"Step","1873380_2 - train/loss_l2_speech_features","1873380_2 - train/loss_l2_speech_features__MIN","1873380_2 - train/loss_l2_speech_features__MAX","4395274 - train/loss_l2_speech_features","4395274 - train/loss_l2_speech_features__MIN","4395274 - train/loss_l2_speech_features__MAX","1940028_1 - train/loss_l2_speech_features","1940028_1 - train/loss_l2_speech_features__MIN","1940028_1 - train/loss_l2_speech_features__MAX","4520555_1 - train/loss_l2_speech_features","4520555_1 - train/loss_l2_speech_features__MIN","4520555_1 - train/loss_l2_speech_features__MAX","2536305_1 - train/loss_l2_speech_features","2536305_1 - train/loss_l2_speech_features__MIN","2536305_1 - train/loss_l2_speech_features__MAX","2536333_1 - train/loss_l2_speech_features","2536333_1 - train/loss_l2_speech_features__MIN","2536333_1 - train/loss_l2_speech_features__MAX","1940035_0 - train/loss_l2_speech_features","1940035_0 - train/loss_l2_speech_features__MIN","1940035_0 - train/loss_l2_speech_features__MAX"
"87400","1.1347334384918213","1.1347334384918213","1.1347334384918213","1.5657047033309937","1.5657047033309937","1.5657047033309937","0.7376447916030884","0.7376447916030884","0.7376447916030884","0.5758042335510254","0.5758042335510254","0.5758042335510254","0.4720161557197571","0.4720161557197571","0.4720161557197571","0.38116490840911865","0.38116490840911865","0.38116490840911865","0.5140013098716736","0.5140013098716736","0.5140013098716736"
"87500","1.1276297569274902","1.1276297569274902","1.1276297569274902","1.5701123476028442","1.5701123476028442","1.5701123476028442","0.7379783391952515","0.7379783391952515","0.7379783391952515","0.5730255842208862","0.5730255842208862","0.5730255842208862","0.47197070717811584","0.47197070717811584","0.47197070717811584","0.3864828050136566","0.3864828050136566","0.3864828050136566","0.5169532895088196","0.5169532895088196","0.5169532895088196"
"87600","1.1259840726852417","1.1259840726852417","1.1259840726852417","1.5660814046859741","1.5660814046859741","1.5660814046859741","0.7368656396865845","0.7368656396865845","0.7368656396865845","0.5720703601837158","0.5720703601837158","0.5720703601837158","0.47510090470314026","0.47510090470314026","0.47510090470314026","0.38837242126464844","0.38837242126464844","0.38837242126464844","0.5181335806846619","0.5181335806846619","0.5181335806846619"
"87700","1.1368411779403687","1.1368411779403687","1.1368411779403687","1.5776268243789673","1.5776268243789673","1.5776268243789673","0.7336692810058594","0.7336692810058594","0.7336692810058594","0.5796828866004944","0.5796828866004944","0.5796828866004944","0.477450966835022","0.477450966835022","0.477450966835022","0.39491432905197144","0.39491432905197144","0.39491432905197144","0.5153762698173523","0.5153762698173523","0.5153762698173523"
"87800","1.1377294063568115","1.1377294063568115","1.1377294063568115","1.5764775276184082","1.5764775276184082","1.5764775276184082","0.7285591959953308","0.7285591959953308","0.7285591959953308","0.5749838948249817","0.5749838948249817","0.5749838948249817","0.4777508080005646","0.4777508080005646","0.4777508080005646","0.39832988381385803","0.39832988381385803","0.39832988381385803","0.5174946188926697","0.5174946188926697","0.5174946188926697"
"87900","1.1364415884017944","1.1364415884017944","1.1364415884017944","1.5712922811508179","1.5712922811508179","1.5712922811508179","0.7353460788726807","0.7353460788726807","0.7353460788726807","0.5770266652107239","0.5770266652107239","0.5770266652107239","0.46980008482933044","0.46980008482933044","0.46980008482933044","0.397420197725296","0.397420197725296","0.397420197725296","0.5182896256446838","0.5182896256446838","0.5182896256446838"
"88000","1.1401294469833374","1.1401294469833374","1.1401294469833374","1.573805570602417","1.573805570602417","1.573805570602417","0.7354966998100281","0.7354966998100281","0.7354966998100281","0.5709317326545715","0.5709317326545715","0.5709317326545715","0.46833163499832153","0.46833163499832153","0.46833163499832153","0.39863720536231995","0.39863720536231995","0.39863720536231995","0.5171550512313843","0.5171550512313843","0.5171550512313843"
"88100","1.142989993095398","1.142989993095398","1.142989993095398","1.5778971910476685","1.5778971910476685","1.5778971910476685","0.7339692711830139","0.7339692711830139","0.7339692711830139","0.5825865864753723","0.5825865864753723","0.5825865864753723","0.47350654006004333","0.47350654006004333","0.47350654006004333","0.3986194133758545","0.3986194133758545","0.3986194133758545","0.5153395533561707","0.5153395533561707","0.5153395533561707"
"88200","1.1502171754837036","1.1502171754837036","1.1502171754837036","1.5932093858718872","1.5932093858718872","1.5932093858718872","0.7439561486244202","0.7439561486244202","0.7439561486244202","0.5796430706977844","0.5796430706977844","0.5796430706977844","0.48190411925315857","0.48190411925315857","0.48190411925315857","0.40107840299606323","0.40107840299606323","0.40107840299606323","0.5207594037055969","0.5207594037055969","0.5207594037055969"
"88300","1.1461430788040161","1.1461430788040161","1.1461430788040161","1.5873031616210938","1.5873031616210938","1.5873031616210938","0.7425000071525574","0.7425000071525574","0.7425000071525574","0.5824321508407593","0.5824321508407593","0.5824321508407593","0.4821573495864868","0.4821573495864868","0.4821573495864868","0.3932264745235443","0.3932264745235443","0.3932264745235443","0.5153284668922424","0.5153284668922424","0.5153284668922424"
"88400","1.150121808052063","1.150121808052063","1.150121808052063","1.5883640050888062","1.5883640050888062","1.5883640050888062","0.7474359273910522","0.7474359273910522","0.7474359273910522","0.5829359292984009","0.5829359292984009","0.5829359292984009","0.4799361824989319","0.4799361824989319","0.4799361824989319","0.3973642587661743","0.3973642587661743","0.3973642587661743","0.5138947367668152","0.5138947367668152","0.5138947367668152"
"88500","1.1502948999404907","1.1502948999404907","1.1502948999404907","1.5955864191055298","1.5955864191055298","1.5955864191055298","0.7501422166824341","0.7501422166824341","0.7501422166824341","0.5847260355949402","0.5847260355949402","0.5847260355949402","0.4730689227581024","0.4730689227581024","0.4730689227581024","0.39551758766174316","0.39551758766174316","0.39551758766174316","0.5181401968002319","0.5181401968002319","0.5181401968002319"
"88600","1.1563177108764648","1.1563177108764648","1.1563177108764648","1.6060949563980103","1.6060949563980103","1.6060949563980103","0.7433345317840576","0.7433345317840576","0.7433345317840576","0.5837379693984985","0.5837379693984985","0.5837379693984985","0.4758979380130768","0.4758979380130768","0.4758979380130768","0.39252161979675293","0.39252161979675293","0.39252161979675293","0.5222904086112976","0.5222904086112976","0.5222904086112976"
"88700","1.1610057353973389","1.1610057353973389","1.1610057353973389","1.598647117614746","1.598647117614746","1.598647117614746","0.7536165118217468","0.7536165118217468","0.7536165118217468","0.5810655355453491","0.5810655355453491","0.5810655355453491","0.4812629222869873","0.4812629222869873","0.4812629222869873","0.3928469717502594","0.3928469717502594","0.3928469717502594","0.5160606503486633","0.5160606503486633","0.5160606503486633"
"88800","1.1624373197555542","1.1624373197555542","1.1624373197555542","1.6135519742965698","1.6135519742965698","1.6135519742965698","0.745717465877533","0.745717465877533","0.745717465877533","0.5837415456771851","0.5837415456771851","0.5837415456771851","0.4832080006599426","0.4832080006599426","0.4832080006599426","0.396133154630661","0.396133154630661","0.396133154630661","0.514980137348175","0.514980137348175","0.514980137348175"
"88900","1.1628140211105347","1.1628140211105347","1.1628140211105347","1.6195794343948364","1.6195794343948364","1.6195794343948364","0.7472503781318665","0.7472503781318665","0.7472503781318665","0.5786991715431213","0.5786991715431213","0.5786991715431213","0.4816230535507202","0.4816230535507202","0.4816230535507202","0.39802661538124084","0.39802661538124084","0.39802661538124084","0.5119619965553284","0.5119619965553284","0.5119619965553284"
"89000","1.164090633392334","1.164090633392334","1.164090633392334","1.6187533140182495","1.6187533140182495","1.6187533140182495","0.7468115091323853","0.7468115091323853","0.7468115091323853","0.5763654112815857","0.5763654112815857","0.5763654112815857","0.4815938472747803","0.4815938472747803","0.4815938472747803","0.40027663111686707","0.40027663111686707","0.40027663111686707","0.5162065625190735","0.5162065625190735","0.5162065625190735"
"89100","1.1738044023513794","1.1738044023513794","1.1738044023513794","1.6236236095428467","1.6236236095428467","1.6236236095428467","0.746724009513855","0.746724009513855","0.746724009513855","0.5812495946884155","0.5812495946884155","0.5812495946884155","0.4682700037956238","0.4682700037956238","0.4682700037956238","0.3917013108730316","0.3917013108730316","0.3917013108730316","0.523788571357727","0.523788571357727","0.523788571357727"
"89200","1.1734791994094849","1.1734791994094849","1.1734791994094849","1.6309564113616943","1.6309564113616943","1.6309564113616943","0.7494555711746216","0.7494555711746216","0.7494555711746216","0.5788999795913696","0.5788999795913696","0.5788999795913696","0.47230637073516846","0.47230637073516846","0.47230637073516846","0.3975420892238617","0.3975420892238617","0.3975420892238617","0.5119757652282715","0.5119757652282715","0.5119757652282715"
"89300","1.1731922626495361","1.1731922626495361","1.1731922626495361","1.6393252611160278","1.6393252611160278","1.6393252611160278","0.7516668438911438","0.7516668438911438","0.7516668438911438","0.5738227367401123","0.5738227367401123","0.5738227367401123","0.4856923222541809","0.4856923222541809","0.4856923222541809","0.40042561292648315","0.40042561292648315","0.40042561292648315","0.5142039060592651","0.5142039060592651","0.5142039060592651"
"89400","1.1667977571487427","1.1667977571487427","1.1667977571487427","1.627221941947937","1.627221941947937","1.627221941947937","0.7516275644302368","0.7516275644302368","0.7516275644302368","0.5826306939125061","0.5826306939125061","0.5826306939125061","0.48413291573524475","0.48413291573524475","0.48413291573524475","0.4018692076206207","0.4018692076206207","0.4018692076206207","0.513664960861206","0.513664960861206","0.513664960861206"
"89500","1.181932806968689","1.181932806968689","1.181932806968689","1.6252175569534302","1.6252175569534302","1.6252175569534302","0.7481248378753662","0.7481248378753662","0.7481248378753662","0.5860909819602966","0.5860909819602966","0.5860909819602966","0.48212310671806335","0.48212310671806335","0.48212310671806335","0.40226486325263977","0.40226486325263977","0.40226486325263977","0.5115821957588196","0.5115821957588196","0.5115821957588196"
"89600","1.177672266960144","1.177672266960144","1.177672266960144","1.6375782489776611","1.6375782489776611","1.6375782489776611","0.7582508325576782","0.7582508325576782","0.7582508325576782","0.588962972164154","0.588962972164154","0.588962972164154","0.47725120186805725","0.47725120186805725","0.47725120186805725","0.4053971767425537","0.4053971767425537","0.4053971767425537","0.50962895154953","0.50962895154953","0.50962895154953"
"89700","1.1826252937316895","1.1826252937316895","1.1826252937316895","1.643212080001831","1.643212080001831","1.643212080001831","0.7622871398925781","0.7622871398925781","0.7622871398925781","0.5886769890785217","0.5886769890785217","0.5886769890785217","0.4809334874153137","0.4809334874153137","0.4809334874153137","0.4028385579586029","0.4028385579586029","0.4028385579586029","0.5109187960624695","0.5109187960624695","0.5109187960624695"
"89800","1.1793856620788574","1.1793856620788574","1.1793856620788574","1.6439273357391357","1.6439273357391357","1.6439273357391357","0.7633123993873596","0.7633123993873596","0.7633123993873596","0.5865554809570312","0.5865554809570312","0.5865554809570312","0.4852977395057678","0.4852977395057678","0.4852977395057678","0.4051400423049927","0.4051400423049927","0.4051400423049927","0.5192084312438965","0.5192084312438965","0.5192084312438965"
"89900","1.1824208498001099","1.1824208498001099","1.1824208498001099","1.6429133415222168","1.6429133415222168","1.6429133415222168","0.7642634510993958","0.7642634510993958","0.7642634510993958","0.5866600871086121","0.5866600871086121","0.5866600871086121","0.4856477975845337","0.4856477975845337","0.4856477975845337","0.40404507517814636","0.40404507517814636","0.40404507517814636","0.512072741985321","0.512072741985321","0.512072741985321"
"90000","1.1873879432678223","1.1873879432678223","1.1873879432678223","1.6532272100448608","1.6532272100448608","1.6532272100448608","0.763273298740387","0.763273298740387","0.763273298740387","0.5868518352508545","0.5868518352508545","0.5868518352508545","0.48635998368263245","0.48635998368263245","0.48635998368263245","0.40330877900123596","0.40330877900123596","0.40330877900123596","0.5135123133659363","0.5135123133659363","0.5135123133659363"
"90100","1.1948943138122559","1.1948943138122559","1.1948943138122559","1.6666131019592285","1.6666131019592285","1.6666131019592285","0.7680326104164124","0.7680326104164124","0.7680326104164124","0.5876002311706543","0.5876002311706543","0.5876002311706543","0.4829872250556946","0.4829872250556946","0.4829872250556946","0.40664517879486084","0.40664517879486084","0.40664517879486084","0.5103970170021057","0.5103970170021057","0.5103970170021057"
"90200","1.1870156526565552","1.1870156526565552","1.1870156526565552","1.6582989692687988","1.6582989692687988","1.6582989692687988","0.7681533694267273","0.7681533694267273","0.7681533694267273","0.5874176025390625","0.5874176025390625","0.5874176025390625","0.4852105677127838","0.4852105677127838","0.4852105677127838","0.4050922095775604","0.4050922095775604","0.4050922095775604","0.5101464986801147","0.5101464986801147","0.5101464986801147"
"90300","1.2045174837112427","1.2045174837112427","1.2045174837112427","1.6667263507843018","1.6667263507843018","1.6667263507843018","0.7654461860656738","0.7654461860656738","0.7654461860656738","0.5855395793914795","0.5855395793914795","0.5855395793914795","0.4832889437675476","0.4832889437675476","0.4832889437675476","0.4057266116142273","0.4057266116142273","0.4057266116142273","0.5146080255508423","0.5146080255508423","0.5146080255508423"
"90400","1.1979432106018066","1.1979432106018066","1.1979432106018066","1.662329077720642","1.662329077720642","1.662329077720642","0.7690691947937012","0.7690691947937012","0.7690691947937012","0.5846940279006958","0.5846940279006958","0.5846940279006958","0.48164916038513184","0.48164916038513184","0.48164916038513184","0.40223342180252075","0.40223342180252075","0.40223342180252075","0.5173592567443848","0.5173592567443848","0.5173592567443848"
"90500","1.2024950981140137","1.2024950981140137","1.2024950981140137","1.6714138984680176","1.6714138984680176","1.6714138984680176","0.770558774471283","0.770558774471283","0.770558774471283","0.5897153615951538","0.5897153615951538","0.5897153615951538","0.4830418825149536","0.4830418825149536","0.4830418825149536","0.4047163128852844","0.4047163128852844","0.4047163128852844","0.5140542984008789","0.5140542984008789","0.5140542984008789"
"90600","1.204740047454834","1.204740047454834","1.204740047454834","1.6787304878234863","1.6787304878234863","1.6787304878234863","0.7680773735046387","0.7680773735046387","0.7680773735046387","0.5914783477783203","0.5914783477783203","0.5914783477783203","0.48302608728408813","0.48302608728408813","0.48302608728408813","0.3944128155708313","0.3944128155708313","0.3944128155708313","0.5142534375190735","0.5142534375190735","0.5142534375190735"
"90700","1.2082840204238892","1.2082840204238892","1.2082840204238892","1.693485140800476","1.693485140800476","1.693485140800476","0.7721013426780701","0.7721013426780701","0.7721013426780701","0.5949307084083557","0.5949307084083557","0.5949307084083557","0.4784233868122101","0.4784233868122101","0.4784233868122101","0.3993818163871765","0.3993818163871765","0.3993818163871765","0.5133780837059021","0.5133780837059021","0.5133780837059021"
"90800","1.2136013507843018","1.2136013507843018","1.2136013507843018","1.679840087890625","1.679840087890625","1.679840087890625","0.7719522714614868","0.7719522714614868","0.7719522714614868","0.597567617893219","0.597567617893219","0.597567617893219","0.4762634336948395","0.4762634336948395","0.4762634336948395","0.40110519528388977","0.40110519528388977","0.40110519528388977","0.5145905017852783","0.5145905017852783","0.5145905017852783"
"90900","1.215382695198059","1.215382695198059","1.215382695198059","1.6907627582550049","1.6907627582550049","1.6907627582550049","0.7751896381378174","0.7751896381378174","0.7751896381378174","0.5914496779441833","0.5914496779441833","0.5914496779441833","0.4829472005367279","0.4829472005367279","0.4829472005367279","0.39478668570518494","0.39478668570518494","0.39478668570518494","0.522482693195343","0.522482693195343","0.522482693195343"
"91000","1.2184605598449707","1.2184605598449707","1.2184605598449707","1.6927986145019531","1.6927986145019531","1.6927986145019531","0.7736685872077942","0.7736685872077942","0.7736685872077942","0.5916364192962646","0.5916364192962646","0.5916364192962646","0.48554855585098267","0.48554855585098267","0.48554855585098267","0.3918522596359253","0.3918522596359253","0.3918522596359253","0.5160231590270996","0.5160231590270996","0.5160231590270996"
"91100","1.2190948724746704","1.2190948724746704","1.2190948724746704","1.6984442472457886","1.6984442472457886","1.6984442472457886","0.7761150598526001","0.7761150598526001","0.7761150598526001","0.5871920585632324","0.5871920585632324","0.5871920585632324","0.4890439510345459","0.4890439510345459","0.4890439510345459","0.3970697522163391","0.3970697522163391","0.3970697522163391","0.5162057876586914","0.5162057876586914","0.5162057876586914"
"91200","1.2181859016418457","1.2181859016418457","1.2181859016418457","1.7010471820831299","1.7010471820831299","1.7010471820831299","0.7827205061912537","0.7827205061912537","0.7827205061912537","0.584042489528656","0.584042489528656","0.584042489528656","0.48983052372932434","0.48983052372932434","0.48983052372932434","0.3971186578273773","0.3971186578273773","0.3971186578273773","0.5150451064109802","0.5150451064109802","0.5150451064109802"
"91300","1.2224540710449219","1.2224540710449219","1.2224540710449219","1.7129135131835938","1.7129135131835938","1.7129135131835938","0.782157301902771","0.782157301902771","0.782157301902771","0.5849146246910095","0.5849146246910095","0.5849146246910095","0.4847794771194458","0.4847794771194458","0.4847794771194458","0.39475008845329285","0.39475008845329285","0.39475008845329285","0.5130605101585388","0.5130605101585388","0.5130605101585388"
"91400","1.21628999710083","1.21628999710083","1.21628999710083","1.7082710266113281","1.7082710266113281","1.7082710266113281","0.7856761813163757","0.7856761813163757","0.7856761813163757","0.593151867389679","0.593151867389679","0.593151867389679","0.48789340257644653","0.48789340257644653","0.48789340257644653","0.3935178816318512","0.3935178816318512","0.3935178816318512","0.5123257637023926","0.5123257637023926","0.5123257637023926"
"91500","1.2284388542175293","1.2284388542175293","1.2284388542175293","1.7038853168487549","1.7038853168487549","1.7038853168487549","0.7875219583511353","0.7875219583511353","0.7875219583511353","0.595964252948761","0.595964252948761","0.595964252948761","0.48549437522888184","0.48549437522888184","0.48549437522888184","0.39859142899513245","0.39859142899513245","0.39859142899513245","0.5084361433982849","0.5084361433982849","0.5084361433982849"
"91600","1.2258667945861816","1.2258667945861816","1.2258667945861816","1.7147880792617798","1.7147880792617798","1.7147880792617798","0.790473997592926","0.790473997592926","0.790473997592926","0.5935337543487549","0.5935337543487549","0.5935337543487549","0.4845728278160095","0.4845728278160095","0.4845728278160095","0.40132859349250793","0.40132859349250793","0.40132859349250793","0.5053085684776306","0.5053085684776306","0.5053085684776306"
"91700","1.2298088073730469","1.2298088073730469","1.2298088073730469","1.7136526107788086","1.7136526107788086","1.7136526107788086","0.7845817804336548","0.7845817804336548","0.7845817804336548","0.5965045690536499","0.5965045690536499","0.5965045690536499","0.48436304926872253","0.48436304926872253","0.48436304926872253","0.3985147178173065","0.3985147178173065","0.3985147178173065","0.5032357573509216","0.5032357573509216","0.5032357573509216"
"91800","1.2349979877471924","1.2349979877471924","1.2349979877471924","1.7227636575698853","1.7227636575698853","1.7227636575698853","0.7915239930152893","0.7915239930152893","0.7915239930152893","0.5969314575195312","0.5969314575195312","0.5969314575195312","0.48389533162117004","0.48389533162117004","0.48389533162117004","0.39760223031044006","0.39760223031044006","0.39760223031044006","0.5044214129447937","0.5044214129447937","0.5044214129447937"
"91900","1.2394977807998657","1.2394977807998657","1.2394977807998657","1.7270818948745728","1.7270818948745728","1.7270818948745728","0.7908764481544495","0.7908764481544495","0.7908764481544495","0.6001386046409607","0.6001386046409607","0.6001386046409607","0.4882730543613434","0.4882730543613434","0.4882730543613434","0.4009871780872345","0.4009871780872345","0.4009871780872345","0.5068878531455994","0.5068878531455994","0.5068878531455994"
"92000","1.241165041923523","1.241165041923523","1.241165041923523","1.7225220203399658","1.7225220203399658","1.7225220203399658","0.7880036234855652","0.7880036234855652","0.7880036234855652","0.6022346019744873","0.6022346019744873","0.6022346019744873","0.4905664324760437","0.4905664324760437","0.4905664324760437","0.3995431959629059","0.3995431959629059","0.3995431959629059","0.5106863975524902","0.5106863975524902","0.5106863975524902"
"92100","1.2401442527770996","1.2401442527770996","1.2401442527770996","1.7372841835021973","1.7372841835021973","1.7372841835021973","0.7866854667663574","0.7866854667663574","0.7866854667663574","0.5975235104560852","0.5975235104560852","0.5975235104560852","0.4907985329627991","0.4907985329627991","0.4907985329627991","0.40309539437294006","0.40309539437294006","0.40309539437294006","0.5141602754592896","0.5141602754592896","0.5141602754592896"
"92200","1.238633394241333","1.238633394241333","1.238633394241333","1.7447856664657593","1.7447856664657593","1.7447856664657593","0.7879937887191772","0.7879937887191772","0.7879937887191772","0.600753128528595","0.600753128528595","0.600753128528595","0.48884135484695435","0.48884135484695435","0.48884135484695435","0.4031203091144562","0.4031203091144562","0.4031203091144562","0.518207848072052","0.518207848072052","0.518207848072052"
"92300","1.2502126693725586","1.2502126693725586","1.2502126693725586","1.750702977180481","1.750702977180481","1.750702977180481","0.7909138202667236","0.7909138202667236","0.7909138202667236","0.6031410098075867","0.6031410098075867","0.6031410098075867","0.4898425340652466","0.4898425340652466","0.4898425340652466","0.4027847945690155","0.4027847945690155","0.4027847945690155","0.5208127498626709","0.5208127498626709","0.5208127498626709"
"92400","1.251110553741455","1.251110553741455","1.251110553741455","1.7437787055969238","1.7437787055969238","1.7437787055969238","0.7932069301605225","0.7932069301605225","0.7932069301605225","0.6044850945472717","0.6044850945472717","0.6044850945472717","0.49029967188835144","0.49029967188835144","0.49029967188835144","0.40499183535575867","0.40499183535575867","0.40499183535575867","0.5180526375770569","0.5180526375770569","0.5180526375770569"
"92500","1.2537556886672974","1.2537556886672974","1.2537556886672974","1.7419482469558716","1.7419482469558716","1.7419482469558716","0.7937624454498291","0.7937624454498291","0.7937624454498291","0.6050982475280762","0.6050982475280762","0.6050982475280762","0.48984742164611816","0.48984742164611816","0.48984742164611816","0.404562771320343","0.404562771320343","0.404562771320343","0.5213742852210999","0.5213742852210999","0.5213742852210999"
"92600","1.2506879568099976","1.2506879568099976","1.2506879568099976","1.7484943866729736","1.7484943866729736","1.7484943866729736","0.7954156994819641","0.7954156994819641","0.7954156994819641","0.6061208248138428","0.6061208248138428","0.6061208248138428","0.4828410744667053","0.4828410744667053","0.4828410744667053","0.4007546901702881","0.4007546901702881","0.4007546901702881","0.5113029479980469","0.5113029479980469","0.5113029479980469"
"92700","1.2510292530059814","1.2510292530059814","1.2510292530059814","1.7518246173858643","1.7518246173858643","1.7518246173858643","0.7994175553321838","0.7994175553321838","0.7994175553321838","0.6054050326347351","0.6054050326347351","0.6054050326347351","0.4787687659263611","0.4787687659263611","0.4787687659263611","0.3962235748767853","0.3962235748767853","0.3962235748767853","0.5098236203193665","0.5098236203193665","0.5098236203193665"
"92800","1.2609853744506836","1.2609853744506836","1.2609853744506836","1.7666749954223633","1.7666749954223633","1.7666749954223633","0.7980000376701355","0.7980000376701355","0.7980000376701355","0.6076762676239014","0.6076762676239014","0.6076762676239014","0.48497676849365234","0.48497676849365234","0.48497676849365234","0.39520785212516785","0.39520785212516785","0.39520785212516785","0.5100917220115662","0.5100917220115662","0.5100917220115662"
"92900","1.2665722370147705","1.2665722370147705","1.2665722370147705","1.7736635208129883","1.7736635208129883","1.7736635208129883","0.8003793954849243","0.8003793954849243","0.8003793954849243","0.6041219234466553","0.6041219234466553","0.6041219234466553","0.48342907428741455","0.48342907428741455","0.48342907428741455","0.4017421007156372","0.4017421007156372","0.4017421007156372","0.5045657753944397","0.5045657753944397","0.5045657753944397"
"93000","1.2726045846939087","1.2726045846939087","1.2726045846939087","1.7689257860183716","1.7689257860183716","1.7689257860183716","0.7981886267662048","0.7981886267662048","0.7981886267662048","0.6058389544487","0.6058389544487","0.6058389544487","0.48486244678497314","0.48486244678497314","0.48486244678497314","0.39739739894866943","0.39739739894866943","0.39739739894866943","0.5089561343193054","0.5089561343193054","0.5089561343193054"
"93100","1.267225742340088","1.267225742340088","1.267225742340088","1.7683453559875488","1.7683453559875488","1.7683453559875488","0.797844409942627","0.797844409942627","0.797844409942627","0.6064455509185791","0.6064455509185791","0.6064455509185791","0.4854007959365845","0.4854007959365845","0.4854007959365845","0.398666113615036","0.398666113615036","0.398666113615036","0.5109342336654663","0.5109342336654663","0.5109342336654663"
"93200","1.2676117420196533","1.2676117420196533","1.2676117420196533","1.7830697298049927","1.7830697298049927","1.7830697298049927","0.8055766224861145","0.8055766224861145","0.8055766224861145","0.6089466214179993","0.6089466214179993","0.6089466214179993","0.48294273018836975","0.48294273018836975","0.48294273018836975","0.4004864990711212","0.4004864990711212","0.4004864990711212","0.5081012845039368","0.5081012845039368","0.5081012845039368"
"93300","1.2700406312942505","1.2700406312942505","1.2700406312942505","1.7828747034072876","1.7828747034072876","1.7828747034072876","0.811252772808075","0.811252772808075","0.811252772808075","0.6096904873847961","0.6096904873847961","0.6096904873847961","0.4860092103481293","0.4860092103481293","0.4860092103481293","0.40400174260139465","0.40400174260139465","0.40400174260139465","0.49946993589401245","0.49946993589401245","0.49946993589401245"
"93400","1.2715754508972168","1.2715754508972168","1.2715754508972168","1.7940789461135864","1.7940789461135864","1.7940789461135864","0.8073602318763733","0.8073602318763733","0.8073602318763733","0.6062999963760376","0.6062999963760376","0.6062999963760376","0.484689325094223","0.484689325094223","0.484689325094223","0.40050575137138367","0.40050575137138367","0.40050575137138367","0.5074403285980225","0.5074403285980225","0.5074403285980225"
"93500","1.2769907712936401","1.2769907712936401","1.2769907712936401","1.7884833812713623","1.7884833812713623","1.7884833812713623","0.8085039258003235","0.8085039258003235","0.8085039258003235","0.6067347526550293","0.6067347526550293","0.6067347526550293","0.4760855734348297","0.4760855734348297","0.4760855734348297","0.4025683104991913","0.4025683104991913","0.4025683104991913","0.5082685351371765","0.5082685351371765","0.5082685351371765"
"93600","1.2807475328445435","1.2807475328445435","1.2807475328445435","1.8032324314117432","1.8032324314117432","1.8032324314117432","0.8028374314308167","0.8028374314308167","0.8028374314308167","0.6134735345840454","0.6134735345840454","0.6134735345840454","0.4821357727050781","0.4821357727050781","0.4821357727050781","0.4036438763141632","0.4036438763141632","0.4036438763141632","0.5162342190742493","0.5162342190742493","0.5162342190742493"
"93700","1.2851495742797852","1.2851495742797852","1.2851495742797852","1.806174635887146","1.806174635887146","1.806174635887146","0.8082348108291626","0.8082348108291626","0.8082348108291626","0.612789511680603","0.612789511680603","0.612789511680603","0.49240007996559143","0.49240007996559143","0.49240007996559143","0.40494537353515625","0.40494537353515625","0.40494537353515625","0.5182965993881226","0.5182965993881226","0.5182965993881226"
"93800","1.2822043895721436","1.2822043895721436","1.2822043895721436","1.8022994995117188","1.8022994995117188","1.8022994995117188","0.8054704070091248","0.8054704070091248","0.8054704070091248","0.6147346496582031","0.6147346496582031","0.6147346496582031","0.4840690493583679","0.4840690493583679","0.4840690493583679","0.4059283435344696","0.4059283435344696","0.4059283435344696","0.5136645436286926","0.5136645436286926","0.5136645436286926"
"93900","1.2880275249481201","1.2880275249481201","1.2880275249481201","1.7948452234268188","1.7948452234268188","1.7948452234268188","0.8084400296211243","0.8084400296211243","0.8084400296211243","0.612089216709137","0.612089216709137","0.612089216709137","0.4920218288898468","0.4920218288898468","0.4920218288898468","0.40365341305732727","0.40365341305732727","0.40365341305732727","0.5149816870689392","0.5149816870689392","0.5149816870689392"
"94000","1.2939212322235107","1.2939212322235107","1.2939212322235107","1.8102935552597046","1.8102935552597046","1.8102935552597046","0.8157654404640198","0.8157654404640198","0.8157654404640198","0.6097641587257385","0.6097641587257385","0.6097641587257385","0.4919651448726654","0.4919651448726654","0.4919651448726654","0.4010758101940155","0.4010758101940155","0.4010758101940155","0.5188813209533691","0.5188813209533691","0.5188813209533691"
"94100","1.2941372394561768","1.2941372394561768","1.2941372394561768","1.8064749240875244","1.8064749240875244","1.8064749240875244","0.8111217021942139","0.8111217021942139","0.8111217021942139","0.604758620262146","0.604758620262146","0.604758620262146","0.49343734979629517","0.49343734979629517","0.49343734979629517","0.404212087392807","0.404212087392807","0.404212087392807","0.5218440890312195","0.5218440890312195","0.5218440890312195"
"94200","1.2961474657058716","1.2961474657058716","1.2961474657058716","1.8025776147842407","1.8025776147842407","1.8025776147842407","0.8081042766571045","0.8081042766571045","0.8081042766571045","0.6071007251739502","0.6071007251739502","0.6071007251739502","0.4940723478794098","0.4940723478794098","0.4940723478794098","0.4039975702762604","0.4039975702762604","0.4039975702762604","0.5171511173248291","0.5171511173248291","0.5171511173248291"
"94300","1.2986674308776855","1.2986674308776855","1.2986674308776855","1.8158979415893555","1.8158979415893555","1.8158979415893555","0.8159868717193604","0.8159868717193604","0.8159868717193604","0.6106974482536316","0.6106974482536316","0.6106974482536316","0.49343910813331604","0.49343910813331604","0.49343910813331604","0.40376079082489014","0.40376079082489014","0.40376079082489014","0.5179906487464905","0.5179906487464905","0.5179906487464905"
