"Step","1873380_2 - similarity_cb0_max","1873380_2 - similarity_cb0_max__MIN","1873380_2 - similarity_cb0_max__MAX","4395274 - similarity_cb0_max","4395274 - similarity_cb0_max__MIN","4395274 - similarity_cb0_max__MAX","1940028_1 - similarity_cb0_max","1940028_1 - similarity_cb0_max__MIN","1940028_1 - similarity_cb0_max__MAX","4520555_1 - similarity_cb0_max","4520555_1 - similarity_cb0_max__MIN","4520555_1 - similarity_cb0_max__MAX","2536305_1 - similarity_cb0_max","2536305_1 - similarity_cb0_max__MIN","2536305_1 - similarity_cb0_max__MAX","2536333_1 - similarity_cb0_max","2536333_1 - similarity_cb0_max__MIN","2536333_1 - similarity_cb0_max__MAX","1940035_0 - similarity_cb0_max","1940035_0 - similarity_cb0_max__MIN","1940035_0 - similarity_cb0_max__MAX"
"5000","0.8576499819755554","0.8576499819755554","0.8576499819755554","0.8580350875854492","0.8580350875854492","0.8580350875854492","0.8514455556869507","0.8514455556869507","0.8514455556869507","0.8497990369796753","0.8497990369796753","0.8497990369796753","0.8492826223373413","0.8492826223373413","0.8492826223373413","0.8501417636871338","0.8501417636871338","0.8501417636871338","0.8502998948097229","0.8502998948097229","0.8502998948097229"
"5100","0.8576499223709106","0.8576499223709106","0.8576499223709106","0.8580818176269531","0.8580818176269531","0.8580818176269531","0.8514363765716553","0.8514363765716553","0.8514363765716553","0.849737823009491","0.849737823009491","0.849737823009491","0.8493174314498901","0.8493174314498901","0.8493174314498901","0.8501114845275879","0.8501114845275879","0.8501114845275879","0.8503020405769348","0.8503020405769348","0.8503020405769348"
"5200","0.8576498031616211","0.8576498031616211","0.8576498031616211","0.8581722974777222","0.8581722974777222","0.8581722974777222","0.8514195084571838","0.8514195084571838","0.8514195084571838","0.8497105836868286","0.8497105836868286","0.8497105836868286","0.8492932915687561","0.8492932915687561","0.8492932915687561","0.8500784635543823","0.8500784635543823","0.8500784635543823","0.8503016233444214","0.8503016233444214","0.8503016233444214"
"5300","0.8576496839523315","0.8576496839523315","0.8576496839523315","0.8582133054733276","0.8582133054733276","0.8582133054733276","0.8513047695159912","0.8513047695159912","0.8513047695159912","0.8496202826499939","0.8496202826499939","0.8496202826499939","0.8492752313613892","0.8492752313613892","0.8492752313613892","0.8500651121139526","0.8500651121139526","0.8500651121139526","0.8503024578094482","0.8503024578094482","0.8503024578094482"
"5400","0.8576496839523315","0.8576496839523315","0.8576496839523315","0.8582116365432739","0.8582116365432739","0.8582116365432739","0.8511975407600403","0.8511975407600403","0.8511975407600403","0.8496198654174805","0.8496198654174805","0.8496198654174805","0.8492426872253418","0.8492426872253418","0.8492426872253418","0.850018322467804","0.850018322467804","0.850018322467804","0.8503036499023438","0.8503036499023438","0.8503036499023438"
"5500","0.857718825340271","0.857718825340271","0.857718825340271","0.8583956956863403","0.8583956956863403","0.8583956956863403","0.8511186838150024","0.8511186838150024","0.8511186838150024","0.8495724201202393","0.8495724201202393","0.8495724201202393","0.8492836952209473","0.8492836952209473","0.8492836952209473","0.8499804735183716","0.8499804735183716","0.8499804735183716","0.8503048419952393","0.8503048419952393","0.8503048419952393"
"5600","0.8577196002006531","0.8577196002006531","0.8577196002006531","0.8583754301071167","0.8583754301071167","0.8583754301071167","0.8511923551559448","0.8511923551559448","0.8511923551559448","0.84955233335495","0.84955233335495","0.84955233335495","0.8493433594703674","0.8493433594703674","0.8493433594703674","0.8498777747154236","0.8498777747154236","0.8498777747154236","0.8503097295761108","0.8503097295761108","0.8503097295761108"
"5700","0.8577196598052979","0.8577196598052979","0.8577196598052979","0.8583755493164062","0.8583755493164062","0.8583755493164062","0.8512450456619263","0.8512450456619263","0.8512450456619263","0.8495173454284668","0.8495173454284668","0.8495173454284668","0.8493329286575317","0.8493329286575317","0.8493329286575317","0.8498739004135132","0.8498739004135132","0.8498739004135132","0.8503089547157288","0.8503089547157288","0.8503089547157288"
"5800","0.8577628135681152","0.8577628135681152","0.8577628135681152","0.8583851456642151","0.8583851456642151","0.8583851456642151","0.8513966202735901","0.8513966202735901","0.8513966202735901","0.849535346031189","0.849535346031189","0.849535346031189","0.8492774367332458","0.8492774367332458","0.8492774367332458","0.8498040437698364","0.8498040437698364","0.8498040437698364","0.8503077030181885","0.8503077030181885","0.8503077030181885"
"5900","0.8577631711959839","0.8577631711959839","0.8577631711959839","0.8583874106407166","0.8583874106407166","0.8583874106407166","0.8514089584350586","0.8514089584350586","0.8514089584350586","0.8494720458984375","0.8494720458984375","0.8494720458984375","0.8493446707725525","0.8493446707725525","0.8493446707725525","0.8497620224952698","0.8497620224952698","0.8497620224952698","0.8503066301345825","0.8503066301345825","0.8503066301345825"
"6000","0.8577630519866943","0.8577630519866943","0.8577630519866943","0.8584119081497192","0.8584119081497192","0.8584119081497192","0.8515517115592957","0.8515517115592957","0.8515517115592957","0.8494139313697815","0.8494139313697815","0.8494139313697815","0.8493749499320984","0.8493749499320984","0.8493749499320984","0.8497553467750549","0.8497553467750549","0.8497553467750549","0.8503046035766602","0.8503046035766602","0.8503046035766602"
"6100","0.8577629923820496","0.8577629923820496","0.8577629923820496","0.8584964871406555","0.8584964871406555","0.8584964871406555","0.8517165184020996","0.8517165184020996","0.8517165184020996","0.8494315147399902","0.8494315147399902","0.8494315147399902","0.8494431972503662","0.8494431972503662","0.8494431972503662","0.8498374223709106","0.8498374223709106","0.8498374223709106","0.8503053188323975","0.8503053188323975","0.8503053188323975"
"6200","0.8577629327774048","0.8577629327774048","0.8577629327774048","0.8584966659545898","0.8584966659545898","0.8584966659545898","0.8518737554550171","0.8518737554550171","0.8518737554550171","0.8495138883590698","0.8495138883590698","0.8495138883590698","0.8495245575904846","0.8495245575904846","0.8495245575904846","0.8499358892440796","0.8499358892440796","0.8499358892440796","0.8503061532974243","0.8503061532974243","0.8503061532974243"
"6300","0.8577629923820496","0.8577629923820496","0.8577629923820496","0.8583444952964783","0.8583444952964783","0.8583444952964783","0.8520172834396362","0.8520172834396362","0.8520172834396362","0.8494535684585571","0.8494535684585571","0.8494535684585571","0.8495546579360962","0.8495546579360962","0.8495546579360962","0.8500181436538696","0.8500181436538696","0.8500181436538696","0.8503050804138184","0.8503050804138184","0.8503050804138184"
"6400","0.8577629923820496","0.8577629923820496","0.8577629923820496","0.8583430051803589","0.8583430051803589","0.8583430051803589","0.8521932363510132","0.8521932363510132","0.8521932363510132","0.8493989109992981","0.8493989109992981","0.8493989109992981","0.8496237993240356","0.8496237993240356","0.8496237993240356","0.8501049280166626","0.8501049280166626","0.8501049280166626","0.8503050208091736","0.8503050208091736","0.8503050208091736"
"6500","0.8577631115913391","0.8577631115913391","0.8577631115913391","0.8583430051803589","0.8583430051803589","0.8583430051803589","0.8523101806640625","0.8523101806640625","0.8523101806640625","0.8493791818618774","0.8493791818618774","0.8493791818618774","0.8496339321136475","0.8496339321136475","0.8496339321136475","0.8501494526863098","0.8501494526863098","0.8501494526863098","0.850305438041687","0.850305438041687","0.850305438041687"
"6600","0.8577632904052734","0.8577632904052734","0.8577632904052734","0.8583430647850037","0.8583430647850037","0.8583430647850037","0.8523091673851013","0.8523091673851013","0.8523091673851013","0.8493233919143677","0.8493233919143677","0.8493233919143677","0.8496854305267334","0.8496854305267334","0.8496854305267334","0.8502311706542969","0.8502311706542969","0.8502311706542969","0.8503099083900452","0.8503099083900452","0.8503099083900452"
"6700","0.857763409614563","0.857763409614563","0.857763409614563","0.8583430647850037","0.8583430647850037","0.8583430647850037","0.8523216247558594","0.8523216247558594","0.8523216247558594","0.849431037902832","0.849431037902832","0.849431037902832","0.8497484922409058","0.8497484922409058","0.8497484922409058","0.8502739071846008","0.8502739071846008","0.8502739071846008","0.8503125905990601","0.8503125905990601","0.8503125905990601"
"6800","0.857763409614563","0.857763409614563","0.857763409614563","0.8583431243896484","0.8583431243896484","0.8583431243896484","0.8523733615875244","0.8523733615875244","0.8523733615875244","0.8494645357131958","0.8494645357131958","0.8494645357131958","0.8497309684753418","0.8497309684753418","0.8497309684753418","0.8502903580665588","0.8502903580665588","0.8502903580665588","0.8503122329711914","0.8503122329711914","0.8503122329711914"
