"Step","1873380_2 - similarity_cb1_max","1873380_2 - similarity_cb1_max__MIN","1873380_2 - similarity_cb1_max__MAX","4395274 - similarity_cb1_max","4395274 - similarity_cb1_max__MIN","4395274 - similarity_cb1_max__MAX","1940028_1 - similarity_cb1_max","1940028_1 - similarity_cb1_max__MIN","1940028_1 - similarity_cb1_max__MAX","4520555_1 - similarity_cb1_max","4520555_1 - similarity_cb1_max__MIN","4520555_1 - similarity_cb1_max__MAX","2536305_1 - similarity_cb1_max","2536305_1 - similarity_cb1_max__MIN","2536305_1 - similarity_cb1_max__MAX","2536333_1 - similarity_cb1_max","2536333_1 - similarity_cb1_max__MIN","2536333_1 - similarity_cb1_max__MAX","1940035_0 - similarity_cb1_max","1940035_0 - similarity_cb1_max__MIN","1940035_0 - similarity_cb1_max__MAX"
"100","0.8585066795349121","0.8585066795349121","0.8585066795349121","0.8585149049758911","0.8585149049758911","0.8585149049758911","0.8584679961204529","0.8584679961204529","0.8584679961204529","0.8584554195404053","0.8584554195404053","0.8584554195404053","0.858448326587677","0.858448326587677","0.858448326587677","0.8584438562393188","0.8584438562393188","0.8584438562393188","0.8584393262863159","0.8584393262863159","0.8584393262863159"
"200","0.8585336208343506","0.8585336208343506","0.8585336208343506","0.8585562705993652","0.8585562705993652","0.8585562705993652","0.8584924936294556","0.8584924936294556","0.8584924936294556","0.8584835529327393","0.8584835529327393","0.8584835529327393","0.8584649562835693","0.8584649562835693","0.8584649562835693","0.8584530353546143","0.8584530353546143","0.8584530353546143","0.858439564704895","0.858439564704895","0.858439564704895"
"300","0.8585434556007385","0.8585434556007385","0.8585434556007385","0.8585593700408936","0.8585593700408936","0.8585593700408936","0.8585095405578613","0.8585095405578613","0.8585095405578613","0.8585034608840942","0.8585034608840942","0.8585034608840942","0.8584792613983154","0.8584792613983154","0.8584792613983154","0.8584643602371216","0.8584643602371216","0.8584643602371216","0.8584395051002502","0.8584395051002502","0.8584395051002502"
"400","0.8585727214813232","0.8585727214813232","0.8585727214813232","0.8585737943649292","0.8585737943649292","0.8585737943649292","0.8585168719291687","0.8585168719291687","0.8585168719291687","0.8585125803947449","0.8585125803947449","0.8585125803947449","0.8584896922111511","0.8584896922111511","0.8584896922111511","0.8584762811660767","0.8584762811660767","0.8584762811660767","0.8584401607513428","0.8584401607513428","0.8584401607513428"
"500","0.8585200309753418","0.8585200309753418","0.8585200309753418","0.8585463762283325","0.8585463762283325","0.8585463762283325","0.8585240244865417","0.8585240244865417","0.8585240244865417","0.858522355556488","0.858522355556488","0.858522355556488","0.858500063419342","0.858500063419342","0.858500063419342","0.8584846258163452","0.8584846258163452","0.8584846258163452","0.8584416508674622","0.8584416508674622","0.8584416508674622"
"600","0.8584802150726318","0.8584802150726318","0.8584802150726318","0.8585759401321411","0.8585759401321411","0.8585759401321411","0.8585087060928345","0.8585087060928345","0.8585087060928345","0.8585305213928223","0.8585305213928223","0.8585305213928223","0.8585137128829956","0.8585137128829956","0.8585137128829956","0.8584932088851929","0.8584932088851929","0.8584932088851929","0.8584430813789368","0.8584430813789368","0.8584430813789368"
"700","0.8585445880889893","0.8585445880889893","0.8585445880889893","0.8585818409919739","0.8585818409919739","0.8585818409919739","0.858505368232727","0.858505368232727","0.858505368232727","0.8585374355316162","0.8585374355316162","0.8585374355316162","0.8585159778594971","0.8585159778594971","0.8585159778594971","0.8585032224655151","0.8585032224655151","0.8585032224655151","0.8584447503089905","0.8584447503089905","0.8584447503089905"
"800","0.8587019443511963","0.8587019443511963","0.8587019443511963","0.8586008548736572","0.8586008548736572","0.8586008548736572","0.8584840297698975","0.8584840297698975","0.8584840297698975","0.8585398197174072","0.8585398197174072","0.8585398197174072","0.8585120439529419","0.8585120439529419","0.8585120439529419","0.8585005402565002","0.8585005402565002","0.8585005402565002","0.8584469556808472","0.8584469556808472","0.8584469556808472"
"900","0.8588591814041138","0.8588591814041138","0.8588591814041138","0.858539879322052","0.858539879322052","0.858539879322052","0.8584620952606201","0.8584620952606201","0.8584620952606201","0.8585337400436401","0.8585337400436401","0.8585337400436401","0.8585218191146851","0.8585218191146851","0.8585218191146851","0.8585060834884644","0.8585060834884644","0.8585060834884644","0.8584496378898621","0.8584496378898621","0.8584496378898621"
"1000","0.8589221239089966","0.8589221239089966","0.8589221239089966","0.8583856225013733","0.8583856225013733","0.8583856225013733","0.8584935069084167","0.8584935069084167","0.8584935069084167","0.8585417866706848","0.8585417866706848","0.8585417866706848","0.8585238456726074","0.8585238456726074","0.8585238456726074","0.8585124015808105","0.8585124015808105","0.8585124015808105","0.8584524989128113","0.8584524989128113","0.8584524989128113"
"1100","0.8589732646942139","0.8589732646942139","0.8589732646942139","0.8583183884620667","0.8583183884620667","0.8583183884620667","0.8585201501846313","0.8585201501846313","0.8585201501846313","0.8585471510887146","0.8585471510887146","0.8585471510887146","0.8585153222084045","0.8585153222084045","0.8585153222084045","0.8585218191146851","0.8585218191146851","0.8585218191146851","0.8584562540054321","0.8584562540054321","0.8584562540054321"
"1200","0.8590514063835144","0.8590514063835144","0.8590514063835144","0.8582032918930054","0.8582032918930054","0.8582032918930054","0.8585883378982544","0.8585883378982544","0.8585883378982544","0.8585448861122131","0.8585448861122131","0.8585448861122131","0.8585071563720703","0.8585071563720703","0.8585071563720703","0.8585279583930969","0.8585279583930969","0.8585279583930969","0.8584594130516052","0.8584594130516052","0.8584594130516052"
"1300","0.8590809106826782","0.8590809106826782","0.8590809106826782","0.8580713272094727","0.8580713272094727","0.8580713272094727","0.8586503267288208","0.8586503267288208","0.8586503267288208","0.85856032371521","0.85856032371521","0.85856032371521","0.8585056066513062","0.8585056066513062","0.8585056066513062","0.858527660369873","0.858527660369873","0.858527660369873","0.8584617972373962","0.8584617972373962","0.8584617972373962"
"1400","0.858941376209259","0.858941376209259","0.858941376209259","0.8579490780830383","0.8579490780830383","0.8579490780830383","0.8587275743484497","0.8587275743484497","0.8587275743484497","0.8586124777793884","0.8586124777793884","0.8586124777793884","0.858505129814148","0.858505129814148","0.858505129814148","0.8585225939750671","0.8585225939750671","0.8585225939750671","0.8584652543067932","0.8584652543067932","0.8584652543067932"
"1500","0.8589355945587158","0.8589355945587158","0.8589355945587158","0.8578528165817261","0.8578528165817261","0.8578528165817261","0.8587572574615479","0.8587572574615479","0.8587572574615479","0.8586539626121521","0.8586539626121521","0.8586539626121521","0.8584949970245361","0.8584949970245361","0.8584949970245361","0.8585152626037598","0.8585152626037598","0.8585152626037598","0.8584680557250977","0.8584680557250977","0.8584680557250977"
"1600","0.8590786457061768","0.8590786457061768","0.8590786457061768","0.8578589558601379","0.8578589558601379","0.8578589558601379","0.8588364124298096","0.8588364124298096","0.8588364124298096","0.8586926460266113","0.8586926460266113","0.8586926460266113","0.8584919571876526","0.8584919571876526","0.8584919571876526","0.8585129380226135","0.8585129380226135","0.8585129380226135","0.8584706783294678","0.8584706783294678","0.8584706783294678"
"1700","0.8592306971549988","0.8592306971549988","0.8592306971549988","0.8578513860702515","0.8578513860702515","0.8578513860702515","0.8588497638702393","0.8588497638702393","0.8588497638702393","0.8586868643760681","0.8586868643760681","0.8586868643760681","0.8585027456283569","0.8585027456283569","0.8585027456283569","0.8585029244422913","0.8585029244422913","0.8585029244422913","0.8584729433059692","0.8584729433059692","0.8584729433059692"
