"Step","1873380_2 - similarity_cb1_max","1873380_2 - similarity_cb1_max__MIN","1873380_2 - similarity_cb1_max__MAX","4395274 - similarity_cb1_max","4395274 - similarity_cb1_max__MIN","4395274 - similarity_cb1_max__MAX","1940028_1 - similarity_cb1_max","1940028_1 - similarity_cb1_max__MIN","1940028_1 - similarity_cb1_max__MAX","4520555_1 - similarity_cb1_max","4520555_1 - similarity_cb1_max__MIN","4520555_1 - similarity_cb1_max__MAX","2536305_1 - similarity_cb1_max","2536305_1 - similarity_cb1_max__MIN","2536305_1 - similarity_cb1_max__MAX","2536333_1 - similarity_cb1_max","2536333_1 - similarity_cb1_max__MIN","2536333_1 - similarity_cb1_max__MAX","1940035_0 - similarity_cb1_max","1940035_0 - similarity_cb1_max__MIN","1940035_0 - similarity_cb1_max__MAX"
"1800","0.8591748476028442","0.8591748476028442","0.8591748476028442","0.8577851057052612","0.8577851057052612","0.8577851057052612","0.8588972687721252","0.8588972687721252","0.8588972687721252","0.858639657497406","0.858639657497406","0.858639657497406","0.8585339784622192","0.8585339784622192","0.8585339784622192","0.8585041761398315","0.8585041761398315","0.8585041761398315","0.858475387096405","0.858475387096405","0.858475387096405"
"1900","0.8592926263809204","0.8592926263809204","0.8592926263809204","0.8577090501785278","0.8577090501785278","0.8577090501785278","0.8589218854904175","0.8589218854904175","0.8589218854904175","0.858616292476654","0.858616292476654","0.858616292476654","0.8585604429244995","0.8585604429244995","0.8585604429244995","0.8585085272789001","0.8585085272789001","0.8585085272789001","0.8584781885147095","0.8584781885147095","0.8584781885147095"
"2000","0.8593703508377075","0.8593703508377075","0.8593703508377075","0.8576269745826721","0.8576269745826721","0.8576269745826721","0.8589227199554443","0.8589227199554443","0.8589227199554443","0.858599066734314","0.858599066734314","0.858599066734314","0.8586016893386841","0.8586016893386841","0.8586016893386841","0.8584962487220764","0.8584962487220764","0.8584962487220764","0.8584803342819214","0.8584803342819214","0.8584803342819214"
"2100","0.8593254089355469","0.8593254089355469","0.8593254089355469","0.8574244976043701","0.8574244976043701","0.8574244976043701","0.8589717149734497","0.8589717149734497","0.8589717149734497","0.8585827350616455","0.8585827350616455","0.8585827350616455","0.8586328029632568","0.8586328029632568","0.8586328029632568","0.8585062026977539","0.8585062026977539","0.8585062026977539","0.8584824204444885","0.8584824204444885","0.8584824204444885"
"2200","0.859198808670044","0.859198808670044","0.859198808670044","0.857268214225769","0.857268214225769","0.857268214225769","0.8590503334999084","0.8590503334999084","0.8590503334999084","0.8585665225982666","0.8585665225982666","0.8585665225982666","0.8586775064468384","0.8586775064468384","0.8586775064468384","0.8585122227668762","0.8585122227668762","0.8585122227668762","0.8584848046302795","0.8584848046302795","0.8584848046302795"
"2300","0.8589345216751099","0.8589345216751099","0.8589345216751099","0.8572096228599548","0.8572096228599548","0.8572096228599548","0.8590940237045288","0.8590940237045288","0.8590940237045288","0.8585348129272461","0.8585348129272461","0.8585348129272461","0.8587192296981812","0.8587192296981812","0.8587192296981812","0.858517050743103","0.858517050743103","0.858517050743103","0.8584886789321899","0.8584886789321899","0.8584886789321899"
"2400","0.8588008284568787","0.8588008284568787","0.8588008284568787","0.8570910692214966","0.8570910692214966","0.8570910692214966","0.8590942621231079","0.8590942621231079","0.8590942621231079","0.8585126996040344","0.8585126996040344","0.8585126996040344","0.8587628602981567","0.8587628602981567","0.8587628602981567","0.8585187792778015","0.8585187792778015","0.8585187792778015","0.8584913015365601","0.8584913015365601","0.8584913015365601"
"2500","0.8588129281997681","0.8588129281997681","0.8588129281997681","0.8569315075874329","0.8569315075874329","0.8569315075874329","0.859062910079956","0.859062910079956","0.859062910079956","0.8585056066513062","0.8585056066513062","0.8585056066513062","0.8588162660598755","0.8588162660598755","0.8588162660598755","0.8585354089736938","0.8585354089736938","0.8585354089736938","0.858493447303772","0.858493447303772","0.858493447303772"
"2600","0.8587902784347534","0.8587902784347534","0.8587902784347534","0.8568397760391235","0.8568397760391235","0.8568397760391235","0.8589586019515991","0.8589586019515991","0.8589586019515991","0.8585456609725952","0.8585456609725952","0.8585456609725952","0.8588516116142273","0.8588516116142273","0.8588516116142273","0.8585360050201416","0.8585360050201416","0.8585360050201416","0.8584945201873779","0.8584945201873779","0.8584945201873779"
"2700","0.8586752414703369","0.8586752414703369","0.8586752414703369","0.8567041754722595","0.8567041754722595","0.8567041754722595","0.8588361740112305","0.8588361740112305","0.8588361740112305","0.8586145043373108","0.8586145043373108","0.8586145043373108","0.8588845729827881","0.8588845729827881","0.8588845729827881","0.858538806438446","0.858538806438446","0.858538806438446","0.8584965467453003","0.8584965467453003","0.8584965467453003"
"2800","0.8586536645889282","0.8586536645889282","0.8586536645889282","0.8567033410072327","0.8567033410072327","0.8567033410072327","0.8587119579315186","0.8587119579315186","0.8587119579315186","0.8587095737457275","0.8587095737457275","0.8587095737457275","0.8589534163475037","0.8589534163475037","0.8589534163475037","0.8585562705993652","0.8585562705993652","0.8585562705993652","0.8584983348846436","0.8584983348846436","0.8584983348846436"
"2900","0.8585236668586731","0.8585236668586731","0.8585236668586731","0.8566630482673645","0.8566630482673645","0.8566630482673645","0.8586604595184326","0.8586604595184326","0.8586604595184326","0.8588347434997559","0.8588347434997559","0.8588347434997559","0.859004020690918","0.859004020690918","0.859004020690918","0.8585729598999023","0.8585729598999023","0.8585729598999023","0.8585009574890137","0.8585009574890137","0.8585009574890137"
"3000","0.8583784699440002","0.8583784699440002","0.8583784699440002","0.8567008972167969","0.8567008972167969","0.8567008972167969","0.8586188554763794","0.8586188554763794","0.8586188554763794","0.8589675426483154","0.8589675426483154","0.8589675426483154","0.8590679168701172","0.8590679168701172","0.8590679168701172","0.8585823774337769","0.8585823774337769","0.8585823774337769","0.8585046529769897","0.8585046529769897","0.8585046529769897"
"3100","0.8582730293273926","0.8582730293273926","0.8582730293273926","0.856850266456604","0.856850266456604","0.856850266456604","0.8586775064468384","0.8586775064468384","0.8586775064468384","0.8590377569198608","0.8590377569198608","0.8590377569198608","0.8591492176055908","0.8591492176055908","0.8591492176055908","0.8586102724075317","0.8586102724075317","0.8586102724075317","0.8585050702095032","0.8585050702095032","0.8585050702095032"
"3200","0.8581453561782837","0.8581453561782837","0.8581453561782837","0.8569865226745605","0.8569865226745605","0.8569865226745605","0.8586530685424805","0.8586530685424805","0.8586530685424805","0.8590490818023682","0.8590490818023682","0.8590490818023682","0.8592492341995239","0.8592492341995239","0.8592492341995239","0.8586316108703613","0.8586316108703613","0.8586316108703613","0.8585070371627808","0.8585070371627808","0.8585070371627808"
"3300","0.8581531047821045","0.8581531047821045","0.8581531047821045","0.8570712208747864","0.8570712208747864","0.8570712208747864","0.8586784601211548","0.8586784601211548","0.8586784601211548","0.8591058254241943","0.8591058254241943","0.8591058254241943","0.8593158721923828","0.8593158721923828","0.8593158721923828","0.858647346496582","0.858647346496582","0.858647346496582","0.858507513999939","0.858507513999939","0.858507513999939"
"3400","0.858123779296875","0.858123779296875","0.858123779296875","0.8572887182235718","0.8572887182235718","0.8572887182235718","0.8587230443954468","0.8587230443954468","0.8587230443954468","0.8591833710670471","0.8591833710670471","0.8591833710670471","0.8593659400939941","0.8593659400939941","0.8593659400939941","0.8586695194244385","0.8586695194244385","0.8586695194244385","0.8585076928138733","0.8585076928138733","0.8585076928138733"
"3500","0.8581851720809937","0.8581851720809937","0.8581851720809937","0.8575434684753418","0.8575434684753418","0.8575434684753418","0.8588361740112305","0.8588361740112305","0.8588361740112305","0.8592650890350342","0.8592650890350342","0.8592650890350342","0.8594082593917847","0.8594082593917847","0.8594082593917847","0.8586958646774292","0.8586958646774292","0.8586958646774292","0.8585079908370972","0.8585079908370972","0.8585079908370972"
"3600","0.8582416772842407","0.8582416772842407","0.8582416772842407","0.8578479290008545","0.8578479290008545","0.8578479290008545","0.8588942289352417","0.8588942289352417","0.8588942289352417","0.8593460321426392","0.8593460321426392","0.8593460321426392","0.8594318628311157","0.8594318628311157","0.8594318628311157","0.858727216720581","0.858727216720581","0.858727216720581","0.8585101366043091","0.8585101366043091","0.8585101366043091"
"3700","0.8582519292831421","0.8582519292831421","0.8582519292831421","0.858051061630249","0.858051061630249","0.858051061630249","0.8590431809425354","0.8590431809425354","0.8590431809425354","0.8594377040863037","0.8594377040863037","0.8594377040863037","0.8594495058059692","0.8594495058059692","0.8594495058059692","0.8587416410446167","0.8587416410446167","0.8587416410446167","0.8585114479064941","0.8585114479064941","0.8585114479064941"
"3800","0.8582035899162292","0.8582035899162292","0.8582035899162292","0.8583440184593201","0.8583440184593201","0.8583440184593201","0.8591349124908447","0.8591349124908447","0.8591349124908447","0.8595613241195679","0.8595613241195679","0.8595613241195679","0.8594833612442017","0.8594833612442017","0.8594833612442017","0.8587509989738464","0.8587509989738464","0.8587509989738464","0.8585129976272583","0.8585129976272583","0.8585129976272583"
"3900","0.8581737279891968","0.8581737279891968","0.8581737279891968","0.8584921360015869","0.8584921360015869","0.8584921360015869","0.8592348098754883","0.8592348098754883","0.8592348098754883","0.8597184419631958","0.8597184419631958","0.8597184419631958","0.859484851360321","0.859484851360321","0.859484851360321","0.8587428331375122","0.8587428331375122","0.8587428331375122","0.8585150837898254","0.8585150837898254","0.8585150837898254"
"4000","0.858346700668335","0.858346700668335","0.858346700668335","0.8588671088218689","0.8588671088218689","0.8588671088218689","0.8593998551368713","0.8593998551368713","0.8593998551368713","0.8598722219467163","0.8598722219467163","0.8598722219467163","0.8594530820846558","0.8594530820846558","0.8594530820846558","0.8587751388549805","0.8587751388549805","0.8587751388549805","0.858513355255127","0.858513355255127","0.858513355255127"
"4100","0.8585968017578125","0.8585968017578125","0.8585968017578125","0.8589843511581421","0.8589843511581421","0.8589843511581421","0.859576940536499","0.859576940536499","0.859576940536499","0.8600311875343323","0.8600311875343323","0.8600311875343323","0.859437108039856","0.859437108039856","0.859437108039856","0.8587793111801147","0.8587793111801147","0.8587793111801147","0.8585150241851807","0.8585150241851807","0.8585150241851807"
"4200","0.8589649200439453","0.8589649200439453","0.8589649200439453","0.8590294718742371","0.8590294718742371","0.8590294718742371","0.8597818613052368","0.8597818613052368","0.8597818613052368","0.8601685166358948","0.8601685166358948","0.8601685166358948","0.8594417572021484","0.8594417572021484","0.8594417572021484","0.8588284850120544","0.8588284850120544","0.8588284850120544","0.858514666557312","0.858514666557312","0.858514666557312"
"4300","0.859500527381897","0.859500527381897","0.859500527381897","0.8590822219848633","0.8590822219848633","0.8590822219848633","0.859994649887085","0.859994649887085","0.859994649887085","0.8603234887123108","0.8603234887123108","0.8603234887123108","0.8594631552696228","0.8594631552696228","0.8594631552696228","0.8588562607765198","0.8588562607765198","0.8588562607765198","0.8585169315338135","0.8585169315338135","0.8585169315338135"
"4400","0.8601269721984863","0.8601269721984863","0.8601269721984863","0.8591426014900208","0.8591426014900208","0.8591426014900208","0.8601042628288269","0.8601042628288269","0.8601042628288269","0.8604046106338501","0.8604046106338501","0.8604046106338501","0.8595190644264221","0.8595190644264221","0.8595190644264221","0.8588565587997437","0.8588565587997437","0.8588565587997437","0.8585168719291687","0.8585168719291687","0.8585168719291687"
"4500","0.860762894153595","0.860762894153595","0.860762894153595","0.8591639995574951","0.8591639995574951","0.8591639995574951","0.860204815864563","0.860204815864563","0.860204815864563","0.8604707717895508","0.8604707717895508","0.8604707717895508","0.8594970703125","0.8594970703125","0.8594970703125","0.858879566192627","0.858879566192627","0.858879566192627","0.8585153818130493","0.8585153818130493","0.8585153818130493"
"4600","0.86155104637146","0.86155104637146","0.86155104637146","0.8591399192810059","0.8591399192810059","0.8591399192810059","0.860298216342926","0.860298216342926","0.860298216342926","0.8605684041976929","0.8605684041976929","0.8605684041976929","0.8594731688499451","0.8594731688499451","0.8594731688499451","0.858871579170227","0.858871579170227","0.858871579170227","0.8585134744644165","0.8585134744644165","0.8585134744644165"
"4700","0.8622677326202393","0.8622677326202393","0.8622677326202393","0.8590919971466064","0.8590919971466064","0.8590919971466064","0.8604161739349365","0.8604161739349365","0.8604161739349365","0.8607498407363892","0.8607498407363892","0.8607498407363892","0.8594706654548645","0.8594706654548645","0.8594706654548645","0.8588809967041016","0.8588809967041016","0.8588809967041016","0.8585163950920105","0.8585163950920105","0.8585163950920105"
"4800","0.8628323078155518","0.8628323078155518","0.8628323078155518","0.8591321110725403","0.8591321110725403","0.8591321110725403","0.8604504466056824","0.8604504466056824","0.8604504466056824","0.8608397245407104","0.8608397245407104","0.8608397245407104","0.8594521284103394","0.8594521284103394","0.8594521284103394","0.8589036464691162","0.8589036464691162","0.8589036464691162","0.8585199117660522","0.8585199117660522","0.8585199117660522"
"4900","0.8633110523223877","0.8633110523223877","0.8633110523223877","0.859164834022522","0.859164834022522","0.859164834022522","0.8604147434234619","0.8604147434234619","0.8604147434234619","0.8609189987182617","0.8609189987182617","0.8609189987182617","0.8594191074371338","0.8594191074371338","0.8594191074371338","0.8589105010032654","0.8589105010032654","0.8589105010032654","0.8585209250450134","0.8585209250450134","0.8585209250450134"
"5000","0.863730251789093","0.863730251789093","0.863730251789093","0.8592032194137573","0.8592032194137573","0.8592032194137573","0.8602777123451233","0.8602777123451233","0.8602777123451233","0.8610151410102844","0.8610151410102844","0.8610151410102844","0.8593586683273315","0.8593586683273315","0.8593586683273315","0.8589296340942383","0.8589296340942383","0.8589296340942383","0.8585200309753418","0.8585200309753418","0.8585200309753418"
"5100","0.8640351295471191","0.8640351295471191","0.8640351295471191","0.8592032194137573","0.8592032194137573","0.8592032194137573","0.8600826263427734","0.8600826263427734","0.8600826263427734","0.8610792756080627","0.8610792756080627","0.8610792756080627","0.8593209981918335","0.8593209981918335","0.8593209981918335","0.8589532971382141","0.8589532971382141","0.8589532971382141","0.8585213422775269","0.8585213422775269","0.8585213422775269"
"5200","0.8642207980155945","0.8642207980155945","0.8642207980155945","0.8591440916061401","0.8591440916061401","0.8591440916061401","0.859979510307312","0.859979510307312","0.859979510307312","0.8611057996749878","0.8611057996749878","0.8611057996749878","0.8592973947525024","0.8592973947525024","0.8592973947525024","0.8589876294136047","0.8589876294136047","0.8589876294136047","0.8585227727890015","0.8585227727890015","0.8585227727890015"
"5300","0.8644393682479858","0.8644393682479858","0.8644393682479858","0.8592288494110107","0.8592288494110107","0.8592288494110107","0.859845757484436","0.859845757484436","0.859845757484436","0.8611369132995605","0.8611369132995605","0.8611369132995605","0.8592862486839294","0.8592862486839294","0.8592862486839294","0.8589959144592285","0.8589959144592285","0.8589959144592285","0.8585240244865417","0.8585240244865417","0.8585240244865417"
"5400","0.8645668029785156","0.8645668029785156","0.8645668029785156","0.8592416048049927","0.8592416048049927","0.8592416048049927","0.8596117496490479","0.8596117496490479","0.8596117496490479","0.8611217737197876","0.8611217737197876","0.8611217737197876","0.8592367172241211","0.8592367172241211","0.8592367172241211","0.8590295910835266","0.8590295910835266","0.8590295910835266","0.8585240840911865","0.8585240840911865","0.8585240840911865"
"5500","0.8644583225250244","0.8644583225250244","0.8644583225250244","0.8591838479042053","0.8591838479042053","0.8591838479042053","0.8592870831489563","0.8592870831489563","0.8592870831489563","0.8611788749694824","0.8611788749694824","0.8611788749694824","0.8592458963394165","0.8592458963394165","0.8592458963394165","0.8591008186340332","0.8591008186340332","0.8591008186340332","0.858526349067688","0.858526349067688","0.858526349067688"
"5600","0.8643761873245239","0.8643761873245239","0.8643761873245239","0.8592036366462708","0.8592036366462708","0.8592036366462708","0.858985185623169","0.858985185623169","0.858985185623169","0.8612350225448608","0.8612350225448608","0.8612350225448608","0.8592165112495422","0.8592165112495422","0.8592165112495422","0.8591433167457581","0.8591433167457581","0.8591433167457581","0.8585282564163208","0.8585282564163208","0.8585282564163208"
"5700","0.8643877506256104","0.8643877506256104","0.8643877506256104","0.8591996431350708","0.8591996431350708","0.8591996431350708","0.8587052822113037","0.8587052822113037","0.8587052822113037","0.8612303733825684","0.8612303733825684","0.8612303733825684","0.8592026829719543","0.8592026829719543","0.8592026829719543","0.8592000007629395","0.8592000007629395","0.8592000007629395","0.8585253357887268","0.8585253357887268","0.8585253357887268"
"5800","0.8644051551818848","0.8644051551818848","0.8644051551818848","0.8592045307159424","0.8592045307159424","0.8592045307159424","0.858557939529419","0.858557939529419","0.858557939529419","0.8612217307090759","0.8612217307090759","0.8612217307090759","0.8591942191123962","0.8591942191123962","0.8591942191123962","0.8592327833175659","0.8592327833175659","0.8592327833175659","0.858527660369873","0.858527660369873","0.858527660369873"
"5900","0.8644168972969055","0.8644168972969055","0.8644168972969055","0.8592047691345215","0.8592047691345215","0.8592047691345215","0.8586803078651428","0.8586803078651428","0.8586803078651428","0.8612722158432007","0.8612722158432007","0.8612722158432007","0.8592199087142944","0.8592199087142944","0.8592199087142944","0.8593085408210754","0.8593085408210754","0.8593085408210754","0.858527660369873","0.858527660369873","0.858527660369873"
"6000","0.8643584251403809","0.8643584251403809","0.8643584251403809","0.8592544794082642","0.8592544794082642","0.8592544794082642","0.8590752482414246","0.8590752482414246","0.8590752482414246","0.8613404631614685","0.8613404631614685","0.8613404631614685","0.8592698574066162","0.8592698574066162","0.8592698574066162","0.8593961596488953","0.8593961596488953","0.8593961596488953","0.8585258722305298","0.8585258722305298","0.8585258722305298"
"6100","0.8643383383750916","0.8643383383750916","0.8643383383750916","0.8592822551727295","0.8592822551727295","0.8592822551727295","0.8594391942024231","0.8594391942024231","0.8594391942024231","0.8614200353622437","0.8614200353622437","0.8614200353622437","0.8592807054519653","0.8592807054519653","0.8592807054519653","0.8594629764556885","0.8594629764556885","0.8594629764556885","0.8585267066955566","0.8585267066955566","0.8585267066955566"
"6200","0.8643798232078552","0.8643798232078552","0.8643798232078552","0.8592807054519653","0.8592807054519653","0.8592807054519653","0.8598229885101318","0.8598229885101318","0.8598229885101318","0.8614827394485474","0.8614827394485474","0.8614827394485474","0.8593300580978394","0.8593300580978394","0.8593300580978394","0.8595075607299805","0.8595075607299805","0.8595075607299805","0.8585288524627686","0.8585288524627686","0.8585288524627686"
"6300","0.8643602132797241","0.8643602132797241","0.8643602132797241","0.8592730760574341","0.8592730760574341","0.8592730760574341","0.8602346181869507","0.8602346181869507","0.8602346181869507","0.8615577816963196","0.8615577816963196","0.8615577816963196","0.859332263469696","0.859332263469696","0.859332263469696","0.8595670461654663","0.8595670461654663","0.8595670461654663","0.8585303425788879","0.8585303425788879","0.8585303425788879"
"6400","0.8644386529922485","0.8644386529922485","0.8644386529922485","0.8592730760574341","0.8592730760574341","0.8592730760574341","0.8605051636695862","0.8605051636695862","0.8605051636695862","0.8616258502006531","0.8616258502006531","0.8616258502006531","0.8593241572380066","0.8593241572380066","0.8593241572380066","0.8596393465995789","0.8596393465995789","0.8596393465995789","0.8585335612297058","0.8585335612297058","0.8585335612297058"
"6500","0.8644306659698486","0.8644306659698486","0.8644306659698486","0.8592730760574341","0.8592730760574341","0.8592730760574341","0.8607238531112671","0.8607238531112671","0.8607238531112671","0.861768364906311","0.861768364906311","0.861768364906311","0.8592997789382935","0.8592997789382935","0.8592997789382935","0.8597037196159363","0.8597037196159363","0.8597037196159363","0.8585366606712341","0.8585366606712341","0.8585366606712341"
"6600","0.8644516468048096","0.8644516468048096","0.8644516468048096","0.8600194454193115","0.8600194454193115","0.8600194454193115","0.8608973026275635","0.8608973026275635","0.8608973026275635","0.861809492111206","0.861809492111206","0.861809492111206","0.8592238426208496","0.8592238426208496","0.8592238426208496","0.8597466349601746","0.8597466349601746","0.8597466349601746","0.8585374355316162","0.8585374355316162","0.8585374355316162"
"6700","0.8644146919250488","0.8644146919250488","0.8644146919250488","0.8611372113227844","0.8611372113227844","0.8611372113227844","0.861116886138916","0.861116886138916","0.861116886138916","0.8618254661560059","0.8618254661560059","0.8618254661560059","0.859227180480957","0.859227180480957","0.859227180480957","0.8597918748855591","0.8597918748855591","0.8597918748855591","0.8585336208343506","0.8585336208343506","0.8585336208343506"
"6800","0.8643471002578735","0.8643471002578735","0.8643471002578735","0.8622324466705322","0.8622324466705322","0.8622324466705322","0.8613155484199524","0.8613155484199524","0.8613155484199524","0.8618234395980835","0.8618234395980835","0.8618234395980835","0.8592153787612915","0.8592153787612915","0.8592153787612915","0.8598333597183228","0.8598333597183228","0.8598333597183228","0.8585320711135864","0.8585320711135864","0.8585320711135864"
