"Step","1873380_2 - similarity_cb1_min","1873380_2 - similarity_cb1_min__MIN","1873380_2 - similarity_cb1_min__MAX","4395274 - similarity_cb1_min","4395274 - similarity_cb1_min__MIN","4395274 - similarity_cb1_min__MAX","1940028_1 - similarity_cb1_min","1940028_1 - similarity_cb1_min__MIN","1940028_1 - similarity_cb1_min__MAX","4520555_1 - similarity_cb1_min","4520555_1 - similarity_cb1_min__MIN","4520555_1 - similarity_cb1_min__MAX","2536305_1 - similarity_cb1_min","2536305_1 - similarity_cb1_min__MIN","2536305_1 - similarity_cb1_min__MAX","2536333_1 - similarity_cb1_min","2536333_1 - similarity_cb1_min__MIN","2536333_1 - similarity_cb1_min__MAX","1940035_0 - similarity_cb1_min","1940035_0 - similarity_cb1_min__MIN","1940035_0 - similarity_cb1_min__MAX"
"1100","0.6358134746551514","0.6358134746551514","0.6358134746551514","0.636138379573822","0.636138379573822","0.636138379573822","0.6329907774925232","0.6329907774925232","0.6329907774925232","0.6329754590988159","0.6329754590988159","0.6329754590988159","0.6328200697898865","0.6328200697898865","0.6328200697898865","0.6327633857727051","0.6327633857727051","0.6327633857727051","0.6327098608016968","0.6327098608016968","0.6327098608016968"
"1200","0.6369168758392334","0.6369168758392334","0.6369168758392334","0.6369802951812744","0.6369802951812744","0.6369802951812744","0.6329793334007263","0.6329793334007263","0.6329793334007263","0.633014440536499","0.633014440536499","0.633014440536499","0.6328439712524414","0.6328439712524414","0.6328439712524414","0.6327829957008362","0.6327829957008362","0.6327829957008362","0.6327111124992371","0.6327111124992371","0.6327111124992371"
"1300","0.6381055116653442","0.6381055116653442","0.6381055116653442","0.6378231048583984","0.6378231048583984","0.6378231048583984","0.6329858899116516","0.6329858899116516","0.6329858899116516","0.6331055164337158","0.6331055164337158","0.6331055164337158","0.6328664422035217","0.6328664422035217","0.6328664422035217","0.6327918767929077","0.6327918767929077","0.6327918767929077","0.6327118873596191","0.6327118873596191","0.6327118873596191"
"1400","0.6391488313674927","0.6391488313674927","0.6391488313674927","0.6384347677230835","0.6384347677230835","0.6384347677230835","0.6330922842025757","0.6330922842025757","0.6330922842025757","0.6331918835639954","0.6331918835639954","0.6331918835639954","0.6328901052474976","0.6328901052474976","0.6328901052474976","0.6328033208847046","0.6328033208847046","0.6328033208847046","0.6327129602432251","0.6327129602432251","0.6327129602432251"
"1500","0.6401622295379639","0.6401622295379639","0.6401622295379639","0.6394028067588806","0.6394028067588806","0.6394028067588806","0.6330766677856445","0.6330766677856445","0.6330766677856445","0.6332544684410095","0.6332544684410095","0.6332544684410095","0.6328991651535034","0.6328991651535034","0.6328991651535034","0.6328212022781372","0.6328212022781372","0.6328212022781372","0.6327148079872131","0.6327148079872131","0.6327148079872131"
"1600","0.640837550163269","0.640837550163269","0.640837550163269","0.6403093934059143","0.6403093934059143","0.6403093934059143","0.6331390142440796","0.6331390142440796","0.6331390142440796","0.6333060264587402","0.6333060264587402","0.6333060264587402","0.6329139471054077","0.6329139471054077","0.6329139471054077","0.6328295469284058","0.6328295469284058","0.6328295469284058","0.6327141523361206","0.6327141523361206","0.6327141523361206"
"1700","0.6405519843101501","0.6405519843101501","0.6405519843101501","0.6409178376197815","0.6409178376197815","0.6409178376197815","0.6332336664199829","0.6332336664199829","0.6332336664199829","0.633394181728363","0.633394181728363","0.633394181728363","0.632951021194458","0.632951021194458","0.632951021194458","0.6328274607658386","0.6328274607658386","0.6328274607658386","0.6327148675918579","0.6327148675918579","0.6327148675918579"
"1800","0.6403138637542725","0.6403138637542725","0.6403138637542725","0.6412869095802307","0.6412869095802307","0.6412869095802307","0.6334511041641235","0.6334511041641235","0.6334511041641235","0.6334013342857361","0.6334013342857361","0.6334013342857361","0.6330137252807617","0.6330137252807617","0.6330137252807617","0.6328393816947937","0.6328393816947937","0.6328393816947937","0.6327158212661743","0.6327158212661743","0.6327158212661743"
"1900","0.639782726764679","0.639782726764679","0.639782726764679","0.6417407393455505","0.6417407393455505","0.6417407393455505","0.6336125135421753","0.6336125135421753","0.6336125135421753","0.6334742307662964","0.6334742307662964","0.6334742307662964","0.6330634951591492","0.6330634951591492","0.6330634951591492","0.6328567266464233","0.6328567266464233","0.6328567266464233","0.632715106010437","0.632715106010437","0.632715106010437"
"2000","0.6391723155975342","0.6391723155975342","0.6391723155975342","0.6425695419311523","0.6425695419311523","0.6425695419311523","0.6335976123809814","0.6335976123809814","0.6335976123809814","0.6335680484771729","0.6335680484771729","0.6335680484771729","0.633126974105835","0.633126974105835","0.633126974105835","0.6328752040863037","0.6328752040863037","0.6328752040863037","0.6327160596847534","0.6327160596847534","0.6327160596847534"
"2100","0.6383876204490662","0.6383876204490662","0.6383876204490662","0.6432105302810669","0.6432105302810669","0.6432105302810669","0.6337474584579468","0.6337474584579468","0.6337474584579468","0.6337416768074036","0.6337416768074036","0.6337416768074036","0.633172333240509","0.633172333240509","0.633172333240509","0.6328920125961304","0.6328920125961304","0.6328920125961304","0.6327183246612549","0.6327183246612549","0.6327183246612549"
"2200","0.6369571089744568","0.6369571089744568","0.6369571089744568","0.6430164575576782","0.6430164575576782","0.6430164575576782","0.6339075565338135","0.6339075565338135","0.6339075565338135","0.6338924169540405","0.6338924169540405","0.6338924169540405","0.6332189440727234","0.6332189440727234","0.6332189440727234","0.6328895688056946","0.6328895688056946","0.6328895688056946","0.6327195167541504","0.6327195167541504","0.6327195167541504"
"2300","0.635979175567627","0.635979175567627","0.635979175567627","0.6430705189704895","0.6430705189704895","0.6430705189704895","0.6339455842971802","0.6339455842971802","0.6339455842971802","0.6341297626495361","0.6341297626495361","0.6341297626495361","0.6332920789718628","0.6332920789718628","0.6332920789718628","0.6329178214073181","0.6329178214073181","0.6329178214073181","0.6327199935913086","0.6327199935913086","0.6327199935913086"
"2400","0.6355317234992981","0.6355317234992981","0.6355317234992981","0.643206000328064","0.643206000328064","0.643206000328064","0.6341162919998169","0.6341162919998169","0.6341162919998169","0.63433837890625","0.63433837890625","0.63433837890625","0.6333984732627869","0.6333984732627869","0.6333984732627869","0.6329525113105774","0.6329525113105774","0.6329525113105774","0.6327197551727295","0.6327197551727295","0.6327197551727295"
"2500","0.6353694200515747","0.6353694200515747","0.6353694200515747","0.642951250076294","0.642951250076294","0.642951250076294","0.6342284083366394","0.6342284083366394","0.6342284083366394","0.6346533298492432","0.6346533298492432","0.6346533298492432","0.6335214376449585","0.6335214376449585","0.6335214376449585","0.6329580545425415","0.6329580545425415","0.6329580545425415","0.6327208280563354","0.6327208280563354","0.6327208280563354"
"2600","0.6353298425674438","0.6353298425674438","0.6353298425674438","0.6433104276657104","0.6433104276657104","0.6433104276657104","0.6342071294784546","0.6342071294784546","0.6342071294784546","0.6349997520446777","0.6349997520446777","0.6349997520446777","0.6336480379104614","0.6336480379104614","0.6336480379104614","0.6329789161682129","0.6329789161682129","0.6329789161682129","0.6327229142189026","0.6327229142189026","0.6327229142189026"
"2700","0.6353968381881714","0.6353968381881714","0.6353968381881714","0.6433418989181519","0.6433418989181519","0.6433418989181519","0.6343538761138916","0.6343538761138916","0.6343538761138916","0.6352876424789429","0.6352876424789429","0.6352876424789429","0.6337441205978394","0.6337441205978394","0.6337441205978394","0.633041501045227","0.633041501045227","0.633041501045227","0.6327229142189026","0.6327229142189026","0.6327229142189026"
"2800","0.6355880498886108","0.6355880498886108","0.6355880498886108","0.6429674625396729","0.6429674625396729","0.6429674625396729","0.634463369846344","0.634463369846344","0.634463369846344","0.6356246471405029","0.6356246471405029","0.6356246471405029","0.633946418762207","0.633946418762207","0.633946418762207","0.6330591440200806","0.6330591440200806","0.6330591440200806","0.6327236890792847","0.6327236890792847","0.6327236890792847"
"2900","0.6359975337982178","0.6359975337982178","0.6359975337982178","0.6426124572753906","0.6426124572753906","0.6426124572753906","0.6346603631973267","0.6346603631973267","0.6346603631973267","0.6360515356063843","0.6360515356063843","0.6360515356063843","0.6341664791107178","0.6341664791107178","0.6341664791107178","0.6330254077911377","0.6330254077911377","0.6330254077911377","0.6327273845672607","0.6327273845672607","0.6327273845672607"
"3000","0.6365190744400024","0.6365190744400024","0.6365190744400024","0.642492949962616","0.642492949962616","0.642492949962616","0.6349104046821594","0.6349104046821594","0.6349104046821594","0.6363968253135681","0.6363968253135681","0.6363968253135681","0.6343576312065125","0.6343576312065125","0.6343576312065125","0.6330048441886902","0.6330048441886902","0.6330048441886902","0.6327275037765503","0.6327275037765503","0.6327275037765503"
"3100","0.6367164850234985","0.6367164850234985","0.6367164850234985","0.6422613859176636","0.6422613859176636","0.6422613859176636","0.6351426243782043","0.6351426243782043","0.6351426243782043","0.6366389393806458","0.6366389393806458","0.6366389393806458","0.634484052658081","0.634484052658081","0.634484052658081","0.6330317854881287","0.6330317854881287","0.6330317854881287","0.6327316761016846","0.6327316761016846","0.6327316761016846"
"3200","0.6369132995605469","0.6369132995605469","0.6369132995605469","0.6423797607421875","0.6423797607421875","0.6423797607421875","0.6352707147598267","0.6352707147598267","0.6352707147598267","0.6362462043762207","0.6362462043762207","0.6362462043762207","0.6347854733467102","0.6347854733467102","0.6347854733467102","0.6330283880233765","0.6330283880233765","0.6330283880233765","0.6327324509620667","0.6327324509620667","0.6327324509620667"
"3300","0.6366794109344482","0.6366794109344482","0.6366794109344482","0.6424813270568848","0.6424813270568848","0.6424813270568848","0.6352455615997314","0.6352455615997314","0.6352455615997314","0.6359425783157349","0.6359425783157349","0.6359425783157349","0.6349438428878784","0.6349438428878784","0.6349438428878784","0.6330204606056213","0.6330204606056213","0.6330204606056213","0.6327333450317383","0.6327333450317383","0.6327333450317383"
"3400","0.6364911198616028","0.6364911198616028","0.6364911198616028","0.6426057815551758","0.6426057815551758","0.6426057815551758","0.6354926228523254","0.6354926228523254","0.6354926228523254","0.6356951594352722","0.6356951594352722","0.6356951594352722","0.6351213455200195","0.6351213455200195","0.6351213455200195","0.6330577731132507","0.6330577731132507","0.6330577731132507","0.632735013961792","0.632735013961792","0.632735013961792"
"3500","0.6361205577850342","0.6361205577850342","0.6361205577850342","0.6426282525062561","0.6426282525062561","0.6426282525062561","0.635732889175415","0.635732889175415","0.635732889175415","0.6353394985198975","0.6353394985198975","0.6353394985198975","0.6353322863578796","0.6353322863578796","0.6353322863578796","0.6330677270889282","0.6330677270889282","0.6330677270889282","0.6327395439147949","0.6327395439147949","0.6327395439147949"
"3600","0.6359184980392456","0.6359184980392456","0.6359184980392456","0.6429023146629333","0.6429023146629333","0.6429023146629333","0.635858416557312","0.635858416557312","0.635858416557312","0.6351733207702637","0.6351733207702637","0.6351733207702637","0.6354790329933167","0.6354790329933167","0.6354790329933167","0.6331397891044617","0.6331397891044617","0.6331397891044617","0.6327412724494934","0.6327412724494934","0.6327412724494934"
"3700","0.635952889919281","0.635952889919281","0.635952889919281","0.6432201862335205","0.6432201862335205","0.6432201862335205","0.635971188545227","0.635971188545227","0.635971188545227","0.6349546909332275","0.6349546909332275","0.6349546909332275","0.6356755495071411","0.6356755495071411","0.6356755495071411","0.6331443786621094","0.6331443786621094","0.6331443786621094","0.632740318775177","0.632740318775177","0.632740318775177"
"3800","0.6360577344894409","0.6360577344894409","0.6360577344894409","0.6434305310249329","0.6434305310249329","0.6434305310249329","0.6359241008758545","0.6359241008758545","0.6359241008758545","0.6348438262939453","0.6348438262939453","0.6348438262939453","0.6359226703643799","0.6359226703643799","0.6359226703643799","0.6332142949104309","0.6332142949104309","0.6332142949104309","0.632738471031189","0.632738471031189","0.632738471031189"
"3900","0.6363269686698914","0.6363269686698914","0.6363269686698914","0.6432129144668579","0.6432129144668579","0.6432129144668579","0.6359574794769287","0.6359574794769287","0.6359574794769287","0.6345429420471191","0.6345429420471191","0.6345429420471191","0.6361309289932251","0.6361309289932251","0.6361309289932251","0.633201003074646","0.633201003074646","0.633201003074646","0.6327405571937561","0.6327405571937561","0.6327405571937561"
"4000","0.6365998387336731","0.6365998387336731","0.6365998387336731","0.6428766846656799","0.6428766846656799","0.6428766846656799","0.6357980966567993","0.6357980966567993","0.6357980966567993","0.6343278288841248","0.6343278288841248","0.6343278288841248","0.6362087726593018","0.6362087726593018","0.6362087726593018","0.6332063674926758","0.6332063674926758","0.6332063674926758","0.632742166519165","0.632742166519165","0.632742166519165"
"4100","0.6367173194885254","0.6367173194885254","0.6367173194885254","0.6425720453262329","0.6425720453262329","0.6425720453262329","0.6358235478401184","0.6358235478401184","0.6358235478401184","0.6341409683227539","0.6341409683227539","0.6341409683227539","0.6362441778182983","0.6362441778182983","0.6362441778182983","0.6332179307937622","0.6332179307937622","0.6332179307937622","0.6327433586120605","0.6327433586120605","0.6327433586120605"
"4200","0.637028157711029","0.637028157711029","0.637028157711029","0.6422000527381897","0.6422000527381897","0.6422000527381897","0.6358224153518677","0.6358224153518677","0.6358224153518677","0.6338845491409302","0.6338845491409302","0.6338845491409302","0.6362228989601135","0.6362228989601135","0.6362228989601135","0.6333181262016296","0.6333181262016296","0.6333181262016296","0.6327430009841919","0.6327430009841919","0.6327430009841919"
"4300","0.6372321844100952","0.6372321844100952","0.6372321844100952","0.6417672634124756","0.6417672634124756","0.6417672634124756","0.6354205012321472","0.6354205012321472","0.6354205012321472","0.6336545944213867","0.6336545944213867","0.6336545944213867","0.6363831758499146","0.6363831758499146","0.6363831758499146","0.6333242058753967","0.6333242058753967","0.6333242058753967","0.6327470541000366","0.6327470541000366","0.6327470541000366"
"4400","0.6374143362045288","0.6374143362045288","0.6374143362045288","0.6414040923118591","0.6414040923118591","0.6414040923118591","0.6353369951248169","0.6353369951248169","0.6353369951248169","0.6334774494171143","0.6334774494171143","0.6334774494171143","0.6365039944648743","0.6365039944648743","0.6365039944648743","0.6333957314491272","0.6333957314491272","0.6333957314491272","0.6327482461929321","0.6327482461929321","0.6327482461929321"
"4500","0.6375845670700073","0.6375845670700073","0.6375845670700073","0.6410961151123047","0.6410961151123047","0.6410961151123047","0.6351321339607239","0.6351321339607239","0.6351321339607239","0.6334064602851868","0.6334064602851868","0.6334064602851868","0.6366763114929199","0.6366763114929199","0.6366763114929199","0.6335025429725647","0.6335025429725647","0.6335025429725647","0.6327486038208008","0.6327486038208008","0.6327486038208008"
"4600","0.6378896236419678","0.6378896236419678","0.6378896236419678","0.6407455205917358","0.6407455205917358","0.6407455205917358","0.6350804567337036","0.6350804567337036","0.6350804567337036","0.6332069635391235","0.6332069635391235","0.6332069635391235","0.6368832588195801","0.6368832588195801","0.6368832588195801","0.6335933208465576","0.6335933208465576","0.6335933208465576","0.6327518224716187","0.6327518224716187","0.6327518224716187"
"4700","0.6382619142532349","0.6382619142532349","0.6382619142532349","0.6404274702072144","0.6404274702072144","0.6404274702072144","0.6350021362304688","0.6350021362304688","0.6350021362304688","0.6331593990325928","0.6331593990325928","0.6331593990325928","0.6368911266326904","0.6368911266326904","0.6368911266326904","0.6337511539459229","0.6337511539459229","0.6337511539459229","0.6327577829360962","0.6327577829360962","0.6327577829360962"
"4800","0.6383998394012451","0.6383998394012451","0.6383998394012451","0.6401037573814392","0.6401037573814392","0.6401037573814392","0.6352696418762207","0.6352696418762207","0.6352696418762207","0.6330105066299438","0.6330105066299438","0.6330105066299438","0.6370819211006165","0.6370819211006165","0.6370819211006165","0.6339307427406311","0.6339307427406311","0.6339307427406311","0.6327575445175171","0.6327575445175171","0.6327575445175171"
"4900","0.6386083960533142","0.6386083960533142","0.6386083960533142","0.6398364305496216","0.6398364305496216","0.6398364305496216","0.6354235410690308","0.6354235410690308","0.6354235410690308","0.6329054236412048","0.6329054236412048","0.6329054236412048","0.637068510055542","0.637068510055542","0.637068510055542","0.634056806564331","0.634056806564331","0.634056806564331","0.6327587366104126","0.6327587366104126","0.6327587366104126"
"5000","0.6391335725784302","0.6391335725784302","0.6391335725784302","0.6396011710166931","0.6396011710166931","0.6396011710166931","0.6349735260009766","0.6349735260009766","0.6349735260009766","0.6328225135803223","0.6328225135803223","0.6328225135803223","0.6371426582336426","0.6371426582336426","0.6371426582336426","0.6341890096664429","0.6341890096664429","0.6341890096664429","0.6327577829360962","0.6327577829360962","0.6327577829360962"
"5100","0.6395236253738403","0.6395236253738403","0.6395236253738403","0.6393296718597412","0.6393296718597412","0.6393296718597412","0.63474440574646","0.63474440574646","0.63474440574646","0.6328451037406921","0.6328451037406921","0.6328451037406921","0.6371433734893799","0.6371433734893799","0.6371433734893799","0.634273886680603","0.634273886680603","0.634273886680603","0.6327632069587708","0.6327632069587708","0.6327632069587708"
"5200","0.6401323676109314","0.6401323676109314","0.6401323676109314","0.6388717293739319","0.6388717293739319","0.6388717293739319","0.6342455148696899","0.6342455148696899","0.6342455148696899","0.6328426599502563","0.6328426599502563","0.6328426599502563","0.6371018886566162","0.6371018886566162","0.6371018886566162","0.634472131729126","0.634472131729126","0.634472131729126","0.63276606798172","0.63276606798172","0.63276606798172"
"5300","0.640504777431488","0.640504777431488","0.640504777431488","0.6386185884475708","0.6386185884475708","0.6386185884475708","0.6337342858314514","0.6337342858314514","0.6337342858314514","0.6330764293670654","0.6330764293670654","0.6330764293670654","0.6372026205062866","0.6372026205062866","0.6372026205062866","0.6345763206481934","0.6345763206481934","0.6345763206481934","0.6327677965164185","0.6327677965164185","0.6327677965164185"
"5400","0.6408379077911377","0.6408379077911377","0.6408379077911377","0.6383612155914307","0.6383612155914307","0.6383612155914307","0.6334507465362549","0.6334507465362549","0.6334507465362549","0.6332282423973083","0.6332282423973083","0.6332282423973083","0.6372846961021423","0.6372846961021423","0.6372846961021423","0.6346803903579712","0.6346803903579712","0.6346803903579712","0.6327639818191528","0.6327639818191528","0.6327639818191528"
"5500","0.6412457227706909","0.6412457227706909","0.6412457227706909","0.638003408908844","0.638003408908844","0.638003408908844","0.6334419250488281","0.6334419250488281","0.6334419250488281","0.6334021687507629","0.6334021687507629","0.6334021687507629","0.6373172402381897","0.6373172402381897","0.6373172402381897","0.6347754001617432","0.6347754001617432","0.6347754001617432","0.6327664852142334","0.6327664852142334","0.6327664852142334"
"5600","0.6415643692016602","0.6415643692016602","0.6415643692016602","0.637557864189148","0.637557864189148","0.637557864189148","0.6333955526351929","0.6333955526351929","0.6333955526351929","0.6335912942886353","0.6335912942886353","0.6335912942886353","0.6373440027236938","0.6373440027236938","0.6373440027236938","0.6348438262939453","0.6348438262939453","0.6348438262939453","0.6327664852142334","0.6327664852142334","0.6327664852142334"
"5700","0.6419163346290588","0.6419163346290588","0.6419163346290588","0.6374478340148926","0.6374478340148926","0.6374478340148926","0.6333527565002441","0.6333527565002441","0.6333527565002441","0.6335411667823792","0.6335411667823792","0.6335411667823792","0.6373202800750732","0.6373202800750732","0.6373202800750732","0.6349854469299316","0.6349854469299316","0.6349854469299316","0.6327689290046692","0.6327689290046692","0.6327689290046692"
"5800","0.6420747637748718","0.6420747637748718","0.6420747637748718","0.6372672319412231","0.6372672319412231","0.6372672319412231","0.633263111114502","0.633263111114502","0.633263111114502","0.6336373090744019","0.6336373090744019","0.6336373090744019","0.6374437212944031","0.6374437212944031","0.6374437212944031","0.635118842124939","0.635118842124939","0.635118842124939","0.6327692270278931","0.6327692270278931","0.6327692270278931"
"5900","0.6421576738357544","0.6421576738357544","0.6421576738357544","0.63710618019104","0.63710618019104","0.63710618019104","0.6331766247749329","0.6331766247749329","0.6331766247749329","0.6335803866386414","0.6335803866386414","0.6335803866386414","0.6375285387039185","0.6375285387039185","0.6375285387039185","0.635240912437439","0.635240912437439","0.635240912437439","0.6327701807022095","0.6327701807022095","0.6327701807022095"
"6000","0.6421340107917786","0.6421340107917786","0.6421340107917786","0.6370805501937866","0.6370805501937866","0.6370805501937866","0.6332338452339172","0.6332338452339172","0.6332338452339172","0.6335833072662354","0.6335833072662354","0.6335833072662354","0.6375196576118469","0.6375196576118469","0.6375196576118469","0.6353985071182251","0.6353985071182251","0.6353985071182251","0.6327728033065796","0.6327728033065796","0.6327728033065796"
"6100","0.6421006917953491","0.6421006917953491","0.6421006917953491","0.6370596289634705","0.6370596289634705","0.6370596289634705","0.6332809329032898","0.6332809329032898","0.6332809329032898","0.6333023905754089","0.6333023905754089","0.6333023905754089","0.6374926567077637","0.6374926567077637","0.6374926567077637","0.6354496479034424","0.6354496479034424","0.6354496479034424","0.6327722072601318","0.6327722072601318","0.6327722072601318"
"6200","0.6419283151626587","0.6419283151626587","0.6419283151626587","0.6367596983909607","0.6367596983909607","0.6367596983909607","0.6333181858062744","0.6333181858062744","0.6333181858062744","0.6332833170890808","0.6332833170890808","0.6332833170890808","0.637496829032898","0.637496829032898","0.637496829032898","0.6355238556861877","0.6355238556861877","0.6355238556861877","0.6327749490737915","0.6327749490737915","0.6327749490737915"
"6300","0.6419080495834351","0.6419080495834351","0.6419080495834351","0.6368738412857056","0.6368738412857056","0.6368738412857056","0.633575975894928","0.633575975894928","0.633575975894928","0.633367121219635","0.633367121219635","0.633367121219635","0.637551486492157","0.637551486492157","0.637551486492157","0.6355234384536743","0.6355234384536743","0.6355234384536743","0.6327717304229736","0.6327717304229736","0.6327717304229736"
"6400","0.6419082880020142","0.6419082880020142","0.6419082880020142","0.636897087097168","0.636897087097168","0.636897087097168","0.6337684988975525","0.6337684988975525","0.6337684988975525","0.6333343386650085","0.6333343386650085","0.6333343386650085","0.6375136971473694","0.6375136971473694","0.6375136971473694","0.635498046875","0.635498046875","0.635498046875","0.6327784657478333","0.6327784657478333","0.6327784657478333"
"6500","0.6418540477752686","0.6418540477752686","0.6418540477752686","0.6370747089385986","0.6370747089385986","0.6370747089385986","0.6339767575263977","0.6339767575263977","0.6339767575263977","0.6331428289413452","0.6331428289413452","0.6331428289413452","0.6374119520187378","0.6374119520187378","0.6374119520187378","0.6355773210525513","0.6355773210525513","0.6355773210525513","0.6327832937240601","0.6327832937240601","0.6327832937240601"
"6600","0.6418517827987671","0.6418517827987671","0.6418517827987671","0.6372150778770447","0.6372150778770447","0.6372150778770447","0.6340281963348389","0.6340281963348389","0.6340281963348389","0.6330450177192688","0.6330450177192688","0.6330450177192688","0.6374465227127075","0.6374465227127075","0.6374465227127075","0.6357235908508301","0.6357235908508301","0.6357235908508301","0.6327847838401794","0.6327847838401794","0.6327847838401794"
"6700","0.6418520212173462","0.6418520212173462","0.6418520212173462","0.6374766230583191","0.6374766230583191","0.6374766230583191","0.6340834498405457","0.6340834498405457","0.6340834498405457","0.6331015825271606","0.6331015825271606","0.6331015825271606","0.6373598575592041","0.6373598575592041","0.6373598575592041","0.6357896327972412","0.6357896327972412","0.6357896327972412","0.6327842473983765","0.6327842473983765","0.6327842473983765"
"6800","0.6418523192405701","0.6418523192405701","0.6418523192405701","0.6377636790275574","0.6377636790275574","0.6377636790275574","0.634120762348175","0.634120762348175","0.634120762348175","0.6328130960464478","0.6328130960464478","0.6328130960464478","0.637417733669281","0.637417733669281","0.637417733669281","0.6358321309089661","0.6358321309089661","0.6358321309089661","0.6327879428863525","0.6327879428863525","0.6327879428863525"
